doy,hod,A(Treg),A(TpDep),A(std),A(std2),E(Treg),E(TpDep),E(std),E(std2),gs(Treg),gs(TpDep),gs(std),gs(std2),gb(Treg),gb(TpDep),gb(std),gb(std2),gmin(Treg),gmin(TpDep),gmin(std),gmin(std2),Ci(Treg),Ci(TpDep),Ci(std),Ci(std2),Tleaf(Treg),Tleaf(TpDep),Tleaf(std),Tleaf(std2),Pleaf(Treg),Pleaf(TpDep),Pleaf(std),Pleaf(std2),Rublim(Treg),Rublim(TpDep),Rublim(std),Rublim(std2),Ps(Treg),Ps(TpDep),Ps(std),Ps(std2)
20,11.23333333,17.22286399471167,11.349456223973924,18.45627472705044,19.148100458661553,5.940192592249983,2.5164406697904647,7.020212934384521,8.127905606981525,0.26003499999999996,0.1,0.31372983206923555,0.3740057855488332,4.64,4.64,4.64,4.64,,,,0.0016354810975681567,28.1683251228094,20.851848017410063,29.271652393874877,30.461127282636543,28.818977140071162,29.42729432071379,28.63891924126457,28.459033736443942,-3.3442492673731725,-2.1935711295400706,-3.7807133886202116,-4.256856066344254,True,True,False,False,-1.4,-1.4,-1.4,-1.4
20,11.38333333,16.155400132016144,10.925298101179525,17.307580823834833,18.13649179557813,6.0999227145775965,2.772786052162123,7.041452317793437,8.292878863880038,0.24022999999999994,0.1,0.2823116826479118,0.342782041865616,4.64,4.64,4.64,4.64,,,,0.001668917369529361,28.16139052239909,21.65355733148875,29.03029022312622,30.33826915768199,29.94895545869321,30.533978714419103,29.792662855706208,29.590311866862656,-3.193495498528952,-2.054355213655265,-3.518964151350005,-4.047850712184217,True,True,True,False,-1.2,-1.2,-1.2,-1.2
20,11.46666667,16.560081025896885,11.072113810729208,17.785280724171724,18.54838381016456,5.990309463780859,2.6461133121285405,7.032403310478699,8.210919870555614,0.248135,0.1,0.29723007832652953,0.35758918858694067,4.64,4.64,4.64,4.64,,,,0.0016556496805548721,28.091172430903555,21.279367223376973,29.11151702064292,30.352661678214556,29.50730276511099,30.09869674823153,29.333864554408784,29.142928063491663,-3.1528119169263205,-2.0136716320526333,-3.518964151350005,-4.0071671305815855,True,True,False,False,-1.2,-1.2,-1.2,-1.2
20,13.45,14.174874744192495,10.067287175030135,14.605039826491343,15.836493317825102,7.026553619605242,3.618778220956752,7.095963968392563,8.822952389798118,0.2089074999999999,0.1,0.21132162665769919,0.2715610557637856,4.64,4.64,4.64,4.64,,,,0.0017284138411167002,28.50062341924547,23.412056207200422,28.236551859923168,29.912549794346663,31.853900637357597,32.4431134407838,31.842317080903516,31.560462858463634,-3.6305020043094203,-2.4250699331148926,-3.670683073349238,-4.393942316065955,True,True,True,True,-1.3,-1.3,-1.3,-1.3
20,13.55,13.892708044739903,9.914009717698168,14.569609937746163,15.668219937885299,6.285281008282149,3.257234143157766,6.667817704488749,8.161167393738438,0.20801499999999995,0.1,0.22241232769052227,0.28118578981846054,4.64,4.64,4.64,4.64,,,,0.0017347998396086749,28.487814936725066,23.466675303184132,28.611320287698216,30.130723285483338,32.06544950590829,32.600508968121375,32.00061522812279,31.753015957468634,-3.3492345210306977,-2.30452672599544,-3.5099587971899675,-4.112674832787231,True,True,True,True,-1.3,-1.3,-1.3,-1.3
20,13.68333333,13.539667652724722,9.784976421095713,13.98812042696493,15.183037619210817,6.551298622767975,3.4882848947940297,6.657545332215443,8.278440785284323,0.20159749999999999,0.1,0.20547168525490586,0.2640111882475458,4.64,4.64,4.64,4.64,,,,0.0017451984421954399,28.657266997526648,23.89174996516663,28.440919806082345,30.081904673417846,32.380967531923915,32.916276789936106,32.3629895665888,32.09524393991089,-3.5823206062351938,-2.5109995813560984,-3.6219991627121972,-4.296534622821257,True,True,True,True,-1.4,-1.4,-1.4,-1.4
20,13.75,12.783219213753311,0.019660147666173522,13.37872970420858,14.453818832658172,5.805047747606518,0.034040859005946965,6.106032317189512,7.509688131865831,0.19543499999999991,0.001,0.20715406487512705,0.2630718238844057,4.64,4.64,4.64,4.64,,,,0.0017618838066652712,28.609654484600547,36.190064406467584,28.65568572544517,30.152803279919425,32.90439021488253,33.97228884285386,32.85245143600826,32.61576622414545,-3.304570710896169,-1.4,-3.4236063803271795,-3.979106171005229,True,True,True,True,-1.4,-1.4,-1.4,-1.4
20,13.93333333,13.11030886591345,0.021094605061812155,13.661800344450464,14.788467453601667,6.116538509624162,0.035512861665974754,6.356799181401455,7.857632780635778,0.19730499999999995,0.001,0.20630709518723148,0.2634221002566116,4.64,4.64,4.64,4.64,,,,0.0017560833926625705,28.768395106649347,36.29600264951755,28.724404398977658,30.289933438984868,32.72793107313459,33.84217543775863,32.686865924155924,32.43624505295068,-3.193495498528952,-1.2,-3.2748626617342147,-3.844432804171059,True,True,True,True,-1.2,-1.2,-1.2,-1.2
20,14.0,12.79532467122783,0.020837390951416346,13.449767873564781,14.505195057998982,5.71504377717975,0.0335921372703528,6.0831454836509655,7.462460834513316,0.19501000000000002,0.001,0.20949298929024604,0.26535821718648916,4.64,4.64,4.64,4.64,,,,0.0017630962973817876,28.762797606104257,36.19014216724753,28.898836617035343,30.380361899094492,32.94812169521212,34.00262686274335,32.884477980066755,32.65151740010258,-3.0307611721184253,-1.2,-3.1528119169263205,-3.6816984777605315,True,True,True,True,-1.2,-1.2,-1.2,-1.2
20,15.85,9.89015340427644,0.033928749372949873,9.531153199743926,15.71157877126584,6.348612415832419,0.0449118718164412,5.256326992662366,18.99274401927235,0.15769499999999992,0.001,0.12989738395361794,0.5979498254234389,4.64,4.64,4.64,4.64,,,,0.014301859272448132,29.429189913289044,34.29038350192825,27.74175590929257,35.05746868956188,34.97845268738307,36.10894040927718,35.16318892978693,33.132137586409165,-3.3894155900705147,-1.3,-2.987604899672339,-9.296032738923701,True,True,True,False,-1.3,-1.3,-1.3,-1.3
20,15.93333333,9.656272243766935,0.03374572542442977,9.26742117961663,15.452717686571392,6.276700182823678,0.044943792720522874,5.146249135791797,18.945964269658113,0.155655,0.001,0.12691597655967551,0.5962882492738597,4.64,4.64,4.64,4.64,,,,0.014600732544919434,29.355159594707047,34.13149137557345,27.617000772080246,34.93377518759567,35.11404154737529,36.23298784891991,35.30566876043134,33.26227273791765,-3.3492345210306977,-1.3,-2.9474238306325216,-9.296032738923701,True,True,True,False,-1.3,-1.3,-1.3,-1.3
20,16.11666667,9.58896643944839,0.03505075832222326,8.505978287908668,15.875305007840591,7.0598816855546405,0.05167099184069925,5.040264367672381,22.432064818073446,0.15195749999999997,0.001,0.10603029560790905,0.6130521067233435,4.64,4.64,4.64,4.64,,,,0.01404408552688152,29.246900499588016,33.97732941784033,26.614857873502135,34.99816627678922,35.14029017831663,36.371505762432804,35.4789446010503,32.969511218508764,-3.7807133886202116,-1.4,-3.0268208155571443,-9.296032738923701,True,True,True,False,-1.4,-1.4,-1.4,-1.4
20,16.21666667,9.429037520297989,0.03790571843915136,8.060456259672126,12.402208052495055,7.615114623397262,0.05737255936673396,5.119401424078068,24.842638384615007,0.14723999999999993,0.001,0.09624365034918089,0.5223567038822374,4.64,4.64,4.64,4.64,,,,0.019789391540442507,29.327666345097242,33.7467434319506,26.2917370154125,35.675918379625955,35.27680008984239,36.58644039022916,35.69102747428896,32.84992754320081,-4.018784727482233,-1.4,-3.066499372034148,-9.296032738923701,True,True,True,True,-1.4,-1.4,-1.4,-1.4
20,16.85,9.01572659348834,0.03873605722892859,7.713865952717223,15.02171914551737,7.230991278516434,0.055728613899568145,4.846071742488331,21.597507213304954,0.14371250000000002,0.001,0.09372538759540545,0.5318669415590221,4.64,4.64,4.64,4.64,,,,0.01506110237983125,29.379561417321877,33.4529861349016,26.366183273225023,34.65034274538111,35.566201479515115,36.81739933187435,35.96487017882312,33.514519162222626,-3.6003313145552687,-1.2,-2.7459761009000037,-9.296032738923701,True,True,True,True,-1.2,-1.2,-1.2,-1.2
20,18.66666667,8.585112135756841,0.03849989222782102,7.814418594598228,14.211439013697907,6.326318278404804,0.05253926071080772,4.776079584414878,20.116277363149297,0.13236499999999995,0.001,0.09827521820061762,0.5196616826715179,4.64,4.64,4.64,4.64,,,,0.01586240396668481,29.062835806705646,33.47864187204545,26.764958207955175,34.8010564840521,35.74657547284296,36.81338991821866,35.99816081995589,33.84030895879819,-3.3894155900705147,-1.3,-2.826880623513069,-9.296032738923701,True,True,True,False,-1.3,-1.3,-1.3,-1.3
20,18.73333333,8.89954009867933,0.03911710919751776,8.044714877285763,14.652032547179164,6.716695935158172,0.055046495807432996,5.023768767312054,20.953075486795942,0.13423499999999988,0.001,0.09857598779200302,0.5140437505604091,4.64,4.64,4.64,4.64,,,,0.015228448227810406,29.128667997431762,33.68042234473968,26.730314600130527,34.902556005640015,35.546139149234286,36.67104675305551,35.81896967056317,33.589294717846045,-3.5099587971899675,-1.3,-2.9072427615927037,-9.296032738923701,True,True,True,False,-1.3,-1.3,-1.3,-1.3
20,18.85,8.925049649943881,0.03806540973616812,8.002148500718624,11.968180782818838,6.886886798332582,0.05635101828690009,5.083830129811865,20.27409930988158,0.13444749999999994,0.001,0.09732090765677122,0.42827763685649356,4.64,4.64,4.64,4.64,,,,0.01978353009873345,28.982358772198822,33.71473080016629,26.501275093466838,34.93849407111109,35.49055731109617,36.64033104760158,35.780379954718036,33.61044174904515,-3.701356275666204,-1.4,-3.066499372034148,-9.296032738923701,True,True,True,True,-1.4,-1.4,-1.4,-1.4
20,18.93333333,8.818757051920599,0.03864377286824361,7.955358210475025,14.556495004713561,6.664983375751607,0.0548146532446925,4.963679716787982,20.855013381049957,0.13372499999999987,0.001,0.09776815518960662,0.5139377418462386,4.64,4.64,4.64,4.64,,,,0.015339783167175885,29.07606895105502,33.64953506984507,26.657883895863144,34.8297146964236,35.58835971914316,36.70547769016142,35.86286463167079,33.63603253480117,-3.6219991627121972,-1.4,-2.987142259080141,-9.296032738923701,True,True,True,False,-1.4,-1.4,-1.4,-1.4
20,19.11666667,8.932084118104763,0.037171130385890816,8.34604069032416,15.060505120918004,6.162268566047675,0.04950878754145478,4.887696167687054,22.311694812481974,0.1371674999999999,0.001,0.10737066521480827,0.6382697678282575,4.64,4.64,4.64,4.64,,,,0.014947164608784055,29.129952158033998,33.8123238621989,27.146600476959016,35.575873092585866,35.518336059115455,36.56362782710929,35.7256211250745,33.34660783344411,-3.193495498528952,-1.2,-2.7459761009000037,-9.296032738923701,True,True,True,False,-1.2,-1.2,-1.2,-1.2
20,19.2,9.064422356814955,0.03657967813697449,8.552481639055507,15.10846629638855,6.083149024752778,0.0482496967858218,4.916044376924401,21.620729075206953,0.13907999999999998,0.001,0.11108340796115196,0.6343751253233091,4.64,4.64,4.64,4.64,,,,0.014867410330293037,29.144535675719858,33.93359092487296,27.28449300791794,35.56389472465541,35.4288220026489,36.46342556168369,35.61883604746725,33.32798824390054,-3.1528119169263205,-1.2,-2.7459761009000037,-9.296032738923701,True,True,True,False,-1.2,-1.2,-1.2,-1.2
41,8.833333332999999,14.140441093289805,11.188314390142676,14.143280856185273,14.228046440177152,3.089013760863947,0.9413734857815705,2.9178061279096,3.16338990876661,0.3678575,0.1,0.343970172656704,0.37807781676627406,4.64,4.64,4.64,4.64,,,,0.0014333517170431226,32.7623892322279,21.121352287707776,32.33485031787605,32.88892430233231,21.300792354802567,21.651028227562364,21.327243729979767,21.28938051478966,-1.6503151771674442,-1.002373010916914,-1.5639228883340404,-1.6503151771674442,False,False,False,False,-0.7,-0.7,-0.7,-0.7
41,8.916666667000001,14.130392549661206,11.18384782957035,14.068218385168114,14.165375621045452,3.533016254384356,1.0775958680149662,3.1524195825516808,3.4390415235971856,0.36743249999999994,0.1,0.3216824119676079,0.3558251603089386,4.64,4.64,4.64,4.64,,,,0.0014323280744187978,32.76528555850217,21.13384907797055,31.924700594988654,32.548380792006206,21.240419830166854,21.635658615921123,21.298682301601414,21.254700733997318,-1.7799036104175505,-1.0455691553336162,-1.6503151771674442,-1.7367074660008484,False,False,False,False,-0.7,-0.7,-0.7,-0.7
41,9.033333333,14.210177075864788,11.260534138862976,14.183735409423816,14.273811684632872,3.2678636810914554,0.9953273518250839,3.006221518919732,3.2693061180932808,0.36802749999999995,0.1,0.33374894957940443,0.3680123190298334,4.64,4.64,4.64,4.64,,,,0.0014325127854845218,33.002892761672484,21.262317896154965,32.382576127672024,32.97329153279607,21.259075981390836,21.62778239119028,21.299367826715248,21.258854012509662,-1.7377324271117847,-1.050614216947065,-1.6518426508411945,-1.7377324271117847,False,False,False,False,-0.75,-0.75,-0.75,-0.75
41,9.116666667,14.250428704752668,11.294790444857869,14.243464703309249,14.328422931574346,3.1270748926522827,0.9472089409617251,2.926047960965428,3.174608279792091,0.37027999999999994,0.1,0.3424598261314946,0.37669074246055506,4.64,4.64,4.64,4.64,,,,0.0014296420570418793,33.062571595294365,21.247303660303764,32.56643671553415,33.13204389237558,21.15447199203443,21.509876632001415,21.185544534757025,21.147175082003088,-1.6947875389764897,-1.050614216947065,-1.6518426508411945,-1.7377324271117847,False,False,False,False,-0.75,-0.75,-0.75,-0.75
41,9.266666667,14.211286000540607,11.281115905408438,14.197353071798064,14.281860446909885,3.140568455566674,0.9488853117130035,2.920011231660933,3.1683368317759175,0.3712999999999999,0.1,0.3408720495993838,0.3749494822903088,4.64,4.64,4.64,4.64,,,,0.0014279752566917873,33.10308806187205,21.275181357670323,32.564060302842535,33.13063735315841,21.087762697008934,21.444745437870623,21.121834837735882,21.083501780793746,-1.6947875389764897,-1.050614216947065,-1.6518426508411945,-1.6947875389764897,False,False,False,False,-0.75,-0.75,-0.75,-0.75
41,9.333333332999999,14.233807322811963,11.308896587103922,14.190870060868694,14.279700486763128,3.3286352893135285,1.0024693118554193,3.0130852126897656,3.277565678280778,0.372575,0.1,0.3316056860292575,0.3656817659270647,4.64,4.64,4.64,4.64,,,,0.001425359535853666,33.188017599055016,21.304261941027207,32.45565150432633,33.05164911183747,20.976942473013366,21.353774606902398,21.025510636257746,20.98474701253374,-1.7806773152470796,-1.050614216947065,-1.6518426508411945,-1.7377324271117847,False,False,False,False,-0.75,-0.75,-0.75,-0.75
41,10.7,19.706966838727908,12.423847292826515,20.796182081892002,21.15536704313756,4.884619176320439,1.69062589522017,5.802420798072793,6.498616173502831,0.32671749999999994,0.1,0.4050911052264853,0.46508505211507234,4.64,4.64,4.64,4.64,,,,0.0015265979282874178,29.157045034795832,19.151835839994913,30.55315998479131,31.478341216663445,25.10006029066239,25.69818053899075,24.937746233559263,24.818652155226296,-2.2118650545845706,-1.2183537330004242,-2.514238065501485,-2.7302187875849953,False,True,False,False,-0.7,-0.7,-0.7,-0.7
41,10.78333333,19.64938367171679,12.406968113371898,20.78063029397135,21.14616402651321,4.834502912006017,1.6892900092363405,5.780555169112707,6.4782570938175805,0.323445,0.1,0.4043119430540834,0.4646092450366923,4.64,4.64,4.64,4.64,,,,0.0015320601716134101,29.148069378741454,19.246837570850754,30.6007589672682,31.53026007499711,25.30262842868362,25.892868300106773,25.13500207281825,25.015523808498383,-2.1686689101678684,-1.2183537330004242,-2.514238065501485,-2.7302187875849953,False,True,False,False,-0.7,-0.7,-0.7,-0.7
41,10.9,19.387479598304875,12.272875011124842,20.566033800401815,20.977004888357556,5.012374320922607,1.7994340029444997,5.975792333840681,6.73599537597008,0.31358499999999995,0.1,0.38995809047087326,0.4510393551452796,4.64,4.64,4.64,4.64,,,,0.0015472080823239873,28.961638872316612,19.431313455600613,30.371913399253035,31.356502077062874,25.84777611256106,26.44490211063634,25.678805951067403,25.54990357240061,-2.2960159728706193,-1.3082835457588349,-2.5966301898176845,-2.854299518629454,False,True,False,False,-0.75,-0.75,-0.75,-0.75
41,10.98333333,19.36276717035505,12.27298039469059,20.60434587330648,21.0053595691439,4.8220956556037455,1.7393358621570523,5.83129139252648,6.561230176082254,0.3123525,0.1,0.395642540069691,0.4568395744994781,4.64,4.64,4.64,4.64,,,,0.0015500831256036718,28.990254769149647,19.494284301128552,30.528694711522046,31.491534307503837,25.959440280450213,26.53756558540003,25.78085845395971,25.656196288282235,-2.2530710847353244,-1.26533865762354,-2.553685301682389,-2.8113546304941592,False,True,False,False,-0.75,-0.75,-0.75,-0.75
41,11.15,19.581227932041614,12.377502094617544,20.726270521657867,21.10576153189574,4.880539062239719,1.7203328227235573,5.82868378667399,6.544571743947401,0.3202575,0.1,0.3995650154592798,0.46013855581112056,4.64,4.64,4.64,4.64,,,,0.0015370123927857323,29.114764195560124,19.32145878249809,30.553867318351113,31.502150916384092,25.48090224684439,26.072404627656127,25.313357418000827,25.19108573194886,-2.2530710847353244,-1.26533865762354,-2.553685301682389,-2.8113546304941592,False,True,False,False,-0.75,-0.75,-0.75,-0.75
41,11.23333333,19.728313660974226,12.453304088358276,20.806664172950676,21.16958117689937,4.902687216941369,1.6996565571329796,5.806104526823933,6.508196926893114,0.3261224999999999,0.1,0.402809313135701,0.4628955279568829,4.64,4.64,4.64,4.64,,,,0.0015275201284484152,29.224088680040616,19.20941343323024,30.5966217656662,31.53211207362393,25.1310358134683,25.730334873067743,24.971366721497617,24.85131852301991,-2.2530710847353244,-1.26533865762354,-2.553685301682389,-2.8113546304941592,False,True,False,False,-0.75,-0.75,-0.75,-0.75
41,13.73333333,16.06968224783542,10.88669886437522,17.85941151995627,18.451545604735987,4.652749049777776,2.114468949680932,6.229939342060929,7.106214143291444,0.24192999999999992,0.1,0.33745460297367097,0.3962957853044225,4.64,4.64,4.64,4.64,,,,0.0016742610897929212,28.37225512063812,21.738152951723634,30.42591688594191,31.426075611989397,30.144974718336066,30.618419046763485,29.87084669378579,29.723965777350458,-2.1254727657511667,-1.3479421662505302,-2.643826498751591,-2.9461995096685047,True,True,False,False,-0.7,-0.7,-0.7,-0.7
41,13.85,16.03100280254973,10.8822672437183,17.816788367546955,18.41350958173033,4.648168424105538,2.120806402381591,6.217919423787991,7.097935494174018,0.24086749999999996,0.1,0.33558951980733365,0.3944377709670835,4.64,4.64,4.64,4.64,,,,0.0016762261187356158,28.42986196722763,21.822599101488084,30.477599450360056,31.484728947519663,30.2095748282309,30.681000201907818,29.936643391924413,29.78907589592887,-2.1254727657511667,-1.3479421662505302,-2.643826498751591,-2.9461995096685047,True,True,False,False,-0.7,-0.7,-0.7,-0.7
41,13.96666667,15.701885399365116,10.75113478887492,17.433032914310164,18.066763012940964,4.702755932090371,2.190024231659491,6.20407254432645,7.119818578569288,0.23534249999999995,0.1,0.3226145742446443,0.38133522888253996,4.64,4.64,4.64,4.64,,,,0.001685841492791161,28.464220166652765,22.08494742097389,30.38691756877937,31.4333075723221,30.524776891361583,30.991417015401254,30.264219251359066,30.110816477526505,-2.2101261966000294,-1.3941733220294248,-2.6825199660882744,-3.026079071170634,True,True,False,False,-0.75,-0.75,-0.75,-0.75
41,14.06666667,15.780516796815549,10.773673394176665,17.48767507818152,18.126759715113558,4.7833489080226625,2.2147279020004063,6.269557530334623,7.199268209698965,0.23674499999999993,0.1,0.32211393959374485,0.3809648647781161,4.64,4.64,4.64,4.64,,,,0.0016827806771245132,28.40245694854245,21.979449459003234,30.276526739245384,31.33072523693864,30.424789482814994,30.90004113861585,30.167734413462718,30.012458984396023,-2.2101261966000294,-1.4371182101647197,-2.7254648542235693,-3.026079071170634,True,True,False,False,-0.75,-0.75,-0.75,-0.75
41,14.2,15.383910400275214,10.612714688757785,17.10754444817774,17.75547406900458,4.652599038014736,2.2049421962388696,6.1319991100985005,7.052126081592786,0.23083749999999992,0.1,0.31608889106986354,0.37446842482039294,4.64,4.64,4.64,4.64,,,,0.0016941831098428509,28.455321804234295,22.27814081370953,30.350419662726004,31.404292428605014,30.797112846169,31.25204196393253,30.539844781800124,30.385405492452566,-2.1671813084647344,-1.4371182101647197,-2.6825199660882744,-2.983134183035339,True,True,False,False,-0.75,-0.75,-0.75,-0.75
41,14.28333333,14.94212255360652,10.417598939280106,16.6704753066066,17.327271792517728,4.530262142051032,2.198890466943169,5.99451655260438,6.9050073013198,0.22492999999999996,0.1,0.3094173208205625,0.36718508696857977,4.64,4.64,4.64,4.64,,,,0.0017057953464148187,28.464341033473325,22.55488765403337,30.36085975475755,31.411493803524404,31.17294827964423,31.60834530774267,30.91680551690554,30.763116822359915,-2.1242364203294395,-1.3941733220294248,-2.6395750779529794,-2.940189294900044,True,True,True,False,-0.75,-0.75,-0.75,-0.75
41,16.38333333,14.986657682383207,10.436089091698474,16.44103305655445,17.210270880778218,5.179800430892218,2.5148149694545694,6.403645354199143,7.490370904848614,0.2240375,0.1,0.28496915204067863,0.34362594914111194,4.64,4.64,4.64,4.64,,,,0.0017032406348601336,28.36665431643836,22.515476966732084,29.73844781658013,30.931077653759612,31.090557847213475,31.572850257649407,30.88178279967046,30.70217692084817,-2.2982573434179745,-1.4775305995006363,-2.6870226431682926,-3.075787942918611,True,True,True,False,-0.7,-0.7,-0.7,-0.7
41,16.45,15.17944040930823,10.533646447787438,16.72179899668433,17.44941554239371,5.016273179699037,2.411571339027301,6.327799620284883,7.359770806608508,0.2267149999999999,0.1,0.2951240720790616,0.3537831481273135,4.64,4.64,4.64,4.64,,,,0.0016993898133522425,28.44897569828224,22.45520812026841,29.99213272833184,31.142432354066216,30.966190539109864,31.441365885505018,30.74122139941192,30.56992575015669,-2.2550611990012728,-1.4343344550839343,-2.6870226431682926,-3.032591798501909,True,True,True,False,-0.7,-0.7,-0.7,-0.7
41,16.61666667,14.717741996272654,10.300973662517205,16.100487919931258,16.903169045217364,5.259904731609625,2.587480782939888,6.406891276452491,7.529823205391535,0.22067999999999988,0.1,0.27597394933960195,0.3344117184666237,4.64,4.64,4.64,4.64,,,,0.0017089168594630363,28.275266526190222,22.602580476411827,29.51364687965151,30.734966109523274,31.271826312941652,31.753316828843097,31.076603538251437,30.89126324386714,-2.3819057491412092,-1.5230079864353097,-2.7684097423588643,-3.1549137355765193,True,True,True,False,-0.75,-0.75,-0.75,-0.75
