site_spp,A(Treg),A(TpDep),A(std),A(std2),E(Treg),E(TpDep),E(std),E(std2),gs(Treg),gs(TpDep),gs(std),gs(std2),gb(Treg),gb(TpDep),gb(std),gb(std2),gmin(std2),Ci(Treg),Ci(TpDep),Ci(std),Ci(std2),Tleaf(Treg),Tleaf(TpDep),Tleaf(std),Tleaf(std2),Pleaf(Treg),Pleaf(TpDep),Pleaf(std),Pleaf(std2),Rublim(Treg),Rublim(TpDep),Rublim(std),Rublim(std2),Ps,PPFD,Tair,VPD,Patm,CO2,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
Richmond_Eucalyptus_cladocalyx,16.155400132016144,10.925298101179523,17.307580823834833,18.13649179557813,6.0999227145775965,2.7727860521621235,7.041452317793437,8.292878863880038,0.24022999999999994,0.1,0.2823116826479118,0.342782041865616,4.64,4.64,4.64,4.64,0.001668917369529361,28.161390522399092,21.653557331488752,29.030290223126222,30.33826915768199,29.94895545869321,30.533978714419106,29.79266285570621,29.590311866862656,-3.1934954985289514,-2.054355213655265,-3.5189641513500045,-4.047850712184217,True,True,True,False,-1.2,1799.75,28.81,2.42,100.6,39.25355831,20,11.3833333333333,14.65,5.0425,26.26850625,0.21075,4.64,-4.05,33.1175
Richmond_Eucalyptus_cladocalyx,16.560081025896885,11.072113810729208,17.785280724171727,18.54838381016456,5.990309463780859,2.6461133121285405,7.032403310478699,8.210919870555614,0.248135,0.1,0.29723007832652953,0.3575891885869407,4.64,4.64,4.64,4.64,0.0016556496805548721,28.091172430903555,21.279367223376973,29.11151702064292,30.35266167821456,29.50730276511099,30.09869674823153,29.333864554408784,29.142928063491663,-3.1528119169263205,-2.0136716320526333,-3.5189641513500045,-4.0071671305815855,True,True,False,False,-1.2,1799.75,28.345,2.2925,100.6,39.11448975,20,11.466666666666699,15.575,5.5175,27.1044375,0.24525,4.64,-4.1,32.515
Richmond_Eucalyptus_cladocalyx,14.174874744192493,10.067287175030136,14.605039826491346,15.8364933178251,7.026553619605242,3.618778220956752,7.095963968392563,8.822952389798116,0.2089074999999999,0.1,0.2113216266576992,0.2715610557637856,4.64,4.64,4.64,4.64,0.0017284138411167002,28.500623419245468,23.412056207200425,28.23655185992317,29.912549794346667,31.8539006373576,32.443113440783804,31.84231708090352,31.560462858463634,-3.63050200430942,-2.4250699331148926,-3.670683073349238,-4.393942316065955,True,True,True,True,-1.3,1999.5,30.6525,3.22,100.4,39.60718256,20,13.45,5.465,3.02,27.99103125,0.091775,4.64,-2.95,35.9725
Richmond_Eucalyptus_cladocalyx,13.892708044739905,9.914009717698168,14.569609937746165,15.6682199378853,6.285281008282149,3.257234143157766,6.667817704488749,8.161167393738438,0.20801499999999995,0.1,0.22241232769052227,0.2811857898184605,4.64,4.64,4.64,4.64,0.0017347998396086749,28.48781493672507,23.46667530318413,28.611320287698216,30.130723285483338,32.06544950590829,32.600508968121375,32.00061522812279,31.753015957468637,-3.3492345210306977,-2.30452672599544,-3.5099587971899675,-4.112674832787231,True,True,True,True,-1.3,2000.75,30.705,2.8175,100.4,39.41770481,20,13.55,11.6,4.65,26.14185,0.16425,4.64,-3.05,35.0875
Richmond_Eucalyptus_cladocalyx,13.539667652724724,9.784976421095713,13.98812042696493,15.183037619210815,6.551298622767974,3.4882848947940297,6.6575453322154425,8.278440785284323,0.2015975,0.1,0.20547168525490586,0.2640111882475458,4.64,4.64,4.64,4.64,0.00174519844219544,28.65726699752665,23.891749965166632,28.440919806082345,30.08190467341785,32.380967531923915,32.916276789936106,32.3629895665888,32.09524393991089,-3.5823206062351938,-2.5109995813560984,-3.621999162712197,-4.296534622821257,True,True,True,True,-1.4,1999.0,31.0825,3.0625,100.4,39.63606019,20,13.683333333333302,8.03,3.4475,25.96453125,0.1105,4.64,-3.25,35.9325
Richmond_Eucalyptus_cladocalyx,12.783219213753311,0.01966014766617352,13.37872970420858,14.453818832658172,5.805047747606517,0.034040859005946965,6.106032317189512,7.509688131865832,0.19543499999999991,0.001,0.20715406487512705,0.2630718238844057,4.64,4.64,4.64,4.64,0.0017618838066652712,28.609654484600547,36.190064406467584,28.65568572544517,30.152803279919425,32.90439021488253,33.972288842853864,32.85245143600826,32.61576622414545,-3.304570710896169,-1.4,-3.4236063803271795,-3.979106171005229,True,True,True,True,-1.4,2000.75,31.445,2.715,100.4,39.28952869,20,13.75,13.45,5.165,26.01519375,0.19025,4.64,-3.55,35.4725
Richmond_Eucalyptus_cladocalyx,13.110308865913447,0.021094605061812155,13.661800344450464,14.788467453601667,6.116538509624162,0.035512861665974754,6.356799181401455,7.857632780635778,0.19730499999999995,0.001,0.20630709518723148,0.2634221002566116,4.64,4.64,4.64,4.64,0.0017560833926625705,28.76839510664935,36.29600264951755,28.724404398977658,30.28993343898487,32.72793107313459,33.84217543775863,32.686865924155924,32.436245052950675,-3.1934954985289514,-1.2,-3.2748626617342147,-3.8444328041710585,True,True,True,True,-1.2,2001.0,31.335,2.8725,100.4,39.62162138,20,13.933333333333302,8.2675,3.675,27.12976875,0.126,4.64,-4.05,36.33
Richmond_Eucalyptus_cladocalyx,12.79532467122783,0.020837390951416342,13.44976787356478,14.505195057998982,5.71504377717975,0.0335921372703528,6.0831454836509655,7.462460834513316,0.19501,0.001,0.20949298929024604,0.2653582171864892,4.64,4.64,4.64,4.64,0.0017630962973817874,28.762797606104254,36.19014216724753,28.898836617035347,30.380361899094485,32.94812169521212,34.002626862743355,32.884477980066755,32.65151740010258,-3.0307611721184253,-1.2,-3.1528119169263205,-3.681698477760532,True,True,True,True,-1.2,2000.25,31.47,2.6675,100.4,39.47520675,20,14.0,10.25,5.135,29.0296125,0.192,4.64,-4.1,35.8075
Richmond_Eucalyptus_cladocalyx,9.89015340427644,0.033928749372949873,9.531153199743926,15.71157877126584,6.348612415832419,0.0449118718164412,5.256326992662366,18.99274401927235,0.15769499999999992,0.001,0.12989738395361794,0.5979498254234389,4.64,4.64,4.64,4.64,0.014301859272448132,29.429189913289047,34.29038350192825,27.741755909292568,35.05746868956188,34.97845268738307,36.10894040927718,35.163188929786934,33.132137586409165,-3.3894155900705147,-1.3,-2.987604899672339,-9.2960327389237,True,True,True,False,-1.3,1999.75,33.665,3.745,100.2,39.62846081,20,15.85,7.3325,5.5925,29.20693125,0.14725,4.64,-3.45,37.19
Richmond_Eucalyptus_cladocalyx,9.656272243766937,0.033745725424429766,9.267421179616631,15.452717686571393,6.276700182823678,0.04494379272052288,5.146249135791797,18.945964269658113,0.155655,0.001,0.12691597655967551,0.5962882492738597,4.64,4.64,4.64,4.64,0.014600732544919434,29.35515959470705,34.13149137557345,27.61700077208025,34.93377518759567,35.11404154737529,36.232987848919905,35.305668760431345,33.26227273791765,-3.3492345210306977,-1.3,-2.9474238306325216,-9.2960327389237,True,True,True,False,-1.3,2000.75,33.785,3.7425,100.2,39.44075625,20,15.933333333333302,10.3,7.2825,28.4216625,0.1945,4.64,-3.4,37.005
Richmond_Eucalyptus_cladocalyx,9.588966439448392,0.03505075832222326,8.505978287908668,15.875305007840593,7.0598816855546405,0.05167099184069925,5.040264367672381,22.43206481807345,0.15195749999999994,0.001,0.10603029560790904,0.6130521067233435,4.64,4.64,4.64,4.64,0.01404408552688152,29.24690049958802,33.97732941784033,26.61485787350213,34.99816627678922,35.140290178316626,36.3715057624328,35.478944601050294,32.969511218508764,-3.780713388620212,-1.4,-3.0268208155571443,-9.2960327389237,True,True,True,False,-1.4,1999.75,34.0025,4.435,100.2,39.49192538,20,16.1166666666667,8.6425,5.78,25.86320625,0.128,4.64,-3.5,38.375
Richmond_Eucalyptus_cladocalyx,9.429037520297989,0.03790571843915136,8.060456259672126,12.402208052495055,7.615114623397263,0.05737255936673396,5.1194014240780685,24.84263838461501,0.14723999999999993,0.001,0.09624365034918088,0.5223567038822374,4.64,4.64,4.64,4.64,0.01978939154044251,29.327666345097235,33.746743431950605,26.2917370154125,35.675918379625955,35.27680008984239,36.58644039022916,35.69102747428896,32.849927543200806,-4.018784727482233,-1.4,-3.066499372034148,-9.2960327389237,True,True,True,True,-1.4,2000.25,34.28,5.0175,100.2,39.71053406,20,16.216666666666697,4.4,4.085,27.68705625,0.07905,4.64,-3.15,39.6175
Richmond_Eucalyptus_cladocalyx,9.01572659348834,0.03873605722892859,7.7138659527172235,15.021719145517368,7.230991278516433,0.05572861389956815,4.8460717424883315,21.597507213304954,0.14371250000000002,0.001,0.09372538759540544,0.5318669415590221,4.64,4.64,4.64,4.64,0.01506110237983125,29.379561417321877,33.4529861349016,26.366183273225023,34.65034274538111,35.566201479515115,36.81739933187435,35.96487017882312,33.514519162222626,-3.6003313145552687,-1.2,-2.745976100900004,-9.2960327389237,True,True,True,True,-1.2,1998.75,34.4875,4.8375,100.2,39.54740081,20,16.85,7.0575,7.5075,29.10560625,0.1535,4.64,-3.5,38.875
Richmond_Eucalyptus_cladocalyx,8.585112135756841,0.03849989222782102,7.814418594598227,14.211439013697907,6.326318278404803,0.052539260710807716,4.776079584414878,20.116277363149297,0.13236499999999995,0.001,0.09827521820061763,0.5196616826715179,4.64,4.64,4.64,4.64,0.01586240396668481,29.062835806705646,33.47864187204545,26.76495820795517,34.8010564840521,35.74657547284296,36.813389918218654,35.99816081995589,33.84030895879819,-3.3894155900705147,-1.3,-2.8268806235130683,-9.2960327389237,True,True,True,False,-1.3,1499.0,35.155,4.725,100.2,39.53600175,20,18.6666666666667,5.7825,7.2175,30.47349375,0.152,4.64,-2.6,36.755
Richmond_Eucalyptus_cladocalyx,8.89954009867933,0.03911710919751776,8.044714877285763,14.652032547179164,6.716695935158173,0.055046495807433,5.0237687673120535,20.953075486795946,0.13423499999999988,0.001,0.09857598779200302,0.5140437505604091,4.64,4.64,4.64,4.64,0.015228448227810406,29.12866799743176,33.68042234473968,26.73031460013053,34.90255600564001,35.54613914923429,36.671046753055506,35.81896967056317,33.589294717846045,-3.5099587971899675,-1.3,-2.907242761592704,-9.2960327389237,True,True,True,False,-1.3,1500.0,35.045,4.99,100.2,39.8349105,20,18.733333333333302,3.05,5.2925,32.04403125,0.1045,4.64,-3.3,37.12
Richmond_Eucalyptus_cladocalyx,8.925049649943881,0.03806540973616812,8.002148500718624,11.968180782818838,6.886886798332582,0.05635101828690009,5.083830129811865,20.274099309881578,0.13444749999999994,0.001,0.09732090765677122,0.4282776368564936,4.64,4.64,4.64,4.64,0.01978353009873345,28.982358772198825,33.714730800166286,26.50127509346684,34.93849407111109,35.490557311096175,36.64033104760158,35.78037995471804,33.61044174904515,-3.7013562756662033,-1.4,-3.066499372034148,-9.2960327389237,True,True,True,True,-1.4,1499.0,35.0325,5.13,100.25,39.70673437,20,18.85,4.3575,4.9675,29.2322625,0.095225,4.64,-2.65,37.34
Richmond_Eucalyptus_cladocalyx,8.818757051920599,0.038643772868243616,7.955358210475025,14.556495004713561,6.664983375751607,0.0548146532446925,4.963679716787982,20.85501338104996,0.13372499999999987,0.001,0.09776815518960663,0.5139377418462386,4.64,4.64,4.64,4.64,0.015339783167175885,29.07606895105502,33.64953506984507,26.657883895863147,34.8297146964236,35.588359719143156,36.70547769016142,35.86286463167079,33.636032534801174,-3.621999162712197,-1.4,-2.9871422590801413,-9.2960327389237,True,True,True,False,-1.4,1501.0,35.075,4.97,100.3,39.735611999999996,20,18.9333333333333,5.5725,2.755,20.44231875,0.054175,4.64,-3.5,36.495
Richmond_Eucalyptus_cladocalyx,8.932084118104761,0.037171130385890816,8.346040690324159,15.060505120918007,6.162268566047675,0.04950878754145478,4.887696167687054,22.31169481248197,0.1371674999999999,0.001,0.10737066521480827,0.6382697678282575,4.64,4.64,4.64,4.64,0.014947164608784057,29.129952158034,33.812323862198895,27.146600476959016,35.575873092585866,35.518336059115455,36.563627827109286,35.725621125074504,33.34660783344411,-3.1934954985289514,-1.2,-2.745976100900004,-9.2960327389237,True,True,True,False,-1.2,1501.25,34.8725,4.4225,100.3,39.66645769,20,19.1166666666667,4.7825,6.865,31.917375,0.155,4.64,-3.05,35.5075
Richmond_Eucalyptus_cladocalyx,9.064422356814957,0.036579678136974485,8.55248163905551,15.10846629638855,6.083149024752778,0.0482496967858218,4.916044376924401,21.620729075206953,0.13907999999999998,0.001,0.11108340796115196,0.6343751253233091,4.64,4.64,4.64,4.64,0.014867410330293037,29.144535675719858,33.93359092487296,27.28449300791794,35.563894724655405,35.4288220026489,36.463425561683685,35.61883604746725,33.327988243900535,-3.1528119169263205,-1.2,-2.745976100900004,-9.2960327389237,True,True,True,False,-1.2,1501.0,34.76,4.295,100.3,39.69457538,20,19.2,5.6125,6.67,31.18276875,0.1555,4.64,-2.95,35.1125
Richmond_Eucalyptus_cladocalyx,14.140441093289805,11.188314390142677,14.143280856185275,14.228046440177152,3.0890137608639465,0.9413734857815704,2.9178061279096,3.16338990876661,0.3678575,0.1,0.343970172656704,0.3780778167662741,4.64,4.64,4.64,4.64,0.0014333517170431224,32.762389232227896,21.121352287707772,32.334850317876054,32.88892430233231,21.300792354802567,21.651028227562364,21.327243729979767,21.28938051478966,-1.6503151771674442,-1.002373010916914,-1.5639228883340404,-1.6503151771674442,False,False,False,False,-0.7,499.0,21.3025,0.922,101.7,39.32043281,41,8.83333333333333,11.225,3.0925,33.36125625,0.3595,4.64,-2.3,22.44
Richmond_Eucalyptus_cladocalyx,14.130392549661204,11.18384782957035,14.068218385168116,14.165375621045454,3.5330162543843566,1.0775958680149662,3.1524195825516808,3.4390415235971856,0.3674325,0.1,0.3216824119676079,0.3558251603089386,4.64,4.64,4.64,4.64,0.0014323280744187976,32.76528555850217,21.13384907797055,31.924700594988646,32.54838079200621,21.240419830166854,21.635658615921127,21.298682301601414,21.25470073399732,-1.7799036104175503,-1.0455691553336162,-1.6503151771674442,-1.7367074660008484,False,False,False,False,-0.7,498.0,21.3275,1.07,101.7,39.32549906,41,8.91666666666667,10.6775,3.505,33.46258125,0.35025,4.64,-1.5,22.6725
Richmond_Eucalyptus_cladocalyx,14.210177075864786,11.260534138862974,14.183735409423814,14.273811684632873,3.2678636810914554,0.995327351825084,3.006221518919732,3.2693061180932808,0.3680275,0.1,0.33374894957940443,0.3680123190298334,4.64,4.64,4.64,4.64,0.0014325127854845218,33.002892761672484,21.262317896154965,32.382576127672024,32.97329153279607,21.25907598139084,21.62778239119028,21.299367826715244,21.258854012509662,-1.7377324271117849,-1.050614216947065,-1.6518426508411943,-1.7377324271117849,False,False,False,False,-0.75,500.75,21.2925,0.98125,101.8,39.59679675,41,9.03333333333333,9.9,3.4,34.42516875,0.37225,4.64,-2.1,22.4525
Richmond_Eucalyptus_cladocalyx,14.250428704752666,11.294790444857867,14.243464703309247,14.328422931574345,3.1270748926522827,0.9472089409617253,2.926047960965428,3.1746082797920914,0.37028,0.1,0.3424598261314946,0.3766907424605551,4.64,4.64,4.64,4.64,0.0014296420570418793,33.06257159529436,21.247303660303768,32.566436715534145,33.13204389237558,21.15447199203443,21.509876632001415,21.185544534757025,21.147175082003084,-1.6947875389764897,-1.050614216947065,-1.6518426508411943,-1.7377324271117849,False,False,False,False,-0.75,502.0,21.16,0.92925,101.8,39.63758006,41,9.11666666666667,8.5425,3.515,35.46375,0.4105,4.64,-1.5,22.12
Richmond_Eucalyptus_cladocalyx,14.211286000540607,11.281115905408438,14.197353071798064,14.281860446909885,3.1405684555666737,0.9488853117130036,2.920011231660933,3.168336831775917,0.3712999999999999,0.1,0.3408720495993838,0.3749494822903088,4.64,4.64,4.64,4.64,0.0014279752566917873,33.10308806187205,21.275181357670323,32.564060302842535,33.13063735315841,21.087762697008934,21.444745437870623,21.12183483773588,21.083501780793746,-1.6947875389764897,-1.050614216947065,-1.6518426508411943,-1.6947875389764897,False,False,False,False,-0.75,499.0,21.1,0.932,101.8,39.64315294,41,9.26666666666667,8.555,3.1875,35.05845,0.36775,4.64,-2.1,22.035
Richmond_Eucalyptus_cladocalyx,14.233807322811966,11.308896587103922,14.190870060868695,14.279700486763128,3.3286352893135285,1.002469311855419,3.0130852126897656,3.2775656782807787,0.372575,0.1,0.3316056860292575,0.3656817659270647,4.64,4.64,4.64,4.64,0.001425359535853666,33.188017599055016,21.304261941027207,32.455651504326326,33.05164911183747,20.976942473013366,21.353774606902398,21.025510636257746,20.984747012533738,-1.7806773152470796,-1.050614216947065,-1.6518426508411943,-1.7377324271117849,False,False,False,False,-0.75,499.0,21.025,0.9905,101.8,39.7173735,41,9.33333333333333,6.5425,2.66,35.18510625,0.28325,4.64,-1.8,22.2125
Richmond_Eucalyptus_cladocalyx,19.706966838727904,12.423847292826517,20.796182081892,21.155367043137556,4.884619176320438,1.69062589522017,5.802420798072793,6.498616173502832,0.32671749999999994,0.1,0.4050911052264853,0.4650850521150723,4.64,4.64,4.64,4.64,0.0015265979282874178,29.15704503479583,19.151835839994913,30.553159984791307,31.478341216663445,25.100060290662388,25.69818053899075,24.937746233559267,24.818652155226296,-2.2118650545845706,-1.2183537330004242,-2.514238065501485,-2.7302187875849957,False,True,False,False,-0.7,1800.5,23.7225,1.3775,101.7,39.37058869,41,10.7,12.2,4.9925,33.133275,0.38925,4.64,-2.3,26.2275
Richmond_Eucalyptus_cladocalyx,19.64938367171679,12.4069681133719,20.780630293971353,21.146164026513212,4.834502912006016,1.6892900092363403,5.7805551691127075,6.4782570938175805,0.323445,0.1,0.4043119430540834,0.4646092450366923,4.64,4.64,4.64,4.64,0.00153206017161341,29.14806937874145,19.246837570850754,30.6007589672682,31.53026007499711,25.30262842868362,25.89286830010677,25.13500207281825,25.015523808498386,-2.1686689101678684,-1.2183537330004242,-2.514238065501485,-2.7302187875849957,False,True,False,False,-0.7,1800.5,23.915,1.37,101.6,39.41871806,41,10.783333333333301,12.075,5.135,33.43725,0.4035,4.64,-2.25,26.3875
Richmond_Eucalyptus_cladocalyx,19.387479598304875,12.272875011124842,20.56603380040181,20.97700488835756,5.012374320922606,1.7994340029444995,5.9757923338406815,6.73599537597008,0.31358499999999995,0.1,0.3899580904708733,0.4510393551452796,4.64,4.64,4.64,4.64,0.0015472080823239873,28.96163887231661,19.431313455600613,30.371913399253035,31.356502077062874,25.84777611256106,26.444902110636338,25.678805951067403,25.54990357240061,-2.2960159728706198,-1.3082835457588349,-2.5966301898176845,-2.8542995186294537,False,True,False,False,-0.75,1799.5,24.495,1.48,101.7,39.40605244,41,10.9,11.3,4.7625,32.8293,0.341,4.64,-2.7,27.0275
Richmond_Eucalyptus_cladocalyx,19.36276717035505,12.27298039469059,20.604345873306478,21.0053595691439,4.8220956556037455,1.7393358621570525,5.83129139252648,6.561230176082254,0.31235250000000003,0.1,0.395642540069691,0.4568395744994781,4.64,4.64,4.64,4.64,0.0015500831256036716,28.990254769149647,19.494284301128552,30.52869471152205,31.491534307503837,25.95944028045021,26.53756558540003,25.780858453959713,25.65619628828223,-2.2530710847353244,-1.26533865762354,-2.553685301682389,-2.8113546304941592,False,True,False,False,-0.75,1801.0,24.5675,1.41,101.6,39.4498755,41,10.983333333333302,11.625,4.665,32.8799625,0.35125,4.64,-2.55,26.9925
Richmond_Eucalyptus_cladocalyx,19.581227932041614,12.377502094617546,20.726270521657867,21.105761531895737,4.880539062239719,1.7203328227235573,5.828683786673991,6.544571743947401,0.3202575,0.1,0.3995650154592798,0.4601385558111206,4.64,4.64,4.64,4.64,0.0015370123927857325,29.114764195560127,19.32145878249809,30.553867318351113,31.502150916384092,25.48090224684439,26.07240462765613,25.313357418000827,25.191085731948856,-2.2530710847353244,-1.26533865762354,-2.553685301682389,-2.8113546304941592,False,True,False,False,-0.75,1800.0,24.1025,1.4,101.6,39.4458225,41,11.15,11.025,4.97,33.5892375,0.3795,4.64,-2.75,26.5625
Richmond_Eucalyptus_cladocalyx,19.728313660974226,12.453304088358276,20.80666417295068,21.16958117689937,4.902687216941369,1.6996565571329796,5.806104526823933,6.508196926893114,0.3261224999999999,0.1,0.40280931313570095,0.4628955279568829,4.64,4.64,4.64,4.64,0.0015275201284484152,29.224088680040612,19.20941343323024,30.5966217656662,31.532112073623928,25.131035813468298,25.730334873067747,24.971366721497613,24.85131852301991,-2.2530710847353244,-1.26533865762354,-2.553685301682389,-2.8113546304941592,False,True,False,False,-0.75,1800.0,23.7575,1.385,101.6,39.45620831,41,11.233333333333302,9.7675,5.005,34.24785,0.387,4.64,-2.5,26.1175
