Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,mean,model,variable
0.7527258330440505,0.41725008992611523,0.4807808859161784,0.5502522696287814,Treg,gs
0.6733837241918086,0.42092475560027093,0.4994364669148003,0.5312483155689599,TpDep,gs
0.8094373330641068,0.8326155294991188,0.8253773923147468,0.8224767516259908,std,gs
0.030066184925010255,0.5554238931367677,0.5189740318758598,0.3681547033125459,std2,gs
0.4390582556478173,0.3289321884566484,0.20036160114429652,0.3227840150829207,Treg,Ci
-0.06301410458470172,0.011304890849059349,-0.03145303308454857,-0.027720748940063645,TpDep,Ci
0.4319567411566514,0.4708472780127654,0.32365843591796345,0.40882081836246004,std,Ci
0.2812268761645954,0.6131584155695743,0.4542069469067001,0.44953074621362327,std2,Ci
0.683853270160902,0.12767574099221862,0.35314147953970726,0.38822349689760927,Treg,Pleaf
0.47774495836757097,0.16405999022050063,0.4139014599854321,0.3519021361911679,TpDep,Pleaf
,,,,std,Pleaf
,,,,std2,Pleaf
0.5858597744000039,-0.07954453737917935,-0.4503305869446646,0.018661550025386664,Treg,E
0.2641567483867822,0.21044880747029207,0.11346001501211636,0.19602185695639687,TpDep,E
0.6583618357463604,0.6512179152860706,0.6717563831300849,0.660445378054172,std,E
0.45881305737203726,0.004896397257536166,-0.2901407616961093,0.05785623097782137,std2,E
0.6908438095343531,0.6602769632082887,0.7272712749661485,0.6927973492362635,Treg,A
0.5704731517746866,0.5920042152376979,0.6824647249135549,0.6149806973086465,TpDep,A
0.6600050965130058,0.734063932150366,0.8804073175530611,0.7581587820721443,std,A
0.5647749025649276,0.6248558676181154,0.7917833925780785,0.6604713875870405,std2,A
