Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,mean,model,variable
1.0153571139355513,1.6285871684359785,1.8997713003800454,1.5145718609171919,Treg,gs
3.647598978856201,2.6318630671537933,2.058726386982707,2.7793961443309008,TpDep,gs
0.8661609916870537,0.9300598991479189,1.0109809348578018,0.9357339418975915,std,gs
1.8802415507881536,1.496652170317161,1.7942131952099534,1.7237023054384226,std2,gs
1.550506287375165,1.464369393846063,1.0797676473287214,1.3648811095166498,Treg,Ci
4.830653324048994,4.642621596114297,1.6741503726004021,3.7158084309212307,TpDep,Ci
1.6818895037101251,1.2706809756936954,1.0200418608990252,1.3242041134342817,std,Ci
2.1198159943600143,1.3692433068438241,1.0893268461371897,1.5261287157803427,std2,Ci
1.2271468752004822,2.2584935683075376,3.0805623590493156,2.1887342675191115,Treg,Pleaf
4.500951292907511,2.783114437640387,1.729844921457865,3.0046368840019206,TpDep,Pleaf
,,,,std,Pleaf
,,,,std2,Pleaf
0.9935799218118849,2.011738811939947,3.057519129434205,2.0209459543953456,Treg,E
3.553909253011602,2.7383689151690187,2.068789222158723,2.7870224634464478,TpDep,E
1.0211712228920111,1.2712755353008434,1.3527867678169951,1.215077842003283,std,E
3.3106087506874893,3.2224012675461178,4.132177910300694,3.555062642844767,std2,E
1.7524970271718083,1.2721238288175167,1.672812454173823,1.5658111033877162,Treg,A
2.4651789608355257,1.6739300078211157,1.7496284709999546,1.9629124798855322,TpDep,A
1.7499918507965864,1.099043197898116,1.2050810208538534,1.3513720231828519,std,A
2.068993908566478,1.334428035648341,1.6261495353542648,1.676523826523028,std2,A
