doy,hod,A(Treg),A(TpDep),A(std),A(std2),E(Treg),E(TpDep),E(std),E(std2),gs(Treg),gs(TpDep),gs(std),gs(std2),gb(Treg),gb(TpDep),gb(std),gb(std2),gmin(Treg),gmin(TpDep),gmin(std),gmin(std2),Ci(Treg),Ci(TpDep),Ci(std),Ci(std2),Tleaf(Treg),Tleaf(TpDep),Tleaf(std),Tleaf(std2),Pleaf(Treg),Pleaf(TpDep),Pleaf(std),Pleaf(std2),Rublim(Treg),Rublim(TpDep),Rublim(std),Rublim(std2),Ps(Treg),Ps(TpDep),Ps(std),Ps(std2)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa]
41,15.75,15.912948988415263,10.829273557866099,17.009211745714403,17.870099090703764,6.911211959110465,3.1192526600351984,7.724197270908521,9.141926362876017,0.23959249999999993,0.1,0.27368486172320755,0.33383118089942915,4.64,4.64,4.64,4.64,,,,0.0016647543142994808,28.208696392618954,21.72103032003363,28.850562844126287,30.198337769528965,29.826352084492378,30.47763179043721,29.693498247773743,29.468472363164132,-2.1223563877412004,-1.0434079887238032,-2.4062901769563054,-2.9173709975434936,True,True,True,False,-0.22,-0.22,-0.22,-0.22
41,15.83333333,15.544187732833768,10.689525920637923,16.795479920974323,17.61703143095234,6.376610007196619,2.9329694266394886,7.343375625885926,8.65072492029095,0.23466249999999994,0.1,0.2778396691452105,0.3373055592252901,4.64,4.64,4.64,4.64,,,,0.0016766163705200648,28.307881516862793,22.008922153237165,29.186272496893412,30.47218785378537,30.222053790301352,30.821169400801402,30.06212578842101,29.852625724486167,-1.9519961142121378,-0.9866212308807822,-2.264323282348753,-2.71861734509292,True,True,True,False,-0.22,-0.22,-0.22,-0.22
41,16.0,15.16632926729324,10.465739729675327,16.54035100133513,17.335553181660167,6.2222338545854,2.8947042143783746,7.341489974763077,8.610960824160156,0.23173,0.1,0.282359672340905,0.34121881556703,4.64,4.64,4.64,4.64,,,,0.0016820370474420502,27.99877318313495,21.925128009556087,29.044804412206627,30.260513783422155,30.419247811241306,31.000026579009734,30.233789173663713,30.030422533643783,-1.8811390046103227,-0.9693347987199781,-2.251559463253275,-2.678967684764374,True,True,True,False,-0.2,-0.2,-0.2,-0.2
41,16.08333333,15.24618199589602,10.521263869459624,16.50537056716362,17.34888859303555,6.53962041580117,3.049080259824338,7.536069419124524,8.897222003232734,0.23113499999999998,0.1,0.2738078989284842,0.3331524839636153,4.64,4.64,4.64,4.64,,,,0.001681152934391458,28.08033031762728,21.999794588251145,28.941291770977358,30.22441933102407,30.388456349956567,30.992007329548702,30.224611823805745,30.007846113103074,-1.9951145303466158,-0.9978286801540515,-2.308547226121422,-2.7929432105006673,True,True,True,False,-0.2,-0.2,-0.2,-0.2
41,16.21666667,14.79032518862887,10.213682223715827,16.102795807913807,16.861402641966272,5.45528870248767,2.5987183641506624,6.586938314671181,7.694846219718351,0.22854249999999998,0.1,0.2829366709272753,0.34046198252263044,4.64,4.64,4.64,4.64,,,,0.0016933680702956497,27.779236039545175,21.950078787621287,28.93518246038888,30.090295852278356,30.760607844201818,31.272245819718417,30.56938390705793,30.38762504869302,-1.718616507938644,-0.9278230036639895,-2.057528009770639,-2.4246821367552998,True,True,True,False,-0.25,-0.25,-0.25,-0.25
41,16.28333333,14.947225433486931,10.363203083184992,16.089310281502357,16.956533855176435,6.226467487886015,2.9310547835720437,7.0259732061384055,8.3293244238654,0.22871249999999999,0.1,0.2645744356678736,0.3232808338046642,4.64,4.64,4.64,4.64,,,,0.0016885119966856693,27.94442360857859,22.014958853157736,28.626301049718506,29.93323809045193,30.588508830375506,31.162785481080498,30.455463282132804,30.245202067881205,-1.9445575091599738,-1.0125508791219882,-2.19874113553397,-2.6506231379766296,True,True,True,False,-0.25,-0.25,-0.25,-0.25
57,7.916666667,12.743091944448462,10.767799807231995,12.703516752310989,12.729330490768609,2.271041671553173,0.5442250123680831,1.9431279788900897,2.053146624675806,0.477465,0.1,0.3974645440000153,0.4237542710998831,4.64,4.64,4.64,4.64,,,,0.0012759490486833943,34.363165039954886,21.438810806857663,33.51938431597568,33.82666980132239,14.870812729968215,15.158037734062491,14.9228876197499,14.905287050112024,-0.8430951282059909,-0.3912131257633311,-0.7583672527479921,-0.7866098779006584,False,False,False,False,-0.25,-0.25,-0.25,-0.25
57,7.983333332999999,12.76686937541068,10.790523516959833,12.735785765608373,12.760465408899476,2.176643016166529,0.5213263951153871,1.8956628246540088,2.000578865666721,0.4777625,0.1,0.4059546847946345,0.4322773773755643,4.64,4.64,4.64,4.64,,,,0.001275846592753918,34.436470884673156,21.481001565991146,33.69214811552487,33.98845650373727,14.872035070312151,15.148529190610823,14.916802299132202,14.89998323649716,-0.8148525030533246,-0.3912131257633311,-0.7583672527479921,-0.7866098779006584,False,False,False,False,-0.25,-0.25,-0.25,-0.25
57,8.633333333,12.74566933092153,10.740819717244463,12.572873995139068,12.62083263923458,2.4023619314892795,0.5815578269807238,1.644641006425126,1.7711432663807005,0.47221199999999997,0.1,0.305018942146805,0.331593340377773,4.64,4.64,4.64,4.64,,,,0.0012841815857702623,34.20563032121815,21.36129262004522,31.92796971153972,32.433361117689316,15.156072566548056,15.457255062817604,15.277289862531724,15.256644054027664,-1.1916420991413765,-0.7104105247853442,-0.9777613994275844,-1.0312315743560325,False,False,False,False,-0.55,-0.55,-0.55,-0.55
57,11.08333333,18.2290143737603,12.345966332089027,18.031737320527984,18.320714315438526,5.116531935527598,1.5395127023303048,4.297732590748792,4.853340820049312,0.37346749999999995,0.1,0.3048946741977851,0.35084047892117975,4.64,4.64,4.64,4.64,,,,0.0014348882941010808,30.34450984542436,18.539169239690985,28.69350742447917,29.795407863612695,21.273447351919256,21.875759972793023,21.405457545034743,21.315509254453286,-1.9669596356038732,-0.9510263119633604,-1.726343848425857,-1.886754373211201,False,True,False,False,-0.55,-0.55,-0.55,-0.55
57,11.18333333,18.18238573668556,12.27879170423459,18.0377327381913,18.318633001619236,4.9140879579806604,1.4852191482433954,4.221051510667953,4.754237629641604,0.37168249999999997,0.1,0.3113159354765509,0.3572969825902394,4.64,4.64,4.64,4.64,,,,0.001438239453193767,30.148506155125403,18.468970516527964,28.70602124310453,29.767898808808575,21.415563533547573,21.995758798656723,21.52770732843837,21.441211757264377,-1.9134894606754251,-0.9510263119633604,-1.699608760961633,-1.860019285746977,False,True,False,False,-0.55,-0.55,-0.55,-0.55
57,11.43333333,18.187810642691375,12.265592542526571,18.314718008661252,18.52986804971469,4.108312068937451,1.2453671860323543,3.9570031293569423,4.3867062360144455,0.37061999999999995,0.1,0.35434880900409976,0.40015596543044024,4.64,4.64,4.64,4.64,,,,0.0014423256649734983,30.12140630282773,18.488014299284533,29.699385090428294,30.556051493099233,21.630902763115266,22.12786641057508,21.655869367937825,21.585447774529747,-1.6064400935708734,-0.8238361249475727,-1.5794537498252423,-1.6873991248077664,False,True,False,False,-0.5,-0.5,-0.5,-0.5
57,11.55,18.199321163865225,12.295735583390417,18.59087356199597,18.74145682950693,4.436698656867901,1.3458444764414046,4.871058937095361,5.311257113958697,0.37027999999999994,0.1,0.41320503433512823,0.4586765436851723,4.64,4.64,4.64,4.64,,,,0.0014384057049545086,30.207038178257022,18.53711821530179,30.863399374807557,31.52179109904133,21.586023059626683,22.11623166507168,21.5161482041144,21.44645884988926,-1.4361902564119817,-0.5889115018319948,-1.5491607570226467,-1.6903738827859778,False,True,False,False,-0.25,-0.25,-0.25,-0.25
