doy,hod,A(obs),A(std),A(pmax),E(obs),E(std),E(pmax),gs(obs),gs(std),gs(pmax),gb(obs),gb(std),gb(pmax),Ci(obs),Ci(std),Ci(pmax),Tleaf(obs),Tleaf(std),Tleaf(pmax),Pleaf(obs),Pleaf(std),Pleaf(pmax),Rublim(obs),Rublim(std),Rublim(pmax),Ps(obs),Ps(std),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[-],[-],[-],[MPa],[MPa],[MPa]
20,8.016666667,15.714171387352213,15.028762792308227,15.132173671139435,20.01242200861915,2.1146518043207143,2.3248915403892543,10,0.26334172404852907,0.29296196201951663,4.64,4.64,4.64,39.08793222263615,30.338270998094465,31.15291092272909,13.659796102837161,15.591031975740414,15.556725789571216,-9.966164091191347,-1.4936882869060109,-1.5389956441481785,False,False,False,-0.95,-0.95,-0.95
20,8.1,15.69467948862205,15.033555065293312,15.330766664577412,19.41117717153352,2.0770406826805665,2.8470882021252795,10,0.26717324649760105,0.3816822051571377,4.64,4.64,4.64,39.04997577434554,30.42153421678047,32.929255578016395,13.545277694765538,15.426907728801432,15.30266195070324,-9.966164091191347,-1.4936882869060109,-1.674917715874681,False,False,False,-0.95,-0.95,-0.95
20,8.266666667,15.79328778165169,15.134998700027651,15.411710154657209,17.98884962717803,2.127587272013413,2.897220500763453,10,0.29538157021969996,0.4209290774125487,4.64,4.64,4.64,38.748070322316856,30.923794491256547,33.22419804747219,14.295458826363861,16.000632390701476,15.877232930515447,-9.966164091191347,-1.3997184376597798,-1.5829579168797063,False,False,False,-0.85,-0.85,-0.85
20,8.366666667,15.73195121487678,15.118611710591582,15.303025995829614,17.361732872177782,2.070818043983065,2.5431226202233344,10,0.29888702950180274,0.37800082347206043,4.64,4.64,4.64,38.86684614966634,31.143965581961226,32.69885994789658,14.00909477779579,15.668974439493857,15.592494699622419,-8.958346955481751,-1.353908567854798,-1.4913381772697432,False,False,False,-0.85,-0.85,-0.85
20,8.533333333,15.923818065170463,14.812286198793583,15.236700965224648,19.765310268455657,1.83412985490787,2.547919859965374,10,0.22827801739268616,0.32986951190605823,4.64,4.64,4.64,38.66820873218434,28.701935400825995,31.602720265458295,15.394417746497538,17.28466207901951,17.16850802646006,-9.966164091191347,-1.694009070367361,-1.8700123686827648,False,False,False,-1.21,-1.21,-1.21
20,8.616666667,15.921593526731273,14.86222800269321,15.309477596076649,18.38861864707154,1.758095047029562,2.547919859965374,10,0.23533547601367655,0.35743608372687424,4.64,4.64,4.64,38.71540457170512,29.02145816301233,32.18625473886083,15.377316260295157,17.147441033361453,17.018792245267612,-9.966164091191347,-1.65000824578851,-1.8700123686827648,False,False,False,-1.21,-1.21,-1.21
20,10.0,26.12168936479912,21.5831840955208,21.777442180725686,51.41185811614219,6.450189362691307,6.57826749314392,10,0.28479879162976984,0.2935778864034193,4.64,4.64,4.64,38.236122708322405,26.79313282150084,27.052168922292555,21.90369723546555,26.139214453270423,26.117213007116796,-9.966164091191347,-2.544965182784321,-2.5907750525893025,False,False,False,-0.85,-0.85,-0.85
20,10.16666667,26.099167568376835,21.47668804745883,21.315468520234138,51.98758222133684,6.481895924885684,6.2622655338611155,10,0.2830177422673784,0.27399483050774814,4.64,4.64,4.64,38.119350812398956,26.662210249650172,26.355199216301898,21.929823986162116,26.20101421861096,26.23726509436901,-9.966164091191347,-2.544965182784321,-2.4991553129793393,False,False,False,-0.85,-0.85,-0.85
20,10.31666667,26.12319475855602,20.78407138096296,21.095005465739316,57.87732404583961,6.372284865046121,6.603926342947556,10,0.2484942230146793,0.26022617389380287,4.64,4.64,4.64,38.422059679573856,25.759494930407072,26.174498283741773,21.753967169256903,26.50006198543772,26.461052176146904,-9.966164091191347,-2.6263722179602,-2.7169869324445353,False,False,False,-0.95,-0.95,-0.95
