doy,hod,A(obs),A(std),A(pmax),E(obs),E(std),E(pmax),gs(obs),gs(std),gs(pmax),gb(obs),gb(std),gb(pmax),Ci(obs),Ci(std),Ci(pmax),Tleaf(obs),Tleaf(std),Tleaf(pmax),Pleaf(obs),Pleaf(std),Pleaf(pmax),Rublim(obs),Rublim(std),Rublim(pmax),Ps(obs),Ps(std),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[-],[-],[-],[MPa],[MPa],[MPa]
20,18.85,21.161046219309238,8.002148500718624,8.9098105529266,109.74412621434288,5.083830129811865,6.428993019598844,10,0.09732090765677122,0.12495092745744114,4.64,4.64,4.64,38.752235104288886,26.501275093466838,28.16997639228651,28.775279567949546,35.780379954718036,35.56322977087097,-9.296032738923701,-3.066499372034148,-3.5426420497581903,False,True,True,-1.4,-1.4,-1.4
20,18.93333333,20.975378041510222,7.955358210475025,8.810906078379475,106.25465068334154,4.963679716787982,6.220548401987238,10,0.09776815518960662,0.12428961844106895,4.64,4.64,4.64,38.78858215080782,26.657883895863144,28.272450174292874,29.05085695611698,35.86286463167079,35.65919371395715,-9.296032738923701,-2.987142259080141,-3.463284936804183,False,True,True,-1.4,-1.4,-1.4
20,19.11666667,20.554597307618966,8.34604069032416,9.214771380483754,94.76567892392308,4.887696167687054,6.147059363373852,10,0.10737066521480827,0.13724423097970376,4.64,4.64,4.64,38.737613476506546,27.146600476959016,28.76798897842782,29.557739834879477,35.7256211250745,35.520650717375695,-9.296032738923701,-2.7459761009000037,-3.193495498528952,False,True,True,-1.2,-1.2,-1.2
20,19.2,20.5274695807206,8.552481639055507,9.496395497083359,92.13710124799891,4.916044376924401,6.259195176291128,10,0.11108340796115196,0.1440279431075421,4.64,4.64,4.64,38.766919452420794,27.28449300791794,29.019757194063928,29.597858549742412,35.61883604746725,35.4003749661399,-9.296032738923701,-2.7459761009000037,-3.2341790801315833,False,True,True,-1.2,-1.2,-1.2
41,8.833333332999999,15.003032846664073,14.143280856185273,14.332541144575906,21.263285232067354,2.9178061279096,3.5455249519414793,10,0.343970172656704,0.43272633519955045,4.64,4.64,4.64,38.636656806349755,32.33485031787605,33.591567517322616,19.62359985889264,21.327243729979767,21.231500869126915,-9.296032738923701,-1.5639228883340404,-1.7799036104175505,False,False,False,-0.7,-0.7,-0.7
41,8.916666667000001,14.986876343832709,14.068218385168114,14.229997275670838,24.53052762532026,3.1524195825516808,3.683866559715526,10,0.3216824119676079,0.3853617110221203,4.64,4.64,4.64,38.64251034881045,31.924700594988654,32.974638932152764,19.337935666158,21.298682301601414,21.217617954608322,-9.296032738923701,-1.6503151771674442,-1.8230997548342525,False,False,False,-0.7,-0.7,-0.7
41,9.033333333,15.06132684003925,14.183735409423816,14.261445587903095,22.558960628213942,3.006221518919732,3.243554439439334,10,0.33374894957940443,0.36466163777608745,4.64,4.64,4.64,38.90972582983918,32.382576127672024,32.88929661059236,19.49021787115323,21.299367826715248,21.262794872414165,-9.296032738923701,-1.6518426508411945,-1.7377324271117847,False,False,False,-0.75,-0.75,-0.75
41,9.116666667,15.086881793610754,14.243464703309249,14.20285782394306,21.42992210178648,2.926047960965428,2.827832546455484,10,0.3424598261314946,0.32956088188982224,4.64,4.64,4.64,38.94935249161866,32.56643671553415,32.29608548181219,19.460220386377987,21.185544534757025,21.200848388502983,-9.296032738923701,-1.6518426508411945,-1.6088977627058996,False,False,False,-0.75,-0.75,-0.75
41,9.266666667,15.035455716017355,14.197353071798064,14.158286858493716,21.49082450353163,2.920011231660933,2.827832546455484,10,0.3408720495993838,0.32880264369876666,4.64,4.64,4.64,38.95727436734096,32.564060302842535,32.30192338892751,19.38925691216161,21.121834837735882,21.13619523286616,-9.296032738923701,-1.6518426508411945,-1.6088977627058996,False,False,False,-0.75,-0.75,-0.75
41,9.333333332999999,15.04133799407382,14.190870060868694,14.305381496172647,22.794752210072357,3.0130852126897656,3.381447490175977,10,0.3316056860292575,0.3792196294817583,4.64,4.64,4.64,39.03126674534796,32.45565150432633,33.226133584819195,19.18568087627559,21.025510636257746,20.96888851834529,-9.296032738923701,-1.6518426508411945,-1.7806773152470796,False,False,False,-0.75,-0.75,-0.75
41,10.7,22.840811581692687,20.796182081892002,20.69253455313047,34.148880871414754,5.802420798072793,5.706064608180031,10,0.4050911052264853,0.39377155741533915,4.64,4.64,4.64,38.3312609065834,30.55315998479131,30.32819278862508,21.96264078993977,24.937746233559263,24.955334354248684,-9.296032738923701,-2.514238065501485,-2.4710419210847827,False,False,False,-0.7,-0.7,-0.7
41,10.78333333,22.902703353827974,20.78063029397135,20.604913264110042,33.992237280024106,5.780555169112707,5.5748097919456505,10,0.4043119430540834,0.3837844225834313,4.64,4.64,4.64,38.37749559752611,30.6007589672682,30.21166788787949,22.1799044083573,25.13500207281825,25.171703306071855,-9.296032738923701,-2.514238065501485,-2.4278457766680805,False,False,False,-0.7,-0.7,-0.7
41,10.9,22.96463228803931,20.566033800401815,20.301082361122635,35.723870711044746,5.975792333840681,5.659621472412146,10,0.38995809047087326,0.3625158243513916,4.64,4.64,4.64,38.358824627329255,30.371913399253035,29.815944117359173,22.634104334301462,25.678805951067403,25.734203431052073,-9.296032738923701,-2.5966301898176845,-2.5107404135470945,False,False,False,-0.75,-0.75,-0.75
41,10.98333333,23.01654380443243,20.60434587330648,20.247572965149377,34.249331772767476,5.83129139252648,5.399129045006038,10,0.395642540069691,0.35761749852681024,4.64,4.64,4.64,38.40139334959487,30.528694711522046,29.772864843224056,22.841958669636412,25.78085845395971,25.857083314329664,-9.296032738923701,-2.553685301682389,-2.4248506372765046,False,False,False,-0.75,-0.75,-0.75
41,11.15,22.939583024582696,20.726270521657867,20.575079322443482,34.62057250100308,5.82868378667399,5.659621472412146,10,0.3995650154592798,0.38249828745116526,4.64,4.64,4.64,38.40289867601243,30.553867318351113,30.23301803419571,22.320838843516484,25.313357418000827,25.343559904633093,-9.296032738923701,-2.553685301682389,-2.5107404135470945,False,False,False,-0.75,-0.75,-0.75
41,11.23333333,22.863304965411615,20.806664172950676,20.584116262628203,34.33374318920289,5.806104526823933,5.5296615730633345,10,0.402809313135701,0.37674861901033996,4.64,4.64,4.64,38.416890896079856,30.5966217656662,30.085527547716598,21.983425052140035,24.971366721497617,25.020303089754957,-9.296032738923701,-2.553685301682389,-2.467795525411799,False,False,False,-0.75,-0.75,-0.75
41,13.73333333,22.839853505916057,17.85941151995627,17.657634425268377,39.80911574880537,6.229939342060929,5.836739064948276,10,0.33745460297367097,0.31628251488230863,4.64,4.64,4.64,38.38159419889878,30.42591688594191,29.954267714786745,26.758724343489103,29.87084669378579,29.93664524545886,-9.296032738923701,-2.643826498751591,-2.514238065501485,False,False,False,-0.7,-0.7,-0.7
41,13.85,22.842407813488887,17.816788367546955,18.03544926825067,39.89931940265338,6.217919423787991,6.35336555209072,10,0.33558951980733365,0.3491702564881737,4.64,4.64,4.64,38.45905306841503,30.477599450360056,30.712321192511293,26.818501951221087,29.936643391924413,29.912084876999717,-9.296032738923701,-2.643826498751591,-2.6870226431682926,False,False,False,-0.7,-0.7,-0.7
41,13.96666667,22.77444447146651,17.433032914310164,17.310098488933015,41.21153204607292,6.20407254432645,5.917770647751701,10,0.3226145742446443,0.308560748903205,4.64,4.64,4.64,38.51313886713531,30.38691756877937,30.06077813495404,27.06208118130747,30.264219251359066,30.311800336155994,-9.296032738923701,-2.6825199660882744,-2.5966301898176845,False,False,False,-0.75,-0.75,-0.75
41,14.06666667,22.804166456594892,17.48767507818152,17.30241081036012,41.85020848666958,6.269557530334623,5.917770647751701,10,0.32211393959374485,0.30413397465478115,4.64,4.64,4.64,38.44226586058302,30.276526739245384,29.850363042269223,26.92429645463466,30.167734413462718,30.22646125732861,-9.296032738923701,-2.7254648542235693,-2.5966301898176845,False,False,False,-0.75,-0.75,-0.75
41,14.2,22.65783046769693,17.10754444817774,17.139079955594433,41.34175949758806,6.1319991100985005,6.045933677499384,10,0.31608889106986354,0.31441152166755487,4.64,4.64,4.64,38.488368745079775,30.350419662726004,30.276747057672306,27.332326577751903,30.539844781800124,30.553222582983086,-9.296032738923701,-2.6825199660882744,-2.6395750779529794,False,False,False,-0.75,-0.75,-0.75
41,14.28333333,22.470461239983408,16.6704753066066,16.922417303488086,40.8988650799519,5.99451655260438,6.173471601758982,10,0.3094173208205625,0.3242940191615803,4.64,4.64,4.64,38.459110547357064,30.36085975475755,30.644289620068886,27.736913726413203,30.91680551690554,30.884864569446613,-9.296032738923701,-2.6395750779529794,-2.6825199660882744,False,True,False,-0.75,-0.75,-0.75
41,16.38333333,22.634176896276855,16.44103305655445,16.759292648257116,48.77848713785356,6.403645354199143,6.734089476541792,10,0.28496915204067863,0.30458105707548927,4.64,4.64,4.64,38.40536508866274,29.73844781658013,30.143584476822028,27.19802696635206,30.88178279967046,30.825839529562522,-9.296032738923701,-2.6870226431682926,-2.8166110764183987,False,True,True,-0.7,-0.7,-0.7
41,16.45,22.65857020421976,16.72179899668433,16.92450686887943,46.51600777869745,6.327799620284883,6.480937903450455,10,0.2951240720790616,0.306172884538998,4.64,4.64,4.64,38.50184176572893,29.99213272833184,30.215703797967915,27.200140564665556,30.74122139941192,30.71457734814475,-9.296032738923701,-2.6870226431682926,-2.7302187875849953,False,True,True,-0.7,-0.7,-0.7
41,16.61666667,22.557440665566517,16.100487919931258,16.55247818514769,50.30088278990821,6.406891276452491,6.924851701221964,10,0.27597394933960195,0.30435823140450197,4.64,4.64,4.64,38.277516069401216,29.51364687965151,30.124404566734448,27.296592666003786,31.076603538251437,30.989749232272704,-9.296032738923701,-2.7684097423588643,-2.940189294900044,False,True,True,-0.75,-0.75,-0.75
41,16.76666667,22.579951603388793,15.61110013580979,15.701722103977843,54.63822472724758,6.483792965674106,6.552205480672292,10,0.2567656108964457,0.2609197983363354,4.64,4.64,4.64,38.48811441756472,29.357701149143086,29.44280939648563,27.365853317746655,31.414521412054125,31.40275595452724,-9.296032738923701,-2.7684097423588643,-2.8113546304941592,False,True,True,-0.75,-0.75,-0.75
41,16.91666667,22.40069159910557,15.122395593121245,15.564057583110493,54.235887638323604,6.281169706822827,6.801333713105101,10,0.24838942359901575,0.27353467611943383,4.64,4.64,4.64,38.65267449601128,29.503358642163544,30.117981296717353,27.81679110576217,31.8409082894697,31.75384385114541,-9.296032738923701,-2.7254648542235693,-2.897244406764749,False,True,True,-0.75,-0.75,-0.75
57,8.966666667,12.932593704048971,12.58985143526127,12.675441528089435,16.32572546789221,2.185784854299122,2.5874524594507506,10,0.34423845281663107,0.4179523981369798,4.64,4.64,4.64,38.662506264884755,33.000629214010736,33.972210847436884,13.993442048236018,15.491726268681633,15.428541036209184,-9.296032738923701,-1.6670177076521568,-1.7920835278369363,False,False,False,-1.0,-1.0,-1.0
57,9.05,12.938816915058288,12.594496700924019,12.724628582425206,16.235143202212623,2.17841979388794,2.8539328060625957,10,0.3448716295484651,0.4715738212667786,4.64,4.64,4.64,38.694148117523724,33.04103867573567,34.54431697382421,14.039547632997296,15.528457609575959,15.42300152597866,-9.296032738923701,-1.6670177076521568,-1.8754607412934559,False,False,False,-1.0,-1.0,-1.0
57,9.35,13.010520681533741,12.555278786073048,12.630964946106785,18.57884492768556,2.341581942525553,2.658671434855695,10,0.32557006736198035,0.37634268540985527,4.64,4.64,4.64,38.5293026620707,32.55106797545695,33.31533590998408,15.017534425448417,16.68200697817327,16.63235430577668,-9.296032738923701,-1.8777316045257617,-1.959701782806402,False,False,False,-1.14,-1.14,-1.14
57,9.433333333,12.974433363601864,12.578782199218429,12.5016120445748,16.749092639279695,2.2234211599309686,1.9881280636548389,10,0.338853851521484,0.2988400756084051,4.64,4.64,4.64,38.52591220867601,32.77797688755948,31.995867047460784,14.612745490085299,16.128404951420208,16.16595367985378,-9.296032738923701,-1.8824751586015223,-1.801007492883696,False,False,False,-1.19,-1.19,-1.19
57,9.566666667,12.977323939865242,12.592580402717898,12.680599927112604,15.884869120186378,2.176004252394401,2.5676154422892874,10,0.35018267310364115,0.4239694907234973,4.64,4.64,4.64,38.63171860920129,33.07019474075037,34.02426821772435,14.746551857047113,16.179317428789137,16.11792646001892,-9.296032738923701,-1.3479421662505302,-1.4775305995006363,False,False,False,-0.7,-0.7,-0.7
57,9.683333333,12.982649850975985,12.584063044355156,12.788526782902371,15.87767060774101,2.178997718575741,3.4068176604312175,10,0.3501506007856705,0.5936693982839732,4.64,4.64,4.64,38.584394459485544,33.02670263537939,35.301280897408155,14.943564688314618,16.36924859402209,16.181654845693124,-9.296032738923701,-1.3479421662505302,-1.7367074660008484,False,False,False,-0.7,-0.7,-0.7
57,11.65,19.824276720894492,18.910338769888764,18.673110072430127,26.472599110735384,4.560092804350206,4.033507963368007,10,0.43267310186252367,0.3767228804344942,4.64,4.64,4.64,37.962416993498394,31.278390564398126,30.308873749650907,19.494539852959427,21.679790085765354,21.765074778253425,-9.296032738923701,-2.4174126287608333,-2.250658201847794,False,False,False,-1.0,-1.0,-1.0
57,11.73333333,19.771086516527763,18.843023146033097,18.554287772056004,27.464026871842236,4.659316318321905,4.033507963368007,10,0.42650682257498584,0.36200803569646334,4.64,4.64,4.64,37.756448973634704,30.995602520011623,29.84034849285164,19.39488969380533,21.655974566322815,21.75725325819209,-9.296032738923701,-2.459101235489093,-2.250658201847794,False,False,False,-1.0,-1.0,-1.0
57,11.86666667,19.813675322759504,18.85522012074249,18.605460924280862,27.329109208393362,4.63411006302874,4.083642553877796,10,0.425532791057092,0.36880695433639804,4.64,4.64,4.64,37.83931972753826,31.05910907428569,30.058885787176106,19.558358112595464,21.803368091926206,21.892315102160826,-9.296032738923701,-2.5497545018207517,-2.3852111301840946,False,False,False,-1.11,-1.11,-1.11
57,11.95,19.84287257402201,18.885593100514637,18.474232603009863,27.17606298137403,4.6088138028036445,3.783838014713856,10,0.42521035803123447,0.33935143022853725,4.64,4.64,4.64,37.95215438042381,31.15884684154768,29.53627879643258,19.587290674643235,21.82187524618872,21.956182729396705,-9.296032738923701,-2.648227028147001,-2.3627384393406397,False,False,False,-1.18,-1.18,-1.18
57,12.03333333,19.85146837201278,18.856281890905688,18.561687557143323,27.878186284614095,4.67784043015103,4.054671811900926,10,0.42038091011213385,0.35734564334693386,4.64,4.64,4.64,37.900043448951905,31.040346750810702,29.878108860838893,19.677684096034735,21.95753652537224,22.05823353263404,-9.296032738923701,-2.623654163825393,-2.4189799744051994,False,False,False,-1.15,-1.15,-1.15
57,12.25,20.304297043558506,18.754764628975217,18.890528231620127,24.96650847826489,4.5153423386039275,4.7758491127061395,10,0.4423916593561211,0.47903649886056643,4.64,4.64,4.64,37.79310843516888,31.35018256720499,31.791945866659383,22.817494970310413,24.75123806890372,24.709417674046563,-9.296032738923701,-2.0822766213344646,-2.1686689101678684,False,False,False,-0.7,-0.7,-0.7
57,12.35,20.35260176394714,18.64272775261847,18.64502551578058,24.10017123361431,4.41981941232374,4.369628553593753,10,0.4439863088728119,0.4431537941048128,4.64,4.64,4.64,37.99133264333379,31.61799207832771,31.578612343948137,23.765701224252993,25.61161257174404,25.619115747744196,-9.296032738923701,-2.0390804769177624,-2.0390804769177624,False,False,False,-0.7,-0.7,-0.7
57,14.06666667,22.770296479428282,20.495314873376472,19.876680688362057,36.9821767812406,6.0972565718759295,5.298509178838818,10,0.3872894926774744,0.3254444363418227,4.64,4.64,4.64,37.997434393331325,29.94354654656842,28.61329561439354,22.097457695834425,25.255724877060395,25.394561487685696,-9.296032738923701,-2.9593645162282107,-2.667544269130392,False,False,False,-1.0,-1.0,-1.0
57,14.15,22.738686728785144,20.342911772255352,19.85984611509767,36.08823079257876,6.0342014690993215,5.421923327129772,10,0.39178342207278727,0.3421857015467011,4.64,4.64,4.64,37.57239444695218,29.681027085044988,28.677054526076958,22.366469029149393,25.447989355538198,25.55468681100462,-9.296032738923701,-2.917675909499951,-2.709232875858652,False,False,False,-1.0,-1.0,-1.0
57,14.3,22.79441076926655,20.215141678739307,19.21304771373351,38.47057258812805,6.208853602843913,5.0074681786499635,10,0.37702203990294125,0.2905857090113303,4.64,4.64,4.64,37.716734151386085,29.560489706881334,27.571142718364122,22.48905545037654,25.728778741786968,25.937384130907617,-9.296032738923701,-3.178420121644529,-2.7705792804925844,False,False,False,-1.18,-1.18,-1.18
57,14.36666667,22.7897299147976,20.204364821943503,19.72240226113089,37.821784618122045,6.207513479846728,5.603400827660049,10,0.383552952402535,0.3370847212749305,4.64,4.64,4.64,37.576915122862765,29.571571433418413,28.607586954116723,22.608065163675395,25.790075878855685,25.894523257229512,-9.296032738923701,-2.7715955074899004,-2.558378604501868,False,False,False,-0.81,-0.81,-0.81
