doy,hod,A(obs),A(std),A(pmax),E(obs),E(std),E(pmax),gs(obs),gs(std),gs(pmax),gb(obs),gb(std),gb(pmax),Ci(obs),Ci(std),Ci(pmax),Tleaf(obs),Tleaf(std),Tleaf(pmax),Pleaf(obs),Pleaf(std),Pleaf(pmax),Rublim(obs),Rublim(std),Rublim(pmax),Ps(obs),Ps(std),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[-],[-],[-],[MPa],[MPa],[MPa]
20,8.2,17.86200470371054,16.32186665505725,16.914474969011273,37.31853349069822,2.6300721011088704,3.0098980592234246,10,0.1667226214444609,0.19381413035874723,4.64,4.64,4.64,38.350099763781756,23.238675294842444,24.841391102636905,12.915958679491057,17.060837199724837,16.992466143758865,-5.87028240538058,-2.105726642125325,-2.2198040894966966,False,True,True,-1.33,-1.33,-1.33
20,8.283333333,14.068476291072066,13.117968767959836,13.357528606614064,27.569078016113014,1.8740129128372058,2.16597856307586,10,0.16781337283953873,0.19615603732892245,4.64,4.64,4.64,38.31749637273505,26.231476007068103,27.82117715123891,13.116615303484009,15.852933282676975,15.804828072450377,-5.87028240538058,-1.609578959388808,-1.6817942720327363,False,False,False,-1.08,-1.08,-1.08
20,8.383333333,14.851937287927065,14.007887510023927,14.267716451173873,37.31686918532233,2.423948094111987,2.7394165599965836,10,0.16114888812837258,0.18377802473832003,4.64,4.64,4.64,38.5730243915947,25.11417503546828,26.530384457688967,12.119668584332048,15.824118892450755,15.772176076042387,-5.87028240538058,-1.7540095846766646,-1.8502966682019024,False,False,False,-1.08,-1.08,-1.08
20,8.5,15.123355410733108,13.990131675660509,14.113061050978992,31.62478694852426,2.0479922703265805,2.1608943038811796,10,0.1588866155664399,0.1683984112044362,4.64,4.64,4.64,38.444186561709884,24.82078989226677,25.444808299544427,13.056472923511894,16.21632607266014,16.197516259969913,-5.87028240538058,-1.7867188951483142,-1.8101876509542465,False,False,False,-1.2,-1.2,-1.2
20,8.583333332999999,15.159820412385185,14.022582157234577,14.2253339112937,31.828568348814457,2.048933358058095,2.2399460815663024,10,0.15781063690177624,0.17372292203579964,4.64,4.64,4.64,38.7077214170278,24.957826455112418,26.00747969784195,13.123463973397637,16.298417185717202,16.266640627144582,-5.87028240538058,-1.7867188951483142,-1.8336564067601793,False,False,False,-1.2,-1.2,-1.2
20,9.916666667000001,22.190855247030203,15.102631428333927,15.74744268109891,57.7729669138159,3.815798329955222,4.152569957245319,10,0.14186569831162266,0.15606656863457183,4.64,4.64,4.64,38.086772969095655,21.82253192608492,22.67987666109042,21.413616786502104,26.61981834032587,26.560344824456593,-5.87028240538058,-2.326500278684763,-2.4438440577144256,False,True,True,-1.2,-1.2,-1.2
20,10.0,22.169999209999805,15.059440720298724,15.5612408255217,58.110104539028406,3.823610185739355,4.084678795636467,10,0.14141144206693268,0.15244669679534473,4.64,4.64,4.64,38.03182382192799,21.76217740998743,22.417240967356992,21.389467328188996,26.620137865365084,26.57398689493975,-5.87028240538058,-2.326500278684763,-2.4203753019084933,False,True,True,-1.2,-1.2,-1.2
20,10.18333333,22.20511567780984,15.620988706155737,15.709439170703936,58.668627433490016,4.226714216325355,4.267470066616531,10,0.15575353587343715,0.15798783403374958,4.64,4.64,4.64,37.960489022621935,22.670059886705545,22.760169125452222,21.55122206046952,26.737596677398997,26.7302306920001,-5.87028240538058,-2.307660314946782,-2.3317320858280914,False,True,True,-1.08,-1.08,-1.08
20,10.35,22.18845554043175,13.946620317817532,15.008554473592472,59.77501212111823,3.4243416297197253,3.948405589936677,10,0.12194518259528761,0.14254076952358685,4.64,4.64,4.64,37.938347168881556,20.47427485209023,21.829182156717874,21.51442916837384,26.926025486270323,26.833294322243734,-5.87028240538058,-2.356697026342342,-2.539220942136536,False,True,True,-1.33,-1.33,-1.33
20,10.4,22.197138322809323,14.051772755419295,14.917234215401571,58.58493024339101,3.405480521698951,3.8199205583914746,10,0.12361176119789384,0.1402910130080921,4.64,4.64,4.64,37.92903376637873,20.571400890029306,21.67091364296353,21.545652076240465,26.87119345333131,26.79759813317308,-5.87028240538058,-2.356697026342342,-2.493589963187988,False,True,True,-1.33,-1.33,-1.33
20,12.6,23.011366694888373,9.880812743439733,11.130284385219081,150.83045212751875,3.3503484703053292,4.074943931518687,10,0.0743881803384038,0.09090008685400212,9.29,9.29,9.29,38.66189892817542,18.287482881369048,19.850541710993017,23.21631327174782,30.036397744135147,29.973433325573033,-5.87028240538058,-2.333881536868068,-2.584851921085085,False,True,True,-1.33,-1.33,-1.33
20,12.83333333,23.11984966906,10.772469325809464,11.485134703786409,152.35306675282771,4.108179650295198,4.619945256086746,10,0.09010089768215046,0.10163664625929286,9.29,9.29,9.29,38.70337359021834,20.407597157902778,21.36412062485812,24.04569043344533,30.749659179168635,30.7054498808517,-5.87028240538058,-2.2835885440654726,-2.4520909402346387,False,True,True,-1.08,-1.08,-1.08
20,12.96666667,23.135840526386044,10.238245225779734,10.925991842038094,156.26756947663472,3.9888264824278226,4.480498153133986,10,0.08499402442109219,0.09573504857490797,9.29,9.29,9.29,38.699932125791925,20.27048765760411,21.209998408407063,24.347175972661162,31.16331724456622,31.12083581161098,-5.87028240538058,-2.2354450023028534,-2.4039473984720194,False,True,True,-1.08,-1.08,-1.08
20,13.11666667,23.099767963999035,10.268971776889497,11.1042415641876,146.3937179190012,3.6230191524636415,4.152569957245319,10,0.08236731834380426,0.09472497050930409,9.29,9.29,9.29,38.60875162451146,19.514383048857887,20.60928242508306,24.08051973174033,30.6048648365036,30.5588651705374,-5.87028240538058,-2.256094011266965,-2.4438440577144256,False,True,True,-1.2,-1.2,-1.2
20,13.21666667,23.15900181655885,9.602493189255764,10.744086962993755,156.49773670711582,3.543861594098882,4.286853828455117,10,0.07525871967127531,0.09145017826773182,9.29,9.29,9.29,38.827363784843065,19.284418902660356,20.807579385194433,24.21572958703895,31.095795964578162,31.031425527917353,-5.87028240538058,-2.232625255461033,-2.490781569326291,False,True,True,-1.2,-1.2,-1.2
20,15.03333333,22.85611469706442,8.932051090623776,10.03769328260466,110.10152308161697,3.60847113526972,4.353237999608391,10,0.06904273280607294,0.08386464389949178,4.64,4.64,4.64,38.373261602877854,18.760722280505824,20.203347325430112,22.769852402777772,31.42024298648308,31.292190065704002,-5.87028240538058,-2.256094011266965,-2.514250325132224,False,True,True,-1.2,-1.2,-1.2
