E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
,,,,,,Const0.01,gs
0.0,-1.6335845409760026e-16,-5.896896300998178e-17,-4.1537112987928365e-16,-1.9525937637483788e-16,-1.665915846723407e-16,Const0.1,gs
0.0,-1.6335845409760026e-16,-5.896896300998178e-17,-4.1537112987928365e-16,-1.9525937637483788e-16,-1.665915846723407e-16,Const0.2,gs
0.0,1.6335845409760026e-16,5.896896300998178e-17,4.1537112987928365e-16,1.9525937637483788e-16,1.665915846723407e-16,Const0.3,gs
0.0,-1.6335845409760026e-16,-5.896896300998178e-17,-4.1537112987928365e-16,-1.9525937637483788e-16,-1.665915846723407e-16,Const0.4,gs
,,,,,,Const0.5,gs
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
-0.03027370352968318,0.6261096942507344,0.4943210806931485,0.18703565304331743,-0.020791244358478313,0.2512802960198078,Const0.01,Pleaf
0.002436869603657444,0.6481245390765892,0.42884816634926065,0.3272652860070321,0.26361968046998596,0.334058908301305,Const0.1,Pleaf
0.02541654290884574,0.6452671940161894,0.32498972082920663,0.37403218653205966,0.42075240908371536,0.35809161067400336,Const0.2,Pleaf
0.026901448905892834,0.632602060417958,0.2937590141614859,0.39373898091906473,0.49407986005322585,0.3682162728915255,Const0.3,Pleaf
0.04750271713749295,0.6187395594409225,0.374147939733467,0.4015602971774938,0.5392067915796506,0.3962314610138054,Const0.4,Pleaf
0.062859233705417,0.6044309655954999,0.3896802898805358,0.4098671146956528,0.5763301370191156,0.40863354817924424,Const0.5,Pleaf
-0.008837472627613346,0.16480752693937314,0.1749983217327275,-0.02966966149712008,0.4294499537649973,0.1461497336624729,Const0.01,E
-0.008835483887769186,0.1648006003813357,0.17499913517318547,-0.02966977804849603,0.4294533881630553,0.14614957235626225,Const0.1,E
-0.00883340873319658,0.16479337269876967,0.17499998400758282,-0.029669899589103713,0.4294569717015746,0.14614940401712534,Const0.2,E
-0.008831462461521188,0.16478659376951374,0.17500078016775333,-0.02967001351135589,0.4294603325905961,0.14614924611099722,Const0.3,E
-0.008829633427457616,0.16478022305856144,0.17500152840917738,-0.029670120509721343,0.4294634909551337,0.1461490976971387,Const0.4,E
-0.008827911347657784,0.16477422477014167,0.1750022329316194,-0.029670221196758394,0.4294664645657041,0.1461489579446098,Const0.5,E
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
