E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
-3.1812688507174256,-2.4453918777397887,-0.09917810172895147,-3.0003108951546364,-4.172645439357878,-1.9798633499788938,Const0.01,gs
-1.0209167503858367,-17.764729870440227,-29.392039941026937,-4.883853807984517,-0.7735359297673496,-3.4389577289412454,Const0.1,gs
-16.932120912802965,-113.11357411077303,-139.12638925780888,-43.42860849268115,-17.027290281587888,-32.925504348702766,Const0.2,gs
-52.11868863838616,-290.9122684371865,-330.10992283869103,-120.34381499421646,-54.36582641847159,-96.39056505691067,Const0.3,gs
-106.58061992713549,-551.160812849681,-602.3426406836736,-235.62947331259056,-112.78914434041847,-193.37288983736465,Const0.4,gs
-180.31791477905085,-893.8592073482557,-955.8245427927565,-389.2855834478033,-192.2972440474285,-323.7830845820383,Const0.5,gs
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
-33.85845484072054,-7.6392853080867855,-0.9378758435952792,-27.706879714074518,-40.78858996934801,-7.451000982036989,Const0.01,Pleaf
-16.846016188530058,-2.709796367665359,-3.0008433288844625,-11.905528698861756,-17.176321143927986,-6.483019357728354,Const0.1,Pleaf
-6.22562966844489,-0.357576420525086,-10.650470130268932,-2.8126847158759487,-4.150659016956284,-3.024355425353269,Const0.2,Pleaf
-2.964606258876046,-0.787230925030467,-21.932301190067523,-1.9913431196772353,-2.851073241082578,-2.7228999890880488,Const0.3,Pleaf
-6.330882922071566,-3.7940915193007516,-30.60448295324698,-8.979590148478522,-13.552078800314648,-8.445528910313826,Const0.4,Pleaf
-16.323522118800728,-9.244945335671007,-35.54379093371368,-26.466430873833254,-40.05730489157719,-19.829747885082263,Const0.5,Pleaf
-3.6334963339674573,-3.0031856694402945,-0.0748234609330114,-4.405257151628174,-2.6702205802480004,-2.066378149032035,Const0.01,E
-1.9348148075641585,-23.465537723375817,-41.94134477754736,-10.250341273885002,-0.2811371918963066,-3.979601274376842,Const0.1,E
-21.267530343913567,-135.88983306540186,-183.41533998175828,-72.57987399866467,-9.781811828187548,-30.48676236537554,Const0.2,E
-58.988850564404885,-325.86299311921397,-406.8667453570886,-183.22929445785513,-29.82441853078431,-83.15942819923906,Const0.3,E
-111.72207608995612,-578.976563328727,-696.9409131431449,-333.2623673563495,-58.48163917070176,-156.92174585060707,Const0.4,E
-176.6799812091942,-883.3467900936243,-1040.9805327881334,-515.3064570798834,-94.16214713298955,-247.78665984517826,Const0.5,E
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
