site_spp,A(Const0.01),A(Const0.1),A(Const0.2),A(Const0.3),A(Const0.4),A(Const0.5),E(Const0.01),E(Const0.1),E(Const0.2),E(Const0.3),E(Const0.4),E(Const0.5),gs(Const0.01),gs(Const0.1),gs(Const0.2),gs(Const0.3),gs(Const0.4),gs(Const0.5),gb(Const0.01),gb(Const0.1),gb(Const0.2),gb(Const0.3),gb(Const0.4),gb(Const0.5),Ci(Const0.01),Ci(Const0.1),Ci(Const0.2),Ci(Const0.3),Ci(Const0.4),Ci(Const0.5),Tleaf(Const0.01),Tleaf(Const0.1),Tleaf(Const0.2),Tleaf(Const0.3),Tleaf(Const0.4),Tleaf(Const0.5),Pleaf(Const0.01),Pleaf(Const0.1),Pleaf(Const0.2),Pleaf(Const0.3),Pleaf(Const0.4),Pleaf(Const0.5),Rublim(Const0.01),Rublim(Const0.1),Rublim(Const0.2),Rublim(Const0.3),Rublim(Const0.4),Rublim(Const0.5),PPFD,VPD,Patm,Tref,Ps,Tair,CO2,doy,hod,E,gs,gb,Pleaf,Tleaf
E_crebra_HW2,2.025699653009266,13.75731533936904,17.500906761716617,18.740752730588504,19.32538550912591,19.662035343771255,0.30839742487330385,2.992110279309613,5.792504567234941,8.419036846433448,10.887410923206033,13.211494652250366,0.01,0.1,0.2,0.3,0.4,0.5,2.92139875,2.92139875,2.92139875,2.92139875,2.92139875,2.92139875,13.54210358220401,23.22409247134075,30.933286547630754,34.818406430256,37.02064914894302,38.42076968610833,31.6075,31.6075,31.6075,31.6075,31.6075,31.6075,-1.2272517676406405,-1.6932659087657642,-2.1884059337112083,-2.6835459586566524,-3.1495600997817763,-3.6155742409069,True,False,False,False,False,False,1173.0,3.10358225,100.2925,29.225,-1.169,24.23,45.532795,306,12.07694444,3.00424525,0.09697925,2.92139875,-2.366,31.6075
E_crebra_HW2,2.0149118120723872,9.382258453638359,10.204679226654052,10.448433397373892,10.563976780874645,10.63123138887922,0.2504591892972089,2.4299858657731117,4.704272348707367,6.837359381471919,8.842000643537471,10.729458758265283,0.01,0.1,0.2,0.3,0.4,0.5,2.9213815,2.9213815,2.9213815,2.9213815,2.9213815,2.9213815,13.213443419852332,30.082369372445413,36.88823861124728,39.46677400425116,40.80759857059402,41.62763523382426,32.815,32.815,32.815,32.815,32.815,32.815,-0.435975130051476,-0.8316766906691881,-1.2273782512869005,-1.6230798119046126,-1.952831112419373,-2.315557542985609,False,False,False,False,False,False,310.0,2.55984725,101.8575,35.6225,-0.40299999999999997,39.92,45.530302500000005,311,12.264375,1.37454875,0.05358725,2.9213815,-2.116,32.815
E_crebra_HW2,2.3678865908549604,15.36561673917655,18.643024312524787,19.61570663480216,20.062949655775725,20.318063318416094,0.3670906705142088,3.5615765843443437,6.894983860686567,10.021467489224241,12.959714854363858,15.726228877063653,0.01,0.1,0.2,0.3,0.4,0.5,2.92187175,2.92187175,2.92187175,2.92187175,2.92187175,2.92187175,13.651192588526882,26.313813356534816,35.816928321028314,40.21823841293492,42.6306453266287,44.14010930490063,36.215,36.215,36.215,36.215,36.215,36.215,-0.7896939786959168,-1.3539397869591685,-1.9495325845703784,-2.5137783928336304,-3.0780242010968815,-3.6422700093601335,True,False,False,False,False,False,1049.25,3.7484835,101.765,35.355,-0.727,36.55,51.594854999999995,312,12.22104167,2.031698,0.0548795,2.92187175,-2.299,36.215
E_crebra_HW2,2.3041885038904857,13.944291244285438,16.129394453735426,16.760032497215676,17.051830204712527,17.21919939059401,0.1961917486958927,1.9034624931798212,3.684933907029442,5.355777546226792,6.925987914089713,8.404390791209966,0.01,0.1,0.2,0.3,0.4,0.5,2.9206585,2.9206585,2.9206585,2.9206585,2.9206585,2.9206585,12.95162683610156,26.727362629179808,35.882260271463544,39.754270917324696,41.82472416498564,43.106528085664365,27.4975,27.4975,27.4975,27.4975,27.4975,27.4975,-0.5563670898504711,-0.8476708985047099,-1.1713417970094198,-1.4626456056636592,-1.7539494143178975,-2.0128861331216656,True,False,False,False,False,False,604.0,1.97385175,100.265,28.55,-0.524,24.8,49.33038,306,11.645,2.371673,0.12231600000000001,2.9206585,-2.613,27.4975
E_crebra_HW2,2.6498183613997206,16.777807812544147,19.45379292420021,20.194620768556668,20.53142949623844,20.722824404556942,0.2806299746256699,2.7227131347161664,5.270983951999964,7.661056669117771,9.907219323247164,12.022089627312596,0.01,0.1,0.2,0.3,0.4,0.5,2.92162,2.92162,2.92162,2.92162,2.92162,2.92162,13.837016462024026,28.719649051133114,39.87847653163337,44.637708071640034,47.18054593266294,48.753289950188105,34.285,34.285,34.285,34.285,34.285,34.285,-0.2658344265338881,-0.7056819714744329,-1.1455295164149781,-1.5853770613555231,-1.99139017976218,-2.363568871634949,True,False,False,False,False,False,702.75,2.8702520000000002,101.93,35.7325,-0.23199999999999998,39.22,56.367290000000004,311,11.66458333,2.061449,0.073837,2.92162,-2.3480000000000003,34.285
E_crebra_HW2,2.2222517733926788,14.57940846542204,17.38369176536355,18.204575215892564,18.582777539140533,18.798880356150068,0.2988846480779436,2.8998185633398847,5.613839530532756,8.159365277261884,10.551614485294355,12.804026644210605,0.01,0.1,0.2,0.3,0.4,0.5,2.92148125,2.92148125,2.92148125,2.92148125,2.92148125,2.92148125,12.935731532186095,24.56208451972711,33.84022911723944,37.99528934995263,40.25123404900784,41.657125649309776,33.275,33.275,33.275,33.275,33.275,33.275,-0.6105130741733038,-1.0621045933864304,-1.5459526496862088,-1.9975441688993356,-2.4168791510258103,-2.8362141331522848,True,False,False,False,False,False,672.5,3.0529105,101.795,34.38,-0.546,36.09,48.556215,312,11.61069444,2.01221825,0.0671215,2.92148125,-2.301,33.275
E_crebra_HW2,2.292761607209813,14.578926303077015,17.28268091684416,18.076522812314344,18.443565344434727,18.6537774730883,0.2305122350350169,2.2364572832905925,4.329613799049436,6.292814966730927,8.137798976138379,9.874931669991263,0.01,0.1,0.2,0.3,0.4,0.5,2.92134725,2.92134725,2.92134725,2.92134725,2.92134725,2.92134725,13.23364548152518,25.800743530757398,35.02373133116053,39.10563923406401,41.315981147242454,42.69203338700774,29.2675,29.2675,29.2675,29.2675,29.2675,29.2675,-0.6180555320615262,-0.9706663847383152,-1.3553327694766304,-1.7079436221534192,-2.028498942768682,-2.3490542633839446,True,False,False,False,False,False,722.0,2.31937375,100.275,29.405,-0.586,24.94,49.435575,306,11.79131944,2.1505330000000002,0.0932835,2.92134725,-2.14,29.2675
E_crebra_HW2,2.5007463869850746,16.352917258741837,19.677404315638093,20.637816133993798,21.076151797125696,21.32533761595511,0.3462320454693163,3.3592136339047958,6.5032443954495625,9.452126725980603,12.223482872994168,14.832875323936793,0.01,0.1,0.2,0.3,0.4,0.5,2.92219425,2.92219425,2.92219425,2.92219425,2.92219425,2.92219425,13.781674645359207,26.968896682326942,37.23663440392053,41.92759046208093,44.48391015567964,46.07888517501927,36.47,36.47,36.47,36.47,36.47,36.47,-0.8995784008064696,-1.4229948076614614,-1.977200414919688,-2.5314060221779147,-3.0548224290329062,-3.5782388358878983,True,False,False,False,False,False,986.0,3.540786,101.9175,36.2375,-0.838,40.09,53.914357499999994,311,11.80805556,1.485965,0.04233825,2.92219425,-1.476,36.47
E_crebra_HW2,2.0361874025708167,14.054372460900355,18.10275255220312,19.447672758997804,20.075745869656068,20.434926070583717,0.3699220522595526,3.589044036106664,6.948152825284198,10.098737025478457,13.059629084827476,15.847459976098216,0.01,0.1,0.2,0.3,0.4,0.5,2.92178675,2.92178675,2.92178675,2.92178675,2.92178675,2.92178675,12.865266997764778,22.371868293850717,30.17638998904557,34.219572556524284,36.52983928336913,38.00281236637076,35.655,35.655,35.655,35.655,35.655,35.655,-0.7184175967863692,-1.2891759678636912,-1.8916431373341975,-2.4624015084115203,-3.0014510810956576,-3.5722094521729786,True,False,False,False,False,False,1383.5,3.7787879999999996,101.8025,34.6325,-0.655,36.58,45.505717499999996,312,11.74777778,2.218121,0.058490999999999994,2.92178675,-2.4,35.655
E_crebra_HW2,2.198420797533944,15.038798844946774,18.9280234548968,20.17033931990811,20.750769049246028,21.0837641216517,0.2333891567193597,2.2643538251192568,4.383587706654737,6.3712193434964846,8.239138122389562,9.997843128967846,0.01,0.1,0.2,0.3,0.4,0.5,2.92066525,2.92066525,2.92066525,2.92066525,2.92066525,2.92066525,14.121933099381843,24.45208031944808,33.0479089009368,37.30561419687347,39.69696803096178,41.21041745940549,28.2125,28.2125,28.2125,28.2125,28.2125,28.2125,-0.9056032707549936,-1.272842519814917,-1.64008176887484,-2.007321017934763,-2.3439569962396933,-2.649989703789629,True,False,False,False,False,False,1111.75,2.34838125,100.2775,25.8475,-0.875,24.81,48.835142499999996,306,11.32652778,0.7290705,0.031170499999999997,2.92066525,-1.9,28.2125
