E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
42.5789150702855,41.02291022213889,46.55108496177676,41.25498680319516,39.425378817902605,42.16665517505978,driv,Tleaf
45.07510865051504,44.22961135854485,44.803758207683394,44.2703651090045,43.32024164182011,44.33981699351358,std,Tleaf
42.82250343635599,42.437352217092446,46.04538966292359,44.28550028058482,41.182270126852195,43.3546031447618,std_gmin,Tleaf
40.42979375878612,38.58702432327673,44.61307404693822,41.599673245658785,37.16557874367559,40.47902882366709,pmax,Tleaf
40.42979375878612,38.58702432327673,44.61307404693822,41.599673245658785,37.16557874367559,40.47902882366709,pmax_gmin,Tleaf
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
10.076525436710517,8.716312953459122,4.023721089967051,6.111149766856958,2.494567904520664,6.284455430302862,driv,Pleaf
,,,,,,std,Pleaf
,,,,,,std_gmin,Pleaf
-13.343689301898092,-1.1229783893525829,16.325897417506557,-30.976635044032754,-30.700809145164257,-11.963642892588226,pmax,Pleaf
-13.343689301898092,-1.1229783893525829,16.325897417506557,-30.976635044032754,-30.700809145164257,-11.963642892588226,pmax_gmin,Pleaf
-46.770807472711404,-63.38119132906206,-68.87036510585409,-64.69195535608858,-60.74118929324682,-60.891101711392594,driv,E
7.885743369339803,4.796906274556157,6.204494436949737,5.893753863126977,15.18613377727312,7.993406344249159,std,E
54.39860299021004,31.253682849347033,32.605645784957396,33.50106121229704,46.23036536826131,39.597871641014564,std_gmin,E
69.0993541458434,70.0934778407293,49.1134123028747,60.52789624460747,53.56697487560477,60.48022308193193,pmax,E
69.0993541458434,70.0934778407293,49.1134123028747,60.52789624460747,53.56697487560477,60.48022308193193,pmax_gmin,E
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
