doy,hod,A(driv),A(std),A(std_gmin),A(pmax),A(pmax_gmin),E(driv),E(std),E(std_gmin),E(pmax),E(pmax_gmin),gs(driv),gs(std),gs(std_gmin),gs(pmax),gs(pmax_gmin),gb(driv),gb(std),gb(std_gmin),gb(pmax),gb(pmax_gmin),gmin(driv),gmin(std),gmin(std_gmin),gmin(pmax),gmin(pmax_gmin),Ci(driv),Ci(std),Ci(std_gmin),Ci(pmax),Ci(pmax_gmin),Tleaf(driv),Tleaf(std),Tleaf(std_gmin),Tleaf(pmax),Tleaf(pmax_gmin),Pleaf(driv),Pleaf(std),Pleaf(std_gmin),Pleaf(pmax),Pleaf(pmax_gmin),k(driv),k(std),k(std_gmin),k(pmax),k(pmax_gmin),Rublim(driv),Rublim(std),Rublim(std_gmin),Rublim(pmax),Rublim(pmax_gmin),Ps(driv),Ps(std),Ps(std_gmin),Ps(pmax),Ps(pmax_gmin)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa]
306,11.37555556,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.030026,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,False,0.0,0.0,9999.0,9999.0,,,,,
311,11.30861111,3.110922572646264,9999.0,9999.0,9999.0,9999.0,0.39652852971230834,9999.0,9999.0,9999.0,9999.0,0.01544,9999.0,9999.0,9999.0,9999.0,2.9212135,9999.0,9999.0,9999.0,9999.0,,,,,9999.0,22.65379910651179,9999.0,9999.0,9999.0,9999.0,35.39208270923187,9999.0,9999.0,9999.0,9999.0,-8.633293781699663,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,False,0.0,0.0,9999.0,9999.0,,,,,
312,11.28409722,7.2239629597930035,9999.0,9999.0,9999.0,9999.0,0.901111107053547,9999.0,9999.0,9999.0,9999.0,0.03244325,9999.0,9999.0,9999.0,9999.0,2.92102125,9999.0,9999.0,9999.0,9999.0,,,,,9999.0,18.325077028685193,9999.0,9999.0,9999.0,9999.0,33.56095594215034,9999.0,9999.0,9999.0,9999.0,-8.633293781699663,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,False,0.0,0.0,9999.0,9999.0,,,,,
306,12.66222222,0.8681256569944586,10.743534526243119,15.952341056507624,18.72231396333308,18.72231396333308,0.20590511280605678,2.4302418771869574,5.095820645673826,9.69949589285965,9.69949589285965,0.0046134999999999995,0.05727154076442096,0.12756041923162104,0.2689581270444682,0.2689581270444682,2.9211259999999997,2.9211259999999997,2.9211259999999997,2.9211259999999997,2.9211259999999997,,,0.0016673709603129924,,0.0016377931544225386,14.665592804635185,14.28648971529619,23.91217531463643,32.46093270994165,32.46093270994165,30.81177235025573,30.238001145141606,29.5965530474237,28.604438457144546,28.604438457144546,-0.9587602702597974,-1.423883513377365,-1.9277670267547298,-2.8967737832496625,-2.8967737832496625,,,,4.710359985680292,4.710359985680292,True,False,False,False,False,-0.92,-0.92,-0.92,-0.92,-0.92
311,12.70625,0.4488591018404273,-0.11432858364843423,12.205669816028763,12.097439945461929,12.097439945461929,0.12946042130516935,1e-17,4.026147842812981,3.999650356693926,3.999650356693926,0.00218725,1e-17,0.07489205378449165,0.07397714302246855,0.07397714302246855,2.92162075,2.92162075,2.92162075,2.92162075,2.92162075,,,0.002010564328182657,,0.0020134080188369888,19.10263123683079,6.23578217647589,25.119809457073917,25.169059729010353,25.169059729010353,40.892801507293576,40.92715592194675,39.92329662581725,39.929436091249165,39.929436091249165,-4.085966300410551,-4.063,-5.165382419706451,-5.165382419706451,-5.165382419706451,,,,3.1099095321763808,3.1099095321763808,True,True,False,False,False,-4.063,-4.063,-4.063,-4.063,-4.063
312,12.64159722,2.538854976978982,-0.1800630699408663,15.06496120658571,17.098954992736914,17.098954992736914,0.7023773355579945,1e-17,5.1638044763808,7.03473576582837,7.03473576582837,0.01234075,1e-17,0.0994296167446845,0.14059473646150886,0.14059473646150886,2.92172775,2.92172775,2.92172775,2.92172775,2.92172775,,,0.00185381718652646,,0.0018402975511395557,12.39109747615958,4.988644009872043,20.480246063629266,25.122181534495564,25.122181534495564,36.47674592825668,36.65823879803291,35.40595594574562,34.99850260770288,34.99850260770288,-2.6921229593391875,-2.539,-3.672109899109988,-4.100854185259713,-4.100854185259713,,,,4.062850262985792,4.062850262985792,False,True,False,False,False,-2.539,-2.539,-2.539,-2.539,-2.539
306,12.05048611,4.482497985797998,13.363126383928213,15.560552538549976,17.034987595144475,17.034987595144475,0.8806207843092557,3.267802372077836,5.11134326065806,9.072338385218501,9.072338385218501,0.02086825,0.0810991684285686,0.13159063033947524,0.2518691738880727,0.2518691738880727,2.9211515,2.9211515,2.9211515,2.9211515,2.9211515,,,0.0014892136707732523,,0.0014661534001502894,11.500564585432258,18.96681345973209,26.19200973193517,34.05117919277678,34.05117919277678,24.45861112923398,23.85891320688644,23.417628237554453,22.532339058279334,22.532339058279334,-0.8565234930994907,-1.335093972397963,-1.7339027051466898,-2.5315201706441433,-2.5315201706441433,,,,4.819331354819722,4.819331354819722,True,False,False,False,False,-0.6970000000000001,-0.6970000000000001,-0.6970000000000001,-0.6970000000000001,-0.6970000000000001
311,12.29798611,2.8564903707078573,-0.08239972053243982,8.321578723975248,13.393006937978198,13.393006937978198,0.589090612222746,1e-17,2.2655777150262812,8.292886740449473,8.292886740449473,0.01313725,1e-17,0.05402907143092838,0.24014113868495332,0.24014113868495332,2.92175975,2.92175975,2.92175975,2.92175975,2.92175975,,,0.016764045786262585,,0.0020085088872944224,17.645302344893437,7.474277602788674,27.430863026103893,42.95816140915987,42.95816140915987,41.69130547918557,41.862218412601436,41.224002799547186,39.79581402081352,39.79581402081352,-2.036322488074365,-1.901,-2.374628708260278,-3.660192344966746,-3.660192344966746,,,,4.355208179038589,4.355208179038589,True,True,False,False,False,-1.901,-1.901,-1.901,-1.901,-1.901
312,12.25354167,2.988954474683575,-0.10004683637196399,11.899842155093143,14.575207060767365,14.575207060767365,0.8709798622774882,1e-17,4.446582621585107,6.381624778336119,6.381624778336119,0.013396000000000002,1e-17,0.07434411229579609,0.11159129908084899,0.11159129908084899,2.92185325,2.92185325,2.92185325,2.92185325,2.92185325,,,0.0019805037166525153,,0.0019619035941195154,15.79346288589467,6.9268423043030785,25.439713148728202,29.92129424211201,29.92129424211201,40.036202374869205,40.294842612977895,39.022742631628354,38.50812337905138,38.50812337905138,-3.311040484783405,-3.117,-4.142642562426571,-4.641603809012469,-4.641603809012469,,,,3.617624767538153,3.617624767538153,True,True,False,False,False,-3.117,-3.117,-3.117,-3.117,-3.117
306,12.54416667,3.829841704078235,4.997318147522321,5.636664560834545,6.8140710234335256,6.8140710234335256,0.5005635066750453,0.7854748907835761,1.1791899627194011,8.537057138238774,8.537057138238774,0.02307775,0.03665364799338706,0.055971239632644935,0.558350156381751,0.558350156381751,2.9212905,2.9212905,2.9212905,2.9212905,2.9212905,,,0.0016420624604168595,,0.001600133054415845,18.52831238102567,23.14009737232816,28.723717294700656,42.56640668495456,42.56640668495456,28.919015724375182,28.848360038446934,28.752545867375265,27.328510710771713,27.328510710771713,-0.7411235555949715,-0.8212471111899429,-0.9013706667849144,-2.383656445291887,-2.383656445291887,,,,4.853885044160899,4.853885044160899,False,False,False,False,False,-0.6609999999999999,-0.6609999999999999,-0.6609999999999999,-0.6609999999999999,-0.6609999999999999
311,12.60013889,1.0861875664833303,-0.12471767333287986,3.7887072753753412,5.005636137846961,5.005636137846961,0.2168439432010616,1e-17,0.9603591526061603,3.043154514797741,3.043154514797741,0.00539575,1e-17,0.024475582473894374,0.08273084145120203,0.08273084145120203,2.9214285,2.9214285,2.9214285,2.9214285,2.9214285,,,0.0019880728877195706,,0.0019711489150644177,16.543017255894874,6.081908916795503,23.851990568880765,38.81828206695488,38.81828206695488,39.421236469931536,39.47537460503674,39.239816219924116,38.76598399900137,38.76598399900137,-3.089284359615072,-3.033,-3.229995258652752,-3.7084123153808637,-3.7084123153808637,,,,4.3264091097958275,4.3264091097958275,False,True,False,False,False,-3.033,-3.033,-3.033,-3.033,-3.033
312,12.53013889,6.220895872876425,6.597295188105605,16.733329431822774,20.3002541346834,20.3002541346834,1.517619360123683,1.4409778127160962,5.687050217909371,10.691938556245802,10.691938556245802,0.02940875,0.02793796293674501,0.1214226852069134,0.2557133014896118,0.2557133014896118,2.92226775,2.92226775,2.92226775,2.92226775,2.92226775,,,0.0018848591668330062,,0.001850126262983689,14.542900897461735,10.56798555803667,25.848307502231567,34.9176328731748,34.9176328731748,37.30077298739892,37.3203064274901,36.30680957311378,35.29065763279917,35.29065763279917,-1.470991709817072,-1.470991709817072,-2.333467875541154,-3.383438859900905,-3.383438859900905,,,,4.505473743269351,4.505473743269351,True,True,False,False,False,-1.171,-1.171,-1.171,-1.171,-1.171
306,11.71777778,3.562920620512222,-0.13759656637660345,13.443470050180702,16.355581919065976,16.355581919065976,0.4689005986243177,1e-17,2.268843383130933,4.794511172094095,4.794511172094095,0.01508825,1e-17,0.0767162866118871,0.1737850544105738,0.1737850544105738,2.9208255000000003,2.9208255000000003,2.9208255000000003,2.9208255000000003,2.9208255000000003,,,0.0015332217138899495,,0.001516425326237174,12.091929752155885,4.43693785779337,21.215384441165817,33.8223820378892,33.8223820378892,25.447661345902162,25.572142114909038,24.986022073311243,24.381465958196728,24.381465958196728,-2.7667933735934622,-2.677,-3.1558979924984656,-3.724589358590393,-3.724589358590393,,,,4.316571802434889,4.316571802434889,True,True,False,False,False,-2.677,-2.677,-2.677,-2.677,-2.677
311,11.72180556,6.73907582538777,6.995166868926193,9.891634455463777,13.028275135477369,13.028275135477369,1.0327330371204781,0.9883679051268615,2.218075148529481,10.643675341861668,10.643675341861668,0.034015,0.03256193978257871,0.07711123630792208,0.5333558095312763,0.5333558095312763,2.9218314999999997,2.9218314999999997,2.9218314999999997,2.9218314999999997,2.9218314999999997,,,0.0020028122278383824,,0.0019470064068868387,23.71777454319052,21.018559862589317,34.74114310421998,51.14534098194604,51.14534098194604,39.93421349353752,39.945741842766616,39.63615611485206,38.09005946464678,38.09005946464678,-1.0913792407462228,-1.0913792407462228,-1.32463432964169,-3.074047496357694,-3.074047496357694,,,,4.64410480534729,4.64410480534729,False,False,False,False,False,-0.897,-0.897,-0.897,-0.897,-0.897
312,11.6725,5.840013785240946,-0.11248846083121045,10.098394333698451,13.098078204159822,13.098078204159822,1.2358714727170843,1e-17,2.329452602775017,3.865252456112259,3.865252456112259,0.032729,1e-17,0.06501639339571191,0.11341971161159803,0.11341971161159803,2.92095075,2.92095075,2.92095075,2.92095075,2.92095075,,,0.0019434453137583791,,0.0019315063199833264,17.90644893155513,6.7806060648251965,21.283873783591307,27.56046748423919,27.56046748423919,38.37369300887452,38.73775945546815,38.06371398260254,37.65166688001932,37.65166688001932,-4.418925190672338,-4.1,-4.715070010582366,-5.170677425828563,-5.170677425828563,,,,3.1044786070085113,3.1044786070085113,True,True,False,False,False,-4.1,-4.1,-4.1,-4.1,-4.1
