doy,hod,A(driv),A(std),A(std_gmin),A(pmax),A(pmax_gmin),E(driv),E(std),E(std_gmin),E(pmax),E(pmax_gmin),gs(driv),gs(std),gs(std_gmin),gs(pmax),gs(pmax_gmin),gb(driv),gb(std),gb(std_gmin),gb(pmax),gb(pmax_gmin),gmin(driv),gmin(std),gmin(std_gmin),gmin(pmax),gmin(pmax_gmin),Ci(driv),Ci(std),Ci(std_gmin),Ci(pmax),Ci(pmax_gmin),Tleaf(driv),Tleaf(std),Tleaf(std_gmin),Tleaf(pmax),Tleaf(pmax_gmin),Pleaf(driv),Pleaf(std),Pleaf(std_gmin),Pleaf(pmax),Pleaf(pmax_gmin),k(driv),k(std),k(std_gmin),k(pmax),k(pmax_gmin),Rublim(driv),Rublim(std),Rublim(std_gmin),Rublim(pmax),Rublim(pmax_gmin),Ps(driv),Ps(std),Ps(std_gmin),Ps(pmax),Ps(pmax_gmin)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa]
306,11.35354167,8.592078045091904,9.679267766534661,10.684747894564262,12.092961401936632,12.092961401936632,0.9636847395988383,1.2047123550561136,1.7546451111231625,5.568402074280778,5.568402074280778,0.05223725,0.06600850508107983,0.09857110555058403,0.37248888134660824,0.37248888134660824,2.921055,2.921055,2.921055,2.921055,2.921055,,,0.0015263728841666715,,0.001503177938830519,22.533759790106945,25.293020396173684,31.267243544271132,43.1335134214661,43.1335134214661,24.938701862695247,24.87768077338517,24.74125625082561,23.90021111608565,23.90021111608565,-0.8877184015333486,-0.9145353160381127,-1.0218029740571692,-1.7458596656857996,-1.7458596656857996,,,,5.221429301341572,5.221429301341572,False,False,False,False,False,-0.7,-0.7,-0.7,-0.7,-0.7
311,11.36222222,8.928238937188977,12.420437997710787,14.79443764848879,17.245336824187895,17.245336824187895,1.3595430920630622,2.1820825246958666,3.679801435432893,7.891963817166583,7.891963817166583,0.04374025,0.0726400485142445,0.12973028918800308,0.3270078129983367,0.3270078129983367,2.92080275,2.92080275,2.92080275,2.92080275,2.92080275,,,0.0018618789331589355,,0.0018316478585068408,21.940433944491296,27.05855637279883,36.08026008107446,45.73493059184826,45.73493059184826,36.21289865622017,35.99886143549416,35.63065148579951,34.74009979446041,34.74009979446041,-0.8745180596886055,-1.037530099481009,-1.3092168324683486,-2.124277031430367,-2.124277031430367,,,,5.0566437303238105,5.0566437303238105,False,False,False,False,False,-0.63,-0.63,-0.63,-0.63,-0.63
312,11.31631944,9.030101786726627,12.525683425487747,14.383652699048692,16.582323398628418,16.582323398628418,1.348322474757271,2.2505535409547988,3.5212758026365805,7.833112260245552,7.833112260245552,0.04752725,0.08235771800956794,0.1356160418456191,0.35856544838877935,0.35856544838877935,2.9210700000000003,2.9210700000000003,2.9210700000000003,2.9210700000000003,2.9210700000000003,,,0.001815660266196207,,0.0017859604110165496,21.317925582348067,27.203623073630308,34.48635389829675,43.9166822042783,43.9166822042783,34.7920939744648,34.56062855273785,34.252210928590294,33.354651177011306,33.354651177011306,-0.829643687829309,-0.9940728130488483,-1.2407165008781573,-2.062862126975854,-2.062862126975854,,,,5.089097396205764,5.089097396205764,False,False,False,False,False,-0.583,-0.583,-0.583,-0.583,-0.583
306,12.50472222,6.711677253516976,6.0407543819500695,6.40899066708041,7.198296965498938,7.198296965498938,1.9010267715310882,0.9839205001886807,1.311268395939254,4.62628874890527,4.62628874890527,0.1127785,0.05562982093082659,0.07538944014419798,0.31435086158364767,0.31435086158364767,2.92126625,2.92126625,2.92126625,2.92126625,2.92126625,,,0.001618064964022801,,0.001597447445461946,35.06099427795713,27.36072832243458,31.057748404453264,40.76073935014044,40.76073935014044,27.807406747666644,28.024802536268083,27.9456941034384,27.23637810239298,27.23637810239298,-0.8570118483609281,-0.6899294568097305,-0.7456235873267965,-1.358259023014521,-1.358259023014521,,,,5.317003903137485,5.317003903137485,False,False,False,False,False,-0.495,-0.495,-0.495,-0.495,-0.495
311,12.578125,8.324300266103752,7.10892735034102,8.002842152748572,9.293333734496116,9.293333734496116,2.768836297874601,1.4062785250353111,2.165464892412376,6.648927764690083,6.648927764690083,0.11216325,0.05320252705050166,0.085035506146385,0.322970368242673,0.322970368242673,2.921719,2.921719,2.921719,2.921719,2.921719,,,0.001996834944891539,,0.0019650277201808397,36.52640601550045,27.07867774733656,33.35753776783929,43.690559170347235,43.690559170347235,39.338818041601506,39.657371859500266,39.476016268405594,38.59539384834884,38.59539384834884,-1.0467073052387592,-0.7694929340604648,-0.9358215567674414,-1.7674646703023242,-1.7674646703023242,,,,5.214135107620781,5.214135107620781,False,False,False,False,False,-0.52,-0.52,-0.52,-0.52,-0.52
312,12.50402778,17.20740752387644,13.70312228946542,19.11604651148215,22.220727595597584,22.220727595597584,5.042068680880507,3.095858866929034,5.9713484672721595,9.02659165175584,9.02659165175584,0.1382465,0.07997233081655476,0.1690557868152457,0.2818135871821598,0.2818135871821598,2.9216195,2.9216195,2.9216195,2.9216195,2.9216195,,,0.0019270963410509382,,0.0019039689796383726,27.950107159924492,20.457740284778,29.574085707195422,34.93751533106409,34.93751533106409,37.77837726626807,38.28261646343974,37.55078427744126,36.86407316914152,36.86407316914152,-1.6924390729252763,-1.3193238778987801,-1.852345585079489,-2.4653205483373046,-2.4653205483373046,,,,4.830475289833117,4.830475289833117,False,False,False,False,False,-0.733,-0.733,-0.733,-0.733,-0.733
306,11.82965278,10.286142768766489,19.11250871258902,21.334471922454547,22.53683598999701,22.53683598999701,1.5654500719476914,3.7006804054338254,5.270950136955113,7.023176694964311,7.023176694964311,0.05356275,0.13511644167213846,0.20214338920639535,0.2863867359981988,0.2863867359981988,2.9216955000000002,2.9216955000000002,2.9216955000000002,2.9216955000000002,2.9216955000000002,,,0.0015464825097383482,,0.0015324604725997207,14.699871802312646,22.246013584922846,27.804219632046898,31.9653120762684,31.9653120762684,26.365016498812338,25.78609620161625,25.383851236012905,24.95840210597959,24.95840210597959,-0.9524734967383347,-1.3581191741087912,-1.6555926708471258,-1.980109212743491,-1.980109212743491,,,,5.129151615191905,5.129151615191905,True,False,False,False,False,-0.655,-0.655,-0.655,-0.655,-0.655
311,11.86666667,4.890037404958509,8.562205670088623,16.69527568540453,14.712005226790739,14.712005226790739,1.0113918738450434,2.0278046524083115,13.35434874965979,8.900132632189743,8.900132632189743,0.02345125,0.04912023451418912,0.4682778157851049,0.27037701888717397,0.27037701888717397,2.92182725,2.92182725,2.92182725,2.92182725,2.92182725,,,0.0019769579422206497,,0.002005002302620898,20.30213380107797,25.527253657137216,47.537157116139774,44.45593220734236,44.45593220734236,41.552801400534875,41.275069256203196,38.94010118949928,39.69997288811655,39.69997288811655,-0.7922008135936501,-0.9834016271873003,-3.277811390311103,-2.2944929204009017,-2.2944929204009017,,,,4.953837669355598,4.953837669355598,True,False,False,False,False,-0.601,-0.601,-0.601,-0.601,-0.601
312,11.81905556,8.326494435337233,8.314366249601706,13.771606664192344,16.649575058012065,16.649575058012065,1.51753946807971,1.3577398721689022,3.4886066085320464,7.2445814957960435,7.2445814957960435,0.0418966,0.037412367794597404,0.10318300746911026,0.24279700504987872,0.24279700504987872,2.921496,2.921496,2.921496,2.921496,2.921496,,,0.0019010664860624005,,0.0018728956895368392,20.35570833311921,16.57134748594331,30.52644080853308,40.71945654865353,40.71945654865353,37.27177101189675,37.31343385804978,36.78018121674629,35.9615515990429,35.9615515990429,-1.2746242505071788,-1.2492947731883444,-1.6545664102896955,-2.3891212525358947,-2.3891212525358947,,,,4.8880870047008145,4.8880870047008145,False,False,False,False,False,-0.996,-0.996,-0.996,-0.996,-0.996
306,12.19722222,12.226542974935414,15.975194781861035,17.37496822119846,18.653903866342272,18.653903866342272,1.9117657851382797,3.07728393111478,4.24999554937479,6.866680300702759,6.866680300702759,0.0729085,0.1219862689712799,0.1753603081531651,0.3093911811873637,0.3093911811873637,2.9213935,2.9213935,2.9213935,2.9213935,2.9213935,,,0.0015567159937208272,,0.0015400886934626892,18.651354663821024,24.264690420481124,29.22333139990271,35.23344144199599,35.23344144199599,26.39524616459544,26.10077166213706,25.81733145111613,25.230745775787234,25.230745775787234,-0.927112350873491,-1.14687379756487,-1.366635244256249,-1.861098499311852,-1.861098499311852,,,,5.179751106850635,5.179751106850635,False,False,False,False,False,-0.57,-0.57,-0.57,-0.57,-0.57
