doy,hod,A(Const0.01),A(Const0.1),A(Const0.2),A(Const0.3),A(Const0.4),A(Const0.5),E(Const0.01),E(Const0.1),E(Const0.2),E(Const0.3),E(Const0.4),E(Const0.5),gs(Const0.01),gs(Const0.1),gs(Const0.2),gs(Const0.3),gs(Const0.4),gs(Const0.5),gb(Const0.01),gb(Const0.1),gb(Const0.2),gb(Const0.3),gb(Const0.4),gb(Const0.5),gmin(Const0.01),gmin(Const0.1),gmin(Const0.2),gmin(Const0.3),gmin(Const0.4),gmin(Const0.5),Ci(Const0.01),Ci(Const0.1),Ci(Const0.2),Ci(Const0.3),Ci(Const0.4),Ci(Const0.5),Tleaf(Const0.01),Tleaf(Const0.1),Tleaf(Const0.2),Tleaf(Const0.3),Tleaf(Const0.4),Tleaf(Const0.5),Pleaf(Const0.01),Pleaf(Const0.1),Pleaf(Const0.2),Pleaf(Const0.3),Pleaf(Const0.4),Pleaf(Const0.5),k(Const0.01),k(Const0.1),k(Const0.2),k(Const0.3),k(Const0.4),k(Const0.5),Rublim(Const0.01),Rublim(Const0.1),Rublim(Const0.2),Rublim(Const0.3),Rublim(Const0.4),Rublim(Const0.5),Ps(Const0.01),Ps(Const0.1),Ps(Const0.2),Ps(Const0.3),Ps(Const0.4),Ps(Const0.5)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa]
1,12,1.8291076708747125,12.918893709996597,17.333661296323683,19.006434792215106,19.812627415473514,20.276312821093363,0.145884195913968,1.3926197749049234,2.6520699661082796,3.7973446932955928,4.843937817216528,5.804617136456492,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.940838446152043,20.12482682561595,26.737400548769845,30.387104122640615,32.556851265948026,33.96799818617699,25.462629150470878,25.223787260032097,24.993072117525596,24.7925403523914,24.617039472513426,24.4624801150084,-1.4396785564770034,-1.8364641212470387,-2.233249686017074,-2.5903566943101057,-2.9474637026031374,-3.304570710896169,,,,,,,True,True,False,False,False,False,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4
2,12,1.8291076708747125,12.918893709996597,17.333661296323683,19.006434792215106,19.812627415473514,20.276312821093363,0.145884195913968,1.3926197749049234,2.6520699661082796,3.7973446932955928,4.843937817216528,5.804617136456492,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.940838446152043,20.12482682561595,26.737400548769845,30.387104122640615,32.556851265948026,33.96799818617699,25.462629150470878,25.223787260032097,24.993072117525596,24.7925403523914,24.617039472513426,24.4624801150084,-1.937165993662933,-2.345991923955198,-2.7548178542474626,-3.163643784539728,-3.5724697148319926,-3.944129651461324,,,,,,,True,True,False,False,False,False,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9
3,12,1.8291076708747125,12.918893709996597,17.333661296323683,19.006434792215106,19.812627415473514,20.276312821093363,0.145884195913968,1.3926197749049234,2.6520699661082796,3.7973446932955928,4.843937817216528,5.804617136456492,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.940838446152043,20.12482682561595,26.737400548769845,30.387104122640615,32.556851265948026,33.96799818617699,25.462629150470878,25.223787260032097,24.993072117525596,24.7925403523914,24.617039472513426,24.4624801150084,-2.3351559434116766,-2.7570272643517995,-3.214054528703599,-3.635925849643722,-4.057797170583845,-4.479668491523967,,,,,,,True,True,False,False,False,False,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3
4,12,1.8291076708747125,12.918893709996597,17.333661296323683,19.006434792215106,19.812627415473514,20.276312821093363,0.145884195913968,1.3926197749049234,2.6520699661082796,3.7973446932955928,4.843937817216528,5.804617136456492,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.940838446152043,20.12482682561595,26.737400548769845,30.387104122640615,32.556851265948026,33.96799818617699,25.462629150470878,25.223787260032097,24.993072117525596,24.7925403523914,24.617039472513426,24.4624801150084,-2.6336484057232346,-3.0710776801252857,-3.542155360250571,-4.013233040375857,-4.450662314777907,-4.955388400626427,,,,,,,True,True,False,False,False,False,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6
5,12,1.8291076708747125,12.918893709996597,17.333661296323683,19.006434792215106,19.812627415473514,20.276312821093363,0.145884195913968,1.3926197749049234,2.6520699661082796,3.7973446932955928,4.843937817216528,5.804617136456492,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.940838446152043,20.12482682561595,26.737400548769845,30.387104122640615,32.556851265948026,33.96799818617699,25.462629150470878,25.223787260032097,24.993072117525596,24.7925403523914,24.617039472513426,24.4624801150084,-2.865286761195213,-3.289650708964098,-3.7793014179281963,-4.2689521268922945,-4.758602835856392,-5.280896925418097,,,,,,,True,True,False,False,False,False,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8
6,12,1.6558670248885274,11.039382806788835,14.796588535835244,16.47740304625104,17.432726482378033,18.06582695660134,0.238208171918772,2.2534946995243264,4.253960693771752,6.044397410221625,7.658408465961275,9.122644152939532,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,14.692877192355127,23.15254048861838,28.81357423372763,31.791187508502343,33.567666488900244,34.73601978397033,31.419937168261743,31.051651711955735,30.708136747551038,30.41942752576225,30.17437517488134,29.964534321160382,-3.0949150664159353,-3.8542355977434166,-4.740109550958812,-5.815813637006078,-7.524284832492912,-9.296032738923701,,,,,,,True,True,False,False,False,False,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
7,12,0.649437216070401,1.4027654697639054,1.7790743808088036,2.050183705476493,2.28347790887332,2.5479504199604732,0.6032561998107738,5.521728960042632,10.114226199042369,14.206653607023119,17.893380750417325,21.06882172158975,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,30.678335905512412,38.72796601304379,39.539127016538906,39.85387804810839,40.02259884897769,40.11905670881255,46.36537820668624,45.53961249613275,44.86038246570086,44.32762153204519,43.90173050496125,43.576652315842985,-3.7330063412632644,-6.5582082290803445,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5
8,12,0.5445428088807172,1.097892596615659,1.4019196191838152,1.6182286952079088,1.8081460660620965,2.031374742403038,0.6353235191015244,5.798843583295578,10.59581593262261,14.88360084660043,18.739005927177168,22.03283400071104,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,32.34487144017814,39.22186865395806,39.849592106096814,40.09501825948636,40.22541615979476,40.29793061212925,47.36773455213028,46.505070680537536,45.802981051272425,45.25344579333151,44.817094114962394,44.48885199616057,-4.266132298438377,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
9,12,0.44689197046747,0.8501997001794819,1.0951382153544909,1.266289606737665,1.4195127333158588,1.6063033625075398,0.6684687356755201,6.0836250572962305,11.08832658191489,15.577137776594908,19.605500215543003,23.016808676647088,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,33.89645987703534,39.62313559452819,40.10195919644215,40.29154704466219,40.391354531758495,40.44507497453512,48.3712320522736,47.470901585245485,46.74611135749961,46.17983635009611,45.733284174443114,45.40262437227068,-4.837409338416743,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
10,12,0.35882607544153267,0.6514809065676141,0.8482069244242991,0.9825585429086294,1.1051592328413273,1.2602552199953816,0.702716778595967,6.376134234304161,11.59168629765728,16.287386320758124,20.49309889586499,24.02058461115142,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,35.295876299905395,39.94504886864834,40.304950351710424,40.45003831191886,40.52567598109867,40.5648248238771,49.3759495261097,48.43718553894399,47.68988841256578,47.106907619269954,46.65041878884219,46.31812195478648,-5.410173980098243,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
11,12,0.21612488528161972,0.3699896064769347,0.49551834798921124,0.5764269570867413,0.6757249597777788,0.7579051784904427,0.7746293031487885,6.984609416661614,12.630697899828514,17.758621372414133,22.08863732079972,26.086933240695362,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,37.56376748574722,40.40099319618628,40.594577804625565,40.67702001981279,40.71292075890473,40.7385702600114,51.38937038954781,50.371436736557825,49.57983744755389,48.96353239501893,48.51677373720013,48.15486932593476,-6.71220807926492,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
12,12,0.11755754216311429,0.19927177213739522,0.2686501977230661,0.3251829093001614,0.38897199944815364,0.44085603269467266,0.851295612193243,7.62488919491019,13.84183392362214,19.298762123801414,23.932093924570665,28.230746981707572,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,39.13051737721548,40.677447491719505,40.778828194228254,40.81755305382607,40.83486876291438,40.84813372506315,53.408670460652516,52.308475450361215,51.45651740231181,50.82416095834816,50.36835331907175,50.00017590466103,-7.1023613007918325,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2
13,12,1.1665064193840833,3.9913786378507523,5.031846733404162,5.809796543920255,6.300260506653981,6.747149047580903,0.45831233630867113,4.2493449082508725,7.872869025918366,11.012564097850978,13.972197565930363,16.645051260485747,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,22.465103169765918,34.53611466705706,36.85697473501168,37.76843478086334,38.311867180499625,38.65201674922825,41.36810560160956,40.7151660153548,40.15131579447046,39.71043427670333,39.33283066084553,39.02200894444085,-3.158191777359892,-4.740109550958812,-7.935583453628631,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
