drought_only,HW_and_drought_constD,HW_and_drought_varD_pwr,HW_and_drought_varD_RH60,HW_only_constD,HW_only_varD_pwr,HW_only_varD_RH60,mean,model,variable
1.4891360445912472,2.879617321953267,2.879617321953267,2.879617321953267,2.879617321953267,2.146413972500929,2.879617321953267,2.57623380383693,Const0.01,gs
1.0516876548307184,1.7150377780887087,1.7150377780887087,1.7150377780887087,1.7150377780887087,1.5637309550353027,1.7150377780887087,1.5986582143299377,Const0.1,gs
2.0849246490503717,2.829141597873235,2.829141597873235,2.829141597873235,2.829141597873235,1.504273504273505,2.829141597873235,2.533558020384293,Const0.2,gs
6.123941990090834,7.121851825940957,7.121851825940957,7.121851825940957,7.121851825940957,5.050910442214791,7.121851825940957,6.68344450885863,Const0.3,gs
10.82047378199835,13.488159367566817,13.488159367566817,13.488159367566817,13.488159367566817,10.402081010776667,13.488159367566817,12.666193090087017,Const0.4,gs
15.517005573905863,19.85446690919267,19.85446690919267,19.85446690919267,19.85446690919267,15.753251579338539,19.85446690919267,18.64894167131539,Const0.5,gs
1.4981467068426892,3.3770289661702435,3.2790930630013158,3.3182114358680974,3.3770289661702435,4.23136506032056,3.3182114358680974,3.1998693763201778,Const0.01,Ci
0.5719749014720877,3.383838445521272,3.3432444172917077,3.359607004132794,3.383838445521272,4.623258901169367,3.359607004132794,3.1464813027487564,Const0.1,Ci
1.4835910566891592,4.3899637984975834,4.349450552652274,4.37216424084158,4.3899637984975834,6.284054260004606,4.37216424084158,4.234478849717767,Const0.2,Ci
2.8834743102732023,5.622170961410787,5.583966245881602,5.604045078335778,5.622170961410787,7.320957094684248,5.604045078335778,5.46297567576174,Const0.3,Ci
3.7159381761962527,6.353575055361249,6.316248482620986,6.335032336102499,6.353575055361249,7.936026530832321,6.335032336102499,6.192203996082436,Const0.4,Ci
4.257439629728187,6.82874959987167,6.792378920648503,6.810255849580098,6.82874959987167,8.33940582214543,6.810255849580098,6.6667478959179505,Const0.5,Ci
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2.6024121960152855,2.3632272479527874,2.716008530002349,2.534861130049899,2.3632272479527874,1.1228167271814875,2.534861130049899,2.3196306013149277,Const0.01,E
2.602189874310402,1.9225649300844128,4.740458341550794,3.4882695637543972,1.9225649300844128,3.5224045921748615,3.4882695637543972,3.0981031136733823,Const0.1,E
1.731284774846885,1.9001264491041987,8.520837687766385,6.128001062356836,1.9001264491041987,11.323949185130003,6.128001062356836,5.376046667237906,Const0.2,E
9.32357271025389,3.5256107263807603,12.331939724806368,8.814932419965684,3.5256107263807603,19.998086310124634,8.814932419965684,9.476383576839682,Const0.3,E
16.467051455923986,7.36449601321104,16.47873506134307,11.982451758013232,7.36449601321104,27.72770011114364,11.982451758013232,14.195340310122747,Const0.4,E
23.02841375489143,11.130549120843265,21.927578368057453,16.603090215220448,11.130549120843265,34.63486362311398,16.603090215220448,19.294019202598612,Const0.5,E
2.036528295110406,2.015502678762604,2.0102341405147532,2.012158640020752,2.015502678762604,0.842946265231042,2.012158640020752,1.8492901912032733,Const0.01,A
1.155288703096739,2.1115182775800836,2.077930458709494,2.0919544698754424,2.1115182775800836,2.908848045850101,2.0919544698754424,2.078430386081055,Const0.1,A
2.918015869346558,2.6613196536435493,2.608274295914169,2.6322420648170106,2.6613196536435493,2.4479864911625238,2.6322420648170106,2.6516285847634817,Const0.2,A
3.9506430497827116,2.9415296956635877,2.869189314383742,2.896278041583024,2.9415296956635877,2.716508574453832,2.896278041583024,3.030279487587644,Const0.3,A
4.4469665461041235,3.072958227920231,2.992556904749798,3.024434918728312,3.072958227920231,2.786085466130599,3.024434918728312,3.2029136014688007,Const0.4,A
4.7311863098606795,3.152146875273354,3.0666773880239466,3.095118599597803,3.152146875273354,2.6818481753719663,3.095118599597803,3.2820346889998433,Const0.5,A
