doy,hod,A(Const0.01),A(Const0.1),A(Const0.2),A(Const0.3),A(Const0.4),A(Const0.5),E(Const0.01),E(Const0.1),E(Const0.2),E(Const0.3),E(Const0.4),E(Const0.5),gs(Const0.01),gs(Const0.1),gs(Const0.2),gs(Const0.3),gs(Const0.4),gs(Const0.5),gb(Const0.01),gb(Const0.1),gb(Const0.2),gb(Const0.3),gb(Const0.4),gb(Const0.5),gmin(Const0.01),gmin(Const0.1),gmin(Const0.2),gmin(Const0.3),gmin(Const0.4),gmin(Const0.5),Ci(Const0.01),Ci(Const0.1),Ci(Const0.2),Ci(Const0.3),Ci(Const0.4),Ci(Const0.5),Tleaf(Const0.01),Tleaf(Const0.1),Tleaf(Const0.2),Tleaf(Const0.3),Tleaf(Const0.4),Tleaf(Const0.5),Pleaf(Const0.01),Pleaf(Const0.1),Pleaf(Const0.2),Pleaf(Const0.3),Pleaf(Const0.4),Pleaf(Const0.5),k(Const0.01),k(Const0.1),k(Const0.2),k(Const0.3),k(Const0.4),k(Const0.5),Rublim(Const0.01),Rublim(Const0.1),Rublim(Const0.2),Rublim(Const0.3),Rublim(Const0.4),Rublim(Const0.5),Ps(Const0.01),Ps(Const0.1),Ps(Const0.2),Ps(Const0.3),Ps(Const0.4),Ps(Const0.5)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa]
1,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-0.5442011695423301,-0.9862128649656318,-1.4724257299312635,-1.870236255812235,-2.268046781693206,-2.6658573075741776,,,,,,,True,True,False,False,False,False,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
2,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-0.5442011695423301,-0.9862128649656318,-1.4724257299312635,-1.870236255812235,-2.268046781693206,-2.6658573075741776,,,,,,,True,True,False,False,False,False,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
3,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-0.5442011695423301,-0.9862128649656318,-1.4724257299312635,-1.870236255812235,-2.268046781693206,-2.6658573075741776,,,,,,,True,True,False,False,False,False,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
4,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-0.5442011695423301,-0.9862128649656318,-1.4724257299312635,-1.870236255812235,-2.268046781693206,-2.6658573075741776,,,,,,,True,True,False,False,False,False,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
5,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-0.5442011695423301,-0.9862128649656318,-1.4724257299312635,-1.870236255812235,-2.268046781693206,-2.6658573075741776,,,,,,,True,True,False,False,False,False,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
6,12,1.653620559793258,10.96650187485094,14.632545575911289,16.246029226839873,17.151188026092584,17.745525077585953,0.1856126857790512,1.7557132571697716,3.3133981071530916,4.706197305833673,5.960155272499741,7.096027005651236,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,14.72849938937081,23.268107782392303,28.943635694503335,31.913483996982443,33.67927537143321,34.83760032188127,31.492840923775834,31.192861958882244,30.91237256892415,30.676107635185538,30.475185701957102,30.30285192320871,-0.5442011695423301,-1.0304140345079618,-1.5166268994735936,-1.914437425354565,-2.3564491207778664,-2.7100584771165077,,,,,,,True,True,False,False,False,False,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
7,12,0.59509850863591,1.1246425868930228,1.2858446390148122,1.4016645178439984,1.4935167846082147,1.5684739547174558,0.24406998195018853,2.1711854274808973,3.9039972210363847,5.35146010779066,6.60445731466128,7.719357659478534,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,31.539984789301137,39.1845921502136,39.94441421182997,40.21996050829802,40.36613684579027,40.458444261667296,46.87308493200249,46.463265615566435,46.125867703577086,45.869044024602644,45.66620913538143,45.50116237076637,-0.5884023390846603,-1.1630175431349525,-1.6934315776429143,-2.135443273066216,-2.5332537989471873,-2.9310643248281587,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
8,12,0.489957314054611,0.8573327883794248,0.9781709879884888,1.0670953013902273,1.1380141800195693,1.1959218587505145,0.2506099769898828,2.2174733387607715,3.970503112475289,5.42563246356085,6.680297549999196,7.794151039661806,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,33.2104336316357,39.616165462098806,40.19711718396913,40.40630004560881,40.517173841433674,40.58723633351624,47.912611385649235,47.490666433963185,47.14682094804481,46.887202904408,46.683387662046435,46.51828166870395,-0.5884023390846603,-1.1630175431349525,-1.6934315776429143,-2.179644442608546,-2.5774549684895174,-2.9310643248281587,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
9,12,0.39401664540003606,0.6456379683242744,0.7363978577603137,0.8045275006692332,0.8590615742670372,0.9035695198970513,0.25764074141829924,2.266915096202539,4.041251219240135,5.504373699354722,6.760770527126435,7.873570148008605,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,34.73490390662964,39.957931205234864,40.395667419239075,40.552506777269166,40.63565491869197,40.68827004494214,48.95432213991993,48.51943224552577,48.168745721368474,47.90614233844535,47.701229809249675,47.53597579180327,-0.5884023390846603,-1.1630175431349525,-1.7376327471852444,-2.179644442608546,-2.6216561380318475,-2.975265494370489,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
