drought_only,HW_and_drought_constD,HW_and_drought_varD_pwr,HW_and_drought_varD_RH60,HW_only_constD,HW_only_varD_pwr,HW_only_varD_RH60,mean,model,variable
0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.5,0.33333333333333326,0.35714285714285704,Const0.01,gs
0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.023809523809523805,Const0.1,gs
0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.16666666666666663,0.14285714285714282,Const0.2,gs
0.5,0.5,0.5,0.5,0.5,0.33333333333333326,0.5,0.47619047619047616,Const0.3,gs
0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666666,Const0.4,gs
0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333337,Const0.5,gs
0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904761,Const0.01,Ci
0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.14285714285714282,Const0.1,Ci
0.16666666666666663,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.3095238095238094,Const0.2,Ci
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Const0.3,Ci
0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666666,Const0.4,Ci
0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333337,Const0.5,Ci
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
0.5,0.5,0.0,0.16666666666666663,0.5,0.16666666666666663,0.16666666666666663,0.28571428571428564,Const0.01,E
0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.16666666666666663,0.0,0.0,0.09523809523809522,Const0.1,E
0.0,0.0,0.33333333333333326,0.33333333333333326,0.0,0.33333333333333326,0.33333333333333326,0.19047619047619044,Const0.2,E
0.33333333333333326,0.33333333333333326,0.5,0.5,0.33333333333333326,0.5,0.5,0.42857142857142855,Const0.3,E
0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666666,Const0.4,E
0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333337,Const0.5,E
0.33333333333333326,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.761904761904762,Const0.01,A
0.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.0,0.09523809523809522,Const0.1,A
0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.5,0.16666666666666663,0.21428571428571422,Const0.2,A
0.5,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.35714285714285704,Const0.3,A
0.6666666666666665,0.5,0.5,0.5,0.5,0.16666666666666663,0.5,0.47619047619047616,Const0.4,A
0.8333333333333335,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.0,0.6666666666666665,0.5952380952380951,Const0.5,A
