doy,hod,A(Const0.01),A(Const0.1),A(Const0.2),A(Const0.3),A(Const0.4),A(Const0.5),E(Const0.01),E(Const0.1),E(Const0.2),E(Const0.3),E(Const0.4),E(Const0.5),gs(Const0.01),gs(Const0.1),gs(Const0.2),gs(Const0.3),gs(Const0.4),gs(Const0.5),gb(Const0.01),gb(Const0.1),gb(Const0.2),gb(Const0.3),gb(Const0.4),gb(Const0.5),gmin(Const0.01),gmin(Const0.1),gmin(Const0.2),gmin(Const0.3),gmin(Const0.4),gmin(Const0.5),Ci(Const0.01),Ci(Const0.1),Ci(Const0.2),Ci(Const0.3),Ci(Const0.4),Ci(Const0.5),Tleaf(Const0.01),Tleaf(Const0.1),Tleaf(Const0.2),Tleaf(Const0.3),Tleaf(Const0.4),Tleaf(Const0.5),Pleaf(Const0.01),Pleaf(Const0.1),Pleaf(Const0.2),Pleaf(Const0.3),Pleaf(Const0.4),Pleaf(Const0.5),k(Const0.01),k(Const0.1),k(Const0.2),k(Const0.3),k(Const0.4),k(Const0.5),Rublim(Const0.01),Rublim(Const0.1),Rublim(Const0.2),Rublim(Const0.3),Rublim(Const0.4),Rublim(Const0.5),Ps(Const0.01),Ps(Const0.1),Ps(Const0.2),Ps(Const0.3),Ps(Const0.4),Ps(Const0.5)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa]
6,12,1.6558670248885274,11.039382806788835,14.796588535835244,16.47740304625104,17.432726482378033,18.06582695660134,0.238208171918772,2.2534946995243264,4.253960693771752,6.044397410221625,7.658408465961275,9.122644152939532,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,14.692877192355127,23.15254048861838,28.81357423372763,31.791187508502343,33.567666488900244,34.73601978397033,31.419937168261743,31.051651711955735,30.708136747551038,30.41942752576225,30.17437517488134,29.964534321160382,-0.5884023390846603,-1.1630175431349525,-1.7818339167275745,-2.3564491207778664,-2.8868631552858286,-3.4172771897937904,,,,,,,True,True,False,False,False,False,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
7,12,0.649437216070401,1.4027654697639054,1.7790743808088036,2.050183705476493,2.28347790887332,2.5479504199604732,0.6032561998107738,5.521728960042632,10.114226199042369,14.206653607023119,17.893380750417325,21.06882172158975,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,30.678335905512412,38.72796601304379,39.539127016538906,39.85387804810839,40.02259884897769,40.11905670881255,46.36537820668624,45.53961249613275,44.86038246570086,44.32762153204519,43.90173050496125,43.576652315842985,-0.6768046781693207,-2.179644442608546,-3.815087715674762,-5.98094502324894,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
8,12,0.5445428088807172,1.097892596615659,1.4019196191838152,1.6182286952079088,1.8081460660620965,2.031374742403038,0.6353235191015244,5.798843583295578,10.59581593262261,14.88360084660043,18.739005927177168,22.03283400071104,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,32.34487144017814,39.22186865395806,39.849592106096814,40.09501825948636,40.22541615979476,40.29793061212925,47.36773455213028,46.505070680537536,45.802981051272425,45.25344579333151,44.817094114962394,44.48885199616057,-0.6768046781693207,-2.268046781693206,-4.036093563386412,-6.599761396841562,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
9,12,0.44689197046747,0.8501997001794819,1.0951382153544909,1.266289606737665,1.4195127333158588,1.6063033625075398,0.6684687356755201,6.0836250572962305,11.08832658191489,15.577137776594908,19.605500215543003,23.016808676647088,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,33.89645987703534,39.62313559452819,40.10195919644215,40.29154704466219,40.391354531758495,40.44507497453512,48.3712320522736,47.470901585245485,46.74611135749961,46.17983635009611,45.733284174443114,45.40262437227068,-0.7210058477116508,-2.3564491207778664,-4.212898241555733,-7.527985957230495,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
10,12,0.35882607544153267,0.6514809065676141,0.8482069244242991,0.9825585429086294,1.1051592328413273,1.2602552199953816,0.702716778595967,6.376134234304161,11.59168629765728,16.287386320758124,20.49309889586499,24.02058461115142,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,35.295876299905395,39.94504886864834,40.304950351710424,40.45003831191886,40.52567598109867,40.5648248238771,49.3759495261097,48.43718553894399,47.68988841256578,47.106907619269954,46.65041878884219,46.31812195478648,-0.7210058477116508,-2.489052629404857,-4.478105258809714,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
11,12,0.21612488528161972,0.3699896064769347,0.49551834798921124,0.5764269570867413,0.6757249597777788,0.7579051784904427,0.7746293031487885,6.984609416661614,12.630697899828514,17.758621372414133,22.08863732079972,26.086933240695362,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,37.56376748574722,40.40099319618628,40.594577804625565,40.67702001981279,40.71292075890473,40.7385702600114,51.38937038954781,50.371436736557825,49.57983744755389,48.96353239501893,48.51677373720013,48.15486932593476,-0.7210058477116508,-2.6658573075741776,-4.964318123775346,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
12,12,0.11755754216311429,0.19927177213739522,0.2686501977230661,0.3251829093001614,0.38897199944815364,0.44085603269467266,0.851295612193243,7.62488919491019,13.84183392362214,19.298762123801414,23.932093924570665,28.230746981707572,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,39.13051737721548,40.677447491719505,40.778828194228254,40.81755305382607,40.83486876291438,40.84813372506315,53.408670460652516,52.308475450361215,51.45651740231181,50.82416095834816,50.36835331907175,50.00017590466103,-0.7652070172539809,-2.8868631552858286,-5.715738005994958,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
13,12,1.1665064193840833,3.9913786378507523,5.031846733404162,5.809796543920255,6.300260506653981,6.747149047580903,0.45831233630867113,4.2493449082508725,7.872869025918366,11.012564097850978,13.972197565930363,16.645051260485747,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,22.465103169765918,34.53611466705706,36.85697473501168,37.76843478086334,38.311867180499625,38.65201674922825,41.36810560160956,40.7151660153548,40.15131579447046,39.71043427670333,39.33283066084553,39.02200894444085,-0.6326035086269904,-1.7818339167275745,-2.975265494370489,-4.212898241555733,-5.804140345079619,-9.296032738923701,,,,,,,True,True,True,True,True,True,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
14,12,1.4823912967609247,7.886081075148624,10.253901133036907,11.580619745864855,12.515885798060573,13.09138330801064,0.3372900239470089,3.16161531618758,5.9165897896812325,8.344910905869858,10.506476026527565,12.592510114673724,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,17.44841857992828,28.239878352922,32.54993095814372,34.53252072035252,35.67848080290436,36.458757618214015,36.38877409383996,35.888640463284574,35.43835404399201,35.07234450221005,34.77086670035754,34.50020676137827,-0.5884023390846603,-1.4724257299312635,-2.3122479512355367,-3.1520701725398097,-3.9918923938440827,-4.964318123775346,,,,,,,True,True,True,False,False,False,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
