drought_only,HW_and_drought_varD_RH60,HW_only_varD_RH60,mean,model,variable
1.4891360445912472,2.879617321953267,2.879617321953267,2.4161235628325937,Const0.01,gs
1.0516876548307184,1.7150377780887087,1.7150377780887087,1.4939210703360455,Const0.1,gs
2.0849246490503717,2.829141597873235,2.829141597873235,2.5810692815989476,Const0.2,gs
6.123941990090834,7.121851825940957,7.121851825940957,6.789215213990915,Const0.3,gs
10.82047378199835,13.488159367566817,13.488159367566817,12.598930839043994,Const0.4,gs
15.517005573905863,19.85446690919267,19.85446690919267,18.408646464097064,Const0.5,gs
1.4981467068426892,3.3182114358680974,3.3182114358680974,2.711523192859628,Const0.01,Ci
0.5719749014720877,3.359607004132794,3.359607004132794,2.430396303245892,Const0.1,Ci
1.4835910566891592,4.37216424084158,4.37216424084158,3.409306512790773,Const0.2,Ci
2.8834743102732023,5.604045078335778,5.604045078335778,4.697188155648253,Const0.3,Ci
3.7159381761962527,6.335032336102499,6.335032336102499,5.4620009494670825,Const0.4,Ci
4.257439629728187,6.810255849580098,6.810255849580098,5.959317109629461,Const0.5,Ci
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2.6024121960152855,2.534861130049899,2.534861130049899,2.557378152038361,Const0.01,E
2.602189874310402,3.4882695637543972,3.4882695637543972,3.1929096672730655,Const0.1,E
1.731284774846885,6.128001062356836,6.128001062356836,4.662428966520186,Const0.2,E
9.32357271025389,8.814932419965684,8.814932419965684,8.984479183395086,Const0.3,E
16.467051455923986,11.982451758013232,11.982451758013232,13.477318323983484,Const0.4,E
23.02841375489143,16.603090215220448,16.603090215220448,18.74486472844411,Const0.5,E
2.036528295110406,2.012158640020752,2.012158640020752,2.0202818583839703,Const0.01,A
1.155288703096739,2.0919544698754424,2.0919544698754424,1.7797325476158747,Const0.1,A
2.918015869346558,2.6322420648170106,2.6322420648170106,2.7274999996601927,Const0.2,A
3.9506430497827116,2.896278041583024,2.896278041583024,3.2477330443162535,Const0.3,A
4.4469665461041235,3.024434918728312,3.024434918728312,3.498612127853583,Const0.4,A
4.7311863098606795,3.095118599597803,3.095118599597803,3.640474503018762,Const0.5,A
