doy,hod,A(Const0.01),A(Const0.1),A(Const0.2),A(Const0.3),A(Const0.4),A(Const0.5),E(Const0.01),E(Const0.1),E(Const0.2),E(Const0.3),E(Const0.4),E(Const0.5),gs(Const0.01),gs(Const0.1),gs(Const0.2),gs(Const0.3),gs(Const0.4),gs(Const0.5),gb(Const0.01),gb(Const0.1),gb(Const0.2),gb(Const0.3),gb(Const0.4),gb(Const0.5),gmin(Const0.01),gmin(Const0.1),gmin(Const0.2),gmin(Const0.3),gmin(Const0.4),gmin(Const0.5),Ci(Const0.01),Ci(Const0.1),Ci(Const0.2),Ci(Const0.3),Ci(Const0.4),Ci(Const0.5),Tleaf(Const0.01),Tleaf(Const0.1),Tleaf(Const0.2),Tleaf(Const0.3),Tleaf(Const0.4),Tleaf(Const0.5),Pleaf(Const0.01),Pleaf(Const0.1),Pleaf(Const0.2),Pleaf(Const0.3),Pleaf(Const0.4),Pleaf(Const0.5),k(Const0.01),k(Const0.1),k(Const0.2),k(Const0.3),k(Const0.4),k(Const0.5),Rublim(Const0.01),Rublim(Const0.1),Rublim(Const0.2),Rublim(Const0.3),Rublim(Const0.4),Rublim(Const0.5),Ps(Const0.01),Ps(Const0.1),Ps(Const0.2),Ps(Const0.3),Ps(Const0.4),Ps(Const0.5)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa]
1,12,1.8274541876458419,12.915158657341243,17.337994196781146,19.016017758777764,19.824356408522135,20.28820703565006,0.1745736916567963,1.666344297032906,3.1732637479862267,4.5437784946833455,5.7965989391046735,6.947094401644358,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.967132455524656,20.13117645408692,26.734343481377813,30.382309809731577,32.55240079350795,33.96437842559365,25.524109253108456,25.2464634097617,24.97872582313812,24.746388129732495,24.543338705673808,24.364741098234926,-1.4396785564770034,-1.9158212342010457,-2.391963911925088,-2.8681065896491305,-3.304570710896169,-3.7410348321432076,,,,,,,True,True,False,False,False,False,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4
2,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-1.937165993662933,-2.420323911281064,-2.940647822562129,-3.42380574018026,-3.944129651461324,-4.427287569079455,,,,,,,True,True,False,False,False,False,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9
3,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-2.3703118868233535,-2.86249509458683,-3.3898342457619837,-3.9171733969371365,-4.479668491523967,-5.077319529522474,,,,,,,True,True,False,False,False,False,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3
4,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-2.6672968114464695,-3.1720228972949895,-3.7440457945899794,-4.3160686918849684,-4.955388400626427,-5.628356515091122,,,,,,,True,True,False,False,False,False,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6
5,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-2.865286761195213,-3.3875808507569176,-3.9751617015138354,-4.59538593286836,-5.280896925418097,-6.064338059760654,,,,,,,True,True,False,False,False,False,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8
6,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-3.0632767109439567,-3.60112875396759,-4.233895863407158,-4.898301328318704,-5.657621859646186,-6.606772523805537,,,,,,,True,True,False,False,False,False,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
7,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-3.558251585315816,-4.169893231131885,-4.898038047579586,-5.742686034658919,-6.849466155659425,-9.296032738923701,,,,,,,True,True,False,False,False,False,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5
8,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-4.079839689531513,-4.771783665471293,-5.650020250317937,-6.847615593290634,-9.296032738923701,-9.296032738923701,,,,,,,True,True,False,False,False,False,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
9,12,1.8301731833881996,12.933938372926978,17.35768444428276,19.031584708867996,19.83606360554204,20.296713247821472,0.17441942962724885,1.6650982644156844,3.17132374596891,4.541560573765599,5.794418173042243,6.945190048122202,0.01,0.1,0.2,0.3,0.4,0.5,4.64,4.64,4.64,4.64,4.64,4.64,,,,,,,11.923942614225677,20.100970503607243,26.718353795910488,30.37381071502845,32.54756057430011,33.96152839484444,25.42322374133304,25.145887039342526,24.87832102015549,24.646025395811392,24.44292652627111,24.264215073378164,-4.572302001089302,-5.391724680101392,-6.5726573645599915,-9.296032738923701,-9.296032738923701,-9.296032738923701,,,,,,,True,True,False,False,False,False,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
