doy,hod,A(std),A(pmax),E(std),E(pmax),gs(std),gs(pmax),gb(std),gb(pmax),Ci(std),Ci(pmax),Tleaf(std),Tleaf(pmax),Pleaf(std),Pleaf(pmax),Rublim(std),Rublim(pmax),Ps(std),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[degC],[degC],[MPa],[MPa],[-],[-],[MPa],[MPa]
20,8.016666667,15.023900931854634,15.232070533185253,2.0768739367131874,2.549404746507665,0.2632565320249656,0.32757809495767914,4.64,4.64,30.338270998102356,32.00215895332547,15.467345638061618,15.463270306435923,-1.4768209402198615,-1.5972371551272586,False,False,-0.95,-0.95
20,8.1,15.027483121116093,15.184814389587498,2.0366223432827772,2.375430497494665,0.26706533715537734,0.3146459714661871,4.64,4.64,30.421534216791436,31.682043319048088,15.295242931704797,15.29234842776605,-1.4617689133564369,-1.5520810745369849,False,False,-0.95,-0.95
20,8.266666667,15.131127285743958,15.31288444608595,2.0814697574086978,2.5348146245759953,0.29530601392446976,0.3649291409851413,4.64,4.64,30.9237944912601,32.384175388379994,15.868156697009033,15.864161983021225,-1.3674450402345673,-1.4891968144074066,False,False,-0.85,-0.85
20,8.366666667,15.112762192853634,15.272221547525445,2.022154428188883,2.416568863079697,0.298771387601992,0.3618044550592312,4.64,4.64,31.143965581969315,32.46230656122231,15.528476015363657,15.525063333616178,-1.3522260684629623,-1.4587588708641968,False,False,-0.85,-0.85
20,8.533333333,14.81846500586729,15.204810096046351,1.7848204228797961,2.4299167972361153,0.22837324143911006,0.31686068733336004,4.64,4.64,28.701935400783718,31.35930564299911,17.10886705671806,17.102817786651528,-1.663157073166831,-1.838572714392701,False,False,-1.21,-1.21
20,8.616666667,14.867479665814715,15.25979227829539,1.702728738072927,2.3749229633003353,0.23541863330613222,0.3354362536881689,4.64,4.64,29.021458162975186,31.80064278863287,16.95487523341202,16.948618692502233,-1.6485391030646752,-1.8239547442905453,False,False,-1.21,-1.21
20,10.0,21.999670713948607,21.974641121150203,6.00898109030048,5.977369783707848,0.2902945000077948,0.2886857131288885,4.64,4.64,26.793132820586738,26.747663019440406,25.164624159605353,25.165017978659836,-2.432773064246912,-2.417554092475307,False,False,-0.85,-0.85
20,10.16666667,21.90293313979069,21.93555945650113,6.050755910870319,6.084012914041131,0.2886347593520302,0.29035468452066643,4.64,4.64,26.66221024870538,26.719855513379276,25.23398890817789,25.233573845026484,-2.432773064246912,-2.447992036018517,False,False,-0.85,-0.85
20,10.31666667,21.27341082300957,21.47629197888659,6.022614423425198,6.226670832558589,0.25434476221910035,0.26352266231793087,4.64,4.64,25.75949492903417,26.09708246617102,25.530625258801976,25.528059397412733,-2.54551484752301,-2.605722954976708,False,False,-0.95,-0.95
20,10.4,21.518044549162322,21.701826386844388,5.734113689698254,5.9158760788254,0.2649945524497594,0.27396553141026986,4.64,4.64,26.146812293400224,26.46152466362872,25.490877398410223,25.488594428410952,-2.4702547132058865,-2.5154107937961605,False,False,-0.95,-0.95
20,10.56666667,20.53146584427457,21.58347231743256,4.654024709396363,5.512881252784352,0.22997425076685296,0.2752336196085806,4.64,4.64,24.641694908921643,26.33565066080851,25.618851303325297,25.608033717721096,-2.4525274586832464,-2.7010329504198958,True,False,-1.21,-1.21
20,10.65,20.433799804421437,21.475290930208974,4.71072795942531,5.562094341521516,0.2279053224137618,0.2717964712823711,4.64,4.64,24.487971410045315,26.145794491697856,25.60759350911513,25.596872916390936,-2.467145428785402,-2.7156509205220516,True,False,-1.21,-1.21
20,12.76666667,17.142711267353437,18.033594109058697,5.945671838980088,6.8693824809033455,0.20035696354895696,0.2333003724120882,4.64,4.64,25.511217982574063,26.798196190976853,30.487789518836685,30.474964082001282,-2.402335120703702,-2.6762766125925905,True,True,-0.85,-0.85
20,12.93333333,16.064822362602474,17.18805478963444,5.891104117890209,6.985529467125556,0.16865924024307766,0.20157075184631856,4.64,4.64,24.37187875421227,25.923425498289983,30.684057286055108,30.66881393668163,-2.5154107937961605,-2.8315033579280775,True,True,-0.95,-0.95
20,13.01666667,15.907136136700727,17.05344851606912,5.912334219034017,7.035173800207191,0.16586440922756257,0.1989315110445765,4.64,4.64,24.296363377616778,25.876801684539977,30.76102285006545,30.74536505769132,-2.5154107937961605,-2.846555384791502,True,True,-0.95,-0.95
20,13.18333333,15.397112855581202,17.767698295800955,4.404941212566508,6.334235304939975,0.1541271311484913,0.22543997345964298,4.64,4.64,23.390123551049324,26.653668164798653,30.63139575841253,30.604561877124876,-2.3794376081724673,-2.9495384421565447,True,True,-1.21,-1.21
20,13.26666667,15.753714837279302,18.085874288853653,4.354513887657412,6.239315193234894,0.16055301159576182,0.2341126241777239,4.64,4.64,23.57560745493909,26.805541347960403,30.465179671990686,30.43903360459044,-2.364819638070311,-2.920302501952233,True,True,-1.21,-1.21
20,15.03333333,11.198811758448848,13.271222879478707,4.175239008065165,6.5583442449593745,0.12546513031360312,0.20078905453724438,4.64,4.64,25.354608734120713,28.950866564450607,34.266478093261206,34.23177490611775,-1.9153280240123443,-2.584962781962961,True,True,-0.85,-0.85
20,15.15,11.927015488323441,13.826013178617652,4.57539028416959,6.714390245800698,0.13101639818855523,0.19534000417334735,4.64,4.64,25.205773895921148,28.349302911703422,33.77182346181535,33.74083061465713,-2.0218608264135787,-2.630619697277776,True,True,-0.85,-0.85
20,15.53333333,9.851510935223914,13.037136994612464,3.532874152416603,6.475743037584273,0.08867638183460799,0.16569135680556016,4.64,4.64,22.161540752587996,27.18111009797079,33.85485734491198,33.81218403204708,-2.130932116435818,-2.9933923524630126,True,True,-1.21,-1.21
20,15.63333333,10.007174097701464,13.149343691054028,3.435049448106728,6.286833187078868,0.09186176937132955,0.17149064440977663,4.64,4.64,22.424193009220296,27.414971819750498,33.866312120049756,33.82496441599202,-2.116314146333662,-2.9349204720543893,True,True,-1.21,-1.21
