doy,hod,A(std),A(pmax),E(std),E(pmax),gs(std),gs(pmax),gb(std),gb(pmax),Ci(std),Ci(pmax),Tleaf(std),Tleaf(pmax),Pleaf(std),Pleaf(pmax),Rublim(std),Rublim(pmax),Ps(std),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[degC],[degC],[MPa],[MPa],[-],[-],[MPa],[MPa]
89,9.0,12.511408111310748,12.085402286520731,2.6538139672637873,2.3904918225237655,0.16048078465139484,0.14370178445480025,2.84,2.84,22.143951543933767,21.2186279871082,21.044069582133123,21.04866576157829,-3.936132998690408,-3.86411794223489,True,True,-3.3,-3.3
89,9.0,10.00029603015518,9.747821478395018,3.1101626214634415,2.9457756335943572,0.11021698703889792,0.10415307339680228,2.84,2.84,19.924796496249144,19.507137220520004,27.369529205336733,27.372946535886825,-4.068160602192191,-4.020150564555179,True,True,-3.3,-3.3
89,9.0,5.725820452342447,6.097320204738551,1.6729456745956193,2.050112986517597,0.06268790789704648,0.077252788236309,2.84,2.84,20.57125619014683,22.48079191935933,26.769870173163177,26.762082097888346,-3.6780790463914688,-3.7740991216654924,False,False,-3.3,-3.3
89,9.0,12.502475028094644,12.151289654938925,2.654970036596326,2.4347536309238373,0.16054025994853144,0.14649682722169574,2.84,2.84,22.119943062967803,21.35636551220249,21.09455461145991,21.0984052124451,-3.936132998690408,-3.8761204516441428,True,True,-3.3,-3.3
89,9.0,11.461736564768579,10.845015036527599,2.268417213221335,1.987731680411441,0.12840702358461356,0.11184687769192837,2.84,2.84,20.085994844438794,18.92476092153138,21.9149738330092,21.92002495592564,-4.507814632430323,-4.404484029155824,True,True,-3.8,-3.8
89,9.0,3.9095253349909274,4.212776971312542,0.7645244929987209,1.0457522589589139,0.04317514019382083,0.059416816655179616,2.84,2.84,20.488223038497285,23.52139291063421,21.817809543249815,21.81273531375487,-4.011827736712724,-4.0944922193323245,False,False,-3.8,-3.8
89,9.0,11.496771745375456,11.060404399438466,3.194768566774421,2.9113354020081013,0.13392274251732286,0.12148341128031613,2.84,2.84,21.23229018925241,20.456344232198937,25.463289522018624,25.46893534312787,-3.952520352762429,-3.8723337577959405,True,True,-3.2,-3.2
89,9.0,11.475105461982888,11.05121042002757,3.2346259758369613,2.956640887881672,0.13314458139315496,0.12116693273297942,2.84,2.84,21.1428299334425,20.396813967599662,25.448103553378857,25.453635295403124,-3.964856751988042,-3.884670157021554,True,True,-3.2,-3.2
89,11.5,7.995255394776377,7.971391749668877,2.2535406644598033,2.2409306330233902,0.07501981308102962,0.0745863615561216,2.84,2.84,18.5212147848579,18.48126060866176,29.262208758223224,29.26248139719952,-4.5026481022665985,-4.497481572102873,True,True,-3.8,-3.8
89,11.5,8.026850763198173,7.957171559308481,2.3317780978042064,2.2954462676356595,0.07457306478455032,0.07337562560122787,2.84,2.84,18.371230712853514,18.256866934858834,29.13251996309731,29.133302800759147,-4.533647283248948,-4.518147692757774,True,True,-3.8,-3.8
89,11.5,9.631489180878885,9.653062573724503,3.0119512941806508,3.0240832455281335,0.10644821780028567,0.10689599832170661,2.84,2.84,20.64501089032346,20.68256102453434,28.71610566209098,28.715846281194953,-3.8970065562471676,-3.9031747558599745,True,True,-3.2,-3.2
89,11.5,9.56777186528804,9.677232676516091,2.9731474116734176,3.0464269488484645,0.10617134564088195,0.10890256959730525,2.84,2.84,20.593908997658655,20.791461534319815,28.615247129587722,28.61368075408148,-3.8908383566343607,-3.9093429554727814,True,True,-3.2,-3.2
89,13.0,2.8948869156881627,3.5819294896492395,0.8927453602797406,1.7188005898123067,0.030646836269331842,0.05969451114276157,2.84,2.84,20.454833680959855,25.752883349627478,30.420397063209972,30.40214061788019,-3.4920401505480476,-3.6900815558007216,False,False,-3.3,-3.3
89,13.0,5.305959948890346,6.143518234472175,1.7837433644482585,2.268267012762221,0.04691889890555739,0.05997664503310129,2.84,2.84,17.61704646640538,19.236768380110327,32.37141322152365,32.36045415555993,-4.332152606863674,-4.507814632430323,True,True,-3.8,-3.8
89,13.0,5.365035609929474,6.214433816410068,1.7436014999978973,2.22720333017454,0.04824102644479707,0.06196195626885932,2.84,2.84,17.708970555219324,19.362506550598624,32.33543877942869,32.3244921199895,-4.3166530163724985,-4.492315041939149,True,True,-3.8,-3.8
89,13.0,6.242692733060652,7.217468085303116,2.296700832034149,3.0464269488484645,0.06386016139252845,0.08544101967115227,2.84,2.84,19.946802372571014,21.967425960161794,32.661333035931705,32.64430883807468,-3.711960567862964,-3.9093429554727814,True,True,-3.2,-3.2
89,13.0,5.987352432203501,6.523038230159129,1.9019882615299357,2.4187669566237315,0.0637713562896135,0.08167583005447494,2.84,2.84,20.817852017961,22.962344044755252,30.481007223958837,30.46957772972891,-3.613269374058055,-3.7428015659269978,False,False,-3.2,-3.2
306,8.0,12.794419025620252,12.481588049920498,2.686656813127442,2.491040192939419,0.168750987079807,0.15574751199413542,2.84,2.84,22.82932654094193,22.185414980616525,23.209452114267318,23.213110761028307,-3.810651761667873,-3.7613061647654185,True,True,-3.2,-3.2
306,8.0,12.67192774623447,12.439507123982795,2.687435852626816,2.538866208480793,0.1679640286069487,0.1581316364084764,2.84,2.84,22.649217081325908,22.17266319492253,23.356078889397253,23.35887093533636,-3.810651761667873,-3.773642563991032,True,True,-3.2,-3.2
306,8.0,12.78431052377562,12.569408964417953,2.4072936824205775,2.278688650745186,0.1718748223487395,0.16214109431110935,2.84,2.84,22.893099165211915,22.427622598758678,22.79194170957269,22.794319413069097,-3.8701191969395166,-3.8341116687117576,True,True,-3.3,-3.3
306,8.0,12.778414572215965,12.55985111505415,2.56656342056909,2.4347536309238373,0.16402566402466137,0.1551192368816231,2.84,2.84,22.7414622729222,22.286865738182502,22.941444436097843,22.94388968621786,-3.9121279798719018,-3.8761204516441428,True,True,-3.3,-3.3
306,8.0,2.436736452470341,2.6872410010489682,0.4173735910375249,0.7734673203102195,0.0324597089906287,0.06079801215845082,2.84,2.84,23.438638477284453,28.18435395485061,22.332372743977167,22.32584460677706,-3.493348956743139,-3.575029293893386,False,False,-3.4,-3.4
306,8.0,12.870171360202036,12.65590165024167,2.199978448646111,2.0797888945144503,0.1739470336743843,0.16387059576946134,2.84,2.84,23.011549573767493,22.528821958238577,22.003808160388726,22.0059749065627,-3.9425908110694956,-3.9075849522908186,True,True,-3.4,-3.4
306,8.0,12.244981717492234,12.062750948132438,2.011851440256602,1.8861204580348925,0.17195118486081157,0.1605588012809006,2.84,2.84,23.826916201801673,23.234989147800107,21.61511499752143,21.617361418565913,-3.7620966122562396,-3.7320903387331072,False,False,-3.3,-3.3
306,8.0,12.820129393494268,12.648386755524276,2.359699501129643,2.256130225368269,0.1792682598596295,0.1709121888546186,2.84,2.84,22.739890891477902,22.369788679123687,22.133281450973364,22.135154138146337,-3.8581166875302637,-3.8281104140071314,True,True,-3.3,-3.3
306,8.0,12.39763743499207,12.210793230026718,2.133584098026879,2.0308820875991396,0.1605933758416796,0.15242498338905605,2.84,2.84,22.44529642519371,22.01093117764461,22.241680037923267,22.243549663067483,-4.049734394161791,-4.021397569720462,True,True,-3.5,-3.5
306,8.0,12.61792150100918,12.318674610588115,2.24422842216516,2.0887592130133186,0.16220066638382588,0.15033873537434342,2.84,2.84,22.294559389075946,21.675108679699456,22.242604251159936,22.245424460140146,-4.083738583491387,-4.03839966438526,True,True,-3.5,-3.5
306,10.0,11.423072175331143,11.147370877908784,3.0237102890065217,2.842858895736386,0.13538799365167514,0.12689284691985384,2.84,2.84,21.448687709219126,20.93546857238249,25.73184697975379,25.735476229258033,-3.9031747558599745,-3.85382915895752,True,True,-3.2,-3.2
306,10.0,11.337480818446682,11.05202960746458,3.1212742069966097,2.934022616702277,0.13244927097281708,0.1241227994875099,2.84,2.84,21.253656748681507,20.748021490885204,25.983714099639027,25.987488194035034,-3.9278475543112017,-3.8785019574087474,True,True,-3.2,-3.2
306,10.0,11.725790141864906,11.381534618390694,2.9679110653385754,2.758452234903897,0.13435747511056564,0.12442308960042019,2.84,2.84,21.496613755590833,20.874851445016162,25.234553088554026,25.238696284049894,-4.026151819259805,-3.9661392722135407,True,True,-3.3,-3.3
306,10.0,11.656860367965713,11.347154242396527,2.715681912926083,2.5224944635370514,0.1380562046990812,0.12775168638617992,2.84,2.84,21.908572085013656,21.25242329860014,24.859597754054125,24.863395563602662,-3.9541367628042874,-3.900125470462649,True,True,-3.3,-3.3
306,10.0,12.669490135735257,12.480291880076456,2.3725077005239577,2.2674067115918626,0.15665234615815263,0.14932742265377416,2.84,2.84,23.014556183119993,22.61332631713153,23.96093864359214,23.962950640584292,-3.9892652894410654,-3.9600937404588343,True,True,-3.4,-3.4
306,10.0,2.627934691641369,2.9743614999822654,0.5246801764997818,1.017829215925695,0.0316385077192874,0.06209009738275744,2.84,2.84,22.83480718012195,28.236728963950405,23.88837772019852,23.878907956118514,-3.5166861959289237,-3.6333723918578475,False,False,-3.4,-3.4
306,10.0,11.185212783072172,10.951545904585277,2.9009937494078426,2.758452234903897,0.12908595883302065,0.12244513942405591,2.84,2.84,21.198687905483304,20.788495657385734,26.33823056831123,26.3411260806053,-4.008148055145925,-3.9661392722135407,True,True,-3.3,-3.3
