Corrigin_Eucalyptus_capillosa,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,mean,model,variable
1.2976510393669258,0.8866846846743744,0.923603508762282,0.9950886729179832,1.0257569764303913,std,gs
1.0532229191166464,0.7715624137019472,1.1540568833851337,1.2285675563770946,1.0518524431452054,pmax,gs
1.1826196823636483,1.6980541727878489,1.270714313424472,1.033082566969705,1.2961176838864186,std,Ci
0.7837254640621928,1.410944703007924,1.1401732952553594,0.8580324599149199,1.048218980560099,pmax,Ci
,,,,,std,Pleaf
,1.1609698087249611,1.6914950978934309,0.9793821472095113,1.277282351275968,pmax,Pleaf
1.5192251173144378,0.9313762433753869,1.2694876512280386,1.388490525574436,1.2771448843730746,std,E
1.1033050942337599,0.7864674979794866,1.6398992899010434,1.7240459758710607,1.3134294644963376,pmax,E
0.8874499560311463,1.8991153972463406,1.1798410593438025,1.2823068157455806,1.3121783070917175,std,A
0.8576596541534176,1.8868909388894315,1.2656785064528255,1.395083061151701,1.351328040161844,pmax,A
