site_spp,A(obs),E(obs),gs(obs),gb(obs),Ci(obs),Tleaf(obs),Pleaf(obs),Rublim(obs),Ps,PPFD,Tair,VPD,Patm,CO2,doy,hod,A,E,Ci,gs,gb,Tleaf,Pleaf
Corrigin_Eucalyptus_capillosa,0.9929876603848397,0.9107775101119288,0.0114,2.84,22.725001333233465,41.41628968534142,-4.758178021459314,True,-4.4,1742.0,41.17,7.73,97.65,36.1264155,45,12.0,0.863,0.942,20.06235,0.0114,2.84,42.61,
Corrigin_Eucalyptus_capillosa,1.2210691250478296,1.0846627271791167,0.0134,2.84,22.198222274832712,40.52663464002676,-4.104825279659774,True,-3.8,1991.0,40.24,7.83,97.69,36.23280675,45,12.0,0.974,1.12,20.568975,0.0134,2.84,42.79,
Corrigin_Eucalyptus_capillosa,1.9921372341659491,2.5301642204978494,0.0325,2.84,26.62932228500295,40.50210422075133,-4.611145235704823,True,-3.8,2117.0,40.22,7.58,97.7,36.128442,45,12.0,2.68,2.61,19.0491,0.0325,2.84,42.27,
Corrigin_Eucalyptus_capillosa,2.677852800940853,3.4147395605364608,0.05,2.84,27.983070439606838,39.71818715435609,-6.6406950644780345,True,-4.4,1903.0,39.49,6.7,97.68,36.32602575,45,12.0,0.77,3.52,29.9922,0.05,2.84,40.24,
Corrigin_Eucalyptus_capillosa,1.4628992308101996,1.0859689652067757,0.0154,2.84,21.33098296659566,39.517012794291816,-4.837310375037535,True,-4.4,1496.0,39.32,6.85,97.68,35.9683485,45,12.0,1.61,1.12,15.908025,0.0154,2.84,40.53,
Corrigin_Eucalyptus_capillosa,1.0682294010710525,1.4588368579672817,0.0163,2.84,26.148205374385142,42.55055458437542,-4.876130147835523,True,-4.3,1973.0,42.28,8.66,97.53,36.23483325,45,14.666666666666698,0.423,1.51,27.256425,0.0163,2.84,44.59,
Corrigin_Eucalyptus_capillosa,0.9646583526098784,1.017187400679311,0.0122,2.84,23.99697468039452,41.94371587437234,-4.681198894808467,True,-4.3,301.0,42.0,8.19,97.52,36.14769375,45,14.666666666666698,0.418,1.08,26.14185,0.0122,2.84,43.61,
Corrigin_Eucalyptus_capillosa,1.158029928129217,1.7677732815974505,0.0202,2.84,27.492582889174344,42.69867468753715,-4.879311330181572,True,-4.2,1108.0,42.61,8.56,97.57,36.3290655,45,14.666666666666698,-0.161,1.86,32.525325,0.0202,2.84,44.35,
Corrigin_Eucalyptus_capillosa,0.626397080211165,0.582555711596224,0.00645,2.84,21.38329409100618,41.878129265832,-4.620737617876089,True,-4.4,1590.0,41.67,8.74,97.53,36.28346925,45,14.666666666666698,0.268,0.607,24.92595,0.00645,2.84,44.16,
Corrigin_Eucalyptus_capillosa,0.544043368743608,0.5003260057568348,0.00545,2.84,21.10414781256805,41.965334768453104,-4.587418732158944,True,-4.4,1722.0,41.73,8.87,97.53,36.41519175,45,14.666666666666698,-0.0291,0.521,32.0187,0.00545,2.84,44.42,
Corrigin_Eucalyptus_capillosa,0.2202699631099733,0.176547606700941,0.00213,2.84,20.419530460988184,40.78834886133116,-4.360645278719528,True,-4.3,1656.0,40.55,7.99,97.49,36.258138,45,16.5,0.12,0.183,23.000775,0.00213,2.84,42.54,
Corrigin_Eucalyptus_capillosa,1.5249401049161109,1.5900471961341536,0.0196,2.84,24.218153986694688,40.60188062044785,-4.941107232177876,True,-4.3,617.0,40.61,7.97,97.53,36.20240925,45,16.5,1.02,1.67,23.608725,0.0196,2.84,42.41,
Corrigin_Eucalyptus_capillosa,1.412762346784885,1.6271263868897463,0.0201,2.84,25.317410019442825,41.32071728338174,-4.816328822747519,True,-4.2,1714.0,41.1,7.86,97.54,36.148707,45,16.5,1.26,1.69,21.987525,0.0201,2.84,42.25,
Corrigin_Eucalyptus_capillosa,1.0721818786970323,0.9779856122970612,0.0119,2.84,22.48888335166045,41.06082565716667,-4.541905040356288,True,-4.2,1751.0,40.82,7.95,97.53,36.33615825,45,16.5,0.0322,1.01,31.309425,0.0119,2.84,42.44,
Corrigin_Eucalyptus_capillosa,1.2282236995752538,0.8442087085689658,0.012,2.84,20.406678588276904,39.07968665831376,-4.729023996456812,True,-4.4,268.0,39.13,6.91,97.54,36.13756125,45,16.5,1.01,0.8859999999999999,19.25175,0.012,2.84,39.97,
Corrigin_Eucalyptus_capillosa,1.188044646216721,0.8382970533444963,0.0116,2.84,20.41930283353881,39.396023000855074,-4.729023996456812,True,-4.4,356.0,39.43,7.09,97.53,36.156813,45,16.5,0.945,0.878,19.555725,0.0116,2.84,40.42,
Corrigin_Eucalyptus_capillosa,1.274806781663508,0.9243182704471004,0.0128,2.84,20.93262403771543,39.49378464412926,-4.05832650818625,True,-3.8,353.0,39.53,7.09,97.55,36.24496575,45,16.5,0.7979999999999999,0.968,22.49415,0.0128,2.84,40.45,
Corrigin_Eucalyptus_capillosa,0.3637672896949793,0.250754985211036,0.00327,2.84,19.30419039082257,39.76195643168405,-3.8671648921284247,True,-3.8,343.0,39.79,7.5,97.55,36.35844975,45,16.5,0.0191,0.262,31.106775,0.00327,2.84,41.39,
Corrigin_Eucalyptus_capillosa,1.1050035685156647,0.9079895336758914,0.0113,2.84,21.23776096732385,40.32473911345834,-4.758178021459314,True,-4.4,1766.0,40.08,7.77,97.52,36.262191,45,16.5,0.737,0.941,21.784875,0.0113,2.84,42.02,
Corrigin_Eucalyptus_capillosa,1.5026497810776698,1.4606341770815974,0.0179,2.84,23.33873304952125,40.35041394862926,-5.020564246481835,True,-4.4,1723.0,40.13,7.92,97.52,36.26320425,45,16.5,0.647,1.51,26.14185,0.0179,2.84,42.36,
Corrigin_Eucalyptus_capillosa,1.2695839742552149,0.8087305921958525,0.0115,2.84,19.32181467018873,38.65947899773158,-4.594562782351997,True,-4.3,907.0,38.58,6.86,97.57,36.2925885,45,17.6666666666667,0.5479999999999999,0.8370000000000001,24.92595,0.0115,2.84,39.88,
Corrigin_Eucalyptus_capillosa,1.7182298481469591,1.202363909555346,0.0169,2.84,20.619389088843512,38.54985079367982,-4.75917139601929,True,-4.3,1014.0,38.46,6.95,97.57,36.27435,45,17.6666666666667,1.26,1.25,20.6703,0.0169,2.84,40.07,
Corrigin_Eucalyptus_capillosa,0.6665759480665033,0.5195038008723819,0.00754,2.84,22.77160466135105,38.82250568393544,-4.375451270709148,False,-4.2,90.0,38.9,6.77,97.58,36.34629075,45,17.6666666666667,0.416,0.5429999999999999,23.9127,0.00754,2.84,39.59,
Corrigin_Eucalyptus_capillosa,0.6690878533041522,0.3530474591701358,0.00542,2.84,17.22215392107333,37.41330339134289,-4.529110682153939,True,-4.4,1103.0,37.28,6.32,97.55,36.15985275,45,17.6666666666667,0.557,0.364,16.6173,0.00542,2.84,38.38,
Corrigin_Eucalyptus_capillosa,0.8927963265025337,0.6264002285895122,0.0099,2.84,22.38442475246812,37.42679443326743,-4.637397060734662,False,-4.4,103.0,37.5,6.22,97.56,36.23888625,45,17.6666666666667,0.825,0.653,19.758375,0.0099,2.84,38.13,
Corrigin_Eucalyptus_capillosa,0.749188582384353,0.4123047448583062,0.00644,2.84,18.395295604136784,37.60105441292802,-3.9084971334382246,True,-3.8,200.0,37.65,6.28,97.6,36.2561115,45,17.6666666666667,0.367,0.429,23.811375,0.00644,2.84,38.3,
Corrigin_Eucalyptus_capillosa,0.9794546416204756,0.5898997282413195,0.0092,2.84,19.91609752664833,37.74713466698724,-3.9601624350754743,False,-3.8,151.0,37.81,6.3,97.59,36.27333675,45,17.6666666666667,0.664,0.615,21.4809,0.0092,2.84,38.35,
Corrigin_Eucalyptus_capillosa,0.8274303892565011,0.4788242945991258,0.00687,2.84,17.764556154238488,38.12058812279952,-4.579089010729657,True,-4.4,978.0,38.02,6.78,97.56,36.25104525,45,17.6666666666667,0.262,0.495,26.445825,0.00687,2.84,39.61,
Corrigin_Eucalyptus_capillosa,1.713065084562441,1.124709401454648,0.0161,2.84,20.01903557568813,38.21167648171072,-4.853969817896108,True,-4.4,1158.0,38.09,6.81,97.56,36.39695325,45,17.6666666666667,0.7340000000000001,1.17,25.432575,0.0161,2.84,39.8,
Richmond_Eucalyptus_cladocalyx,14.315924642279253,2.2693043369193817,0.38075,4.64,32.92647416153772,18.4713278331018,-2.007495384245336,False,-1.3,499.75,18.4625,0.64825,100.7,39.29206181,20,8.8,14.3,2.31,32.3733375,0.38075,4.64,19.625,-1.9
Richmond_Eucalyptus_cladocalyx,14.324405545126504,2.268874727947176,0.37925,4.64,32.964282339486665,18.466333606872908,-2.007495384245336,False,-1.3,500.0,18.4575,0.6505,100.7,39.35716313,20,8.9,14.325,2.31,32.44933125,0.37925,4.64,19.8625,-2.0
Richmond_Eucalyptus_cladocalyx,12.290585128420156,1.101475613215274,0.1225,4.64,23.364747642052755,19.73004532515782,-1.7427326397529486,False,-1.4,500.0,19.71,0.9265,100.7,39.58945069,20,9.08333333333333,9.275,1.12,26.52181875,0.1225,4.64,21.675,-2.5
Richmond_Eucalyptus_cladocalyx,13.966365418871613,2.0349812581368467,0.26525,4.64,30.5060440194802,19.10568800762445,-2.032737181082367,False,-1.4,501.75,19.095,0.81525,100.7,39.24165263,20,9.15,15.075,2.075,29.080275,0.26525,4.64,21.005,-2.5
Richmond_Eucalyptus_cladocalyx,14.028937546223409,3.3278004231775533,0.32625,4.64,32.17064553099255,21.618578917997947,-2.24072541051273,False,-1.2,500.25,21.6225,1.1,100.7,39.38198775,20,9.31666666666667,12.925,3.4025,31.94270625,0.32625,4.64,23.29,-2.6
Richmond_Eucalyptus_cladocalyx,14.097434906683548,3.785750309822586,0.37325,4.64,32.95417571300034,22.01592743279437,-2.3894004691574056,False,-1.2,499.5,22.025,1.105,100.7,39.3404445,20,9.4,12.65,3.8825,32.8293,0.37325,4.64,23.485,-2.5
Richmond_Eucalyptus_cladocalyx,15.643723762997396,3.3931756131905417,0.164,4.64,23.75485501500176,26.854800036371177,-2.367917561125036,True,-1.3,1801.5,26.7225,2.1275,100.6,39.28547569,20,10.8666666666667,14.225,3.47,23.7607125,0.1639999999999999,4.64,31.0,-2.95
Richmond_Eucalyptus_cladocalyx,18.417677753728256,4.276845037140026,0.264,4.64,27.559965493661068,26.367871390958477,-2.66159489043442,True,-1.3,1801.25,26.245,1.6975,100.6,39.12538219,20,10.983333333333302,16.45,4.355,27.6110625,0.264,4.64,29.7725,-3.05
Richmond_Eucalyptus_cladocalyx,17.614326641841046,4.525485418008564,0.245,4.64,27.30231870953252,27.559451417017904,-2.8500227066470902,True,-1.4,1799.75,27.4375,1.93,100.6,39.18111094,20,11.15,17.125,4.6325,26.2938375,0.245,4.64,31.1225,-3.25
Richmond_Eucalyptus_cladocalyx,16.398943232923557,4.1631200409476525,0.199,4.64,25.62840381763773,27.77036277049821,-2.7313844851941464,True,-1.4,1800.25,27.645,2.1675,100.6,39.13146169,20,11.233333333333302,16.975,4.265,23.68471875,0.1989999999999999,4.64,32.05,-3.55
Richmond_Eucalyptus_cladocalyx,16.17221776265722,4.903860364459323,0.21075,4.64,26.65247623458973,28.927300467309404,-2.754330158557973,True,-1.2,1799.75,28.81,2.42,100.6,39.25355831,20,11.3833333333333,14.65,5.0425,26.26850625,0.21075,4.64,33.1175,-4.05
Richmond_Eucalyptus_cladocalyx,17.144159818346623,5.366204255088982,0.24525,4.64,27.56378396894585,28.455660977621072,-2.916521131624892,True,-1.2,1799.75,28.345,2.2925,100.6,39.11448975,20,11.4666666666667,15.575,5.5175,27.1044375,0.24525,4.64,32.515,-4.1
Richmond_Eucalyptus_cladocalyx,10.462961715908136,2.9242340870737333,0.091775,4.64,21.32578615229549,30.819643356862635,-2.20772992695628,True,-1.3,1999.5,30.6525,3.22,100.4,39.60718256,20,13.45,5.465,3.02,27.99103125,0.091775,4.64,35.9725,-2.95
Richmond_Eucalyptus_cladocalyx,13.744104192221998,4.511750290566436,0.16425,4.64,25.81846017168628,30.854335901240763,-2.7416887075187977,True,-1.3,2000.75,30.705,2.8175,100.4,39.41770481,20,13.55,11.6,4.65,26.14185,0.16425,4.64,35.0875,-3.05
Richmond_Eucalyptus_cladocalyx,11.357285507703995,3.3379926062651046,0.1105,4.64,23.097057387503632,31.24713582040573,-2.4545619684706117,True,-1.4,1999.0,31.0825,3.0625,100.4,39.63606019,20,13.683333333333302,8.03,3.4475,25.96453125,0.1105,4.64,35.9325,-3.25
Richmond_Eucalyptus_cladocalyx,13.860772083272892,5.0123656953595495,0.19025,4.64,27.392186105275584,31.591178019253345,-3.021389026523565,True,-1.4,2000.75,31.445,2.715,100.4,39.28952869,20,13.75,13.45,5.165,26.01519375,0.19025,4.64,35.4725,-3.55
Richmond_Eucalyptus_cladocalyx,11.943173852771492,3.562384282750623,0.126,4.64,24.32482641569551,31.499642908282517,-2.308304982623946,True,-1.2,2001.0,31.335,2.8725,100.4,39.62162138,20,13.933333333333302,8.2675,3.675,27.12976875,0.126,4.64,36.33,-4.05
Richmond_Eucalyptus_cladocalyx,13.948835695969768,4.970044591893549,0.192,4.64,27.60758025856885,31.617285354264045,-2.7813619874024598,True,-1.2,2000.25,31.47,2.6675,100.4,39.47520675,20,14.0,10.25,5.135,29.0296125,0.192,4.64,35.8075,-4.1
Richmond_Eucalyptus_cladocalyx,10.90820633639717,5.392124232853857,0.14725,4.64,27.649790918622948,33.80318993296912,-3.035366036828182,True,-1.3,1999.75,33.665,3.745,100.2,39.62846081,20,15.85,7.3325,5.5925,29.20693125,0.14725,4.64,37.19,-3.45
Richmond_Eucalyptus_cladocalyx,11.775513253950027,7.035790449173503,0.1945,4.64,29.56603618448718,33.89990808474241,-3.6494186344750776,True,-1.3,2000.75,33.785,3.7425,100.2,39.44075625,20,15.933333333333302,10.3,7.2825,28.4216625,0.1945,4.64,37.005,-3.4
Richmond_Eucalyptus_cladocalyx,10.020320367714088,5.561571146373745,0.128,4.64,26.87863515695032,34.1322751749444,-3.2191193956118043,True,-1.4,1999.75,34.0025,4.435,100.2,39.49192538,20,16.1166666666667,8.6425,5.78,25.86320625,0.128,4.64,38.375,-3.5
Richmond_Eucalyptus_cladocalyx,7.881928330842141,3.926949963647433,0.07905,4.64,23.790894062320724,34.4285800338667,-2.6522923375588507,True,-1.4,2000.25,34.28,5.0175,100.2,39.71053406,20,16.216666666666697,4.4,4.085,27.68705625,0.07905,4.64,39.6175,-3.15
Richmond_Eucalyptus_cladocalyx,10.284422350153635,7.2201095493499,0.1535,4.64,28.701733510420397,34.59037977731995,-3.5923168527370537,True,-1.2,1998.75,34.4875,4.8375,100.2,39.54740081,20,16.85,7.0575,7.5075,29.10560625,0.1535,4.64,38.875,-3.5
Richmond_Eucalyptus_cladocalyx,9.56221469725519,6.962188811329762,0.152,4.64,29.356858297486312,35.20220208674135,-3.622720695446952,True,-1.3,1499.0,35.155,4.725,100.2,39.53600175,20,18.6666666666667,5.7825,7.2175,30.47349375,0.152,4.64,36.755,-2.6
Richmond_Eucalyptus_cladocalyx,8.486265847689442,5.11235604144209,0.1045,4.64,26.808631667561265,35.1164403455374,-2.941923250229742,True,-1.3,1500.0,35.045,4.99,100.2,39.8349105,20,18.733333333333302,3.05,5.2925,32.04403125,0.1045,4.64,37.12,-3.3
Richmond_Eucalyptus_cladocalyx,8.124863117103954,4.796570193168888,0.095225,4.64,26.03709948981357,35.1069621904706,-2.9422968788882686,True,-1.4,1499.0,35.0325,5.13,100.25,39.70673437,20,18.85,4.3575,4.9675,29.2322625,0.095225,4.64,37.34,-2.65
Richmond_Eucalyptus_cladocalyx,5.985033232312891,2.671493722947593,0.054175,4.64,22.161770052552512,35.182739570786616,-2.230467550170606,True,-1.4,1501.0,35.075,4.97,100.3,39.735612,20,18.9333333333333,5.5725,2.755,20.44231875,0.054175,4.64,36.495,-3.5
Richmond_Eucalyptus_cladocalyx,9.930853542819088,6.638901573715813,0.155,4.64,29.28324211367852,34.927161518684194,-3.3760622219811616,True,-1.2,1501.25,34.8725,4.4225,100.3,39.66645769,20,19.1166666666667,4.7825,6.865,31.917375,0.155,4.64,35.5075,-3.05
Richmond_Eucalyptus_cladocalyx,10.057757975173017,6.469843091885229,0.1555,4.64,29.21143191934069,34.81813930620805,-3.308482649869946,True,-1.2,1501.0,34.76,4.295,100.3,39.69457538,20,19.2,5.6125,6.67,31.18276875,0.1555,4.64,35.1125,-2.95
Richmond_Eucalyptus_cladocalyx,14.118877030570232,3.0251263428573885,0.3595,4.64,32.62990525444754,21.303088025763305,-1.6184408936412638,False,-0.7,499.0,21.3025,0.922,101.7,39.32043281,41,8.83333333333333,11.225,3.0925,33.36125625,0.3595,4.64,22.44,-2.3
Richmond_Eucalyptus_cladocalyx,14.076801506435494,3.423838063404848,0.35025,4.64,32.48980101563072,21.32240396642712,-1.7475966443095663,False,-0.7,498.0,21.3275,1.07,101.7,39.32549906,41,8.91666666666667,10.6775,3.505,33.46258125,0.35025,4.64,22.6725,-1.5
Richmond_Eucalyptus_cladocalyx,14.217421797109475,3.320048911619098,0.37225,4.64,33.06948015367808,21.28949866137786,-1.762968822142876,False,-0.75,500.75,21.2925,0.98125,101.8,39.59679675,41,9.03333333333333,9.9,3.4,34.42516875,0.37225,4.64,22.4525,-2.1
Richmond_Eucalyptus_cladocalyx,14.337903314340286,3.4403368588310195,0.4105,4.64,33.62860754100017,21.156128873210264,-1.80577032167004,False,-0.75,502.0,21.16,0.92925,101.8,39.63758006,41,9.11666666666667,8.5425,3.515,35.46375,0.4105,4.64,22.12,-1.5
Richmond_Eucalyptus_cladocalyx,14.201589611060324,3.1192473163569887,0.36775,4.64,33.04850268286992,21.09935609377689,-1.7059001561066578,False,-0.75,499.0,21.1,0.932,101.8,39.64315294,41,9.26666666666667,8.555,3.1875,35.05845,0.36775,4.64,22.035,-2.1
Richmond_Eucalyptus_cladocalyx,13.942736327854249,2.599277591169196,0.28325,4.64,31.43508606409355,21.029602052686236,-1.534694157998003,False,-0.75,499.0,21.025,0.9905,101.8,39.7173735,41,9.33333333333333,6.5425,2.66,35.18510625,0.28325,4.64,22.2125,-1.8
Richmond_Eucalyptus_cladocalyx,20.457069230255527,4.9320073494809,0.38925,4.64,30.36744620103874,23.830119102956765,-2.221167730093343,False,-0.7,1800.5,23.7225,1.3775,101.7,39.37058869,41,10.7,12.2,4.9925,33.133275,0.38925,4.64,26.2275,-2.3
Richmond_Eucalyptus_cladocalyx,20.57403293900189,5.075858520112389,0.4035,4.64,30.670751087472013,24.021691725365567,-2.2642196469827773,False,-0.7,1800.5,23.915,1.37,101.6,39.41871806,41,10.7833333333333,12.075,5.135,33.43725,0.4035,4.64,26.3875,-2.25
Richmond_Eucalyptus_cladocalyx,19.953395954504774,4.688035569338143,0.341,4.64,29.46577143349526,24.607659142377155,-2.190983817414514,False,-0.75,1799.5,24.495,1.48,101.7,39.40605244,41,10.9,11.3,4.7625,32.8293,0.341,4.64,27.0275,-2.7
Richmond_Eucalyptus_cladocalyx,20.069367443209973,4.60034937038968,0.35125,4.64,29.735639458101403,24.68227699107525,-2.162449484396405,False,-0.75,1801.0,24.5675,1.41,101.6,39.4498755,41,10.983333333333302,11.625,4.665,32.8799625,0.35125,4.64,26.9925,-2.55
Richmond_Eucalyptus_cladocalyx,20.37970202290336,4.9025839996794565,0.3795,4.64,30.27075494169803,24.21171742175383,-2.262319649959787,False,-0.75,1800.0,24.1025,1.4,101.6,39.4458225,41,11.15,11.025,4.97,33.5892375,0.3795,4.64,26.5625,-2.75
Richmond_Eucalyptus_cladocalyx,20.46832824174327,4.936984256561416,0.387,4.64,30.40820739481149,23.86507251199739,-2.276586816468841,False,-0.75,1800.0,23.7575,1.385,101.6,39.45620831,41,11.233333333333302,9.7675,5.005,34.24785,0.387,4.64,26.1175,-2.5
Richmond_Eucalyptus_cladocalyx,18.594898757591608,5.769028649975122,0.36225,4.64,30.68856331491751,28.822152897236045,-2.493829870393093,False,-0.7,1800.0,28.71,1.715,101.4,39.41770481,41,13.733333333333302,9.46,5.8875,33.8932125,0.36225,4.64,30.5625,-3.35
Richmond_Eucalyptus_cladocalyx,18.510723795540898,5.675719886430129,0.35475,4.64,30.633537740694447,28.88617057998572,-2.465128592466804,False,-0.7,1800.75,28.7725,1.72,101.4,39.49521844,41,13.85,9.66,5.805,33.7918875,0.35475,4.64,30.7675,-3.3
Richmond_Eucalyptus_cladocalyx,18.14830221745915,5.653152453882469,0.339,4.64,30.479078654667,29.212021333963623,-2.504861480613715,False,-0.75,1801.25,29.0975,1.7875,101.4,39.54588094,41,13.9666666666667,8.805,5.7725,34.01986875,0.3389999999999999,4.64,31.2475,-2.95
Richmond_Eucalyptus_cladocalyx,17.84468596687766,5.288336011803217,0.31,4.64,29.77728478749652,29.13384503007362,-2.3907241485412785,False,-0.75,1800.75,29.015,1.8175,101.4,39.47647331,41,14.066666666666698,9.505,5.41,33.133275,0.31,4.64,31.3625,-3.15
Richmond_Eucalyptus_cladocalyx,18.05225913916637,5.85143511221653,0.34975,4.64,30.75714275118709,29.47481749141537,-2.576197313158988,False,-0.75,1798.5,29.3625,1.7975,101.4,39.51548344,41,14.2,8.2825,5.9875,34.349175,0.34975,4.64,31.4475,-3.05
Richmond_Eucalyptus_cladocalyx,17.994274828231887,6.174058597339646,0.3745,4.64,31.288225934468127,29.819415817538747,-2.67606747872237,False,-0.75,1800.0,29.71,1.78,101.4,39.47723325,41,14.2833333333333,10.375,6.3225,33.61456875,0.3745,4.64,31.6325,-3.25
Richmond_Eucalyptus_cladocalyx,17.113842311708506,5.906861330260283,0.2955,4.64,29.718918149565177,29.87243341950156,-2.536881787282528,True,-0.7,1800.5,29.7625,2.125,101.2,39.43315688,41,16.3833333333333,10.6,6.0375,32.04403125,0.2955,4.64,31.17,-3.07
Richmond_Eucalyptus_cladocalyx,17.967781493912906,6.696637169807961,0.358,4.64,31.018817156765785,29.70454482488332,-2.8095439275822773,False,-0.7,1799.75,29.605,2.015,101.2,39.53068219,41,16.45,8.51,6.8575,34.22251875,0.358,4.64,30.7725,-3.15
Richmond_Eucalyptus_cladocalyx,16.87129784058897,6.053724050667492,0.2925,4.64,29.63225241738298,30.0678932180014,-2.647533145704261,True,-0.75,1801.0,29.96,2.2,101.2,39.301941,41,16.6166666666667,12.4,6.2025,30.8028,0.2925,4.64,31.2275,-3.15
Richmond_Eucalyptus_cladocalyx,16.979475986616187,7.172098028356664,0.3185,4.64,30.54312344603476,30.41385879107036,-3.032746641448735,True,-0.75,1800.0,30.3225,2.41,101.1,39.512697,41,16.766666666666698,9.88,7.37,32.7786375,0.3185,4.64,32.265,-3.15
Richmond_Eucalyptus_cladocalyx,15.012817794046232,4.855793853313981,0.2115,4.64,27.94226470599964,30.83501308041092,-2.2480524834507323,True,-0.75,1799.75,30.71,2.3975,101.2,39.67051069,41,16.9166666666667,7.7775,4.9775,32.0693625,0.2115,4.64,31.905,-3.1
Richmond_Eucalyptus_cladocalyx,12.676527066507274,2.7778633327154467,0.447,4.64,34.3184967948964,15.487338568893623,-1.8448380585548343,False,-1.0,399.0,15.4925,0.69825,102.4,39.25659806,57,8.96666666666667,16.7,2.8225,32.322675,0.447,4.64,16.6325,-1.95
Richmond_Eucalyptus_cladocalyx,12.660084518431974,2.6473813315005144,0.4265,4.64,34.13795223967431,15.52348957442578,-1.8171384500776264,False,-1.0,399.0,15.5275,0.6945,102.4,39.28851544,57,9.05,15.725,2.69,32.4746625,0.4265,4.64,16.695,-1.6
Richmond_Eucalyptus_cladocalyx,12.642717420221851,2.92095325564104,0.41175,4.64,33.8118571957115,16.705392533371075,-2.038661370231994,False,-1.14,399.0,16.7125,0.79175,102.4,39.12614212,57,9.35,17.05,2.975,31.48674375,0.41175,4.64,17.705,-2.35
Richmond_Eucalyptus_cladocalyx,12.683343831980553,2.9004695085958563,0.45225,4.64,34.234000997204504,16.128570889860192,-2.083152188262044,False,-1.19,399.0,16.135,0.7215,102.4,39.12183581,57,9.43333333333333,16.9,2.95,32.14535625,0.45225,4.64,17.345,-1.7
Richmond_Eucalyptus_cladocalyx,12.734223181240422,3.119393690803335,0.5205,4.64,34.913882212270295,16.166786533002778,-1.6471421715675532,False,-0.7,398.25,16.175,0.6835,102.4,39.22772044,57,9.56666666666667,16.85,3.1725,33.10794375,0.5205,4.64,17.3175,-2.7
Richmond_Eucalyptus_cladocalyx,12.733717123977176,3.172104017327821,0.5295,4.64,34.93378205324443,16.356252436053865,-1.661492810530698,False,-0.7,398.0,16.365,0.6845,102.4,39.18060431,57,9.68333333333333,16.25,3.2275,33.335925,0.5295,4.64,17.49,-2.1
Richmond_Eucalyptus_cladocalyx,18.8651409360605,4.691212480722026,0.47525,4.64,31.923141852135,21.310162619412896,-2.468079249292007,False,-1.0,1001.0,21.2825,1.11,102.4,38.87080313,57,11.65,23.275,4.7925,29.6375625,0.47525,4.64,22.7275,-2.88
Richmond_Eucalyptus_cladocalyx,18.702507184597582,4.564832577179706,0.4415,4.64,31.29080161720425,21.3062573378555,-2.426529836576196,False,-1.0,1001.5,21.2775,1.155,102.4,38.66232694,57,11.733333333333302,25.75,4.6475,27.83904375,0.4415,4.64,22.83,-2.4
Richmond_Eucalyptus_cladocalyx,18.77450943045572,4.678102459346268,0.45575,4.64,31.56106519867772,21.450047296672363,-2.585945802677396,False,-1.11,999.25,21.4225,1.15,102.4,38.74718663,57,11.8666666666667,25.575,4.7575,28.29500625,0.45575,4.64,22.8475,-2.6
Richmond_Eucalyptus_cladocalyx,18.759100859909303,4.532360755680588,0.443,4.64,31.4938354001362,21.46435070617565,-2.616226160811206,False,-1.18,1000.25,21.435,1.1425,102.35,38.86092394,57,11.95,23.2,4.62,29.05494375,0.4429999999999999,4.64,22.8,-2.75
Richmond_Eucalyptus_cladocalyx,18.737577678192675,4.626391766469727,0.43925,4.64,31.39565315488229,21.61315744879582,-2.6051343957676725,False,-1.15,999.0,21.585,1.175,102.3,38.80874156,57,12.0333333333333,23.6,4.7075,28.7763,0.43925,4.64,23.12,-2.75
Richmond_Eucalyptus_cladocalyx,18.76622454374924,4.469181567730019,0.47475,4.64,31.811749327828863,24.36064674220737,-2.0776613404618955,False,-0.7,999.25,24.325,1.055,102.3,38.72362856,57,12.25,24.375,4.545,29.10560625,0.47475,4.64,23.84,-3.0
Richmond_Eucalyptus_cladocalyx,17.20658385122632,2.515745005732864,0.26425,4.64,27.948954193874165,25.22205370240074,-1.4605838650466714,False,-0.7,1000.25,25.16,1.0175,102.3,38.92450537,57,12.35,20.45,2.55,25.2805875,0.26425,4.64,24.3375,-2.35
Richmond_Eucalyptus_cladocalyx,19.92507923064389,4.934946940077155,0.34725,4.64,29.24349934974441,24.202752623434822,-2.55117807472363,False,-1.0,1801.0,24.095,1.54,102.1,39.04001588,57,14.066666666666698,19.85,5.0125,28.34566875,0.34725,4.64,26.305,-2.65
Richmond_Eucalyptus_cladocalyx,20.39288880213013,5.751675926652855,0.422,4.64,30.25458346356181,24.373742027493417,-2.828174159495707,False,-1.0,1800.25,24.275,1.5,102.1,38.61343762,57,14.15,26.65,5.8375,26.8004625,0.422,4.64,26.4325,-3.2
Richmond_Eucalyptus_cladocalyx,20.258103316398937,5.917245267851475,0.402,4.64,30.073708412246543,24.686764780116,-3.090451779946981,False,-1.18,1799.5,24.59,1.615,102.1,38.76035888,57,14.3,25.475,6.0175,26.87645625,0.402,4.64,27.1775,-3.15
Richmond_Eucalyptus_cladocalyx,20.315388601822377,6.007287623294051,0.417,4.64,30.20044976687622,24.743773719412665,-2.694210942031473,False,-0.81,1801.0,24.6475,1.585,102.1,38.62027706,57,14.3666666666667,26.825,6.1075,26.57248125,0.417,4.64,27.335,-2.95
