doy,hod,A(obs),E(obs),gs(obs),gb(obs),Ci(obs),Tleaf(obs),Pleaf(obs),Rublim(obs),Ps(obs)
[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[degC],[MPa],[-],[MPa]
89,9.0,12.646350287310254,3.5840857625685723,0.183,2.84,23.520124571346365,23.118811932097227,-4.22126798980721,True,-3.3
89,9.0,10.607397460396289,5.4368973553546835,0.168,2.84,24.194977415940343,29.566862364827603,-4.943831119067766,True,-3.3
89,9.0,7.126603550183551,4.033460476995472,0.16899999999999998,2.84,28.13779467322132,25.874908983785602,-4.365780615659321,False,-3.3
89,9.0,13.615574464205412,4.590150277967725,0.245,2.84,25.536425934341672,22.880561250750112,-4.582549554437488,True,-3.3
89,9.0,12.467016772421458,3.6650873255322782,0.184,2.84,23.384533168154217,23.545528671664467,-5.137430325900146,True,-3.8
89,9.0,4.799201105145556,2.7194149406574057,0.17300000000000001,2.84,30.19582430951791,21.04910974418358,-4.686436378794283,False,-3.8
89,9.0,10.588474896995589,3.692855709658472,0.132,2.84,22.162312883220384,27.55481403544529,-4.0911963581277435,True,-3.2
89,9.0,11.269602670212478,4.423586588638146,0.156,2.84,23.33035959646896,27.63060378775375,-4.332562038454007,True,-3.2
89,11.5,7.760584944790304,2.867062066237338,0.086,2.84,21.04426996864683,30.60871365963018,-4.748642440464057,True,-3.8
89,11.5,6.929015332598819,2.618030822829336,0.07200000000000001,2.84,20.203071976533877,31.224296666390597,-4.639781832541952,True,-3.8
89,11.5,7.633846280825389,2.8987298139200077,0.0858,2.84,20.988640546684685,30.95091832173482,-3.8683972685958077,True,-3.2
89,11.5,6.534285575705836,2.0017196736454164,0.0624,2.84,18.46375909354371,30.113067687642484,-3.645598179063872,True,-3.2
89,13.0,3.85072930264732,2.1823763738955706,0.0807,2.84,27.648763816600464,29.795320706298842,-3.8057941904823895,False,-3.3
89,13.0,3.8433284158348457,1.908133043384648,0.0408,2.84,20.579839359664355,35.217525995039395,-4.375406070445411,True,-3.8
89,13.0,5.470074026292785,2.671255965357644,0.0655,2.84,21.959963739487094,33.964034607460675,-4.670884863376839,True,-3.8
89,13.0,4.42197903307131,2.274128702253981,0.0518,2.84,21.964663461539843,35.30328778841173,-3.701297951446856,True,-3.2
89,13.0,5.704922992192113,1.8164987580163137,0.0618,2.84,21.076490388765173,30.3052766989359,-3.589898406680888,False,-3.2
306,8.0,10.412404475200532,2.419510911602387,0.115,2.84,20.682473153763695,25.894355925002777,-3.7384311330355118,True,-3.2
306,8.0,11.755698250361496,3.1513869020468555,0.157,2.84,22.79137266253243,25.633261772882577,-3.9426636317731196,True,-3.2
306,8.0,11.720635515699867,2.6663394503058115,0.151,2.84,22.453794437884433,24.874003304889587,-3.9322427381029867,True,-3.3
306,8.0,10.129804633896274,2.214581321866268,0.106,2.84,20.152793370941907,25.710126606643307,-3.823858268713903,True,-3.3
306,8.0,2.880261769781125,1.4876609590119556,0.128,2.84,31.525168621141617,21.83832738026357,-3.7512313133739967,False,-3.4
306,8.0,11.348599061950617,2.2317430461962853,0.135,2.84,21.538712459397665,24.248977439677954,-3.944408535729695,True,-3.4
306,8.0,11.449795069044642,1.9274941492309592,0.14800000000000002,2.84,22.9127761453149,22.354917047158263,-3.7516019557878475,False,-3.3
306,8.0,12.97435685409177,3.6052357900477974,0.214,2.84,24.422172187855764,24.5001811554983,-4.22126798980721,True,-3.3
306,8.0,11.6846295250558,2.3597594529576558,0.15,2.84,22.365531152839694,23.607039565256066,-4.114125911811888,True,-3.5
306,8.0,11.498388123727027,2.6577362682477563,0.14300000000000002,2.84,21.954162248932093,24.993561666797465,-4.216480230447202,True,-3.5
306,10.0,11.288001470349835,3.8038263062383297,0.154,2.84,23.173086723219335,27.02030502742274,-4.1283295397163995,True,-3.2
306,10.0,10.006795187460098,3.416106419134431,0.121,2.84,21.777193000367433,28.220798596370052,-4.016929994950432,True,-3.2
306,10.0,10.227865171710729,3.1915077165125814,0.11800000000000001,2.84,21.672701343983167,27.675132779370223,-4.094819442186612,True,-3.3
306,10.0,10.567842165368289,2.6446095057650147,0.122,2.84,21.6148110365549,25.80905352915135,-3.9322427381029867,True,-3.3
306,10.0,11.283265390139071,2.4754751567780113,0.132,2.84,22.380945923643367,25.874435270929283,-4.014654798404495,True,-3.4
306,10.0,3.1679539577790017,1.5685001804984564,0.10300000000000001,2.84,30.87422076727607,23.36155867127691,-3.7687928790426968,False,-3.4
306,10.0,10.346618235500312,3.6864252873572823,0.135,2.84,22.796772247870216,28.688728513611597,-4.257396146270237,True,-3.3
306,10.0,10.962057757243684,3.9175381509127005,0.15,2.84,23.216197564104725,27.902709857760282,-4.329652459196293,True,-3.3
306,10.0,9.354989678059805,2.8317303489496295,0.106,2.84,20.759986980868675,28.181220853979543,-4.267657389764859,True,-3.5
306,10.0,8.105791684551356,2.5975463671419203,0.0886,2.84,20.234310173198754,29.740822815657662,-4.199421177341317,True,-3.5
306,12.0,8.364475307866677,3.465743333880305,0.1,2.84,22.373338056939765,31.044221760817283,-4.03549658574476,True,-3.2
306,12.0,8.67905908319783,2.8769373282580104,0.0951,2.84,21.17725190772319,29.386548448666414,-3.8683972685958077,True,-3.2
306,12.0,8.450350494773513,3.2650700133552193,0.0966,2.84,21.873912753383706,30.509314715973368,-4.1128835204181255,True,-3.3
306,12.0,8.957790972157483,3.792738943171646,0.113,2.84,23.013486822414496,30.72824661386801,-4.293524302733265,True,-3.3
306,12.0,5.657546463875299,2.6210130102243876,0.0652,2.84,21.557889756191578,33.519266049211716,-4.067339495410594,True,-3.4
306,12.0,5.9227430016598195,3.706959462774216,0.0851,2.84,24.30597206343639,34.663224159238226,-4.41857080878459,True,-3.4
306,12.0,9.37723338358123,3.5089053145904066,0.129,2.84,24.025461971747966,30.504451901988205,-4.185139833344182,True,-3.3
306,12.0,8.0386984320893,2.6404395040061046,0.0824,2.84,20.461086319840902,29.630321398695145,-3.9322427381029867,True,-3.3
306,12.0,7.217165354662576,2.6256409532798104,0.0742,2.84,20.05333341145417,30.79370354426703,-4.199421177341317,True,-3.5
306,12.0,8.358194940420198,2.3718904359796107,0.0862,2.84,20.353255165047237,28.84987800862961,-4.131184964917773,True,-3.5
306,14.0,9.049013209817835,3.4545104742350627,0.111,2.84,22.66212624717714,29.910551136389454,-4.016929994950432,True,-3.2
306,14.0,6.554089857536893,1.9386679665554563,0.0641,2.84,19.811412810514263,29.57134414295008,-3.627031588269544,False,-3.2
306,14.0,7.174706539667989,3.0148575706355305,0.10400000000000001,2.84,24.98995490776405,30.676129231206556,-4.04062720749207,False,-3.3
306,14.0,6.94121567359679,3.357410075163105,0.113,2.84,26.084136434001252,30.205781929423022,-4.149011676881154,False,-3.3
306,14.0,6.470289860664345,2.9683545736101897,0.0727,2.84,21.390044203471412,32.59614689170599,-4.172708889422793,True,-3.4
306,14.0,5.899831329149124,3.225035316151191,0.10300000000000001,2.84,26.681488725143048,29.87446000273974,-4.260516717766293,False,-3.4
306,14.0,5.661975325271306,1.4620549187702991,0.048,2.84,17.080113133722755,29.364156009223677,-3.6251534081672503,True,-3.3
306,14.0,6.262078160131424,1.995604627730815,0.0748,2.84,22.690425857307062,28.242939433707694,-3.7516019557878475,False,-3.3
306,14.0,6.656653985967814,2.425406631677027,0.0652,2.84,19.76384459224298,31.2295283297417,-4.148244018023659,True,-3.5
306,14.0,8.35650381806802,3.5859004157055696,0.1,2.84,22.42294272439125,31.031013539540588,-4.540602239459032,True,-3.5
306,16.0,6.299927644283725,2.764574091013809,0.0687,2.84,21.30014329441629,32.61671454624518,-3.8312640870071517,True,-3.2
306,16.0,5.3009100638722275,2.1156339692537367,0.0506,2.84,19.717317734806922,32.801067429915925,-3.6641647698582,True,-3.2
306,16.0,4.1497939668607104,1.440417957396156,0.0354,2.84,17.819787974851224,32.894977904175974,-3.6251534081672503,True,-3.3
306,16.0,5.144732238120925,1.6357214428491482,0.0502,2.84,20.332137362906487,32.956275572761946,-3.6612815646302783,True,-3.3
306,16.0,2.864625509141205,2.3868672832208335,0.0835,2.84,30.52541753830166,28.54008021761689,-3.9970932327357946,False,-3.4
306,16.0,6.3325123830095595,2.4217375286872307,0.0631,2.84,20.2250521273077,31.981897549328956,-3.9970932327357946,True,-3.4
306,16.0,1.3561060987101639,1.5988495828075107,0.0506,2.84,32.00803320956521,29.585875136815847,-3.6612815646302783,False,-3.3
306,16.0,2.788860324665487,1.2010996508510374,0.0378,2.84,24.655127710766287,29.79646914627715,-3.5709611734727087,False,-3.3
306,16.0,5.780130016103476,2.2734328815939495,0.0562,2.84,19.603812173042236,32.12515267444642,-4.097066858706002,True,-3.5
306,16.0,5.482986309276221,2.1035925930623027,0.0518,2.84,19.112211155498105,32.1468600165919,-4.045889699388344,True,-3.5
45,7.5,9.413813662382475,2.0621108474857177,0.0901,2.84,18.75570484995063,25.025101540173782,-5.186648777029378,True,-4.3
45,7.5,8.167882673896337,1.6569578939420453,0.0704,2.84,17.065675412109222,25.244283601349537,-4.978025535375407,True,-4.3
45,7.5,8.562764556803225,1.9024601762955737,0.0775,2.84,18.034887729365956,26.043591681256284,-4.9447805841403,True,-4.2
45,7.5,10.68551856825147,2.6749231227680856,0.11599999999999999,2.84,21.18683869668906,25.738001859632508,-5.3781074694582935,True,-4.2
45,7.5,8.330268925205276,1.4267391762636015,0.0724,2.84,16.719372636531173,23.746049243947088,-5.001749121946839,True,-4.4
45,7.5,7.250033754346057,1.1660741656811793,0.0586,2.84,15.084291487233287,23.22887055912037,-4.876384721541248,True,-4.4
45,7.5,7.68149170185314,1.0502969687411061,0.0728,2.84,17.33154276234545,21.432880323404895,-4.095478792931427,False,-3.8
45,7.5,3.388781543416579,0.5377364586555098,0.0397,2.84,21.171144090129175,20.820811249574792,-3.939963638756992,False,-3.8
45,7.5,8.664357802614656,1.675326360586839,0.0825,2.84,17.189248560579408,23.9785826009758,-5.12711352235243,True,-4.4
45,7.5,8.03274176859598,1.3976115570598795,0.0715,2.84,16.29380408057571,23.847488472793444,-4.98921268190628,True,-4.4
45,9.0,7.737467265062448,2.6630352274843982,0.0773,2.84,19.896298271011403,29.886501292082723,-5.564778402527201,True,-4.3
45,9.0,8.959081721178132,3.0306419820261143,0.0924,2.84,21.932104047316418,29.813779083685212,-5.8646743124047855,True,-4.3
45,9.0,8.760092809008189,3.884300352075877,0.11,2.84,22.270664751961995,30.51918836453035,-6.461424682753275,True,-4.2
45,9.0,8.561788792026514,3.632493791039597,0.102,2.84,21.75301537015747,30.355784294663255,-6.163512449097156,True,-4.2
45,9.0,6.277142252664099,1.929817739669527,0.0543,2.84,17.777735501187184,29.964510875162446,-5.27755080283914,True,-4.4
45,9.0,6.8354891382691525,2.1260405125989426,0.062,2.84,18.38852096693248,29.768814918922068,-5.402915203244731,True,-4.4
45,9.0,7.577427141166183,2.2096912183942004,0.0701,2.84,18.628267796334196,28.81559991959042,-4.484266678367517,True,-3.8
45,9.0,8.171872184100911,2.662976838629085,0.0821,2.84,19.855344862397637,29.2196932628697,-4.670884863376839,True,-3.8
45,9.0,8.66538342968897,2.8183570220489136,0.0886,2.84,20.12569541321614,28.720013715044672,-5.929445684948215,True,-4.4
45,9.0,7.412632340313269,2.344472329157871,0.0693,2.84,18.793500176581606,29.324346248880524,-5.553352483731441,True,-4.4
45,10.25,2.7706768983200183,2.508358798836568,0.0403,2.84,24.594741001994468,38.48492234809443,-5.460466781700216,True,-4.3
45,10.25,2.232409630228501,2.9957946098968606,0.0428,2.84,27.883318122947557,40.43566687764407,-5.838596407198039,True,-4.3
45,10.25,3.0960739628448715,3.00707504176345,0.0487,2.84,25.604351100672005,38.348584591763824,-5.59477091211729,True,-4.2
45,10.25,1.9466229959410697,2.5744231043813,0.0358,2.84,27.173558690262873,40.769553003061695,-5.310400143627357,True,-4.2
45,10.25,1.9346950447745976,1.5651227026792063,0.0238,2.84,22.64189989295192,39.15093975384939,-5.076967762190193,True,-4.4
45,10.25,1.7931333586329135,2.6294089287322513,0.0342,2.84,27.07242208997071,40.95665956154571,-5.766471964420946,True,-4.4
45,10.25,1.7647394303197919,2.5814754728624254,0.0345,2.84,27.452362077883237,41.119244052030844,-4.624230317124509,True,-3.8
45,10.25,2.68784731934678,5.031541571980146,0.0726,2.84,29.800549871883568,40.19649495529414,-6.179381858868865,True,-3.8
45,10.25,2.381207319272163,3.347323902795704,0.0475,2.84,27.579206595922145,40.10438487894516,-6.543731246935613,True,-4.4
45,10.25,1.1311852900909767,1.8569487804688793,0.0318,2.84,30.222279988697533,37.022610541478386,-5.239941482717462,False,-4.4
45,12.0,1.7351373565079427,2.2653388554185305,0.0291,2.84,26.951986278146663,41.081998394846096,-5.303999350459737,True,-4.3
45,12.0,1.375215959097741,2.4511705131941097,0.0289,2.84,28.933668768204882,42.466397943341754,-5.421349923890096,True,-4.3
45,12.0,1.1504675250169858,1.5285386875552125,0.0188,2.84,26.84639841804789,42.48411419989681,-4.768741536979866,True,-4.2
