Corrigin_Eucalyptus_capillosa,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,mean,model,variable
136.66257642141233,91.24694675691204,88.13147455739815,134.51566587133124,112.63916590176343,obs,Tleaf
470.1303489049392,179.75040557149015,274.8174728354722,286.7913939742262,302.8724053215319,obs,Ci
,-118.88292783225572,-138.29794994310703,-88.85400634480472,-115.34496137338915,obs,Pleaf
-283.9862288988554,-157.43051116433674,-163.49990692440514,-137.03578538884778,-185.48810809411125,obs,E
210.22635377797044,307.28607380483527,284.0159312225045,186.76589866496116,247.07356436756783,obs,A
