doy,hod,A(obs),E(obs),gs(obs),gb(obs),Ci(obs),Tleaf(obs),Pleaf(obs),Rublim(obs),Ps(obs)
41,16.76666667,16.979475986616187,7.172098028356664,0.3185,4.64,30.54312344603476,30.413858791070357,-3.032746641448735,True,-0.75
41,16.91666667,15.012817794046232,4.855793853313981,0.2115,4.64,27.94226470599964,30.83501308041092,-2.2480524834507323,True,-0.75
57,8.966666667,12.676527066507274,2.7778633327154467,0.447,4.64,34.3184967948964,15.487338568893623,-1.8448380585548345,False,-1.0
57,9.05,12.660084518431974,2.6473813315005144,0.4265,4.64,34.13795223967431,15.523489574425781,-1.8171384500776266,False,-1.0
57,9.35,12.642717420221853,2.9209532556410394,0.41175,4.64,33.8118571957115,16.705392533371075,-2.038661370231994,False,-1.14
57,9.433333333,12.683343831980551,2.9004695085958563,0.45225,4.64,34.234000997204504,16.128570889860192,-2.083152188262044,False,-1.19
57,9.566666667,12.734223181240422,3.119393690803335,0.5205,4.64,34.913882212270295,16.166786533002778,-1.6471421715675532,False,-0.7
57,9.683333333,12.733717123977177,3.1721040173278214,0.5295,4.64,34.93378205324443,16.356252436053865,-1.6614928105306979,False,-0.7
57,11.65,18.8651409360605,4.691212480722026,0.47525,4.64,31.923141852134997,21.310162619412896,-2.468079249292007,False,-1.0
57,11.73333333,18.702507184597586,4.564832577179706,0.4415,4.64,31.29080161720425,21.3062573378555,-2.426529836576196,False,-1.0
57,11.86666667,18.774509430455716,4.678102459346268,0.45575,4.64,31.56106519867772,21.450047296672363,-2.5859458026773954,False,-1.11
57,11.95,18.759100859909303,4.532360755680588,0.443,4.64,31.4938354001362,21.46435070617565,-2.616226160811206,False,-1.18
57,12.03333333,18.737577678192675,4.626391766469727,0.43925,4.64,31.395653154882286,21.61315744879582,-2.6051343957676725,False,-1.15
57,12.25,18.76622454374924,4.469181567730019,0.47475,4.64,31.811749327828863,24.360646742207372,-2.0776613404618955,False,-0.7
57,12.35,17.20658385122632,2.515745005732864,0.26425,4.64,27.948954193874165,25.22205370240074,-1.4605838650466714,False,-0.7
57,14.06666667,19.92507923064389,4.934946940077155,0.34725,4.64,29.24349934974441,24.202752623434826,-2.55117807472363,False,-1.0
57,14.15,20.39288880213013,5.7516759266528545,0.422,4.64,30.254583463561815,24.373742027493417,-2.828174159495707,False,-1.0
57,14.3,20.258103316398937,5.917245267851475,0.402,4.64,30.073708412246546,24.686764780115997,-3.0904517799469815,False,-1.18
57,14.36666667,20.315388601822377,6.007287623294051,0.417,4.64,30.20044976687622,24.743773719412665,-2.694210942031473,False,-0.81
57,14.51666667,19.602581279321157,5.041397416753853,0.327,4.64,28.74147817235616,24.704806987392303,-2.2498690080196324,False,-0.7
57,14.58333333,20.50223113450179,6.073227362132347,0.4385,4.64,30.57600180185264,24.600283383944547,-2.594284343135106,False,-0.7
57,16.11666667,18.36232769481931,4.495015471977705,0.26825,4.64,27.49177219639018,25.423849288614228,-2.398830228098988,False,-1.0
57,16.25,20.02345011931388,6.8539482068429285,0.45125,4.64,30.970645627169468,25.432795355071768,-3.2663794173067044,False,-1.05
57,16.31666667,19.911483791198155,6.476252948959809,0.42525,4.64,30.672960776842363,25.357336196989504,-3.272729673678086,False,-1.17
57,16.51666667,19.212318707730752,5.576668161785721,0.3375,4.64,29.190723574181305,25.47051190722427,-2.4220766755773693,False,-0.7
77,9.916666667,18.208283247518942,3.2957423872528913,0.4885,4.64,32.18076363903913,17.647910216500872,-1.6017132871214281,False,-0.6
77,9.983333333,18.103824789423307,3.4401846526500566,0.4795,4.64,31.875956055413436,17.498404461927944,-1.6452660387354032,False,-0.6
77,10.13333333,17.58042747530382,2.6342709495326555,0.31625,4.64,29.45244206734705,17.77606836392829,-1.6537126312498347,False,-0.85
77,10.2,18.170837392158674,3.3963078804619315,0.455,4.64,31.637177930185345,17.939528064904188,-1.8934163984646974,False,-0.85
77,10.36666667,17.958311271966267,3.0343313795178313,0.39175,4.64,31.031531285117325,17.689941754404366,-1.4104407843293314,False,-0.5
77,10.43333333,18.239989350700224,3.1809403357394874,0.39925,4.64,31.051187962419817,18.793293680375637,-1.4544943706678475,False,-0.5
77,11.78333333,20.138567308914105,4.933760054223181,0.378,4.64,29.638340245164578,22.228427750714165,-2.1098287226178045,False,-0.6
77,11.86666667,20.45945804245298,5.945784953345255,0.42625,4.64,30.270978433092615,23.01611779603857,-2.4437331516582805,False,-0.6
77,12.01666667,19.768380453643065,5.102091313393384,0.34725,4.64,28.73954290281778,23.56529791405801,-2.443325040898795,False,-0.85
77,12.1,20.55729722073485,5.940935332370207,0.45325,4.64,30.485059392307345,23.757323356397492,-2.7112292513154066,False,-0.85
77,12.21666667,20.67595432866709,6.160048347557335,0.47275,4.64,30.7691294097928,23.70935228965875,-2.3943042125561895,False,-0.5
77,12.28333333,19.72727660023902,4.763741421085802,0.33025,4.64,28.727089800493772,23.75279139813028,-1.9537683491710292,False,-0.5
77,14.58333333,17.137186511361204,7.241213668381867,0.33525,4.64,30.211879726872503,30.135374105290584,-2.879260667798032,True,-0.6
77,14.78333333,17.399966331647526,7.246797912711684,0.37175,4.64,30.47393644387946,30.039606559230837,-3.1765365641442584,False,-0.85
77,14.93333333,17.600606478292647,7.566479466007148,0.37925,4.64,30.800901420733112,29.996920151200733,-2.8788936622798658,False,-0.5
