doy,hod,A(obs),E(obs),gs(obs),gb(obs),Ci(obs),Tleaf(obs),Pleaf(obs),Rublim(obs),Ps(obs)
[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[degC],[MPa],[-],[MPa]
20,8.8,14.315924642279251,2.2693043369193817,0.38075,4.64,32.92647416153772,18.471327833101796,-2.007495384245336,False,-1.3
20,8.9,14.324405545126504,2.2688747279471757,0.37925,4.64,32.964282339486665,18.466333606872908,-2.007495384245336,False,-1.3
20,9.083333333,12.290585128420155,1.1014756132152739,0.1225,4.64,23.364747642052755,19.73004532515782,-1.7427326397529486,False,-1.4
20,9.15,13.966365418871613,2.0349812581368467,0.26525,4.64,30.5060440194802,19.105688007624455,-2.032737181082367,False,-1.4
20,9.316666667,14.028937546223407,3.3278004231775533,0.32625,4.64,32.17064553099255,21.618578917997947,-2.24072541051273,False,-1.2
20,9.4,14.097434906683548,3.785750309822586,0.37325,4.64,32.95417571300034,22.015927432794374,-2.3894004691574056,False,-1.2
20,10.86666667,15.643723762997395,3.3931756131905417,0.164,4.64,23.75485501500176,26.854800036371177,-2.3679175611250356,True,-1.3
20,10.98333333,18.417677753728256,4.276845037140026,0.264,4.64,27.559965493661068,26.367871390958474,-2.66159489043442,True,-1.3
20,11.15,17.614326641841046,4.5254854180085635,0.245,4.64,27.302318709532518,27.559451417017904,-2.8500227066470902,True,-1.4
20,11.23333333,16.398943232923557,4.1631200409476525,0.199,4.64,25.628403817637732,27.77036277049821,-2.7313844851941464,True,-1.4
20,11.38333333,16.17221776265722,4.903860364459323,0.21075,4.64,26.652476234589734,28.927300467309404,-2.754330158557973,True,-1.2
20,11.46666667,17.144159818346623,5.366204255088982,0.24525,4.64,27.56378396894585,28.455660977621072,-2.916521131624892,True,-1.2
20,13.45,10.462961715908135,2.9242340870737333,0.091775,4.64,21.32578615229549,30.819643356862635,-2.2077299269562802,True,-1.3
20,13.55,13.744104192221998,4.511750290566436,0.16425,4.64,25.818460171686276,30.854335901240763,-2.7416887075187977,True,-1.3
20,13.68333333,11.357285507703997,3.3379926062651046,0.1105,4.64,23.097057387503632,31.247135820405735,-2.4545619684706113,True,-1.4
20,13.75,13.860772083272893,5.0123656953595495,0.19025,4.64,27.392186105275584,31.591178019253345,-3.021389026523565,True,-1.4
20,13.93333333,11.943173852771492,3.562384282750623,0.126,4.64,24.32482641569551,31.499642908282514,-2.308304982623946,True,-1.2
20,14.0,13.948835695969768,4.970044591893549,0.192,4.64,27.607580258568852,31.617285354264045,-2.7813619874024593,True,-1.2
20,15.85,10.90820633639717,5.392124232853857,0.14725,4.64,27.649790918622948,33.80318993296912,-3.035366036828182,True,-1.3
20,15.93333333,11.775513253950027,7.035790449173503,0.1945,4.64,29.56603618448718,33.89990808474241,-3.6494186344750776,True,-1.3
20,16.11666667,10.020320367714087,5.561571146373745,0.128,4.64,26.87863515695032,34.1322751749444,-3.2191193956118043,True,-1.4
20,16.21666667,7.8819283308421415,3.9269499636474325,0.07905,4.64,23.790894062320724,34.4285800338667,-2.6522923375588507,True,-1.4
20,16.85,10.284422350153637,7.2201095493499,0.1535,4.64,28.701733510420393,34.59037977731995,-3.5923168527370537,True,-1.2
20,18.66666667,9.56221469725519,6.962188811329762,0.152,4.64,29.356858297486312,35.20220208674135,-3.6227206954469517,True,-1.3
20,18.73333333,8.486265847689442,5.11235604144209,0.1045,4.64,26.808631667561265,35.1164403455374,-2.941923250229742,True,-1.3
20,18.85,8.124863117103954,4.796570193168888,0.095225,4.64,26.03709948981357,35.1069621904706,-2.9422968788882686,True,-1.4
20,18.93333333,5.985033232312891,2.6714937229475932,0.054175,4.64,22.161770052552512,35.182739570786616,-2.230467550170606,True,-1.4
20,19.11666667,9.930853542819088,6.638901573715813,0.155,4.64,29.28324211367852,34.927161518684194,-3.3760622219811616,True,-1.2
20,19.2,10.057757975173017,6.469843091885229,0.1555,4.64,29.21143191934069,34.81813930620805,-3.308482649869946,True,-1.2
41,8.833333333,14.118877030570232,3.0251263428573885,0.3595,4.64,32.62990525444754,21.303088025763305,-1.6184408936412638,False,-0.7
41,8.916666667,14.076801506435494,3.423838063404848,0.35025,4.64,32.48980101563072,21.322403966427117,-1.7475966443095663,False,-0.7
41,9.033333333,14.217421797109477,3.320048911619098,0.37225,4.64,33.06948015367808,21.28949866137786,-1.762968822142876,False,-0.75
41,9.116666667,14.337903314340286,3.4403368588310195,0.4105,4.64,33.62860754100017,21.156128873210264,-1.8057703216700398,False,-0.75
41,9.266666667,14.201589611060324,3.1192473163569887,0.36775,4.64,33.048502682869916,21.09935609377689,-1.7059001561066578,False,-0.75
41,9.333333333,13.942736327854249,2.5992775911691957,0.28325,4.64,31.43508606409355,21.029602052686233,-1.5346941579980027,False,-0.75
41,10.7,20.457069230255527,4.9320073494809,0.38925,4.64,30.36744620103874,23.830119102956765,-2.221167730093343,False,-0.7
41,10.78333333,20.574032939001892,5.075858520112389,0.4035,4.64,30.670751087472013,24.021691725365567,-2.2642196469827773,False,-0.7
41,10.9,19.953395954504778,4.688035569338143,0.341,4.64,29.46577143349526,24.607659142377155,-2.190983817414514,False,-0.75
41,10.98333333,20.069367443209973,4.60034937038968,0.35125,4.64,29.735639458101403,24.682276991075252,-2.162449484396405,False,-0.75
41,11.15,20.379702022903356,4.9025839996794565,0.3795,4.64,30.27075494169803,24.21171742175383,-2.262319649959787,False,-0.75
41,11.23333333,20.46832824174327,4.9369842565614155,0.387,4.64,30.40820739481149,23.86507251199739,-2.2765868164688414,False,-0.75
41,13.73333333,18.594898757591608,5.769028649975122,0.36225,4.64,30.68856331491751,28.822152897236045,-2.493829870393093,False,-0.7
41,13.85,18.510723795540898,5.675719886430129,0.35475,4.64,30.633537740694447,28.88617057998572,-2.4651285924668036,False,-0.7
41,13.96666667,18.14830221745915,5.653152453882469,0.339,4.64,30.479078654666996,29.212021333963623,-2.504861480613715,False,-0.75
41,14.06666667,17.84468596687766,5.288336011803217,0.31,4.64,29.777284787496516,29.13384503007362,-2.3907241485412785,False,-0.75
41,14.2,18.05225913916637,5.85143511221653,0.34975,4.64,30.75714275118709,29.474817491415372,-2.576197313158988,False,-0.75
41,14.28333333,17.994274828231887,6.174058597339646,0.3745,4.64,31.288225934468127,29.819415817538747,-2.67606747872237,False,-0.75
41,16.38333333,17.113842311708506,5.906861330260283,0.2955,4.64,29.718918149565177,29.872433419501558,-2.5368817872825273,True,-0.7
41,16.45,17.967781493912906,6.696637169807961,0.358,4.64,31.018817156765785,29.704544824883317,-2.8095439275822773,False,-0.7
41,16.61666667,16.87129784058897,6.053724050667492,0.2925,4.64,29.63225241738298,30.0678932180014,-2.647533145704261,True,-0.75
