Corrigin_Eucalyptus_capillosa,Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,mean,model,variable
0.9944730844014389,0.9842660645933582,0.9813371701326596,0.9663703618799209,0.9816116702518445,obs,Tleaf
0.5438127726364739,0.5981127184394226,0.5481731547520972,0.4627526180656054,0.5382128159733998,obs,Ci
,0.6678138188800598,0.6121210130791538,0.5156612431281942,0.5985320250291358,obs,Pleaf
0.9994696238666456,0.9997037902297273,0.9998916094658086,0.999948630483575,0.9997534135114391,obs,E
0.8870763261716361,0.6764453105189824,0.8691426839363647,0.9624418901532834,0.8487765526950668,obs,A
