doy,hod,A(Const0.01),A(Const0.1),A(Const0.2),A(Const0.3),A(Const0.4),A(Const0.5),E(Const0.01),E(Const0.1),E(Const0.2),E(Const0.3),E(Const0.4),E(Const0.5),gs(Const0.01),gs(Const0.1),gs(Const0.2),gs(Const0.3),gs(Const0.4),gs(Const0.5),gb(Const0.01),gb(Const0.1),gb(Const0.2),gb(Const0.3),gb(Const0.4),gb(Const0.5),gmin(Const0.01),gmin(Const0.1),gmin(Const0.2),gmin(Const0.3),gmin(Const0.4),gmin(Const0.5),Ci(Const0.01),Ci(Const0.1),Ci(Const0.2),Ci(Const0.3),Ci(Const0.4),Ci(Const0.5),Tleaf(Const0.01),Tleaf(Const0.1),Tleaf(Const0.2),Tleaf(Const0.3),Tleaf(Const0.4),Tleaf(Const0.5),Pleaf(Const0.01),Pleaf(Const0.1),Pleaf(Const0.2),Pleaf(Const0.3),Pleaf(Const0.4),Pleaf(Const0.5),k(Const0.01),k(Const0.1),k(Const0.2),k(Const0.3),k(Const0.4),k(Const0.5),Rublim(Const0.01),Rublim(Const0.1),Rublim(Const0.2),Rublim(Const0.3),Rublim(Const0.4),Rublim(Const0.5),Ps(Const0.01),Ps(Const0.1),Ps(Const0.2),Ps(Const0.3),Ps(Const0.4),Ps(Const0.5)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa]
306,11.85548611,2.166984261789785,13.14304690950311,15.113078905008248,15.67098390551053,15.936621295723064,16.08929200841902,0.3030565128189534,2.8240565485969578,5.257645795321393,7.458204703234124,9.419806139028182,11.20741667568124,0.01,0.1,0.2,0.3,0.4,0.5,2.92089725,2.92089725,2.92089725,2.92089725,2.92089725,2.92089725,,,,,,,11.208724212131628,24.12178926536166,32.83083307402961,36.47519091089233,38.41414041537918,39.61343462352922,24.998525822780074,24.361633354713,23.79516855963355,23.321849539771357,22.930400221896697,22.59712787166559,-0.8694249173608829,-1.289536714928388,-1.7096485124958933,-2.0803353927025157,-2.4263098142286963,-2.7475717770744352,,,,,,,True,False,False,False,False,False,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82
311,11.91048611,2.2622264998348243,8.327780429881457,9.222000842745107,9.538921542610636,9.763894534560375,9.993645324828044,0.2987388728354744,2.668288236961676,4.779905990548311,6.717071484130896,8.39063081210019,9.709855682035277,0.01,0.1,0.2,0.3,0.4,0.5,2.92187775,2.92187775,2.92187775,2.92187775,2.92187775,2.92187775,,,,,,,16.384310515906982,38.970413677407464,44.891647907560056,47.14458765331131,48.31235064791925,49.02238154217916,41.10941229317677,40.52406838399081,40.08036556448175,39.72990605435165,39.467809746914064,39.29287236226058,-0.7724098419839985,-1.175688577855987,-1.5285574717439767,-1.8562214446399672,-2.133475575551959,-2.3855247854719517,,,,,,,False,False,False,False,False,False,-0.722,-0.722,-0.722,-0.722,-0.722,-0.722
312,11.84361111,2.348053018072913,13.780401737175124,17.782303337683526,19.82859560217791,21.14820722787216,22.298235780814107,0.4755358178045308,4.28589032478649,7.743858041015996,10.70936632368091,13.344257988110773,15.588632922980457,0.01,0.1,0.2,0.3,0.4,0.5,2.92152125,2.92152125,2.92152125,2.92152125,2.92152125,2.92152125,,,,,,,14.88527240723814,29.78678243369158,37.45805685603342,41.01579775776428,43.05271510250519,44.35465675866205,38.50911199050459,37.48825932259117,36.672188607141784,36.05509161243534,35.56633567418018,35.19398843022928,-0.888227828302631,-1.5315356735920995,-2.125358300013147,-2.669695707565775,-3.164547896249981,-3.684142694368398,,,,,,,True,False,False,False,False,False,-0.8140000000000001,-0.8140000000000001,-0.8140000000000001,-0.8140000000000001,-0.8140000000000001,-0.8140000000000001
306,12.17208333,2.070059201403092,7.771261537910682,8.29624553126071,8.467960426482069,8.56892372775529,8.635844739980023,0.18281334817501493,1.6998435201442859,3.156547308873645,4.482150155159075,5.6563603501447135,6.72579694665081,0.01,0.1,0.2,0.3,0.4,0.5,2.92068775,2.92068775,2.92068775,2.92068775,2.92068775,2.92068775,,,,,,,12.941381949627498,33.03645790631746,38.72016272422029,40.79379914721911,41.85995148167601,42.5098413205617,25.959492331021508,25.58378813880498,25.253613690712328,24.977345159183972,24.751738745262827,24.560680629997382,-0.5880089410925018,-0.8480983520175196,-1.0821788218500357,-1.3162592916825517,-1.5243308204225658,-1.6803844669775767,,,,,,,False,False,False,False,False,False,-0.562,-0.562,-0.562,-0.562,-0.562,-0.562
311,12.21118056,1.476458771252232,2.663824179321095,2.7224303473316933,2.7358510595021155,2.7399594607550233,2.73540377942702,0.25750757471166424,2.308765113084015,4.243692640571202,5.916919567074955,7.421892742672462,8.587822727965156,0.01,0.1,0.2,0.3,0.4,0.5,2.92136825,2.92136825,2.92136825,2.92136825,2.92136825,2.92136825,,,,,,,21.849683436538022,41.14432513527366,43.22548700096703,43.94355123373214,44.306593176193836,44.526325769815266,39.98463164381035,39.508663745466386,39.127804765396036,38.846718831516455,38.626600107857186,38.485940830586664,-0.3793997917327423,-0.7057985421291959,-1.0321972925256493,-1.3041962511893606,-1.5761952098530718,-1.76659448091767,,,,,,,False,False,False,False,False,False,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325
312,12.16805556,2.201660381019215,12.64690800952401,15.070419533918049,16.069896174360675,16.65404045579463,17.16277014898207,0.4060911083177032,3.674074287001617,6.730432950849737,9.381739798621458,11.751181574336842,13.724880039222532,0.01,0.1,0.2,0.3,0.4,0.5,2.921519,2.921519,2.921519,2.921519,2.921519,2.921519,,,,,,,13.972583451209026,28.450688856809915,36.49846518478161,39.92587323801371,41.79840142514765,42.9648575217943,37.23478473324511,36.4251689540103,35.765460792285346,35.26468847073981,34.86783027569918,34.57764182363246,-0.8409514463930832,-1.3905953866090268,-1.8902716958962484,-2.364964189719109,-2.789689052613247,-3.1894301000430243,,,,,,,True,False,False,False,False,False,-0.7659999999999999,-0.7659999999999999,-0.7659999999999999,-0.7659999999999999,-0.7659999999999999,-0.7659999999999999
306,11.75805556,2.3619319803854086,16.61859059274353,20.792014573200117,21.99511316856751,22.510337638882177,22.782565104555818,0.29227811482953087,2.714321509427776,5.035796731081455,7.051046892644223,8.822243453496009,10.510561481833292,0.01,0.1,0.2,0.3,0.4,0.5,2.921008,2.921008,2.921008,2.921008,2.921008,2.921008,,,,,,,12.138664342792374,22.481781250805536,32.09069926356348,36.86262389187977,39.52225577788908,41.20300209543028,26.6291974967938,25.965437066737366,25.375960647947508,24.90147601953595,24.512954369073654,24.165476649831618,-0.6565857213809835,-1.0692714924288511,-1.456164402786227,-1.7914715917626196,-2.1009859200485206,-2.384707387643929,,,,,,,True,False,False,False,False,False,-0.605,-0.605,-0.605,-0.605,-0.605,-0.605
311,11.775,2.4719690335405264,11.606969551808616,13.766578012293994,14.709322444000126,15.371914463735454,16.033889195094634,0.3808289694483739,3.4099709282314885,6.123980617805088,8.53335360308364,10.64149025477956,12.362085209305098,0.01,0.1,0.2,0.3,0.4,0.5,2.92236275,2.92236275,2.92236275,2.92236275,2.92236275,2.92236275,,,,,,,16.075667255073142,36.608127665627705,44.107616652813476,47.19619032868046,48.8508744616292,49.870264491330616,40.449680387442335,39.6727484143262,39.07273789177575,38.61134286839659,38.25778774209297,38.006926309833574,-0.9817956674986109,-1.491365339988887,-1.9524045674800894,-2.364913349972218,-2.753156909964809,-3.0928700249583265,,,,,,,True,False,False,False,False,False,-0.909,-0.909,-0.909,-0.909,-0.909,-0.909
312,11.71127778,1.96782376600949,11.910337309071288,15.638377481168536,17.48963916539951,18.66763510203601,19.676351624809953,0.4353424367411533,3.9255911605798124,7.09466244361456,9.820194455128693,12.238605944968077,14.293667379951376,0.01,0.1,0.2,0.3,0.4,0.5,2.9214976000000004,2.9214976000000004,2.9214976000000004,2.9214976000000004,2.9214976000000004,2.9214976000000004,,,,,,,13.957117757592098,25.857277985663586,32.25539134492696,35.350817977835085,37.14194571462448,38.292548882846816,38.31529016934946,37.383525420194054,36.63877014685805,36.0742694521848,35.62796778071402,35.28910228734656,-0.6390418986543898,-1.2113491554532483,-1.7576424460339766,-2.225893837960315,-2.6681312636685237,-3.0583407569404724,,,,,,,True,False,False,False,False,False,-0.561,-0.561,-0.561,-0.561,-0.561,-0.561
