E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
,,,,,,Const0.01,gs
0.0,-1.6335845409760026e-16,-5.896896300998178e-17,-4.1537112987928365e-16,-1.9525937637483788e-16,-1.665915846723407e-16,Const0.1,gs
0.0,-1.6335845409760026e-16,-5.896896300998178e-17,-4.1537112987928365e-16,-1.9525937637483788e-16,-1.665915846723407e-16,Const0.2,gs
0.0,1.6335845409760026e-16,5.896896300998178e-17,4.1537112987928365e-16,1.9525937637483788e-16,1.665915846723407e-16,Const0.3,gs
0.0,-1.6335845409760026e-16,-5.896896300998178e-17,-4.1537112987928365e-16,-1.9525937637483788e-16,-1.665915846723407e-16,Const0.4,gs
,,,,,,Const0.5,gs
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
-0.01795534019461855,0.6261096942507344,0.4976298788108163,0.20047785905332033,-0.0020343711415540446,0.2608455441557397,Const0.01,Pleaf
0.023943887624355144,0.6318527987556062,0.42490647699855455,0.3743737369357241,0.30473564222852334,0.35196250850855265,Const0.1,Pleaf
0.044498283691224064,0.6099305205063538,0.3159380027534055,0.40550620196687553,0.4141004546823642,0.3579946927200447,Const0.2,Pleaf
0.07012636349649162,0.5908134619090968,0.29348532677193073,0.423876139930861,0.47259138328053313,0.37017853507778264,Const0.3,Pleaf
0.07891933751442137,0.5663123608460812,0.3096663355604118,0.42752788093036204,0.5037526992835886,0.377235722826973,Const0.4,Pleaf
0.09953181385045645,0.5444460897091578,0.37076892641754466,0.42734706688424945,0.5276104451568507,0.39394086840365183,Const0.5,Pleaf
-0.016882448207236646,0.32147338607329523,0.21738424197241715,0.06219988722927967,0.450222958838926,0.20687960518133627,Const0.01,E
-0.018110879342840905,0.32456911976129993,0.21045763770876583,0.07996723279702664,0.4405220685760967,0.20748103590006967,Const0.1,E
-0.012563485946736806,0.31957879861966615,0.20292005052667478,0.07888078689219476,0.4450311854224469,0.20676946710284919,Const0.2,E
-0.01045948863330922,0.30865090094416714,0.20058836286292434,0.08411679705385236,0.43957322720128117,0.20449395988578317,Const0.3,E
-0.010498964900062966,0.3185406354437776,0.19336599965760715,0.09009746065269449,0.436762669848729,0.20565356014054906,Const0.4,E
0.0057247016512168925,0.3197179084540842,0.1920010133500912,0.09798763607712886,0.43819410111781265,0.21072507213006678,Const0.5,E
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
