E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
-3.1812688507174256,-2.4453918777397887,-0.09917810172895147,-3.0003108951546364,-4.172645439357878,-1.9798633499788938,Const0.01,gs
-1.0209167503858367,-17.764729870440227,-29.392039941026937,-4.883853807984517,-0.7735359297673496,-3.4389577289412454,Const0.1,gs
-16.932120912802965,-113.11357411077303,-139.12638925780888,-43.42860849268115,-17.027290281587888,-32.925504348702766,Const0.2,gs
-52.11868863838616,-290.9122684371865,-330.10992283869103,-120.34381499421646,-54.36582641847159,-96.39056505691067,Const0.3,gs
-106.58061992713549,-551.160812849681,-602.3426406836736,-235.62947331259056,-112.78914434041847,-193.37288983736465,Const0.4,gs
-180.31791477905085,-893.8592073482557,-955.8245427927565,-389.2855834478033,-192.2972440474285,-323.7830845820383,Const0.5,gs
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
-33.311156806682924,-7.6392853080867855,-0.9329467418696267,-27.547401562421467,-40.410608793030704,-7.426159039790585,Const0.01,Pleaf
-15.546238958354987,-2.682003008402057,-3.121978131418988,-11.600953610353168,-16.61967277335045,-6.431077138393402,Const0.1,Pleaf
-6.160369943785149,-0.5043628924490269,-10.716656463699692,-3.3953703899811405,-4.772825159770594,-3.3563206639677716,Const0.2,Pleaf
-3.3271745117087566,-0.5237590969055894,-19.507451312076352,-1.5099104284003388,-2.6112786119879012,-2.416127196346066,Const0.3,Pleaf
-5.3267938121649445,-2.0696368800273435,-26.361178076985638,-4.442468292970827,-8.241520347472305,-5.459026672427773,Const0.4,Pleaf
-10.885166999760996,-4.746452057550802,-31.454753815897142,-11.410689977754638,-20.34243553013006,-11.33151841714147,Const0.5,Pleaf
-3.420302155280619,-2.7177895294831833,-0.022839731844807032,-4.204294534653665,-2.55624541273397,-1.932464145663546,Const0.01,E
-2.9981259713951656,-24.681349592276355,-42.75652298301369,-10.68326268883297,-0.4613919096838064,-4.711267794532441,Const0.1,E
-22.8809870192551,-123.90830895957282,-165.97773050180982,-64.40020175362231,-9.259407132238234,-29.65326105857473,Const0.2,E
-55.21718240181739,-270.73815826899204,-337.7925148647845,-148.957033949475,-25.24421904217933,-72.16615416585147,Const0.3,E
-96.36356547675645,-447.17082707206634,-538.2372659793664,-252.75546481885203,-46.16157542081856,-126.42739922646788,Const0.4,E
-141.2434027446372,-640.90858901867,-758.4217207766795,-364.7373016346821,-69.33064076329323,-185.98700378376986,Const0.5,E
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
