doy,hod,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),gmin(std),gmin(therm),gmin(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(std),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),Ps(std),Ps(therm),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[MPa],[MPa],[MPa]
306.0,11.37555556,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,9999.0,9999.0,0.0,9999.0,9999.0,,,
311.0,11.30861111,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,9999.0,9999.0,0.0,9999.0,9999.0,,,
312.0,11.28409722,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,9999.0,9999.0,0.0,9999.0,9999.0,,,
306,12.66222222,9.425926872539854,13.00477074629893,13.00477074629893,2.191240484925783,3.268029841647648,3.268029841647648,0.05080651589314585,0.08479573747439009,0.08479573747439009,0.7898798805560056,0.7434187696645198,0.7434187696645198,,,,13.567599017092366,17.766385043245343,17.766385043245343,31.32001670071552,30.10276853887753,30.10276853887753,-2.8967737832496625,-3.9820613505239866,-3.9820613505239866,,0.9322634593731376,0.9322634593731376,False,False,False,-0.92,-0.92,-0.92
311,12.70625,-0.07622122209608495,5.221404966575445,5.221404966575445,1e-17,1.5505425467632692,1.5505425467632692,1e-17,0.024494211709425506,0.024494211709425506,1.0030760019023315,0.7167477502092788,0.7167477502092788,,,,7.286136293532513,16.39013563254749,16.39013563254749,43.85592411751738,42.4361754378012,42.4361754378012,-4.063,-5.693607329149126,-5.693607329149126,,0.7194846198514665,0.7194846198514665,True,True,True,-4.063,-4.063,-4.063
312,12.64159722,-0.14827018835244865,9.88338679586644,9.88338679586644,1e-17,2.584442727233144,2.584442727233144,1e-17,0.05040355674251545,0.05040355674251545,0.9285208553426035,0.7312647449145022,0.7312647449145022,,,,5.557888443906209,12.310317503236574,12.310317503236574,38.67937002647345,35.75364673200325,35.75364673200325,-2.539,-4.897093573823488,-4.897093573823488,,0.8721809902563681,0.8721809902563681,True,False,False,-2.539,-2.539,-2.539
306,12.05048611,13.468854401168814,13.056448987986835,13.056448987986835,3.0795110449728944,2.897325018882075,2.897325018882075,0.0857845921341188,0.08040463098024804,0.08040463098024804,0.8427102075499923,0.7675798638329343,0.7675798638329343,,,,18.565096875279178,17.608385768432633,17.608385768432633,22.82107260233733,22.940337030629305,22.940337030629305,-4.007112481814432,-3.7678272421651964,-3.7678272421651964,,0.8425781369055639,0.8425781369055639,False,False,False,-0.6970000000000001,-0.6970000000000001,-0.6970000000000001
311,12.29798611,-0.036612933484897636,5.383020941129141,5.383020941129141,1e-17,3.3693516597550395,3.3693516597550395,1e-17,0.06687916101002783,0.06687916101002783,1.1877501267409825,0.7176586096004912,0.7176586096004912,,,,10.058832914220343,37.28650706672438,37.28650706672438,47.37289285049296,44.446933590149136,44.446933590149136,-1.901,-4.57361913946871,-4.57361913946871,,1.0343267687583362,1.0343267687583362,True,False,False,-1.901,-1.901,-1.901
312,12.25354167,-0.0269151360270114,1.0738689344036525,1.0109425362247437,1e-17,2.3013497405346404,2.172744827975571,1e-17,0.020303725498629663,0.018863384613246742,1.3786556201158964,0.7297031569979802,0.7297031569979802,,,,11.25616797875595,39.66345040410515,39.57604191171215,49.292019973408635,51.780989206000136,52.022032790238185,-3.117,-5.390045678891319,-5.223725263362685,,0.7504245063975671,0.7958787494251842,True,True,True,-3.117,-3.117,-3.117
