E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
-0.7256907358771991,-3.095460491374193,-5.828378857737094,0.21078008997250008,-1.7720579991958996,-1.300584874336543,std,gs
-3.2268310011160306,-44.899241537080414,-34.141557463504654,-2.2742746170736248,-0.9234748242482951,-4.124986512532584,therm,gs
-3.212499007777377,-44.899241537080414,-34.12787945313015,-2.2742746170736248,-0.9234748242482951,-4.120963600847326,pmax,gs
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,std,Pleaf
-26.567137532125802,-10.215259328492808,-8.798455454291705,-8.303386867194702,-19.0448294183238,-12.122339473029731,therm,Pleaf
-25.70150629008895,-10.215259328492808,-8.630188924614254,-8.303386867194702,-19.0448294183238,-12.020969551997622,pmax,Pleaf
-1.4632141375172467,-4.191742419862606,-6.117436730306,-0.3002371638033525,-1.1389161101315026,-1.7685642594412863,std,E
-3.2360072947282026,-33.67750207125414,-27.07336155110987,-2.9262034693765933,0.007665802790495668,-3.2174108653683415,therm,E
-3.125738328806394,-33.67750207125414,-26.83679149712865,-2.9262034693765933,0.007665802790495668,-3.193615164016352,pmax,E
,,,,,,,
,,,,,,,
,,,,,,,
