doy,hod,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),gmin(std),gmin(therm),gmin(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(std),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),Ps(std),Ps(therm),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[MPa],[MPa],[MPa]
306,11.35354167,9.184056871471688,10.596721568627588,10.596721568627588,1.1204435623096247,1.6106376047594544,1.6106376047594544,0.06534326177176264,0.10802014106967063,0.10802014106967063,0.436630268983883,0.49128924888835207,0.49128924888835207,,,,23.660658550472917,30.432864101826695,30.432864101826695,25.36398453771115,24.626023257604036,24.626023257604036,-1.826310409200092,-2.3626486992953737,-2.3626486992953737,,0.9080431357552364,0.9080431357552364,False,False,False,-0.7,-0.7,-0.7
311,11.36222222,7.7195337741033825,11.13517155191822,11.13517155191822,1.6326810517808537,2.724278539238362,2.724278539238362,0.042090122447354834,0.08976494678679997,0.08976494678679997,0.6538530570888085,0.47282338664018214,0.47282338664018214,,,,24.11475194828876,31.45212808190757,31.45212808190757,39.0763920500391,37.76364708054277,37.76364708054277,-1.9340963183392295,-2.8849998837949173,-2.8849998837949173,,1.0479741328917196,1.0479741328917196,False,False,False,-0.63,-0.63,-0.63
312,11.31631944,9.702706620928911,11.715282192094236,11.715282192094236,1.9191656976157758,2.591680349851329,2.591680349851329,0.061168910982321675,0.0980759680802098,0.0980759680802098,0.5980771956243166,0.4753737397286246,0.4753737397286246,,,,24.653117670578535,29.4427082334914,29.4427082334914,36.69903174690794,35.89002592398328,35.89002592398328,-2.17248154378888,-2.7753883362605247,-2.7753883362605247,,1.0448383699750432,1.0448383699750432,False,False,False,-0.583,-0.583,-0.583
306,12.50472222,6.086501930593377,6.94039046500226,6.94039046500226,0.8822242512288504,1.6251816322184445,1.6251816322184445,0.05955890587567953,0.13906846712469859,0.13906846712469859,0.440606573587211,0.482456776200813,0.482456776200813,,,,26.69079164579521,34.8803225639337,34.8803225639337,27.49419218696557,26.702834679700562,26.702834679700562,-1.330411957755988,-2.026588589219312,-2.026588589219312,,1.0219947100386186,1.0219947100386186,False,False,False,-0.495,-0.495,-0.495
311,12.578125,6.419872823495487,8.451291515108354,8.451291515108354,1.3228354447926276,2.524719167130624,2.524719167130624,0.04792544596192154,0.13171171922427746,0.13171171922427746,0.47032741629097136,0.46187505178315547,0.46187505178315547,,,,25.420383465516828,35.95130744386704,35.95130744386704,40.50674504089844,39.065337748397575,39.065337748397575,-1.4625288620062005,-2.3773362868945718,-2.3773362868945718,,1.268768556166835,1.268768556166835,False,False,False,-0.52,-0.52,-0.52
312,12.50402778,1.1496398549212428,4.672224306376522,4.672224306376522,0.45452856164930394,3.0903309940562,3.0903309940562,0.005713198470463561,0.05468919408737564,0.05468919408737564,0.8443767152533672,0.468144252564182,0.468144252564182,,,,16.250009985785194,28.821237161353277,28.821237161353277,47.400898181603054,45.204833914264455,45.204833914264455,-1.0794641096674609,-3.2915041944674037,-3.2915041944674037,,0.956863631335158,0.956863631335158,True,False,False,-0.733,-0.733,-0.733
306,11.82965278,14.606816937701486,8.285524793652677,8.285524793652677,3.3518270512481507,2.322145678598148,2.322145678598148,0.09766504341552483,0.05620891103769279,0.05620891103769279,0.7634353528788205,0.49195253927327576,0.49195253927327576,,,,19.309752715944537,16.413322737929413,16.413322737929413,30.439557663800883,34.06834369518202,34.06834369518202,-6.036565986448055,-3.17000319969683,-3.17000319969683,,0.753188222222463,0.753188222222463,False,True,True,-0.655,-0.655,-0.655
311,11.86666667,2.139681172520565,5.854412698210794,5.854412698210794,0.8561553528803144,3.2670778420526267,3.2670778420526267,0.01216204033239216,0.0693627581798177,0.0693627581798177,0.7601364919899541,0.4608116069841635,0.4608116069841635,,,,25.764489481900544,37.06223635065832,37.06223635065832,47.404066790493516,44.52348735024691,44.52348735024691,-1.2019168427229006,-3.0592961747755023,-3.0592961747755023,,1.111215701842773,1.111215701842773,True,False,False,-0.601,-0.601,-0.601
312,11.81905556,2.801652356556997,9.65443501127666,9.65443501127666,0.6154870224840842,2.491386426605091,2.491386426605091,0.011922499060738346,0.06723480779578628,0.06723480779578628,0.6987681915244194,0.4689574613652099,0.4689574613652099,,,,14.369599141493707,26.216056356862612,26.216056356862612,41.474522955628956,39.02363789662735,39.02363789662735,-1.4772600690578543,-3.04768766282559,-3.04768766282559,,1.0299269861767073,1.0299269861767073,True,False,False,-0.996,-0.996,-0.996
