doy,hod,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),gmin(std),gmin(therm),gmin(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(std),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),Ps(std),Ps(therm),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[MPa],[MPa],[MPa]
306,11.35354167,9.679267766534661,10.82112935837952,10.82112935837952,1.2047123550561136,1.877774283359599,1.877774283359599,0.06600850508107983,0.10605866092583567,0.10605866092583567,2.921055,2.921055,2.921055,,,,25.293020396173684,32.234833896119255,32.234833896119255,24.87768077338517,24.711243479303217,24.711243479303217,-1.6385920076667433,-2.1749302977620255,-2.1749302977620255,,1.2149594455524453,1.2149594455524453,False,False,False,-0.7,-0.7,-0.7
311,11.36222222,12.420437997710787,12.83405877469483,12.83405877469483,2.1820825246958666,2.3606680024120146,2.3606680024120146,0.0726400485142445,0.07919133700505053,0.07919133700505053,2.92080275,2.92080275,2.92080275,,,,27.05855637279883,28.42942862362866,28.42942862362866,35.99886143549416,35.95347999176659,35.95347999176659,-2.3416264178202386,-2.5046384576126424,-2.5046384576126424,,1.1596299949945543,1.1596299949945543,False,False,False,-0.63,-0.63,-0.63
312,11.31631944,12.525683425487747,12.745562160799157,12.745562160799157,2.2505535409547988,2.3540218618300095,2.3540218618300095,0.08235771800956794,0.08661407133830638,0.08661407133830638,2.9210700000000003,2.9210700000000003,2.9210700000000003,,,,27.203623073630308,27.936792092195933,27.936792092195933,34.56062855273785,34.53471880170332,34.53471880170332,-2.364315523211676,-2.446530085821446,-2.446530085821446,,1.1707430830667171,1.1707430830667171,False,False,False,-0.583,-0.583,-0.583
306,12.50472222,6.0407543819500695,6.676735410050042,6.676735410050042,0.9839205001886807,1.7547061748419732,1.7547061748419732,0.05562982093082659,0.10306648193590731,0.10306648193590731,2.92126625,2.92126625,2.92126625,,,,27.36072832243458,34.194835581660776,34.194835581660776,28.024802536268083,27.841173785329516,27.841173785329516,-1.2468707619803894,-1.859506197668114,-1.859506197668114,,1.2517633785340845,1.2517633785340845,False,False,False,-0.495,-0.495,-0.495
311,12.578125,7.10892735034102,8.016338352151413,8.016338352151413,1.4062785250353111,2.1888485464460756,2.1888485464460756,0.05320252705050166,0.08605096854123721,0.08605096854123721,2.921719,2.921719,2.921719,,,,27.07867774733656,33.45774321796338,33.45774321796338,39.657371859500266,39.47058459786086,39.47058459786086,-1.6011360475953476,-2.2387291013054247,-2.2387291013054247,,1.2056798895610998,1.2056798895610998,False,False,False,-0.52,-0.52,-0.52
312,12.50402778,13.70312228946542,11.990774198117967,11.990774198117967,3.095858866929034,2.57292147374515,2.57292147374515,0.07997233081655476,0.06497667400956732,0.06497667400956732,2.9216195,2.9216195,2.9216195,,,,20.457740284778,18.399859927431795,18.399859927431795,38.28261646343974,38.42517387470453,38.42517387470453,-3.3181552798264393,-2.8117846580047656,-2.8117846580047656,,1.090674575567295,1.090674575567295,False,True,True,-0.733,-0.733,-0.733
306,11.82965278,19.11250871258902,16.251724830788834,16.251724830788834,3.7006804054338254,2.6519376248276476,2.6519376248276476,0.13511644167213846,0.0942133914972758,0.0942133914972758,2.9216955000000002,2.9216955000000002,2.9216955000000002,,,,22.246013584922846,17.4494034406212,17.4494034406212,25.78609620161625,26.065572330298348,26.065572330298348,-3.927208464121682,-2.791400567484404,-2.791400567484404,,1.095790641591613,1.095790641591613,False,False,False,-0.655,-0.655,-0.655
311,11.86666667,8.562205670088623,9.511935087382865,9.511935087382865,2.0278046524083115,2.533340633611642,2.533340633611642,0.04912023451418912,0.06216590719770776,0.06216590719770776,2.92182725,2.92182725,2.92182725,,,,25.527253657137216,28.896033482344514,28.896033482344514,41.275069256203196,41.14159428759761,41.14159428759761,-2.1852353126331012,-2.6222657437043018,-2.6222657437043018,,1.1352710760049067,1.1352710760049067,False,False,False,-0.601,-0.601,-0.601
312,11.81905556,8.314366249601706,11.268097575374552,11.268097575374552,1.3577398721689022,2.184978742580689,2.184978742580689,0.037412367794597404,0.06185697816650269,0.06185697816650269,2.921496,2.921496,2.921496,,,,16.57134748594331,22.872195821144302,22.872195821144302,37.31343385804978,37.10043009162048,37.10043009162048,-2.0598380473910467,-2.769063412318411,-2.769063412318411,,1.101308393331229,1.101308393331229,False,False,False,-0.996,-0.996,-0.996
