site_spp,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),PPFD,VPD,Patm,Tref,Ps,Tair,CO2,doy,hod,E,gs,gb,Pleaf,Tleaf
E_crebra_HW2,10.919872968775225,15.69201767578759,15.69201767578759,1.7197996810880676,2.8540477208652137,2.8540477208652137,0.05201720272110219,0.08901969250865024,0.08901969250865024,2.92139875,2.92139875,2.92139875,11.935830669170473,16.97169160581826,16.97169160581826,25.66093958354713,25.357142060078072,25.357142060078072,-2.508790655734731,-3.469944821805299,-3.469944821805299,1.1024519940883166,1.1024519940883166,True,False,False,1173.0,3.10358225,100.2925,29.225,-1.169,24.23,45.532795,306,12.07694444,3.00424525,0.09697925,2.92139875,-2.366,31.6075
E_crebra_HW2,6.5340418030588365,7.517936134316952,7.517936134316952,1.5269991094961102,2.7165989729037348,2.7165989729037348,0.06014986075646329,0.11374992669561987,0.11374992669561987,2.9213815,2.9213815,2.9213815,27.84432379277515,34.57419543054101,34.57419543054101,40.1155776315455,39.83683171781769,39.83683171781769,-1.5901046818531366,-2.513408323294465,-2.513408323294465,1.2452092228162075,1.2452092228162075,False,False,False,310.0,2.55984725,101.8575,35.6225,-0.40299999999999997,39.92,45.530302500000005,311,12.264375,1.37454875,0.05358725,2.9213815,-2.116,32.815
E_crebra_HW2,11.945271249487321,13.369947292475686,13.369947292475686,2.5735463222439634,3.1631948698423,3.1631948698423,0.06498847299356557,0.08113883690195589,0.08113883690195589,2.92187175,2.92187175,2.92187175,21.56945324490501,24.546867120517913,24.546867120517913,37.66953553441846,37.516374749003354,37.516374749003354,-2.7332073182693386,-3.234759147836674,-3.234759147836674,1.1494582087155334,1.1494582087155334,False,False,False,1049.25,3.7484835,101.765,35.355,-0.727,36.55,51.594854999999995,312,12.22104167,2.031698,0.0548795,2.92187175,-2.299,36.215
E_crebra_HW2,15.677706479576955,16.005111089698232,16.005111089698232,2.4217401604226856,2.661209686983047,2.661209686983047,0.12515978217669127,0.13917207919760766,0.13917207919760766,2.9206585,2.9206585,2.9206585,28.878386101827182,30.445331271899985,30.445331271899985,25.044792431505137,24.98537473106468,24.98537473106468,-2.4012912113273184,-2.595493750430144,-2.595493750430144,1.2375589231388318,1.2375589231388318,False,False,False,604.0,1.97385175,100.265,28.55,-0.524,24.8,49.33038,306,11.645,2.371673,0.12231600000000001,2.9206585,-2.613,27.4975
E_crebra_HW2,11.677125233118131,11.818361693104201,11.818361693104201,2.9988955133113877,3.1303651396953986,3.1303651396953986,0.10273829745701944,0.10793615837859193,0.10793615837859193,2.92162,2.92162,2.92162,37.58461527423411,38.225679033727495,38.225679033727495,39.76405808462094,39.731696190574475,39.731696190574475,-2.5665754308382773,-2.668078710439941,-2.668078710439941,1.2301705936001377,1.2301705936001377,False,False,False,702.75,2.8702520000000002,101.93,35.7325,-0.23199999999999998,39.22,56.367290000000004,311,11.66458333,2.061449,0.073837,2.92162,-2.3480000000000003,34.285
E_crebra_HW2,12.173469818391295,12.943693017135551,12.943693017135551,2.636975473738457,3.082525143250622,3.082525143250622,0.0864719486991836,0.10287349774291253,0.10287349774291253,2.92148125,2.92148125,2.92148125,25.45555276091199,27.816630120189927,27.816630120189927,36.51740318316971,36.40826547303557,36.40826547303557,-2.6104183735457216,-2.9652402814988923,-2.9652402814988923,1.193247042998663,1.193247042998663,False,False,False,672.5,3.0529105,101.795,34.38,-0.546,36.09,48.556215,312,11.61069444,2.01221825,0.0671215,2.92148125,-2.301,33.275
E_crebra_HW2,17.052496122536247,17.127951435190926,17.127951435190926,2.7857610189304904,2.8288630504115777,2.8288630504115777,0.12181640666220513,0.12413747044703505,0.12413747044703505,2.92134725,2.92134725,2.92134725,26.5978672687394,26.86078400315197,26.86078400315197,25.28237398783117,25.27154303348674,25.27154303348674,-2.7657761801837863,-2.7978317122453125,-2.7978317122453125,1.2154174182112083,1.2154174182112083,False,False,False,722.0,2.31937375,100.275,29.405,-0.586,24.94,49.435575,306,11.79131944,2.1505330000000002,0.0932835,2.92134725,-2.14,29.2675
E_crebra_HW2,6.191760584107366,9.799475524911497,9.799475524911497,1.2046483926638842,2.809310170118161,2.809310170118161,0.029943819570747824,0.07373931656212139,0.07373931656212139,2.92219425,2.92219425,2.92219425,20.430482394024807,32.105037677691676,32.105037677691676,41.62137753198585,41.186083485105684,41.186083485105684,-1.7616760120970445,-3.0548224290329062,-3.0548224290329062,1.1798389516762695,1.1798389516762695,True,False,False,986.0,3.540786,101.9175,36.2375,-0.838,40.09,53.914357499999994,311,11.80805556,1.485965,0.04233825,2.92219425,-1.476,36.47
E_crebra_HW2,9.028334022305831,11.082847824637762,11.082847824637762,2.4141533923592817,3.3882730826119145,3.3882730826119145,0.05688074945556425,0.08198832460008558,0.08198832460008558,2.92178675,2.92178675,2.92178675,19.685320076003052,23.27130242511889,23.27130242511889,38.43057987719853,38.16528931823785,38.16528931823785,-2.5258191051978893,-3.350247863420688,-3.350247863420688,1.1274325113123016,1.1274325113123016,True,False,False,1383.5,3.7787879999999996,101.8025,34.6325,-0.655,36.58,45.505717499999996,312,11.74777778,2.218121,0.058490999999999994,2.92178675,-2.4,35.655
E_crebra_HW2,15.17182951102056,17.443063303206912,17.443063303206912,2.1466295679548706,2.8607318666151134,2.8607318666151134,0.08486093962283886,0.1163626822985952,0.1163626822985952,2.92066525,2.92066525,2.92066525,19.951546523724534,24.361118131792217,24.361118131792217,26.125895285921125,25.93360502282766,25.93360502282766,-2.5581798915246483,-3.1396420358695267,-3.1396420358695267,1.166103346368927,1.166103346368927,False,False,False,1111.75,2.34838125,100.2775,25.8475,-0.875,24.81,48.835142499999996,306,11.32652778,0.7290705,0.031170499999999997,2.92066525,-1.9,28.2125
