E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
0.0,0.0,0.0,0.0,0.6666666666666665,0.1333333333333333,std,gs
0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.0,0.2666666666666666,therm,gs
0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.0,0.2666666666666666,pmax,gs
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,std,Pleaf
0.0,0.0,0.0,0.0,0.0,0.0,therm,Pleaf
0.0,0.0,0.0,0.0,0.0,0.0,pmax,Pleaf
0.0,0.0,0.0,0.6666666666666665,0.6666666666666665,0.2666666666666666,std,E
0.33333333333333326,0.33333333333333326,0.33333333333333326,0.0,0.0,0.19999999999999996,therm,E
0.33333333333333326,0.33333333333333326,0.33333333333333326,0.0,0.0,0.19999999999999996,pmax,E
,,,,,,,
,,,,,,,
,,,,,,,
