E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
0.6663907236523815,1.3719352887422767,1.7132221841480488,0.8318952329805835,1.6132940014920027,1.2393474862030587,std,gs
1.114895465833183,32.3491166304719,4.720350361756632,1.3273572263629254,1.197642385119494,8.141872413908827,therm,gs
1.114895465833183,32.3491166304719,4.720350361756632,1.3273572263629254,1.197642385119494,8.141872413908827,pmax,gs
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,std,Pleaf
2.52086581086493,1.3884251017923648,3.0195870177691866,1.6032885120003617,1.8510663770376372,2.076646563892896,therm,Pleaf
2.52086581086493,1.3884251017923648,3.0195870177691866,1.6032885120003617,1.8510663770376372,2.076646563892896,pmax,Pleaf
1.0173989670943004,1.6637962987013033,1.6785509775263734,1.3727833332526724,1.0904165028245592,1.3645892158798418,std,E
1.642037696083224,28.76233155500684,4.778325890781594,1.902415621879444,0.8097070231398353,7.578963557378186,therm,E
1.642037696083224,28.76233155500684,4.778325890781594,1.902415621879444,0.8097070231398353,7.578963557378186,pmax,E
,,,,,,,
,,,,,,,
,,,,,,,
