doy,hod,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),gmin(std),gmin(therm),gmin(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(std),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),Ps(std),Ps(therm),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[MPa],[MPa],[MPa]
1,12,16.252024977486528,14.328455322932736,14.328455322932736,3.80294119050872,3.246917016153373,3.246917016153373,0.24190761951267928,0.13289574164337173,0.13289574164337173,0.2764442191377544,0.48697034397221206,0.48697034397221206,,,,35.40395960900614,28.833962871459754,28.833962871459754,27.942527241263313,28.639196919964146,28.639196919964146,-3.0274714780292697,-2.537309429205483,-2.537309429205483,,1.1931865904326016,1.1931865904326016,False,False,False,0.0,0.0,0.0
2,12,15.323408789972897,13.447433452290445,13.447433452290445,4.00991009771063,3.315424857792612,3.315424857792612,0.21191438308432553,0.13450484480964853,0.13450484480964853,0.4373325414399982,0.4815471276300176,0.4815471276300176,,,,34.31970998195039,30.265243854300735,30.265243854300735,29.931980900317377,30.75991643729003,30.75991643729003,-3.229302909897888,-2.5949755525965172,-2.5949755525965172,,1.182714103650052,1.182714103650052,False,False,False,0.0,0.0,0.0
3,12,9.455664008045453,12.110138894566152,12.110138894566152,4.886067092345204,3.315424857792612,3.315424857792612,0.1631528235763394,0.13066792646262274,0.13066792646262274,0.6188779955141241,0.47622038723579907,0.47622038723579907,,,,28.345474334562834,31.73705213932844,31.73705213932844,31.29178889661899,32.99348034905688,32.99348034905688,-4.324959254327529,-2.5949755525965172,-2.5949755525965172,,1.182714103650052,1.182714103650052,False,False,False,0.0,0.0,0.0
4,12,10.992976357184702,10.700618916051665,10.700618916051665,3.6431895465456767,3.4505264943123657,3.4505264943123657,0.14821164229040382,0.1352797301974164,0.1352797301974164,0.4616987922703495,0.4709877770951087,0.4709877770951087,,,,34.8525498597933,34.24536954843326,34.24536954843326,34.849211714142186,35.078649584021434,35.078649584021434,-2.8833061695516857,-2.7103077993785845,-2.7103077993785845,,1.1596256405272471,1.1596256405272471,False,False,False,0.0,0.0,0.0
5,12,7.6649749467807275,8.829908626193575,8.829908626193575,2.9190193811915353,3.550012190203192,3.550012190203192,0.09383501614718735,0.136546048496648,0.136546048496648,0.5524093789640047,0.46584702358052194,0.46584702358052194,,,,35.355583524169184,37.0231653963425,37.0231653963425,37.97317105098071,37.236888387472085,37.236888387472085,-2.2778118739458315,-2.796806984465135,-2.796806984465135,,1.140358749830508,1.140358749830508,False,False,False,0.0,0.0,0.0
6,12,3.514798628369315,6.731487128402579,6.731487128402579,1.6772616804713523,3.6477567445870442,3.6477567445870442,0.039375484894619846,0.13667596544566474,0.13667596544566474,0.6505730965299359,0.4607959224631902,0.4607959224631902,,,,35.13781486321728,40.018712535454775,40.018712535454775,41.96528430009033,39.425037678946474,39.425037678946474,-1.2974877762982586,-2.8833061695516857,-2.8833061695516857,,1.1193597058567633,1.1193597058567633,True,False,False,0.0,0.0,0.0
7,12,1.2740322297392854,4.630058691605083,4.630058691605083,0.7300982546417641,3.6799252184521087,3.6799252184521087,0.013431764208280675,0.13122722093048075,0.13122722093048075,0.7065730078529858,0.4558323363597589,0.4558323363597589,,,,34.678486273798214,42.77046076123496,42.77046076123496,45.78315970767473,41.7252356108612,41.7252356108612,-0.5478281722148203,-2.9121392312472025,-2.9121392312472025,,1.111967576643303,1.111967576643303,True,False,False,0.0,0.0,0.0
8,12,0.46133302336613147,2.8720693040635714,2.8720693040635714,0.29323152522726426,3.6477567445870442,3.6477567445870442,0.004594600242549155,0.12088169022608218,0.12088169022608218,0.7311892168037204,0.4509541922889619,0.4509541922889619,,,,33.97878512815249,45.06693401831437,45.06693401831437,48.916772281697384,44.1455069636084,44.1455069636084,-0.23066449356413485,-2.8833061695516857,-2.8833061695516857,,1.1193597058567633,1.1193597058567633,True,False,False,0.0,0.0,0.0
9,12,0.14982226306223614,1.7652617525036502,1.7652617525036502,0.1029835290673228,3.806381689915192,3.806381689915192,0.0014220116913637698,0.12198503402727608,0.12198503402727608,0.7436721322140626,0.4461594793325103,0.4461594793325103,,,,33.2618213913416,46.904061362668855,46.904061362668855,51.71620004144253,46.34790024809009,46.34790024809009,-0.08649918508655056,-3.0274714780292697,-3.0274714780292697,,1.0804061069507767,1.0804061069507767,True,True,True,0.0,0.0,0.0
10,12,0.03269620778921489,1.0311847846972022,0.9140037295708625,0.024832328337617848,3.9887778340064766,3.6799252184521087,0.0003066077727567608,0.12353629773269677,0.1053992810876256,0.7506641789674644,0.44144624639519586,0.44144624639519586,,,,33.06673678273668,48.13887172084977,48.07041737846976,54.394174794392946,48.55211820089731,48.99013977547181,-0.028833061695516856,-3.200469848202371,-2.9121392312472025,,1.0270330033862407,1.111967576643303,True,True,True,0.0,0.0,0.0
11,12,0.014715175718202286,0.6783093718621025,0.5421134794583498,0.017298590748408865,4.650674012818946,4.047447528498586,0.00019054662978154488,0.15646524659024785,0.11662457698523804,0.7569511091167488,0.43681260005940536,0.43681260005940536,,,,37.754345112463504,48.96306185533902,48.89914960372415,57.00181704713774,50.17969531042081,50.96339693240989,0.0,-3.9501294522858093,-3.2581359715934046,,0.7210760287824453,1.0076412359076479,True,True,True,0.0,0.0,0.0
