E_crebra_VarEnv,E_moluccana_VarEnv,E_tereticornis_VarEnv,mean,model,variable
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
