site_spp,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),VPD,Ps,Tair,hod,gs,gb,Pleaf
E_crebra_VarEnv,-0.0055636788961060885,0.2908313902200642,0.2908313902200642,1e-17,4.34107216084744,4.34107216084744,1e-17,0.12444441868946388,0.12444441868946388,0.7216920181203597,0.405763128898876,0.405763128898876,41.79121919639,49.379159502429644,49.379159502429644,60.007308427483046,53.13284422298587,53.13284422298587,-1.0,-4.147388655404981,-4.147388655404981,1.0609972949755742,1.0609972949755742,True,True,True,3,-1.0,50,12,0.1,0,-2
E_crebra_VarEnv,-0.003684849931466422,0.11683402987323588,0.11683402987323588,1e-17,4.178001542236332,4.178001542236332,1e-17,0.10375417476703823,0.10375417476703823,0.7271662365993664,0.4015577769239256,0.4015577769239256,49.35335871799767,49.64369625138266,49.64369625138266,62.753322182164716,55.97878578851093,55.97878578851093,-1.0,-3.9975130051476016,-3.9975130051476016,1.1144827148872154,1.1144827148872154,True,True,True,3,-1.0,52,12,0.1,0,-2
E_crebra_VarEnv,-0.03485131709283052,0.05385171878643994,0.05385171878643994,1e-17,4.525786992950527,4.525786992950527,1e-17,0.110838559519512,0.110838559519512,0.7329372517082882,0.3974221074380318,0.3974221074380318,43.55830533655235,49.8711370970135,49.8711370970135,65.56802167118408,58.078972163275644,58.078972163275644,-1.0,-4.327239435713838,-4.327239435713838,0.9923224086719328,0.9923224086719328,0.0,True,True,3,-1.0,54,12,0.1,0,-2
E_crebra_VarEnv,9999.0,0.021143338531537974,0.021143338531537974,9999.0,4.977790276476731,4.977790276476731,9999.0,0.12284792629160556,0.12284792629160556,9999.0,0.3933545411315248,0.3933545411315248,9999.0,49.88641665360627,49.88641665360627,9999.0,60.05894871333906,60.05894871333906,9999.0,-4.8368166465889315,-4.8368166465889315,0.7778411959561997,0.7778411959561997,0.0,True,True,3,-1.0,56,12,0.1,0,-2
E_crebra_VarEnv,-0.19217100610692414,12.499716104796805,12.499716104796805,1e-17,2.572704235533314,2.572704235533314,1e-17,0.0929302342989483,0.0929302342989483,0.6946405470591043,0.4571233003324946,0.4571233003324946,8.679828698873331,24.863616128545647,24.863616128545647,33.33220804636214,29.635667793181987,29.635667793181987,-2.0,-3.8962003361734836,-3.8962003361734836,1.1485432763862613,1.1485432763862613,True,False,False,3,-2.0,28,12,0.1,0,-2
E_crebra_VarEnv,-0.17233739370187307,11.625731657519324,11.625731657519324,1e-17,2.6296051881069653,2.6296051881069653,1e-17,0.09336405037415338,0.09336405037415338,0.6937690406937681,0.4520324799500064,0.4520324799500064,9.86942249528422,26.583538640249984,26.583538640249984,35.5485703541485,31.76329301335032,31.76329301335032,-2.0,-3.9461003450201537,-3.9461003450201537,1.1319846438569985,1.1319846438569985,True,False,False,3,-2.0,30,12,0.1,0,-2
E_crebra_VarEnv,-0.14306915035786627,10.391606407887085,10.391606407887085,1e-17,2.6577431633118143,2.6577431633118143,1e-17,0.09168240076315634,0.09168240076315634,0.6936702817791335,0.4470322223795812,0.4470322223795812,11.245163493534072,28.620513675414823,28.620513675414823,37.797717384773115,33.96498041917992,33.96498041917992,-2.0,-3.9710503494434897,-3.9710503494434897,1.123546564566105,1.123546564566105,True,False,False,3,-2.0,32,12,0.1,0,-2
E_crebra_VarEnv,-0.11104113576393004,8.59301758885401,8.59301758885401,1e-17,2.601257997244831,2.601257997244831,1e-17,0.08496442050851963,0.08496442050851963,0.6943208316825628,0.4421203256974248,0.4421203256974248,12.84251516390118,30.942119300115674,30.942119300115674,40.08245433615413,36.333038054808824,36.333038054808824,-2.0,-3.921150340596819,-3.921150340596819,1.140317193468135,1.140317193468135,True,False,False,3,-2.0,34,12,0.1,0,-2
E_crebra_VarEnv,-0.08183725430756406,6.690432220004097,6.690432220004097,1e-17,2.601257997244831,2.601257997244831,1e-17,0.08089073526867961,0.08089073526867961,0.6956893762409079,0.4372946556296847,0.4372946556296847,14.70497168674936,34.244642500862945,34.244642500862945,42.40567361899342,38.64911555796848,38.64911555796848,-2.0,-3.921150340596819,-3.921150340596819,1.140317193468135,1.140317193468135,True,False,False,3,-2.0,36,12,0.1,0,-2
E_crebra_VarEnv,-0.05816844907924934,4.978518226201553,4.978518226201553,1e-17,2.713381010852696,2.713381010852696,1e-17,0.08195662305407744,0.08195662305407744,0.6977379164152082,0.4325531430475559,0.4325531430475559,16.886115318373548,38.1672747571369,38.1672747571369,44.77035447794279,40.818563405517395,40.818563405517395,-2.0,-4.02095035829016,-4.02095035829016,1.1063579344115295,1.1063579344115295,True,False,False,3,-2.0,38,12,0.1,0,-2
E_crebra_VarEnv,-0.04036654114003596,3.4033871785142344,3.4033871785142344,1e-17,2.82203267195983,2.82203267195983,1e-17,0.08221143433126965,0.08221143433126965,0.7004231467332758,0.4278937815706803,0.4278937815706803,19.45225260746884,41.71437863717986,41.71437863717986,47.17956378794671,43.03157945741012,43.03157945741012,-2.0,-4.120750375983501,-4.120750375983501,1.0707638032470412,1.0707638032470412,True,False,False,3,-2.0,40,12,0.1,0,-2
E_crebra_VarEnv,-0.027581252735608075,2.027256762979836,2.027256762979836,1e-17,2.795204040892904,2.795204040892904,1e-17,0.07537672835493057,0.07537672835493057,0.7036979142457604,0.4233146252735007,0.4233146252735007,22.485804736868296,44.44387399236813,44.44387399236813,49.6364578982029,45.51719731155058,45.51719731155058,-2.0,-4.095800371560166,-4.095800371560166,1.0798112138673186,1.0798112138673186,True,True,True,3,-2.0,42,12,0.1,0,-2
E_crebra_VarEnv,-0.018653662907831547,1.1910685744372638,1.1910685744372638,1e-17,2.9011473450401413,2.9011473450401413,1e-17,0.07440247123638327,0.07440247123638327,0.7075126585971958,0.4188137864895168,0.4188137864895168,26.08968343898186,46.530559923842326,46.530559923842326,52.14428533595066,47.82165941675643,47.82165941675643,-2.0,-4.1956003892535065,-4.1956003892535065,1.0430465536867315,1.0430465536867315,True,True,True,3,-2.0,44,12,0.1,0,-2
E_crebra_VarEnv,-0.012526450251246879,0.7618550389503003,0.6538346054063918,1e-17,3.3080319546022285,3.0033472172641633,1e-17,0.08679305013725941,0.0727360767722539,0.7118167515100099,0.4143894337086749,0.4143894337086749,30.39295895818625,47.992758814132,47.9258919831037,54.7063901495384,49.64247345588216,50.17952208353015,-2.0,-4.619750464450208,-4.2954004069468485,0.8719745456618017,1.0048110243441626,True,True,True,3,-2.0,46,12,0.1,0,-2
E_crebra_VarEnv,-0.008366871209872298,0.5173107076140671,0.27723010319370234,1e-17,3.971879789742648,2.795204040892904,1e-17,0.11354323209403405,0.05850098910885141,0.7165596770446886,0.4100397895633818,0.4100397895633818,35.55822696825758,48.89265882016439,48.7674502378269,57.32621566299111,51.12559363258763,53.200402813825455,-2.0,-5.642700645806956,-4.095800371560166,0.4309729343183952,1.0798112138673186,True,True,True,3,-2.0,48,12,0.1,0,-2
E_crebra_VarEnv,-0.005563724790053869,0.14432418656541748,0.14432418656541748,1e-17,3.0774552410190386,3.0774552410190386,1e-17,0.0631266754950422,0.0631266754950422,0.7216920181203597,0.405763128898876,0.405763128898876,41.791216085972366,49.32476053127881,49.32476053127881,60.007308427483046,55.31031904933072,55.31031904933072,-2.0,-4.370250420216855,-4.370250420216855,0.9752409353645172,0.9752409353645172,True,True,True,3,-2.0,50,12,0.1,0,-2
E_crebra_VarEnv,-0.003684863314675504,0.06723204581903792,0.06723204581903792,1e-17,3.3510112447572555,3.3510112447572555,1e-17,0.06691210542672672,0.06691210542672672,0.7271662365993664,0.4015577769239256,0.4015577769239256,49.353358694744145,49.66001285591749,49.66001285591749,62.753322182164716,57.48465932883301,57.48465932883301,-2.0,-4.669650473296878,-4.669650473296878,0.8506093527552335,0.8506093527552335,True,True,True,3,-2.0,52,12,0.1,0,-2
E_crebra_VarEnv,-0.04592142959189505,0.018065879990583608,0.018065879990583608,1e-17,3.3296548682139324,3.3296548682139324,1e-17,0.05957668809912702,0.05957668809912702,0.7329372517082882,0.3974221074380318,0.3974221074380318,43.55830142554735,49.88366776209767,49.88366776209767,65.56802167118408,60.328787698738395,60.328787698738395,-2.0,-4.644700468873543,-4.644700468873543,0.8613164267484456,0.8613164267484456,0.0,True,True,3,-2.0,54,12,0.1,0,-2
E_crebra_VarEnv,9999.0,0.008661861225812736,0.008661861225812736,9999.0,4.2126735592339015,4.2126735592339015,9999.0,0.08538333416091567,0.08538333416091567,9999.0,0.3933545411315248,0.3933545411315248,9999.0,49.890607292025784,49.890607292025784,9999.0,61.352034380020285,61.352034380020285,9999.0,-6.491000796200357,-6.491000796200357,0.1606442125673818,0.1606442125673818,0.0,True,True,3,-2.0,56,12,0.1,0,-2
E_crebra_VarEnv,-0.1921723411734111,9.310859286198742,9.310859286198742,1e-17,1.7622505693364945,1.7622505693364945,1e-17,0.05394045272220373,0.05394045272220373,0.6946405470591043,0.4571233003324946,0.4571233003324946,8.679827246876016,19.5097478574764,19.5097478574764,33.33220804636214,31.013742066967808,31.013742066967808,-3.0,-4.494365909639597,-4.494365909639597,0.9246918718034788,0.9246918718034788,True,False,False,3,-3.0,28,12,0.1,0,-2
E_crebra_VarEnv,-0.1723383060057926,8.252777118051435,8.252777118051435,1e-17,1.7250740312516388,1.7250740312516388,1e-17,0.05050631410036381,0.05050631410036381,0.6937690406937681,0.4520324799500064,0.4520324799500064,9.869421202976127,21.077392996245802,21.077392996245802,35.5485703541485,33.31410083190296,33.31410083190296,-3.0,-4.454516152049207,-4.454516152049207,0.9411143225732292,0.9411143225732292,True,False,False,3,-3.0,30,12,0.1,0,-2
E_crebra_VarEnv,-0.14306977914093122,7.236707763719504,7.236707763719504,1e-17,1.7437441052117018,1.7437441052117018,1e-17,0.049110436439988636,0.049110436439988636,0.6936702817791335,0.4470322223795812,0.4470322223795812,11.245162246667556,23.67540395266872,23.67540395266872,37.797717384773115,35.54775100695709,35.54775100695709,-3.0,-4.474441030844401,-4.474441030844401,0.9329247715800568,0.9329247715800568,True,False,False,3,-3.0,32,12,0.1,0,-2
E_crebra_VarEnv,-0.11104156730311933,6.047028212433776,6.047028212433776,1e-17,1.7805925729885723,1.7805925729885723,1e-17,0.048144769396985726,0.048144769396985726,0.6943208316825628,0.4421203256974248,0.4421203256974248,12.842513881783972,27.26119872628368,27.26119872628368,40.08245433615413,37.786211246361454,37.786211246361454,-3.0,-4.514290788434789,-4.514290788434789,0.916416941036634,0.916416941036634,True,False,False,3,-3.0,34,12,0.1,0,-2
E_crebra_VarEnv,-0.08183754657237607,4.562888543054495,4.562888543054495,1e-17,1.7805925729885723,1.7805925729885723,1e-17,0.045527553252857664,0.045527553252857664,0.6956893762409079,0.4372946556296847,0.4372946556296847,14.704970313447962,31.38416080361085,31.38416080361085,42.40567361899342,40.140040885666274,40.140040885666274,-3.0,-4.514290788434789,-4.514290788434789,0.916416941036634,0.916416941036634,True,True,True,3,-3.0,36,12,0.1,0,-2
E_crebra_VarEnv,-0.058168643187886386,3.1568025331043086,3.1568025331043086,1e-17,1.7805925729885723,1.7805925729885723,1e-17,0.04274290670405195,0.04274290670405195,0.6977379164152082,0.4325531430475559,0.4325531430475559,16.886113822382445,35.860997578014924,35.860997578014924,44.77035447794279,42.54436245865303,42.54436245865303,-3.0,-4.514290788434789,-4.514290788434789,0.916416941036634,0.916416941036634,True,True,True,3,-3.0,38,12,0.1,0,-2
E_crebra_VarEnv,-0.04036666676017064,2.042862171483376,2.042862171483376,1e-17,1.8167799295522653,1.8167799295522653,1e-17,0.04102754024011288,0.04102754024011288,0.7004231467332758,0.4278937815706803,0.4278937815706803,19.452250988124266,40.108697211665074,40.108697211665074,47.17956378794671,44.9281888135349,44.9281888135349,-3.0,-4.554140546025178,-4.554140546025178,0.899746396650732,0.899746396650732,True,True,True,3,-3.0,40,12,0.1,0,-2
E_crebra_VarEnv,-0.027581331263872192,1.199453109754713,1.199453109754713,1e-17,1.8346237160612535,1.8346237160612535,1e-17,0.03852828609197236,0.03852828609197236,0.7036979142457604,0.4233146252735007,0.4233146252735007,22.48580303663412,43.50191471498675,43.50191471498675,49.6364578982029,47.408526540157936,47.408526540157936,-3.0,-4.574065424820375,-4.574065424820375,0.8913535562572787,0.8913535562572787,True,True,True,3,-3.0,42,12,0.1,0,-2
E_crebra_VarEnv,-0.018653709704909288,0.7949055258455119,0.6703460562527969,1e-17,2.169757979105948,1.904315961169084,1e-17,0.04588516604878624,0.03747152955849572,0.7075126585971958,0.4188137864895168,0.4188137864895168,26.089681759316527,46.157773484291354,46.0019736287611,52.14428533595066,49.254545993467886,49.83644192707247,-3.0,-4.9924878795194605,-4.653764940001153,0.7090823388024423,0.8574319930381,True,True,True,3,-3.0,44,12,0.1,0,-2
E_crebra_VarEnv,-0.012526476285247723,0.5604036378041644,0.3278950908865106,1e-17,2.724019923735641,1.904315961169084,1e-17,0.06126965013762764,0.034234944107905084,0.7118167515100099,0.4143894337086749,0.4143894337086749,30.39295747124051,47.85589080822078,47.63964828543525,54.7063901495384,50.711292319242894,52.48974923910918,-3.0,-6.207905486026332,-4.653764940001153,0.2345408699113777,0.8574319930381,True,True,True,3,-3.0,46,12,0.1,0,-2
E_crebra_VarEnv,-0.00836688426058668,0.17603046560913374,0.17603046560913374,1e-17,2.1555416866894634,2.1555416866894634,1e-17,0.03782235363466459,0.03782235363466459,0.7165596770446886,0.4100397895633818,0.4100397895633818,35.55822590247123,48.70555836153868,48.70555836153868,57.32621566299111,54.61538136122101,54.61538136122101,-3.0,-4.972563000724267,-4.972563000724267,0.7179063512612347,0.7179063512612347,True,True,True,3,-3.0,48,12,0.1,0,-2
E_crebra_VarEnv,-0.005563730325004436,0.0678198375252291,0.0678198375252291,1e-17,2.1555416866894634,2.1555416866894634,1e-17,0.03422418667570295,0.03422418667570295,0.7216920181203597,0.405763128898876,0.405763128898876,41.791215630279716,49.355489283294716,49.355489283294716,60.007308427483046,57.405765883357255,57.405765883357255,-3.0,-4.972563000724267,-4.972563000724267,0.7179063512612347,0.7179063512612347,True,True,True,3,-3.0,50,12,0.1,0,-2
E_crebra_VarEnv,-0.003684865124752912,0.0183783482804472,0.0183783482804472,1e-17,2.169757979105948,2.169757979105948,1e-17,0.031156064561032436,0.031156064561032436,0.7271662365993664,0.4015577769239256,0.4015577769239256,49.3533586910005,49.68137344336526,49.68137344336526,62.753322182164716,60.25228371115141,60.25228371115141,-3.0,-4.9924878795194605,-4.9924878795194605,0.7090823388024423,0.7090823388024423,True,True,True,3,-3.0,52,12,0.1,0,-2
