doy,hod,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),gmin(std),gmin(therm),gmin(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(std),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),Ps(std),Ps(therm),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[MPa],[MPa],[MPa]
1,12,16.720736344894032,16.3048467600843,16.3048467600843,4.984948397886451,4.54693913825803,4.54693913825803,0.23741468532446977,0.20530548986219307,0.20530548986219307,0.7605209414052968,0.7580670552382288,0.7580670552382288,,,,35.94473004493052,34.42033417108405,34.42033417108405,26.92791684007998,27.284113702929258,27.284113702929258,-3.3839040953395667,-3.0802203944757593,-3.0802203944757593,,1.392488908784486,1.392488908784486,False,False,False,0.0,0.0,0.0
2,12,15.535541463170862,15.617066840212662,15.617066840212662,4.64819025399845,4.727116954864863,4.727116954864863,0.21876464398015183,0.2171685457752186,0.2171685457752186,0.6671070732170843,0.7496247307859583,0.7496247307859583,,,,35.44980240731892,35.71749296855607,35.71749296855607,29.360240334680658,29.325168991237092,29.325168991237092,-3.1669871661511326,-3.2103705519888193,-3.2103705519888193,,1.3760183884444288,1.3760183884444288,False,False,False,0.0,0.0,0.0
3,12,13.57646795789105,14.468470234439067,14.468470234439067,4.071818110667379,4.786687222519019,4.786687222519019,0.19151059683706434,0.21893783304349232,0.21893783304349232,0.4606435287237233,0.7413325905054524,0.7413325905054524,,,,34.98896949017399,36.81097743066642,36.81097743066642,32.10116683967592,31.482617303152008,31.482617303152008,-2.7331533077742654,-3.2537539378265063,-3.2537539378265063,,1.370176879321791,1.370176879321791,False,False,False,0.0,0.0,0.0
4,12,11.500237080307715,12.784149357999164,12.784149357999164,3.9106660221272733,4.727116954864863,4.727116954864863,0.15463615160809654,0.2099783045546578,0.2099783045546578,0.6385557319454773,0.7331869828526191,0.7331869828526191,,,,35.56416280234927,37.914808415840604,37.914808415840604,34.47843224547764,33.74746612021495,33.74746612021495,-2.6463865360988916,-3.2103705519888193,-3.2103705519888193,,1.3760183884444288,1.3760183884444288,False,False,False,0.0,0.0,0.0
5,12,8.527370516506176,11.279854407331339,11.279854407331339,3.1938819604352977,5.196033481601654,5.196033481601654,0.10637212530669005,0.2434782010193106,0.2434782010193106,0.7785425881221327,0.7251843684701491,0.7251843684701491,,,,35.941685727158635,40.48262136626436,40.48262136626436,37.38578251711829,35.63241199656229,35.63241199656229,-2.1257859060466506,-3.5574376386903133,-3.5574376386903133,,1.3241913538104664,1.3241913538104664,False,False,False,0.0,0.0,0.0
6,12,4.710579107139699,9.00296109179563,9.00296109179563,2.0826630822049874,5.310291985652545,5.310291985652545,0.05504655647489325,0.24602420591246785,0.24602420591246785,0.9233856278047724,0.7173213160335419,0.7173213160335419,,,,35.760703365059896,42.43581138408885,42.43581138408885,40.755871655090324,37.79953343389504,37.79953343389504,-1.388268346805976,-3.644204410365687,-3.644204410365687,,1.3093752060269814,1.3093752060269814,False,False,False,0.0,0.0,0.0
7,12,2.0364475354426683,6.483180481898913,6.483180481898913,1.0545231242590636,5.25332342593631,5.25332342593631,0.02258402133191832,0.23154362778750393,0.23154362778750393,1.016003894988599,0.709594498276721,0.709594498276721,,,,35.39822422432299,44.26674014563882,44.26674014563882,44.1910044226832,40.100230943623835,40.100230943623835,-0.694134173402988,-3.6008210245280003,-3.6008210245280003,,1.316877842508453,1.316877842508453,True,False,False,0.0,0.0,0.0
8,12,0.8398845439733309,4.5886466253999165,4.5886466253999165,0.47909374042923203,5.6448924984239355,5.6448924984239355,0.008828864019498657,0.2551753445456615,0.2551753445456615,1.0604993527113296,0.7020006881883848,0.7020006881883848,,,,34.79435581389435,46.205003187664275,46.205003187664275,47.212877576524804,42.10841072161806,42.10841072161806,-0.30368370086380725,-3.9045047253918073,-3.9045047253918073,,1.2603607671390908,1.2603607671390908,True,False,False,0.0,0.0,0.0
9,12,0.3293151378841881,2.7880626485061697,2.7880626485061697,0.2021054211757301,5.479187032851088,5.479187032851088,0.00330534250646441,0.2269335275781554,0.2269335275781554,1.0839100102576025,0.6945367553707072,0.6945367553707072,,,,34.15602793413695,47.44319701345555,47.44319701345555,49.93634786658685,44.51376524577143,44.51376524577143,-0.13015015751306025,-3.7743545678787473,-3.7743545678787473,,1.285726553998801,1.285726553998801,True,False,False,0.0,0.0,0.0
10,12,0.11752252141084951,1.712799807427597,1.712799807427597,0.08007174398035802,5.7534804561906565,5.7534804561906565,0.0011763391848715265,0.2355114657641212,0.2355114657641212,1.098286952281604,0.6871996625524932,0.6871996625524932,,,,34.124022808099,48.4521220242679,48.4521220242679,52.51751003546229,46.63354189265184,46.63354189265184,-0.04338338583768675,-3.991271497067181,-3.991271497067181,,1.2424973812311253,1.2424973812311253,True,True,True,0.0,0.0,0.0
11,12,0.014618576873905748,1.0179140770087023,1.0179140770087023,0.010226320944171793,6.120645917144922,6.120645917144922,0.0001354135356367323,0.2503939014588367,0.2503939014588367,1.1084100469850573,0.6799864622492967,0.6799864622492967,,,,32.87944584074665,49.090478819664526,49.090478819664526,55.087551464949314,48.7105394995016,48.7105394995016,0.0,-4.294955197930988,-4.294955197930988,,1.1740658623476643,1.1740658623476643,True,True,True,0.0,0.0,0.0
12,12,0.006815291671559198,0.6325739894814156,0.5811088729039022,0.00740059245549744,6.998574367121152,6.513013602892211,8.825112821367564e-05,0.31512748197418894,0.26578966491317296,1.116789316096962,0.6728942935634368,0.6728942935634368,,,,37.754434231584355,49.56956929367759,49.478742799538956,57.61724339017899,50.50358551062037,50.7932434169897,0.0,-5.119239528847037,-4.642022284632482,,0.9471075042666752,1.0851738703002987,True,True,True,0.0,0.0,0.0
