doy,hod,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),gmin(std),gmin(therm),gmin(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(std),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),Ps(std),Ps(therm),Ps(pmax)
12,12,-0.001405166472960663,0.5811061908307864,0.4379356553677083,1e-17,6.626478135771884,5.468786549584562,1e-17,0.37164511909398784,0.21371240668810956,0.7216920181203597,0.40576312889887595,0.40576312889887595,,,,41.7912670934269,49.4983040678522,49.438394755068835,60.00730842748304,50.79570586557195,51.77141361066702,0.0,-5.040036817864808,-3.8150278690782224,,0.6880218402918191,1.1745594345050976,True,True,True,0.0,0.0,0.0
13,12,-0.003268517784762788,0.27177356851602436,0.26108985023855663,1e-17,6.358636509880192,6.204777378860846,1e-17,0.2900148644877363,0.2699099355834331,0.7271662365993664,0.40155777692392564,0.40155777692392564,,,,49.35335886739774,49.70068858979729,49.7036064444656,62.75332218216472,53.399300999396985,53.529651079189186,0.0,-4.69003426106864,-4.515032982670556,,0.8418276046269432,0.9161079085675876,True,True,True,0.0,0.0,0.0
14,12,-0.017184542065332698,0.0998161374827166,0.0998161374827166,1e-17,5.746724971689808,5.746724971689808,1e-17,0.19492886386968397,0.19492886386968397,0.7329372517082882,0.3974221074380318,0.3974221074380318,,,,37.75416846451846,49.858123714799355,49.858123714799355,65.56802167118408,56.46060334319793,56.46060334319793,0.0,-4.060029658835539,-4.060029658835539,,1.092610532120363,1.092610532120363,True,True,True,0.0,0.0,0.0
15,12,-0.013938129156212205,0.022261755108435373,0.022261755108435373,1e-17,5.039766749166689,5.039766749166689,1e-17,0.12638583808771242,0.12638583808771242,0.7389628339011423,0.3933545411315248,0.3933545411315248,,,,37.75414835994072,49.88607412238807,49.88607412238807,68.45528620001983,59.96621751186571,59.96621751186571,0.0,-3.465025312282055,-3.465025312282055,,1.2732950621039718,1.2732950621039718,True,True,True,0.0,0.0,0.0
16,12,5.9894502236306995,14.690498414655133,14.690498414655133,1.0349383044171023,3.4153881903619467,3.4153881903619467,0.028002312983262067,0.14738758719551226,0.14738758719551226,0.6344472266304542,0.45712330033249465,0.45712330033249465,,,,14.803087239986219,29.762318566324492,29.762318566324492,31.752160227922236,28.431460080442143,28.431460080442143,-1.6894279911839485,-3.3680352740666053,-3.3680352740666053,,1.2967615323310193,1.2967615323310193,False,False,False,-1.0,-1.0,-1.0
17,12,3.7727646693734957,13.575488150522576,13.575488150522576,0.7080246193294282,3.3764135696315787,3.3764135696315787,0.01737448223982867,0.1411996435126556,0.1411996435126556,0.658186118964899,0.4520324799500064,0.4520324799500064,,,,14.732500640264174,30.58419926628187,30.58419926628187,34.43684657913506,30.69715643650133,30.69715643650133,-1.4796020808236163,-3.338060144015129,-3.338060144015129,,1.303675848708005,1.303675848708005,True,False,False,-1.0,-1.0,-1.0
18,12,1.6579802890461748,12.722396641325915,12.722396641325915,0.3373851601964293,3.607020786119935,3.607020786119935,0.007469006345583981,0.1545793672604529,0.1545793672604529,0.6772942578283563,0.4470322223795812,0.4470322223795812,,,,14.418413535390382,33.012319109872,33.012319109872,37.258768711235874,32.64201785974701,32.64201785974701,-1.239801040411808,-3.5179109243239854,-3.5179109243239854,,1.259789949618761,1.259789949618761,True,False,False,-1.0,-1.0,-1.0
19,12,0.3541869773200268,10.77096687052932,10.77096687052932,0.07793009641962294,3.492703731385214,3.492703731385214,0.00156526632229612,0.14061178678126227,0.14061178678126227,0.6907490238883938,0.4421203256974248,0.4421203256974248,,,,14.021479983012831,34.418264371114105,34.418264371114105,39.95577497315277,35.0471773893516,35.0471773893516,-1.059950260102952,-3.4279855341695575,-3.4279855341695575,,1.2824548559745534,1.2824548559745534,True,False,False,-1.0,-1.0,-1.0
20,12,0.3222134540014139,8.989886946673863,8.989886946673863,0.08242212508185197,3.6446654842183195,3.6446654842183195,0.0015323254902616537,0.14588329577024106,0.14588329577024106,0.6963320596592533,0.4372946556296847,0.4372946556296847,,,,16.65634110566639,37.2999961426207,37.2999961426207,42.24788532739531,37.1421698684076,37.1421698684076,-1.059950260102952,-3.5478860543754616,-3.5478860543754616,,1.2519118185668372,1.2519118185668372,True,False,False,-1.0,-1.0,-1.0
21,12,-0.010371389729150082,6.886079136336285,6.886079136336285,1e-17,3.7561486879653336,3.7561486879653336,1e-17,0.1470287740122736,0.1470287740122736,0.6977379164152082,0.43255314304755593,0.43255314304755593,,,,16.886555250109275,40.23624672963611,40.23624672963611,44.77035447794279,39.316358368467746,39.316358368467746,-1.0,-3.6378114445298895,-3.6378114445298895,,1.2273050305860378,1.2273050305860378,True,False,False,-1.0,-1.0,-1.0
22,12,-0.026147426169506494,4.849769479388668,4.849769479388668,1e-17,3.865353580950713,3.865353580950713,1e-17,0.14680263030333726,0.14680263030333726,0.7004231467332758,0.4278937815706803,0.4278937815706803,,,,19.452298021819825,43.01029244665358,43.01029244665358,47.17956378794671,41.521638953909516,41.521638953909516,-1.0,-3.7277368346843174,-3.7277368346843174,,1.2012416930813528,1.2012416930813528,True,False,False,-1.0,-1.0,-1.0
23,12,-0.02757869251699313,3.056454076098612,3.056454076098612,1e-17,3.865353580950713,3.865353580950713,1e-17,0.13734644123057585,0.13734644123057585,0.7036979142457604,0.42331462527350067,0.42331462527350067,,,,22.48583129616562,45.25179096748214,45.25179096748214,49.6364578982029,43.8954863696349,43.8954863696349,-1.0,-3.7277368346843174,-3.7277368346843174,,1.2012416930813528,1.2012416930813528,True,False,False,-1.0,-1.0,-1.0
24,12,-0.018652876260816353,1.806458227476186,1.806458227476186,1e-17,3.9012263224857877,3.9012263224857877,1e-17,0.1298754178916066,0.1298754178916066,0.7075126585971958,0.4188137864895168,0.4188137864895168,,,,26.089702328928016,46.95222644464088,46.95222644464088,52.144285335950656,46.26145568359991,46.26145568359991,-1.0,-3.7577119647357935,-3.7577119647357935,,1.192231893108344,1.192231893108344,True,True,True,-1.0,-1.0,-1.0
25,12,-0.01252613813419684,1.1054570017100622,0.9852740679028679,1e-17,4.211252696612176,3.9012263224857877,1e-17,0.14025904626523622,0.1196358672770641,0.7118167515100099,0.41438943370867487,0.41438943370867487,,,,30.392972384464528,48.193563661052586,48.127589409533705,54.7063901495384,48.29830950850154,48.71998987190542,-1.0,-4.027488135199078,-3.7577119647357935,,1.10407541081748,1.192231893108344,True,True,True,-1.0,-1.0,-1.0
26,12,-0.008366745304471998,0.7820801991668743,0.517370130548902,1e-17,5.131283312374845,3.9721496142866712,1e-17,0.20121089546908158,0.113559058106128,0.7165596770446886,0.4100397895633818,0.4100397895633818,,,,35.558235176378346,49.01839961494572,48.89264161107158,57.32621566299112,49.673470654334636,51.125192520374526,-1.0,-5.046642556949262,-3.8176622248387457,,0.6850967258633405,1.173733211406445,True,True,True,-1.0,-1.0,-1.0
27,12,-0.005563678896106088,0.2908313902200642,0.2908313902200642,1e-17,4.34107216084744,4.34107216084744,1e-17,0.12444441868946389,0.12444441868946389,0.7216920181203597,0.40576312889887595,0.40576312889887595,,,,41.79121919639,49.379159502429644,49.379159502429644,60.00730842748304,53.13284422298587,53.13284422298587,-1.0,-4.147388655404981,-4.147388655404981,,1.0609972949755742,1.0609972949755742,True,True,True,-1.0,-1.0,-1.0
28,12,-0.003684849931466422,0.11683402987323589,0.11683402987323589,1e-17,4.178001542236332,4.178001542236332,1e-17,0.10375417476703822,0.10375417476703822,0.7271662365993664,0.40155777692392564,0.40155777692392564,,,,49.35335871799768,49.64369625138266,49.64369625138266,62.75332218216472,55.97878578851094,55.97878578851094,-1.0,-3.9975130051476016,-3.9975130051476016,,1.1144827148872154,1.1144827148872154,True,True,True,-1.0,-1.0,-1.0
29,12,-0.03485131709283052,0.053851718786439934,0.053851718786439934,1e-17,4.525786992950527,4.525786992950527,1e-17,0.110838559519512,0.110838559519512,0.7329372517082882,0.3974221074380318,0.3974221074380318,,,,43.55830533655235,49.8711370970135,49.8711370970135,65.56802167118408,58.07897216327564,58.07897216327564,-1.0,-4.327239435713838,-4.327239435713838,,0.9923224086719329,0.9923224086719329,0.0,True,True,-1.0,-1.0,-1.0
30,12,9999.0,0.021143338531537978,0.021143338531537978,9999.0,4.977790276476731,4.977790276476731,9999.0,0.12284792629160556,0.12284792629160556,9999.0,0.3933545411315248,0.3933545411315248,,,,9999.0,49.88641665360627,49.88641665360627,9999.0,60.058948713339056,60.058948713339056,9999.0,-4.836816646588931,-4.836816646588931,,0.7778411959561997,0.7778411959561997,0.0,True,True,-1.0,-1.0,-1.0
31,12,-0.19217100610692417,12.499716104796804,12.499716104796804,1e-17,2.572704235533314,2.572704235533314,1e-17,0.0929302342989483,0.0929302342989483,0.6946405470591043,0.45712330033249465,0.45712330033249465,,,,8.679828698873331,24.863616128545647,24.863616128545647,33.33220804636214,29.635667793181987,29.635667793181987,-2.0,-3.896200336173484,-3.896200336173484,,1.1485432763862613,1.1485432763862613,True,False,False,-2.0,-2.0,-2.0
32,12,-0.17233739370187307,11.625731657519326,11.625731657519326,1e-17,2.6296051881069653,2.6296051881069653,1e-17,0.09336405037415338,0.09336405037415338,0.6937690406937681,0.4520324799500064,0.4520324799500064,,,,9.86942249528422,26.58353864024998,26.58353864024998,35.5485703541485,31.76329301335032,31.76329301335032,-2.0,-3.946100345020154,-3.946100345020154,,1.1319846438569983,1.1319846438569983,True,False,False,-2.0,-2.0,-2.0
33,12,-0.14306915035786627,10.391606407887085,10.391606407887085,1e-17,2.6577431633118143,2.6577431633118143,1e-17,0.09168240076315634,0.09168240076315634,0.6936702817791335,0.4470322223795812,0.4470322223795812,,,,11.245163493534072,28.620513675414823,28.620513675414823,37.79771738477312,33.964980419179916,33.964980419179916,-2.0,-3.9710503494434897,-3.9710503494434897,,1.123546564566105,1.123546564566105,True,False,False,-2.0,-2.0,-2.0
34,12,-0.11104113576393004,8.59301758885401,8.59301758885401,1e-17,2.601257997244831,2.601257997244831,1e-17,0.08496442050851963,0.08496442050851963,0.6943208316825628,0.4421203256974248,0.4421203256974248,,,,12.84251516390118,30.942119300115674,30.942119300115674,40.082454336154136,36.33303805480883,36.33303805480883,-2.0,-3.921150340596819,-3.921150340596819,,1.1403171934681353,1.1403171934681353,True,False,False,-2.0,-2.0,-2.0
35,12,-0.08183725430756406,6.690432220004097,6.690432220004097,1e-17,2.601257997244831,2.601257997244831,1e-17,0.08089073526867961,0.08089073526867961,0.695689376240908,0.4372946556296847,0.4372946556296847,,,,14.70497168674936,34.24464250086294,34.24464250086294,42.40567361899342,38.64911555796848,38.64911555796848,-2.0,-3.921150340596819,-3.921150340596819,,1.1403171934681353,1.1403171934681353,True,False,False,-2.0,-2.0,-2.0
36,12,-0.05816844907924934,4.978518226201553,4.978518226201553,1e-17,2.7133810108526957,2.7133810108526957,1e-17,0.08195662305407744,0.08195662305407744,0.6977379164152082,0.43255314304755593,0.43255314304755593,,,,16.886115318373548,38.1672747571369,38.1672747571369,44.77035447794279,40.818563405517395,40.818563405517395,-2.0,-4.02095035829016,-4.02095035829016,,1.1063579344115295,1.1063579344115295,True,False,False,-2.0,-2.0,-2.0
37,12,-0.04036654114003596,3.4033871785142344,3.4033871785142344,1e-17,2.82203267195983,2.82203267195983,1e-17,0.08221143433126965,0.08221143433126965,0.7004231467332758,0.4278937815706803,0.4278937815706803,,,,19.452252607468836,41.71437863717986,41.71437863717986,47.17956378794671,43.03157945741012,43.03157945741012,-2.0,-4.120750375983501,-4.120750375983501,,1.0707638032470412,1.0707638032470412,True,False,False,-2.0,-2.0,-2.0
38,12,-0.027581252735608075,2.0272567629798357,2.0272567629798357,1e-17,2.7952040408929038,2.7952040408929038,1e-17,0.07537672835493057,0.07537672835493057,0.7036979142457604,0.42331462527350067,0.42331462527350067,,,,22.485804736868296,44.443873992368125,44.443873992368125,49.6364578982029,45.517197311550575,45.517197311550575,-2.0,-4.095800371560166,-4.095800371560166,,1.0798112138673186,1.0798112138673186,True,True,True,-2.0,-2.0,-2.0
39,12,-0.018653662907831547,1.1910685744372638,1.1910685744372638,1e-17,2.901147345040141,2.901147345040141,1e-17,0.07440247123638327,0.07440247123638327,0.7075126585971958,0.4188137864895168,0.4188137864895168,,,,26.089683438981865,46.530559923842326,46.530559923842326,52.144285335950656,47.82165941675643,47.82165941675643,-2.0,-4.195600389253507,-4.195600389253507,,1.0430465536867317,1.0430465536867317,True,True,True,-2.0,-2.0,-2.0
40,12,-0.012526450251246879,0.7618550389503003,0.6538346054063918,1e-17,3.308031954602229,3.003347217264164,1e-17,0.08679305013725941,0.0727360767722539,0.7118167515100099,0.41438943370867487,0.41438943370867487,,,,30.39295895818625,47.992758814132,47.925891983103696,54.7063901495384,49.642473455882154,50.17952208353015,-2.0,-4.619750464450208,-4.2954004069468485,,0.8719745456618017,1.0048110243441626,True,True,True,-2.0,-2.0,-2.0
41,12,-0.008366871209872298,0.5173107076140671,0.27723010319370234,1e-17,3.971879789742648,2.7952040408929038,1e-17,0.11354323209403405,0.05850098910885141,0.7165596770446886,0.4100397895633818,0.4100397895633818,,,,35.55822696825758,48.89265882016439,48.7674502378269,57.32621566299112,51.12559363258763,53.20040281382545,-2.0,-5.642700645806956,-4.095800371560166,,0.43097293431839523,1.0798112138673186,True,True,True,-2.0,-2.0,-2.0
42,12,-0.005563724790053869,0.14432418656541748,0.14432418656541748,1e-17,3.0774552410190386,3.0774552410190386,1e-17,0.0631266754950422,0.0631266754950422,0.7216920181203597,0.40576312889887595,0.40576312889887595,,,,41.791216085972366,49.324760531278805,49.324760531278805,60.00730842748304,55.310319049330715,55.310319049330715,-2.0,-4.370250420216855,-4.370250420216855,,0.975240935364517,0.975240935364517,True,True,True,-2.0,-2.0,-2.0
43,12,-0.0036848633146755044,0.06723204581903792,0.06723204581903792,1e-17,3.3510112447572555,3.3510112447572555,1e-17,0.06691210542672672,0.06691210542672672,0.7271662365993664,0.40155777692392564,0.40155777692392564,,,,49.35335869474415,49.660012855917486,49.660012855917486,62.75332218216472,57.484659328833004,57.484659328833004,-2.0,-4.669650473296878,-4.669650473296878,,0.8506093527552335,0.8506093527552335,True,True,True,-2.0,-2.0,-2.0
44,12,-0.04592142959189505,0.018065879990583608,0.018065879990583608,1e-17,3.3296548682139324,3.3296548682139324,1e-17,0.05957668809912703,0.05957668809912703,0.7329372517082882,0.3974221074380318,0.3974221074380318,,,,43.55830142554735,49.883667762097666,49.883667762097666,65.56802167118408,60.328787698738395,60.328787698738395,-2.0,-4.644700468873543,-4.644700468873543,,0.8613164267484456,0.8613164267484456,0.0,True,True,-2.0,-2.0,-2.0
45,12,9999.0,0.008661861225812736,0.008661861225812736,9999.0,4.2126735592339015,4.2126735592339015,9999.0,0.08538333416091567,0.08538333416091567,9999.0,0.3933545411315248,0.3933545411315248,,,,9999.0,49.89060729202578,49.89060729202578,9999.0,61.35203438002029,61.35203438002029,9999.0,-6.491000796200356,-6.491000796200356,,0.1606442125673818,0.1606442125673818,0.0,True,True,-2.0,-2.0,-2.0
46,12,-0.1921723411734111,9.310859286198742,9.310859286198742,1e-17,1.7622505693364943,1.7622505693364943,1e-17,0.053940452722203734,0.053940452722203734,0.6946405470591043,0.45712330033249465,0.45712330033249465,,,,8.679827246876016,19.5097478574764,19.5097478574764,33.33220804636214,31.013742066967804,31.013742066967804,-3.0,-4.494365909639596,-4.494365909639596,,0.9246918718034789,0.9246918718034789,True,False,False,-3.0,-3.0,-3.0
47,12,-0.17233830600579259,8.252777118051435,8.252777118051435,1e-17,1.7250740312516388,1.7250740312516388,1e-17,0.05050631410036381,0.05050631410036381,0.6937690406937681,0.4520324799500064,0.4520324799500064,,,,9.869421202976126,21.077392996245802,21.077392996245802,35.5485703541485,33.31410083190296,33.31410083190296,-3.0,-4.454516152049207,-4.454516152049207,,0.9411143225732292,0.9411143225732292,True,False,False,-3.0,-3.0,-3.0
48,12,-0.14306977914093122,7.236707763719504,7.236707763719504,1e-17,1.7437441052117018,1.7437441052117018,1e-17,0.04911043643998864,0.04911043643998864,0.6936702817791335,0.4470322223795812,0.4470322223795812,,,,11.245162246667558,23.675403952668717,23.675403952668717,37.79771738477312,35.54775100695709,35.54775100695709,-3.0,-4.474441030844401,-4.474441030844401,,0.9329247715800568,0.9329247715800568,True,False,False,-3.0,-3.0,-3.0
49,12,-0.11104156730311932,6.047028212433776,6.047028212433776,1e-17,1.7805925729885725,1.7805925729885725,1e-17,0.048144769396985726,0.048144769396985726,0.6943208316825628,0.4421203256974248,0.4421203256974248,,,,12.84251388178397,27.261198726283677,27.261198726283677,40.082454336154136,37.78621124636145,37.78621124636145,-3.0,-4.51429078843479,-4.51429078843479,,0.9164169410366341,0.9164169410366341,True,False,False,-3.0,-3.0,-3.0
50,12,-0.08183754657237607,4.562888543054495,4.562888543054495,1e-17,1.7805925729885725,1.7805925729885725,1e-17,0.04552755325285766,0.04552755325285766,0.695689376240908,0.4372946556296847,0.4372946556296847,,,,14.704970313447959,31.384160803610854,31.384160803610854,42.40567361899342,40.140040885666274,40.140040885666274,-3.0,-4.51429078843479,-4.51429078843479,,0.9164169410366341,0.9164169410366341,True,True,True,-3.0,-3.0,-3.0
51,12,-0.05816864318788639,3.1568025331043086,3.1568025331043086,1e-17,1.7805925729885725,1.7805925729885725,1e-17,0.04274290670405195,0.04274290670405195,0.6977379164152082,0.43255314304755593,0.43255314304755593,,,,16.886113822382445,35.86099757801492,35.86099757801492,44.77035447794279,42.544362458653026,42.544362458653026,-3.0,-4.51429078843479,-4.51429078843479,,0.9164169410366341,0.9164169410366341,True,True,True,-3.0,-3.0,-3.0
52,12,-0.040366666760170644,2.042862171483376,2.042862171483376,1e-17,1.8167799295522653,1.8167799295522653,1e-17,0.041027540240112875,0.041027540240112875,0.7004231467332758,0.4278937815706803,0.4278937815706803,,,,19.452250988124263,40.108697211665074,40.108697211665074,47.17956378794671,44.928188813534895,44.928188813534895,-3.0,-4.554140546025179,-4.554140546025179,,0.899746396650732,0.899746396650732,True,True,True,-3.0,-3.0,-3.0
53,12,-0.02758133126387219,1.199453109754713,1.199453109754713,1e-17,1.8346237160612537,1.8346237160612537,1e-17,0.038528286091972355,0.038528286091972355,0.7036979142457604,0.42331462527350067,0.42331462527350067,,,,22.485803036634117,43.50191471498676,43.50191471498676,49.6364578982029,47.408526540157936,47.408526540157936,-3.0,-4.5740654248203745,-4.5740654248203745,,0.8913535562572787,0.8913535562572787,True,True,True,-3.0,-3.0,-3.0
54,12,-0.018653709704909288,0.7949055258455119,0.6703460562527969,1e-17,2.169757979105948,1.9043159611690839,1e-17,0.04588516604878624,0.03747152955849572,0.7075126585971958,0.4188137864895168,0.4188137864895168,,,,26.089681759316523,46.15777348429135,46.0019736287611,52.144285335950656,49.25454599346788,49.83644192707247,-3.0,-4.992487879519461,-4.653764940001153,,0.7090823388024423,0.8574319930381,True,True,True,-3.0,-3.0,-3.0
55,12,-0.012526476285247723,0.5604036378041644,0.3278950908865106,1e-17,2.7240199237356415,1.9043159611690839,1e-17,0.06126965013762764,0.034234944107905084,0.7118167515100099,0.41438943370867487,0.41438943370867487,,,,30.39295747124051,47.855890808220764,47.63964828543525,54.7063901495384,50.7112923192429,52.48974923910918,-3.0,-6.207905486026332,-4.653764940001153,,0.23454086991137774,0.8574319930381,True,True,True,-3.0,-3.0,-3.0
56,12,-0.008366884260586682,0.17603046560913374,0.17603046560913374,1e-17,2.1555416866894634,2.1555416866894634,1e-17,0.03782235363466459,0.03782235363466459,0.7165596770446886,0.4100397895633818,0.4100397895633818,,,,35.55822590247123,48.70555836153868,48.70555836153868,57.32621566299112,54.61538136122101,54.61538136122101,-3.0,-4.972563000724266,-4.972563000724266,,0.7179063512612347,0.7179063512612347,True,True,True,-3.0,-3.0,-3.0
57,12,-0.005563730325004436,0.0678198375252291,0.0678198375252291,1e-17,2.1555416866894634,2.1555416866894634,1e-17,0.03422418667570295,0.03422418667570295,0.7216920181203597,0.40576312889887595,0.40576312889887595,,,,41.79121563027972,49.355489283294716,49.355489283294716,60.00730842748304,57.40576588335726,57.40576588335726,-3.0,-4.972563000724266,-4.972563000724266,,0.7179063512612347,0.7179063512612347,True,True,True,-3.0,-3.0,-3.0
58,12,-0.003684865124752912,0.018378348280447196,0.018378348280447196,1e-17,2.169757979105948,2.169757979105948,1e-17,0.031156064561032433,0.031156064561032433,0.7271662365993664,0.40155777692392564,0.40155777692392564,,,,49.3533586910005,49.68137344336526,49.68137344336526,62.75332218216472,60.25228371115141,60.25228371115141,-3.0,-4.992487879519461,-4.992487879519461,,0.7090823388024423,0.7090823388024423,True,True,True,-3.0,-3.0,-3.0
59,12,-0.04859991042446453,-0.0013674447989674918,-0.001217113058869887,1e-17,2.211351829162232,2.2248648512045004,1e-17,0.028846258345447413,0.02914113476799752,0.7329372517082882,0.3974221074380318,0.3974221074380318,,,,43.55830083753551,49.89399180206612,49.89388188358466,65.56802167118408,63.11980055490728,63.082324445040975,-3.0,-5.052262515905046,-5.07218739470024,,0.6826084262384952,0.6737893062262529,0.0,True,True,-3.0,-3.0,-3.0
60.0,12.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,,9999.0,9999.0,0.0,9999.0,9999.0,-3.0,-3.0,-3.0
