doy,hod,A(std),A(therm),A(pmax),E(std),E(therm),E(pmax),gs(std),gs(therm),gs(pmax),gb(std),gb(therm),gb(pmax),gmin(std),gmin(therm),gmin(pmax),Ci(std),Ci(therm),Ci(pmax),Tleaf(std),Tleaf(therm),Tleaf(pmax),Pleaf(std),Pleaf(therm),Pleaf(pmax),k(std),k(therm),k(pmax),Rublim(std),Rublim(therm),Rublim(pmax),Ps(std),Ps(therm),Ps(pmax)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[degC],[degC],[degC],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[MPa],[MPa],[MPa]
1,12,16.000314868379334,16.003706159117947,16.003706159117947,4.227797738532915,4.1951113632883335,4.1951113632883335,0.23835228774147227,0.21570868045085986,0.21570868045085986,0.3908805593145129,0.45712330033249465,0.45712330033249465,,,,33.333737753365156,33.42612442277591,33.42612442277591,27.44455917999631,27.505722265720493,27.505722265720493,-2.8700209657285707,-2.835020710048954,-2.835020710048954,,1.3970843440759682,1.3970843440759682,False,False,False,0.0,0.0,0.0
2,12,14.53847250518989,15.270209364696333,15.270209364696333,3.854512596949978,4.340973819834552,4.340973819834552,0.21657943309134847,0.22754471023422285,0.22754471023422285,0.3098352502011125,0.4520324799500064,0.4520324799500064,,,,33.19926746903998,34.73823720759473,34.73823720759473,30.120898807818346,29.577000931167383,29.577000931167383,-2.5900189202916373,-2.940021477087804,-2.940021477087804,,1.3809499688717097,1.3809499688717097,False,False,False,0.0,0.0,0.0
3,12,9.634191567809024,14.265263788783711,14.265263788783711,4.8067793734945035,4.532651943825368,4.532651943825368,0.1645072262410926,0.24408528954851713,0.24408528954851713,0.5761903986971588,0.4470322223795812,0.4470322223795812,,,,28.648469020513456,36.34323378792334,36.34323378792334,31.350857319093265,31.62841191615562,31.62841191615562,-3.2900240338839715,-3.080022499806271,-3.080022499806271,,1.3567675959316117,1.3567675959316117,False,False,False,0.0,0.0,0.0
4,12,11.02104295407156,12.667640017457472,12.667640017457472,3.548940136048111,4.580025276520568,4.580025276520568,0.14729649736254927,0.24263553009864333,0.24263553009864333,0.429173667977204,0.4421203256974248,0.4421203256974248,,,,34.81110678952996,37.773231327663446,37.773231327663446,34.982686474623584,33.8410474660923,33.8410474660923,-2.380017386213937,-3.115022755485888,-3.115022755485888,,1.350226528248531,1.350226528248531,False,False,False,0.0,0.0,0.0
5,12,6.961098156410876,10.565022323324506,10.565022323324506,2.5359932420155054,4.580025276520568,4.580025276520568,0.0756960338567004,0.23367691169031782,0.23367691169031782,0.547808364756539,0.4372946556296847,0.4372946556296847,,,,34.56416401889547,39.49405596634088,39.49405596634088,38.528989023205156,36.11511859291021,36.11511859291021,-1.6800122726216025,-3.115022755485888,-3.115022755485888,,1.350226528248531,1.350226528248531,False,False,False,0.0,0.0,0.0
6,12,3.325355469196355,8.336058442719203,8.336058442719203,1.6092737836377828,4.720721625042135,4.720721625042135,0.036983781180335025,0.23900681207925695,0.23900681207925695,0.6189519281221066,0.43255314304755593,0.43255314304755593,,,,35.03814881418238,41.79065609418904,41.79065609418904,42.18312257058861,38.273809033534874,38.273809033534874,-1.0850079260681182,-3.220023522524738,-3.220023522524738,,1.3293742018326726,1.3293742018326726,True,False,False,0.0,0.0,0.0
7,12,1.1764732107399538,6.162338567213201,6.162338567213201,0.6849263735494798,4.950031666035041,4.950031666035041,0.012305652900194948,0.2530475424803561,0.2530475424803561,0.6704562701681162,0.4278937815706803,0.4278937815706803,,,,34.56554138830023,44.118424684175096,44.118424684175096,46.041038144856515,40.37264549098444,40.37264549098444,-0.45500332383501735,-3.3950248009228217,-3.3950248009228217,,1.290399807160619,1.290399807160619,True,False,False,0.0,0.0,0.0
8,12,0.6374545297849319,4.184229523493842,4.184229523493842,0.5132654494925708,5.128273771066908,5.128273771066908,0.00825439088296101,0.2586717316977566,0.2586717316977566,0.680757908554917,0.42331462527350067,0.42331462527350067,,,,37.754257350504616,46.02365442657127,46.02365442657127,48.78048982352931,42.53950461564688,42.53950461564688,-0.3500025567961672,-3.5350258236412886,-3.5350258236412886,,1.2553116090453362,1.2553116090453362,True,False,False,0.0,0.0,0.0
9,12,0.1304586565482927,2.6029253968496655,2.6029253968496655,0.09115910136549683,5.215491052736464,5.215491052736464,0.0012281991040949851,0.2502689292962582,0.2502689292962582,0.7041858121304576,0.4188137864895168,0.4188137864895168,,,,33.127768251834624,47.424512493165174,47.424512493165174,51.988458779662245,44.80700303341475,44.80700303341475,-0.07000051135923344,-3.605026335000522,-3.605026335000522,,1.2364451854479315,1.2364451854479315,True,False,False,0.0,0.0,0.0
10,12,0.024028442626219837,1.4733973944889793,1.4733973944889793,0.018541797350295226,5.1720474941724,5.1720474941724,0.00022322792184702246,0.225083930259413,0.225083930259413,0.7105192620744533,0.41438943370867487,0.41438943370867487,,,,32.909472548583054,48.38983952379049,48.38983952379049,54.679118237756924,47.22069942918092,47.22069942918092,0.0,-3.5700260793209053,-3.5700260793209053,,1.2459889005600162,1.2459889005600162,True,True,True,0.0,0.0,0.0
11,12,0.010434300654976872,0.9183485470138748,0.7814109565270655,0.012591149254903185,5.746724971689808,5.128273771066908,0.00013511363112530368,0.2702444849009671,0.200920658103596,0.7162754096382806,0.4100397895633818,0.4100397895633818,,,,37.754378325119106,49.0800816686991,49.018586595832446,57.30360222863874,49.09218937102669,49.67660204732105,0.0,-4.060029658835539,-3.5350258236412886,,1.092610532120363,1.2553116090453362,True,True,True,0.0,0.0,0.0
