site_spp,A(const),E(const),gb(const),Ci(const),Tleaf(const),Pleaf(const),Rublim(const),Ps,PPFD,Tair,VPD,Patm,CO2,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
Richmond_Eucalyptus_saligna,1.5744401067883629,0.5452573833252176,4.64,14.608674238225975,31.961463661299373,-1.3408125348355953,True,-1.2,2000.5,29.81,4.92,100.1,39.39997294,20,15.033333333333301,0.792,0.409,21.0249375,0.0080625,4.64,-1.65,35.2775
Richmond_Eucalyptus_saligna,1.4693625425256684,0.6029294809963001,4.64,16.248419043817528,35.06092385435309,-1.3642812906415278,True,-1.2,2000.75,32.925,5.4125,100.1,39.38553413,20,15.166666666666698,1.429,0.5195,12.017145,0.0092675,4.64,-1.8,37.46
Richmond_Eucalyptus_saligna,1.4610448487437044,0.6225215374780143,4.64,16.448498300208282,35.37365500256315,-1.248502396169166,True,-1.08,2000.5,33.2575,5.605,100.1,39.45468844,20,15.3666666666667,0.2225,0.44775,31.48674375,0.0076925,4.64,-1.6,38.4425
Richmond_Eucalyptus_saligna,1.4627860683357343,0.6199159403560696,4.64,16.42995492484409,35.34073952787675,-1.248502396169166,True,-1.08,1998.25,33.225,5.58,100.1,39.46355438,20,15.45,0.654,0.5485,25.229925,0.009465,4.64,-1.8,38.4675
Richmond_Eucalyptus_saligna,1.4602808403624663,0.6264643512122541,4.64,16.463313584918065,35.39707451319673,-1.5125239157941943,True,-1.33,2001.0,33.285,5.645,100.1,39.45747488,20,15.6166666666667,0.15725,0.46825,32.85463125,0.007975,4.64,-1.8,38.66
Richmond_Eucalyptus_saligna,1.4622705656810868,0.6324531331582478,4.64,16.364649766002533,35.199887037040796,-1.5125239157941943,True,-1.33,1483.0,33.8325,5.92,99.9875,39.36349594,20,17.766666666666698,1.7625,0.65875,10.28955375,0.01075,4.64,-1.8,37.55
Richmond_Eucalyptus_saligna,1.4531823244135758,0.6122748476176387,4.64,16.507883855453297,35.43698446102917,-1.4897084263199198,True,-1.33,1491.5,34.025,5.7,99.9925,39.36501581,20,17.8333333333333,0.320375,0.843,32.3733375,0.014325,4.64,-2.2,37.2275
Richmond_Eucalyptus_saligna,1.4550789888403144,0.6245324249453361,4.64,16.520189613535518,35.443213542686756,-1.248502396169166,True,-1.08,1481.0,34.0625,5.8325,100.0,39.40883888,20,17.983333333333302,1.09375,0.66825,20.44231875,0.01105,4.64,-1.7,38.105
Richmond_Eucalyptus_saligna,1.4570503003916315,0.6140995957533606,4.64,16.537291251503405,35.45793491121775,-1.248502396169166,True,-1.08,1483.0,34.06,5.7225,100.0,39.45696825,20,18.05,0.34075,0.5905,30.5494875,0.009945,4.64,-1.85,37.9475
Richmond_Eucalyptus_saligna,1.4642653116558182,0.5954096433192232,4.64,16.444830443293032,35.300577966052636,-1.3642812906415278,True,-1.2,1482.0,33.8825,5.5325,100.0,39.47799319,20,18.216666666666697,0.26325,0.4955,31.2587625,0.00864,4.64,-1.65,37.4675
Richmond_Eucalyptus_saligna,1.4622978158394329,0.5770119324017648,4.64,16.426356240352884,35.284232311220634,-1.3642812906415278,True,-1.2,1485.0,33.8375,5.34,100.0,39.42859725,20,18.283333333333303,0.821,1.16,29.9922,0.02105,4.64,-2.45,36.9825
Richmond_Eucalyptus_saligna,1.3489455413963256,0.3909497317221163,4.64,18.16363390840096,32.643591289843776,-1.3173437790296627,False,-1.2,192.8,32.83,3.974,100.1,39.4024554,20,19.5833333333333,0.16058,0.6152,35.24083500000001,0.015119999999999996,4.64,-1.65,32.408
Richmond_Eucalyptus_saligna,1.4874601132231768,0.5051601366600451,4.64,15.93138632145665,34.45521358166546,-1.2244306252878567,True,-1.08,1501.0,32.908,4.614,100.1,39.35280615,20,19.6333333333333,1.2336,0.6864,23.122365,0.01446,4.64,-1.7,34.776
Richmond_Eucalyptus_saligna,1.7069504607672052,0.1427156196038548,4.64,11.529766581030447,25.33548855228861,-0.24839337892151045,True,-0.22,1846.6,22.952,1.02,101.5,38.783157,41,10.0333333333333,22.5,3.164,26.445825,0.3286,4.64,-2.0,25.594
Richmond_Eucalyptus_saligna,1.6992471453188456,0.13311783589374393,4.64,11.601863103174574,25.522653616612864,-0.2284938814340733,True,-0.2,1843.8,23.128,0.9162,101.5,38.73229185,41,10.3,23.4,5.106,31.45128,0.6238,4.64,-1.25,25.528
Richmond_Eucalyptus_saligna,1.6885293308168363,0.1391540677392092,4.64,11.675696612878088,25.72629553423423,-0.2284938814340733,True,-0.2,1838.0,23.346,0.9754,101.5,38.63501985,41,10.4666666666667,26.42,5.62,30.701475,0.6474,4.64,-1.15,25.946
Richmond_Eucalyptus_saligna,1.6900922582057956,0.14979382860915902,4.64,11.693310874160256,25.75486772063268,-0.27824262515266623,True,-0.25,1835.8,23.392,1.086,101.5,38.67757635,41,10.65,25.66,4.242,27.459075,0.4202,4.64,-1.55,26.418000000000006
Richmond_Eucalyptus_saligna,1.6777404599505792,0.14169530442577746,4.64,11.721080933061854,25.870421228731853,-0.27824262515266623,True,-0.25,1831.0,23.502,1.0,101.5,38.50816095,41,10.8,27.98,4.724,28.33047,0.5154,4.64,-1.5,26.418000000000006
Richmond_Eucalyptus_saligna,1.5908362156587748,0.1879199776533136,9.29,13.111351323762506,29.01880448809111,-0.3064852503053325,True,-0.25,1811.75,27.84,1.64,101.3,38.43611888,41,12.933333333333302,27.875,9.1625,29.35891875,0.58225,9.29,-2.25,28.56
Richmond_Eucalyptus_saligna,1.5673744586629106,0.2553556704842469,4.64,13.836631575750252,30.46898394883027,-0.3064852503053325,True,-0.25,1806.0,28.23,2.0625,101.3,38.81254125,41,13.066666666666698,22.8,6.765,26.3445,0.345,4.64,-1.3,30.7275
Richmond_Eucalyptus_saligna,1.5657586262398626,0.2619725908923457,4.64,13.922922005939364,30.63403926607594,-0.25698776286814656,True,-0.2,1803.5,28.405,2.1275,101.3,38.87308294,41,13.216666666666699,20.2,5.6,25.10326875,0.27175,4.64,-1.3,31.525
Richmond_Eucalyptus_saligna,1.5521461002346002,0.2667312658960919,4.64,13.95288169819804,30.751261338050327,-0.25698776286814656,True,-0.2,1799.5,28.5325,2.175,101.3,38.68613831,41,13.35,23.95,7.3225,25.86320625,0.354,4.64,-1.4,31.725
Richmond_Eucalyptus_saligna,1.6038976131436082,0.2908786545486488,4.64,13.907659120566857,30.43994748718681,-0.3051801367645314,True,-0.22,1804.0,28.2525,2.4325,101.2,39.44024963,41,13.566666666666698,9.6925,2.515,22.67146875,0.10325,4.64,-1.25,32.0775
Richmond_Eucalyptus_saligna,1.5903527119504248,0.2624893780577776,4.64,13.935524954035206,30.553040544482194,-0.2767867578430209,True,-0.22,1804.0,28.325,2.1325,101.2,39.25254506,41,13.7,13.85,3.1625,22.6968,0.14925,4.64,-1.35,31.5525
Richmond_Eucalyptus_saligna,1.5795719766485636,0.3294400516691949,4.64,14.138895501727829,30.99130984502263,-0.3051801367645314,True,-0.22,1803.5,28.8475,2.8125,101.0,39.23455987,41,15.75,13.525,3.5475,20.163675,0.127,4.64,-1.3,31.8725
Richmond_Eucalyptus_saligna,1.5734267744690225,0.30993138027693745,4.64,14.300320513294256,31.309716472937517,-0.3051801367645314,True,-0.22,1801.0,29.1375,2.6,101.0,39.29839463,41,15.833333333333302,10.55,3.1425,23.48206875,0.12075,4.64,-1.35,31.94
Richmond_Eucalyptus_saligna,1.5440813341438318,0.3059778032018502,4.64,14.321697819208856,31.48349154897613,-0.2854816443022198,True,-0.2,1796.0,29.31,2.555,101.0,38.85357788,41,16.0,12.625,3.355,21.6328875,0.13125,4.64,-2.55,32.63
Richmond_Eucalyptus_saligna,1.5525480883629343,0.3223028822015396,4.64,14.351100426633275,31.496824750132603,-0.2854816443022198,True,-0.2,1796.25,29.345,2.725,101.0,39.01747106,41,16.0833333333333,9.26,2.4275,20.34099375,0.088225,4.64,-0.85,33.155
Richmond_Eucalyptus_saligna,1.5164849330700099,0.2747974611083845,4.64,14.37959081502441,31.715391787696515,-0.3347278754579987,True,-0.25,1794.5,29.4975,2.2225,101.0,38.4731025,41,16.216666666666697,17.6,5.9475,26.445825,0.276,4.64,-2.65,32.1175
Richmond_Eucalyptus_saligna,1.5348955022536412,0.3099088883447678,4.64,14.392144824529574,31.65145722166475,-0.3347278754579987,True,-0.25,1791.0,29.4875,2.5925,101.0,38.77809075,41,16.283333333333303,11.8,3.8825,24.419325,0.1505,4.64,-1.25,33.0625
Richmond_Eucalyptus_saligna,1.899051383027276,0.05636897024369662,4.64,8.523072822738339,15.244997862127983,-0.27824262515266623,True,-0.25,410.0,14.855,0.53375,102.1,39.02101744,57,7.91666666666667,10.425,0.922,29.0296125,0.18025,4.64,-0.45,15.9925
Richmond_Eucalyptus_saligna,1.9036106892582516,0.053996662695408086,4.64,8.52913765691186,15.232156249068494,-0.25,True,-0.25,411.0,14.8375,0.509,102.1,39.10030425,57,7.98333333333333,8.62,0.9335,31.18276875,0.192,4.64,-0.5,16.05
Richmond_Eucalyptus_saligna,1.8866953120239665,0.06025078578889044,4.64,8.587512512581426,15.549728928234892,-0.5767350874642241,True,-0.55,410.0,15.164,0.5738,102.2,38.91670335,57,8.63333333333333,11.38,1.686,32.38347,0.3154,4.64,-1.15,16.832
Richmond_Eucalyptus_saligna,1.7652058804095194,0.16055651167161966,4.64,10.34480191997262,22.12570381224964,-0.6034701749284481,True,-0.55,1020.0,20.9725,1.4625,102.2,38.72160206,57,11.083333333333302,13.375,3.525,29.0296125,0.2545,4.64,-1.95,22.6625
Richmond_Eucalyptus_saligna,1.7528554267213097,0.1549148256566644,4.64,10.363476724314516,22.237988148598763,-0.6034701749284481,True,-0.55,1019.0,21.0775,1.4025,102.2,38.54175019,57,11.183333333333302,17.65,4.135,28.16835,0.31475,4.64,-2.0,22.7625
Richmond_Eucalyptus_saligna,1.7504835117450133,0.12991265060702914,4.64,10.39929892647433,22.33583829925375,-0.526986343745631,True,-0.5,1019.0,21.14,1.14,102.2,38.53947038,57,11.433333333333302,23.825,5.205,29.61223125,0.508,4.64,-1.48,22.0225
Richmond_Eucalyptus_saligna,1.7557437670528604,0.14039448752651212,4.64,10.413035378823693,22.33853302484752,-0.27824262515266623,True,-0.25,1017.0,21.16,1.25,102.2,38.63775563,57,11.55,15.275,4.4525,31.106775,0.3855,4.64,-1.45,22.6725
Richmond_Eucalyptus_saligna,1.7482330510320088,0.1307631136986449,4.64,10.355181098956876,22.243553958189302,-0.27824262515266623,True,-0.25,1018.75,21.05,1.15,102.2,38.45917031,57,11.6333333333333,20.85,4.735,29.7388875,0.45175,4.64,-1.41,22.1425
Richmond_Eucalyptus_saligna,1.659165719699316,0.1914444637719768,4.64,11.838172909013426,26.14777205923211,-0.3064852503053325,True,-0.25,1835.0,23.84,1.52,102.0,38.45917031,57,13.45,25.85,7.2,28.9282875,0.52525,4.64,-1.75,24.9425
Richmond_Eucalyptus_saligna,1.6635603854435157,0.18636796674589304,4.64,11.746401412156365,25.939615284208923,-0.3064852503053325,True,-0.25,1833.0,23.63,1.4725,102.0,38.43789206,57,13.516666666666698,27.8,7.1425,28.472325,0.53875,4.64,-2.1,24.75
Richmond_Eucalyptus_saligna,1.6724597268427814,0.19181386454326066,4.64,11.805764187279769,26.018331936833512,-0.5539726874912622,True,-0.5,1833.25,23.715,1.5275,102.0,38.64003544,57,13.6333333333333,20.15,7.1025,30.8534625,0.51375,4.64,-1.7,25.0925
Richmond_Eucalyptus_saligna,1.6608628214235357,0.1920473550721669,4.64,11.783853814800356,26.02885046710731,-0.5539726874912622,True,-0.5,1832.0,23.7275,1.53,102.0,38.43206588,57,13.7,24.375,6.4925,28.39633125,0.46525,4.64,-1.9,24.9075
Richmond_Eucalyptus_saligna,1.6643607091094248,0.2243785976985666,4.64,11.836182495160198,26.11816756134099,-0.6034701749284481,True,-0.55,1827.0,23.8675,1.8675,102.0,38.54048363,57,13.833333333333302,15.925,5.1375,28.19368125,0.29125,4.64,-1.5,26.255
Richmond_Eucalyptus_saligna,1.669179854137118,0.19587069269233467,4.64,11.808741187811489,26.039779454260355,-0.6034701749284481,True,-0.55,1831.0,23.745,1.57,102.0,38.59038619,57,13.9,22.575,6.465,28.9282875,0.4495,4.64,-2.25,25.06
Richmond_Eucalyptus_saligna,1.64374477052985,0.2379451118946354,4.64,12.066689382589402,26.641120468280057,-0.6034701749284481,True,-0.55,1521.0,24.8375,2.075,101.9,38.41408069,57,15.283333333333301,17.8,4.2425,23.22875625,0.212,4.64,-1.8,27.445
Richmond_Eucalyptus_saligna,1.6502257676940055,0.2165187153473389,4.64,12.033079923457807,26.553751211055825,-0.6034701749284481,True,-0.55,1522.0,24.72,1.85,101.8,38.45841038,57,15.35,18.45,5.0925,26.648475,0.29075,4.64,-2.0,26.4225
Richmond_Eucalyptus_saligna,1.6420702461313152,0.19458346340453525,4.64,12.015202610527352,26.55679652967536,-0.3064852503053325,True,-0.25,1524.0,24.69,1.62,101.8,38.30996925,57,15.466666666666699,25.625,6.7175,27.53506875,0.453,4.64,-1.8,25.705
Richmond_Eucalyptus_saligna,1.662986923257596,0.2056432735194402,4.64,12.0270796694455,26.481784183405253,-0.5539726874912622,True,-0.5,1523.0,24.6325,1.7375,101.8,38.65675406,57,15.516666666666698,21.575,5.4325,26.62314375,0.333,4.64,-2.4,25.905
Richmond_Eucalyptus_saligna,1.6514463219024984,0.2099452533160074,4.64,12.074067328340226,26.629410880707322,-0.3064852503053325,True,-0.25,1520.75,24.7875,1.78,101.8,38.51895206,57,15.6166666666667,23.65,6.58,27.28175625,0.399,4.64,-1.5,26.325
Richmond_Eucalyptus_saligna,1.6398976689165772,0.1888649187648592,4.64,12.033772892173124,26.60345141846632,-0.3064852503053325,True,-0.25,1521.0,24.7325,1.56,101.8,38.29375725,57,15.683333333333302,26.75,7.455,28.472325,0.5285,4.64,-1.65,25.4375
Richmond_Eucalyptus_saligna,1.8721385447505996,0.07319242690437959,4.64,9.09508475214507,18.114823661281847,-0.6762325749014101,True,-0.65,1032.0,16.85,0.58975,102.2,39.19073681,77,9.58333333333333,16.6,1.445,27.9657,0.2595,4.64,-0.9,18.575
Richmond_Eucalyptus_saligna,1.8639732408277545,0.0697806565365907,4.64,9.131089639088014,18.28006285877438,-0.6762325749014101,True,-0.65,1030.0,17.0125,0.5529999999999999,102.2,39.09549131,77,9.68333333333333,16.95,1.7675,30.296175,0.34425,4.64,-1.3,18.795
Richmond_Eucalyptus_saligna,1.8647246328419629,0.07236370828833542,4.64,9.16612538918827,18.37952333508212,-0.6264838311828169,True,-0.6,1028.25,17.1175,0.57925,102.2,39.14260744,77,9.78333333333333,17.45,1.46,27.73771875,0.2675,4.64,-1.5,19.1025
Richmond_Eucalyptus_saligna,1.8536532755896968,0.07177409858385475,4.64,9.178428620405981,18.491662806047138,-0.6264838311828169,True,-0.6,1027.0,17.23,0.57225,102.2,38.97694106,77,9.86666666666667,20.55,1.56,26.62314375,0.29025,4.64,-0.7,19.29
Richmond_Eucalyptus_saligna,1.7572649319879503,0.16116795289385388,4.64,10.842006894589627,23.52525773408459,-0.6529676623656341,True,-0.6,1840.0,21.195,1.265,102.1,39.06433388,77,11.216666666666699,16.225,3.485,28.90295625,0.292,4.64,-2.15,24.42
Richmond_Eucalyptus_saligna,1.7405164461711744,0.1559166582668201,4.64,10.824477569308932,23.572238941693808,-0.6529676623656341,True,-0.6,1836.0,21.24,1.21,102.1,38.77783744,77,11.3,21.975,3.94,27.256425,0.34825,4.64,-2.3,24.45
Richmond_Eucalyptus_saligna,1.7344722692162255,0.1459368712364509,4.64,10.928047196487396,23.83582080162129,-0.6762325749014101,True,-0.65,1835.6,21.488000000000003,1.1,102.1,38.7843729,77,11.45,22.3,4.47,29.363984999999996,0.4434,4.64,-1.95,24.276
Richmond_Eucalyptus_saligna,1.754591850157336,0.1642770881897599,4.64,10.92723080433598,23.72998687408787,-0.7024651498028199,True,-0.65,1831.0,21.415,1.295,102.1,39.10663706,77,11.6333333333333,17.2,2.7475,25.35658125,0.22125,4.64,-1.45,25.1625
Richmond_Eucalyptus_saligna,1.733236046573024,0.1420830911470261,4.64,10.900485993375987,23.78009798750393,-0.7259813186200028,True,-0.7,1831.0,21.434,1.062,102.1,38.7369528,77,11.7,24.18,4.092,28.067025,0.4178,4.64,-2.4,24.324
Richmond_Eucalyptus_saligna,1.71786382093847,0.13868719903357465,4.64,10.914907645532546,23.890749394613355,-0.7259813186200028,True,-0.7,1826.75,21.545,1.025,102.1,38.50451325,77,11.833333333333302,26.475,4.505,28.269675,0.483,4.64,-2.25,24.4
Richmond_Eucalyptus_saligna,1.5129570989794243,0.2837308973927956,4.64,14.48275539164668,31.8442649645289,-0.7779439558600088,True,-0.7,1803.6,29.626,2.332,101.8,38.7106083,77,14.1166666666667,24.2,8.796,27.094305,0.4054,4.64,-2.5,29.678
Richmond_Eucalyptus_saligna,1.5395498911426515,0.329230146378255,4.64,14.577901047358676,31.888255259266874,-0.7779439558600088,True,-0.7,1803.0,29.7325,2.81,101.8,39.23152013,77,14.25,13.95,5.11,25.229925,0.18675,4.64,-2.5,31.235
Richmond_Eucalyptus_saligna,1.516353215772862,0.2951590964791855,4.64,14.534167716903152,31.91963456137981,-0.7779439558600088,True,-0.7,1803.4,29.716,2.45,101.8,38.8163916,77,14.316666666666698,22.04,8.06,26.648475,0.3492,4.64,-2.15,30.3
