doy,hod,A(const),E(const),gs(const),gb(const),Ci(const),Tleaf(const),Pleaf(const),Rublim(const),Ps(const)
[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[degC],[MPa],[-],[MPa]
20,8.2,1.9145064007348758,0.16801553487030826,0.01,4.64,8.887202851955106,17.515758972881198,-1.3756309789485486,True,-1.33
20,8.283333333,1.9145900679563748,0.11884856171335909,0.01,4.64,8.684669715160453,16.151869415110866,-1.1040717708813095,True,-1.08
20,8.383333333,1.9331842495424398,0.15967488633936613,0.01,4.64,8.68089147691865,16.208716060066564,-1.1281435417626189,True,-1.08
20,8.5,1.9211962922137902,0.13678367855036325,0.01,4.64,8.753951000207106,16.54390989048823,-1.246937511611865,True,-1.2
20,8.583333332999999,1.9344315568915889,0.13773917811945402,0.01,4.64,8.80989717112195,16.625903889377877,-1.246937511611865,True,-1.2
20,9.916666667000001,1.6885597461791189,0.2892946366670645,0.01,4.64,12.39339898906319,27.264569084665673,-1.2704062674177976,True,-1.2
20,10.0,1.6854489723839439,0.2907501734735519,0.01,4.64,12.386696418415603,27.265545661193638,-1.2704062674177976,True,-1.2
20,10.18333333,1.6780181879630638,0.2941079539532403,0.01,4.64,12.459768485885693,27.453006020166782,-1.1522153126439285,True,-1.08
20,10.35,1.6754837444853574,0.29912990980076504,0.01,4.64,12.476930489596821,27.497998318261402,-1.421261957897097,True,-1.33
20,10.4,1.6765780854757504,0.29369381270910894,0.01,4.64,12.450695093043485,27.44192913867828,-1.421261957897097,True,-1.33
20,12.6,1.6213298686804447,0.46001673852260416,0.01,9.29,13.804800681392095,30.29135331691584,-1.4668929368456456,True,-1.33
20,12.83333333,1.600324564583681,0.4683393779537748,0.01,9.29,14.180455719111091,31.069716947489436,-1.2003588544065473,True,-1.08
20,12.96666667,1.587909249301614,0.48147028044650625,0.01,9.29,14.373101084191578,31.471555038000123,-1.2003588544065473,True,-1.08
20,13.11666667,1.6007134927659206,0.45064637426607085,0.01,9.29,14.07907759262201,30.884933250333944,-1.3173437790296627,True,-1.2
20,13.21666667,1.5981464064403554,0.48153887004339024,0.01,9.29,14.339923315424379,31.365378389751022,-1.3408125348355953,True,-1.2
20,15.03333333,1.5744401067883627,0.5452573833252176,0.01,4.64,14.608674238225976,31.961463661299373,-1.3408125348355953,True,-1.2
20,15.16666667,1.4693625425256684,0.6029294809963001,0.01,4.64,16.248419043817528,35.06092385435309,-1.3642812906415278,True,-1.2
20,15.36666667,1.4610448487437044,0.6225215374780143,0.01,4.64,16.448498300208282,35.37365500256315,-1.2485023961691661,True,-1.08
20,15.45,1.4627860683357345,0.6199159403560696,0.01,4.64,16.42995492484409,35.34073952787675,-1.2485023961691661,True,-1.08
20,15.61666667,1.4602808403624665,0.6264643512122541,0.01,4.64,16.463313584918065,35.39707451319673,-1.5125239157941943,True,-1.33
20,17.76666667,1.462270565681087,0.6324531331582478,0.01,4.64,16.364649766002533,35.199887037040796,-1.5125239157941943,True,-1.33
20,17.83333333,1.4531823244135758,0.6122748476176387,0.01,4.64,16.507883855453294,35.436984461029176,-1.48970842631992,True,-1.33
20,17.98333333,1.4550789888403144,0.6245324249453361,0.01,4.64,16.520189613535514,35.443213542686756,-1.2485023961691661,True,-1.08
20,18.05,1.4570503003916317,0.6140995957533606,0.01,4.64,16.537291251503405,35.45793491121775,-1.2485023961691661,True,-1.08
20,18.21666667,1.464265311655818,0.5954096433192232,0.01,4.64,16.444830443293032,35.30057796605263,-1.3642812906415278,True,-1.2
20,18.28333333,1.4622978158394329,0.5770119324017648,0.01,4.64,16.426356240352888,35.28423231122063,-1.3642812906415278,True,-1.2
20,19.58333333,1.3489455413963256,0.3909497317221163,0.01,4.64,18.163633908400957,32.643591289843776,-1.3173437790296627,False,-1.2
20,19.63333333,1.4874601132231768,0.5051601366600451,0.01,4.64,15.93138632145665,34.45521358166546,-1.2244306252878567,True,-1.08
41,10.03333333,1.7069504607672052,0.1427156196038548,0.01,4.64,11.529766581030447,25.33548855228861,-0.24839337892151045,True,-0.22
41,10.3,1.6992471453188456,0.13311783589374393,0.01,4.64,11.601863103174576,25.522653616612864,-0.2284938814340733,True,-0.2
41,10.46666667,1.6885293308168363,0.13915406773920921,0.01,4.64,11.675696612878088,25.72629553423423,-0.2284938814340733,True,-0.2
