doy,hod,A(const),E(const),gs(const),gb(const),Ci(const),Tleaf(const),Pleaf(const),Rublim(const),Ps(const)
[-],[h],[umol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[degC],[MPa],[-],[MPa]
41,15.95,1.5410004594324946,0.30579194805472026,0.01,4.64,15.394432484357157,32.87281340999064,-0.24865491548936025,True,-0.15
41,16.1,1.4986910506353506,0.24601123495162128,0.01,4.64,15.073864938611543,32.47662915363652,-0.398322432619052,True,-0.35
41,16.21666667,1.5187873803864473,0.25921495428915015,0.01,4.64,14.898378613554158,32.05340154098011,-0.398322432619052,True,-0.35
57,8.066666667,1.894489693113813,0.06324564820064477,0.01,4.64,8.722906367563617,15.663801552128325,-0.3,True,-0.3
57,8.183333333,1.860233760325629,0.059679567265716646,0.01,4.64,9.338925791816543,17.64311834153629,-0.3,True,-0.3
57,8.333333332999999,1.8719360294958145,0.05034800194501039,0.01,4.64,9.103710316115421,16.909529300150815,-0.05,True,-0.05
57,8.466666667,1.8694924879631358,0.06447853598160286,0.01,4.64,9.088869554025425,16.888762640207524,-0.05,True,-0.05
57,8.616666667,1.8779047379721368,0.05630100614667501,0.01,4.64,8.970502877238971,16.50699565679109,-0.25,True,-0.25
57,8.733333333,1.7381266841597494,0.07463676680425195,0.01,4.64,11.31048514259794,22.7046863626715,-0.25,False,-0.25
57,10.96666667,1.7192098516062018,0.1343759710685593,0.01,4.64,10.698437692186559,22.647808825760357,-0.34857368890045903,True,-0.3
57,11.06666667,1.7432250558083526,0.12701845523859664,0.01,4.64,10.669818573084424,22.46863338420585,-0.34857368890045903,True,-0.3
57,11.2,1.756224083793185,0.12271013333662928,0.01,4.64,10.702103938745367,22.47573458462369,-0.09982997030749421,True,-0.05
57,11.28333333,1.7515926372485466,0.12965738874099206,0.01,4.64,10.703499282547348,22.50133186315479,-0.09982997030749421,True,-0.05
57,11.45,1.7361532976231824,0.12834381588792584,0.01,4.64,10.749971059512383,22.689157635179583,-0.2988249451818661,True,-0.25
57,11.51666667,1.7492350010560518,0.12259747569205544,0.01,4.64,10.675255773644817,22.4623431040883,-0.2988249451818661,True,-0.25
57,13.41666667,1.6181215414233185,0.17165562385777147,0.01,4.64,12.216924191597215,26.449780846265135,-0.34857368890045903,True,-0.3
57,13.5,1.6271121992332649,0.17351211500193778,0.01,4.64,12.174239147374575,26.328325475221384,-0.34857368890045903,True,-0.3
57,13.63333333,1.652929851500678,0.19414585849789542,0.01,4.64,12.262563677669682,26.388015172283,-0.09982997030749421,True,-0.05
57,13.7,1.6668396372084153,0.18033317437709692,0.01,4.64,12.306190381650694,26.412022417426364,-0.09982997030749421,True,-0.05
57,13.85,1.6351335981671606,0.1660598620428139,0.01,4.64,12.19994120311744,26.35375550259337,-0.2988249451818661,True,-0.25
57,13.91666667,1.6359730919886344,0.1727366144381461,0.01,4.64,12.198625428348429,26.347684476900955,-0.2988249451818661,True,-0.25
57,15.25,1.6112549815881094,0.16225682672574815,0.01,4.64,12.558893311913643,27.09795752063174,-0.7465636386492027,True,-0.7
57,15.35,1.6242202771225709,0.16854202982244193,0.01,4.64,12.480508365676535,26.893580174398476,-0.34857368890045903,True,-0.3
57,15.41666667,1.6149657705177076,0.1679801855313117,0.01,4.64,12.449727432996152,26.874133939369685,-0.34857368890045903,True,-0.3
57,15.53333333,1.6401336293299555,0.1915957224884064,0.01,4.64,12.562716564694206,26.981830956894534,-0.09982997030749421,True,-0.05
57,15.61666667,1.6187109398931718,0.17823224674781926,0.01,4.64,12.513515670507253,26.979859841719243,-0.09982997030749421,True,-0.05
57,15.73333333,1.6182267164169983,0.18730338635620086,0.01,4.64,12.591577774486808,27.140636174964285,-0.2988249451818661,True,-0.25
57,15.85,1.6354446126157698,0.1799396045784218,0.01,4.64,12.637305551130517,27.153787766654354,-0.2988249451818661,True,-0.25
77,9.216666667,1.8522639791251592,0.0941180736868977,0.01,4.64,9.120209139737625,18.03837566933343,-0.35,True,-0.35
77,9.266666667,1.8463201920373535,0.09137815267483182,0.01,4.64,9.196077476690803,18.289909455573213,-0.35,True,-0.35
77,9.433333333,1.8460576296410136,0.09598996514187712,0.01,4.64,9.287779675796962,18.534716006598416,-0.4,True,-0.4
77,9.5,1.843486840481573,0.08890627824389111,0.01,4.64,9.27092129728063,18.503299864432474,-0.4,True,-0.4
77,9.633333333,1.837906598165369,0.09058830024688537,0.01,4.64,9.374243731595847,18.831468857552153,-0.4,True,-0.4
77,9.716666667,1.845915793212499,0.09494789132492558,0.01,4.64,9.341889190082366,18.696451326414785,-0.4,True,-0.4
77,11.23333333,1.7116659039037736,0.14683179955950806,0.01,4.64,11.020577494811253,23.607846136807993,-0.398322432619052,True,-0.35
77,11.3,1.7167588076575448,0.15035591843418264,0.01,4.64,10.974867860809635,23.486192471029437,-0.398322432619052,True,-0.35
77,11.4,1.7173242140259521,0.15725189554618826,0.01,4.64,11.022509355113076,23.585382182401116,-0.448071176337645,True,-0.4
77,11.46666667,1.7265206719963329,0.15965944714372673,0.01,4.64,11.09312921387933,23.6930009366998,-0.448071176337645,True,-0.4
77,11.58333333,1.7165553968709615,0.14629047466919912,0.01,4.64,11.135160032893165,23.827728674305142,-0.448071176337645,True,-0.4
77,11.65,1.706872139742229,0.1424994706280515,0.01,4.64,11.116942350026832,23.834098825929495,-0.448071176337645,True,-0.4
77,13.9,1.4899453040933968,0.25368099200262545,0.01,4.64,14.712520383184081,31.752196249703108,-0.398322432619052,True,-0.35
77,14.01666667,1.5174088950733826,0.2785297788797473,0.01,4.64,14.81578632908397,31.81921283784906,-0.398322432619052,True,-0.35
77,14.2,1.52040090347387,0.28683405252010064,0.01,4.64,14.90761930174855,31.978117782409377,-0.448071176337645,True,-0.4
77,14.26666667,1.5083244686183868,0.2865585472905322,0.01,4.64,14.863764668366862,31.952308324762797,-0.448071176337645,True,-0.4
77,14.38333333,1.4992401046857102,0.2772094208602832,0.01,4.64,14.871448782136078,32.00904659243892,-0.448071176337645,True,-0.4
