Richmond_Eucalyptus_cladocalyx,Richmond_Eucalyptus_dunnii,Richmond_Eucalyptus_saligna,mean,model,variable
20.443603073767036,54.76726444309172,120.69330826456749,65.30139192714209,const,Tleaf
519.5435310861275,532.2113363253052,422.06097525557334,491.2719475556687,const,Ci
111.2390194952075,62.794750967991476,20.691488779098247,64.9084197474324,const,Pleaf
285.3243650716497,301.84638147000635,219.55943186391423,268.91005946852346,const,E
499.888295405202,528.1047279337289,431.64155666022737,486.5448599997194,const,A
