E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
1.0,1.0,1.0,1.0,1.0,1.0,driv,Tleaf
1.0,1.0,1.0,1.0,1.0,1.0,std,Tleaf
1.0,1.0,1.0,1.0,1.0,1.0,std_gmin,Tleaf
1.0,1.0,1.0,1.0,1.0,1.0,pmax,Tleaf
1.0,1.0,1.0,1.0,1.0,1.0,pmax_gmin,Tleaf
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.07978131800743775,0.645816185037681,0.5248104461752666,0.25500677436347646,0.14184395099192,0.3294517349151564,driv,Pleaf
,,,,,,std,Pleaf
,,,,,,std_gmin,Pleaf
0.06201861795726262,0.3608700508454195,0.4529239178823997,0.3958711171541406,0.28895126983569785,0.312126994734984,pmax,Pleaf
0.06201861795726262,0.3608700508454195,0.4529239178823997,0.3958711171541406,0.28895126983569785,0.312126994734984,pmax_gmin,Pleaf
0.9990227450035414,0.9975750932022093,0.998221008238417,0.9984401415349271,0.9973222479792518,0.9981162471916694,driv,E
0.3820642446502973,0.48611432850574016,0.27057410249671265,0.49905464331931654,0.361278919420607,0.3998172476785347,std,E
0.3830521913884295,0.5899978201662585,0.1399909467854608,0.4361524798168583,0.41097034018617784,0.39203275566863705,std_gmin,E
0.24726074681369672,0.41456813181953334,0.436104136490021,0.6079335972860472,0.3352872186429859,0.40823076621045684,pmax,E
0.24726074681369672,0.41456813181953334,0.436104136490021,0.6079335972860472,0.3352872186429859,0.40823076621045684,pmax_gmin,E
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
