doy,hod,A(driv),A(std),A(std_gmin),A(pmax),A(pmax_gmin),E(driv),E(std),E(std_gmin),E(pmax),E(pmax_gmin),gs(driv),gs(std),gs(std_gmin),gs(pmax),gs(pmax_gmin),gb(driv),gb(std),gb(std_gmin),gb(pmax),gb(pmax_gmin),gmin(driv),gmin(std),gmin(std_gmin),gmin(pmax),gmin(pmax_gmin),Ci(driv),Ci(std),Ci(std_gmin),Ci(pmax),Ci(pmax_gmin),Tleaf(driv),Tleaf(std),Tleaf(std_gmin),Tleaf(pmax),Tleaf(pmax_gmin),Pleaf(driv),Pleaf(std),Pleaf(std_gmin),Pleaf(pmax),Pleaf(pmax_gmin),k(driv),k(std),k(std_gmin),k(pmax),k(pmax_gmin),Rublim(driv),Rublim(std),Rublim(std_gmin),Rublim(pmax),Rublim(pmax_gmin),Ps(driv),Ps(std),Ps(std_gmin),Ps(pmax),Ps(pmax_gmin)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa]
306,11.85548611,10.842710818417123,8.98930891128948,11.539330913609533,13.496771311269617,13.496771311269617,2.542106448416418,1.553763329956014,2.864707093421184,7.7259228645642075,7.7259228645642075,0.08828775,0.05333565964411666,0.09987481986102406,0.28594737544705173,0.28594737544705173,2.92089725,2.92089725,2.92089725,2.92089725,2.92089725,,,0.0017236696792731153,,0.0017236696792731153,25.5843594400456,18.4715344214493,26.697170420144605,37.32781930399509,37.32781930399509,31.4075,31.4075,31.4075,31.4075,31.4075,-1.2401117975675051,-1.0918370454848563,-1.289536714928388,-2.1297603100633986,-2.1297603100633986,,,,5.735950153698789,5.735950153698789,False,False,False,False,False,-0.82,-0.82,-0.82,-0.82,-0.82
311,11.91048611,7.838723073131472,9.083601770632121,10.537099061187988,11.658556624228934,11.658556624228934,1.1073530013518977,1.405625361184198,2.4242555758893394,7.31357233954264,7.31357233954264,0.040454500000000004,0.05154339177097303,0.0900470547321703,0.28966077010380314,0.28966077010380314,2.92187775,2.92187775,2.92187775,2.92187775,2.92187775,,,0.0018241460802609448,,0.0018241460802609448,21.313489046272178,24.06073395692544,33.466225120432604,45.65431334246569,45.65431334246569,34.515,34.515,34.515,34.515,34.515,-0.8984344469439949,-0.9488442889279934,-1.1252787358719885,-1.9570411286079643,-1.9570411286079643,,,,5.807069985892799,5.807069985892799,False,False,False,False,False,-0.722,-0.722,-0.722,-0.722,-0.722
312,11.84361111,8.018875446135878,12.073676255627477,16.84302224332998,18.27663799496621,18.27663799496621,1.5026700967736608,2.3766540614948735,5.212608268768694,8.161054233391056,8.161054233391056,0.03716925,0.05922590791195314,0.13311763117479813,0.21392748477069048,0.21392748477069048,2.92152125,2.92152125,2.92152125,2.92152125,2.92152125,,,0.0018959472201254025,,0.0018959472201254025,17.664959313642136,19.369893544187505,31.501689199726584,37.94916101439273,37.94916101439273,36.6325,36.6325,36.6325,36.6325,36.6325,-1.0614260943421034,-1.2098817509473654,-1.6799913301973615,-2.1995861283157785,-2.1995861283157785,,,,5.701450440122225,5.701450440122225,True,False,False,False,False,-0.8140000000000001,-0.8140000000000001,-0.8140000000000001,-0.8140000000000001,-0.8140000000000001
306,12.17208333,7.288256818499632,6.9876300160907805,7.4476762356553605,8.293199392191744,8.293199392191744,1.3425972529226058,1.0476228207657148,1.4343166386151223,6.80324676610607,6.80324676610607,0.07582375,0.05882939684734578,0.0811475578817585,0.4295746031132082,0.4295746031132082,2.92068775,2.92068775,2.92068775,2.92068775,2.92068775,,,0.0015749229995705221,,0.0015749229995705221,30.157789291775845,26.604552112343548,30.834172674236417,42.163038901535344,42.163038901535344,26.4575,26.4575,26.4575,26.4575,26.4575,-0.7960804698325161,-0.7440625876475125,-0.7960804698325161,-1.7063934080700784,-1.7063934080700784,,,,5.879745215638342,5.879745215638342,False,False,False,False,False,-0.562,-0.562,-0.562,-0.562,-0.562
311,12.21118056,2.3644239440743235,2.050556193160229,2.202124711823648,2.5506398574815567,2.5506398574815567,1.2897766846919632,0.519161206656106,0.7112807437751419,7.61132634655866,7.61132634655866,0.05129125,0.02043143760475675,0.02806488071925904,0.3311830432303318,0.3311830432303318,2.92136825,2.92136825,2.92136825,2.92136825,2.92136825,,,0.00177008739210347,,0.00177008739210347,38.04697116043592,29.383941662669194,32.878525528924726,44.137442239688326,44.137442239688326,32.865,32.865,32.865,32.865,32.865,-0.5425991669309691,-0.4065996875991134,-0.43379958346548453,-1.603395105719443,-1.603395105719443,,,,5.901055933841502,5.901055933841502,False,False,False,False,False,-0.325,-0.325,-0.325,-0.325,-0.325
312,12.16805556,7.643749692712462,10.573147695174617,13.524701366642953,14.929784444267288,14.929784444267288,1.4745330091812554,2.1808158302872234,4.224023494914483,7.8205195930412525,7.8205195930412525,0.0388695,0.0578562040889821,0.11418020229188891,0.21867429594656124,0.21867429594656124,2.921519,2.921519,2.921519,2.921519,2.921519,,,0.0018819132819903387,,0.0018819132819903387,17.47123964635795,19.553631284035188,29.68596688722304,37.6243654268635,37.6243654268635,36.225,36.225,36.225,36.225,36.225,-1.0158381546436106,-1.140757231965416,-1.4655468330021102,-2.090142219611137,-2.090142219611137,,,,5.753991839609255,5.753991839609255,False,False,False,False,False,-0.7659999999999999,-0.7659999999999999,-0.7659999999999999,-0.7659999999999999,-0.7659999999999999
306,11.75805556,14.19360331654817,16.343337513814777,18.432378557829754,20.16917760290596,20.16917760290596,2.245020951646651,2.780271350449976,4.287872374049887,8.397617985526946,8.397617985526946,0.08898049999999999,0.111001102494574,0.1747931950800315,0.36315349326870455,0.36315349326870455,2.921008,2.921008,2.921008,2.921008,2.921008,,,0.0017053830384073003,,0.0017053830384073003,23.654951293651536,25.489081142155552,31.96887296294625,39.71021150601404,39.71021150601404,30.8225,30.8225,30.8225,30.8225,30.8225,-0.9918929103573759,-1.0692714924288511,-1.3272000993337685,-2.023607337977045,-2.023607337977045,,,,5.781926455464836,5.781926455464836,False,False,False,False,False,-0.605,-0.605,-0.605,-0.605,-0.605
311,11.775,11.383914626771178,11.996110764129325,16.05810658658261,17.40913267142217,17.40913267142217,1.8236422145213214,1.8027509659247272,3.9271138454961787,6.872914999296929,6.872914999296929,0.054475,0.05383944914282,0.11988662653107404,0.2164774248304875,0.2164774248304875,2.92236275,2.92236275,2.92236275,2.92236275,2.92236275,,,0.0018866370092135692,,0.0018866370092135692,21.768928996000056,19.526771782440115,33.5538870521764,42.020453278213346,42.020453278213346,36.3625,36.3625,36.3625,36.3625,36.3625,-1.2244478924939806,-1.2001826699944436,-1.564161007487498,-2.073730679977774,-2.073730679977774,,,,5.761152725366635,5.761152725366635,False,False,False,False,False,-0.909,-0.909,-0.909,-0.909,-0.909
312,11.71127778,8.48167136599078,14.222619133707607,16.64714062361639,17.94415383651943,17.94415383651943,1.7742233945784036,3.6612827095793414,5.942403857752369,9.076732964846018,9.076732964846018,0.0478608,0.10051684122765453,0.16671650549480857,0.26255403238307584,0.26255403238307584,2.9214976000000004,2.9214976000000004,2.9214976000000004,2.9214976000000004,2.9214976000000004,,,0.001865685766210847,,0.001865685766210847,16.77583974763605,22.21079380724161,28.750305348364023,33.68649086903389,33.68649086903389,35.75,35.75,35.75,35.75,35.75,-0.8471536283994292,-1.185335189235118,-1.5495307162889371,-2.0958240068696656,-2.0958240068696656,,,,5.751470448162235,5.751470448162235,True,False,False,False,False,-0.561,-0.561,-0.561,-0.561,-0.561
