site_spp,A(driv),A(std),A(std_gmin),A(pmax),A(pmax_gmin),E(driv),E(std),E(std_gmin),E(pmax),E(pmax_gmin),gs(driv),gs(std),gs(std_gmin),gs(pmax),gs(pmax_gmin),gb(driv),gb(std),gb(std_gmin),gb(pmax),gb(pmax_gmin),gmin(std_gmin),gmin(pmax_gmin),Ci(driv),Ci(std),Ci(std_gmin),Ci(pmax),Ci(pmax_gmin),Tleaf(driv),Tleaf(std),Tleaf(std_gmin),Tleaf(pmax),Tleaf(pmax_gmin),Pleaf(driv),Pleaf(std),Pleaf(std_gmin),Pleaf(pmax),Pleaf(pmax_gmin),k(pmax),k(pmax_gmin),Rublim(driv),Rublim(std),Rublim(std_gmin),Rublim(pmax),Rublim(pmax_gmin),PPFD,VPD,Patm,Tref,Ps,Tair,CO2,doy,hod,E,gs,gb,Pleaf,Tleaf
E_crebra_HW2,3.3084645609529817,11.723944573609044,13.807416598693584,15.073954077820671,15.073954077820671,0.6050326412912509,3.035763130427163,5.199329989879076,9.720793543256066,9.720793543256066,0.01450525,0.07426146195574766,0.1295333663104515,0.25188957071054763,0.25188957071054763,2.9219075,2.9219075,2.9219075,2.9219075,2.9219075,0.0019332091462957422,0.0019332091462957422,15.532000930648588,26.36872435987365,34.47706214111115,41.85794185879168,41.85794185879168,37.7,37.7,37.7,37.7,37.7,-0.5954932293504079,-1.0179638898688423,-1.407936807270474,-2.2203803851905404,-2.2203803851905404,5.535858960978863,5.535858960978863,True,False,False,False,False,1242.75,4.27305225,101.9375,33.6825,-0.498,35.53,52.192,311,11.38888889,0.607394,0.01450525,2.9219075,-2.375,37.7
E_crebra_HW2,5.057786578153258,6.771030079858131,16.777983061929614,19.42544706245329,19.42544706245329,0.8090917324858407,1.0145501461888164,4.182221138676555,8.12540468931791,8.12540468931791,0.0220745,0.027733245065383445,0.11781492094150567,0.2379427829807643,0.2379427829807643,2.921603,2.921603,2.921603,2.921603,2.921603,0.0018395091466743023,0.0018395091466743023,15.264263675844,12.779728695026035,28.56477848073,38.12489332965475,38.12489332965475,34.975,34.975,34.975,34.975,34.975,-1.3156042934734604,-1.3447251521681525,-1.8980214673673024,-2.626042934734605,-2.626042934734605,5.3939132464355435,5.3939132464355435,True,True,False,False,False,1883.0,3.75990625,101.8125,32.4775,-1.17,34.13,52.128,312,11.34291667,0.79152,0.0220745,2.9216029999999997,-2.63,34.975
E_crebra_HW2,14.31970982243817,15.464412774466314,16.471116783216168,17.719275302951697,17.719275302951697,2.873154060536109,3.4116348601727466,4.6266178679099585,8.916324977377549,8.916324977377549,0.11819849999999997,0.14142362904642755,0.19515383843173414,0.40093402870200734,0.40093402870200734,2.92083225,2.92083225,2.92083225,2.92083225,2.92083225,0.0017154400071863847,0.0017154400071863847,24.593767521601023,26.401486183853198,30.284453944602422,36.52189595088008,36.52189595088008,31.145,31.145,31.145,31.145,31.145,-0.9225917748927432,-1.021110129871292,-1.2509862914879055,-2.0062936796567787,-2.0062936796567787,5.585063980610923,5.585063980610923,False,False,False,False,False,698.75,2.53781725,100.3425,31.615,-0.43,30.01,44.351385,306,12.69986111,2.897853,0.11819849999999998,2.92083225,-2.262,31.145
E_crebra_HW2,12.268717005790187,17.77246985121159,19.626947550053067,20.65989174897712,20.65989174897712,2.368999728839889,4.541598849373928,7.08603449144832,10.880349400059645,10.880349400059645,0.0619706,0.1211602463108217,0.1935366190506024,0.3080959576138083,0.3080959576138083,2.9218572,2.9218572,2.9218572,2.9218572,2.9218572,0.0019310250936007585,0.0019310250936007585,19.70001845476134,27.641607556080192,34.79241262691943,40.203152689513615,40.203152689513615,37.63800000000001,37.63800000000001,37.63800000000001,37.63800000000001,37.63800000000001,-0.8765410122772285,-1.2366141765118064,-1.6948891128103605,-2.3823015172581905,-2.3823015172581905,5.487632659080775,5.487632659080775,False,False,False,False,False,918.8,3.9756896,101.84,37.766,-0.451,40.02,51.9384,311,12.68261111,2.3040276,0.0619706,2.9218572,-2.255,37.638000000000005
E_crebra_HW2,16.112619177401278,17.377122835526553,21.48129947913602,22.741709304619985,22.741709304619985,3.8562104762073504,3.997721553352324,7.23084816545603,9.78752639423274,9.78752639423274,0.10104475,0.10488587748620228,0.19538328514351844,0.2708705931431293,0.2708705931431293,2.9221115,2.9221115,2.9221115,2.9221115,2.9221115,0.0019329448150927613,0.0019329448150927613,21.877980605513887,20.826475646747014,29.532239191069838,33.58507668462789,33.58507668462789,37.6925,37.6925,37.6925,37.6925,37.6925,-1.3343018516840115,-1.365935273192774,-1.935336860350498,-2.409838182981934,-2.409838182981934,5.478376638625868,5.478376638625868,False,False,False,False,False,1574.25,4.016118,101.7175,37.865,-0.67,36.75,48.1123775,312,12.61972222,4.00406225,0.10104475,2.9221115,-2.27,37.6925
E_fibrosa_HW2,2.682804900201948,9.648184285714576,11.279884730670195,13.040076339634034,13.040076339634034,0.33105921329109544,1.5694970559006265,2.5350501241349552,9.124899455580971,9.124899455580971,0.01328325,0.06406320571777392,0.10488966727211582,0.4164088068680511,0.4164088068680511,2.92179575,2.92179575,2.92179575,2.92179575,2.92179575,0.0016862909035075802,0.0016862909035075802,12.908878448793285,20.67420308492942,27.38124441841757,39.26591435322733,39.26591435322733,30.205,30.205,30.205,30.205,30.205,-0.8179119455064509,-1.0426477820258035,-1.2673836185451564,-2.578342664908047,-2.578342664908047,4.894361619413468,4.894361619413468,False,False,False,False,False,426.75,2.5118985,100.33,30.715,-0.743,29.01,44.84751,306,12.56944444,0.33650775,0.01328325,2.92179575,-1.9509999999999998,30.205
E_fibrosa_HW2,2.6929266204531714,3.5460112458800768,4.515461142536702,5.2759332188887145,5.2759332188887145,0.5173465573657827,0.7333436571936242,1.4467046724876818,8.433885163426558,8.433885163426558,0.013455000000000002,0.01910933022816281,0.037939324853163696,0.2359742595463951,0.2359742595463951,2.9218416,2.9218416,2.9218416,2.9218416,2.9218416,0.0019161549818083141,0.0019161549818083141,19.81023090513036,22.10093103023376,32.695000301780865,48.06479816789958,48.06479816789958,37.214,37.214,37.214,37.214,37.214,-0.8189257072043999,-0.8565676096058666,-1.007135219211733,-2.399885608066,-2.399885608066,4.922035840465634,4.922035840465634,False,False,False,False,False,164.0,3.9337164,101.838,37.28,-0.706,40.02,51.93738,311,12.62561111,0.5341798000000001,0.013455000000000002,2.9218416,-2.4,37.214
E_fibrosa_HW2,5.198659533126049,9.072200324874702,11.963040792254349,13.589332340913167,13.589332340913167,1.0040504132243768,1.935013328826408,3.923675940860989,9.774462324169496,9.774462324169496,0.0252866,0.04912670519064102,0.10136695487464197,0.2662953230451558,0.2662953230451558,2.9220386,2.9220386,2.9220386,2.9220386,2.9220386,0.0019380086277051554,0.0019380086277051554,15.036147835409686,18.19366307063857,28.701992994349798,39.278101157777364,39.278101157777364,37.836,37.836,37.836,37.836,37.836,-0.9858477029621072,-1.1716954059242144,-1.5805603524408502,-2.7699856513983363,-2.7699856513983363,4.857026103495351,4.857026103495351,False,False,False,False,False,469.8,4.0742502,101.728,37.508,-0.8,36.75,48.117344,312,12.56183333,1.0746066,0.0252866,2.9220386,-2.448,37.836
E_fibrosa_HW2,9.405805022341447,10.377094439137947,10.946800875838854,11.946017996684857,11.946017996684857,1.3431057548277323,1.7908241635559528,2.430534752318412,8.738596298159928,8.738596298159928,0.065446,0.08791868005998073,0.1206213187182346,0.4857234198638128,0.4857234198638128,2.9214315,2.9214315,2.9214315,2.9214315,2.9214315,0.0016190314462714171,0.0016190314462714171,26.268643787853627,30.26808853695056,34.53550462813666,44.8620434761704,44.8620434761704,27.9725,27.9725,27.9725,27.9725,27.9725,-0.7205686936946887,-0.7984454633217426,-0.9152606177623236,-2.2002273166087134,-2.2002273166087134,4.9460851116793165,4.9460851116793165,False,False,False,False,False,363.5,2.103822,100.2675,28.735,-0.44799999999999995,24.8,49.33161,306,11.68555556,1.39183275,0.065446,2.9214314999999997,-2.35,27.9725
E_fibrosa_HW2,7.697808868436804,16.506996764648438,18.48490592281447,19.745692897493733,19.745692897493733,1.0493145159660404,3.205834286826556,5.270951811548764,10.127275153104927,10.127275153104927,0.03119525,0.09744511487239653,0.16373467868118624,0.33171740955373696,0.33171740955373696,2.9216175,2.9216175,2.9216175,2.9216175,2.9216175,0.00187549089032423,0.00187549089032423,16.5129578196034,28.476131185650846,37.424720293868454,45.857583723191105,45.857583723191105,36.0375,36.0375,36.0375,36.0375,36.0375,-0.7440788587410017,-1.2050681197194058,-1.589225837201409,-2.5880359026546174,-2.5880359026546174,4.89267205299,4.89267205299,True,False,False,False,False,802.0,3.46531275,101.9325,35.8375,-0.552,39.22,56.368672499999995,311,11.69152778,1.096892,0.03119525,2.9216175,-2.316,36.0375
