doy,hod,A(driv),A(std),A(std_gmin),A(pmax),A(pmax_gmin),E(driv),E(std),E(std_gmin),E(pmax),E(pmax_gmin),gs(driv),gs(std),gs(std_gmin),gs(pmax),gs(pmax_gmin),gb(driv),gb(std),gb(std_gmin),gb(pmax),gb(pmax_gmin),gmin(driv),gmin(std),gmin(std_gmin),gmin(pmax),gmin(pmax_gmin),Ci(driv),Ci(std),Ci(std_gmin),Ci(pmax),Ci(pmax_gmin),Tleaf(driv),Tleaf(std),Tleaf(std_gmin),Tleaf(pmax),Tleaf(pmax_gmin),Pleaf(driv),Pleaf(std),Pleaf(std_gmin),Pleaf(pmax),Pleaf(pmax_gmin),k(driv),k(std),k(std_gmin),k(pmax),k(pmax_gmin),Rublim(driv),Rublim(std),Rublim(std_gmin),Rublim(pmax),Rublim(pmax_gmin),Ps(driv),Ps(std),Ps(std_gmin),Ps(pmax),Ps(pmax_gmin)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa]
306,12.07694444,13.546315159116496,6.743737519157082,15.339639637051768,18.806885237695372,18.806885237695372,2.90463011448423,0.978434254004709,3.4247198621041592,7.969738455032717,7.969738455032717,0.09697925,0.031964124859602955,0.11502762868914086,0.2824420504485773,0.2824420504485773,2.92139875,2.92139875,2.92139875,2.92139875,2.92139875,,,0.0017299663953533706,,0.0017299663953533706,22.90187757452754,11.995543257458973,23.812774543666205,34.13312886664212,34.13312886664212,31.6075,31.6075,31.6075,31.6075,31.6075,-1.6932659087657642,-1.3437553029219216,-1.780643560226725,-2.5961683071956916,-2.5961683071956916,,,,5.406892503631202,5.406892503631202,False,True,False,False,False,-1.169,-1.169,-1.169,-1.169,-1.169
311,12.264375,7.787624664538159,9.181866967087585,9.70871938563493,10.558292756705415,10.558292756705415,1.3224777545040491,2.069847859128271,2.8183057973622065,8.401443474249264,8.401443474249264,0.05358725,0.08474947366391647,0.11661825407752266,0.37749446022524874,0.37749446022524874,2.9213815,2.9213815,2.9213815,2.9213815,2.9213815,,,0.0017684745019318359,,0.0017684745019318359,21.921157544828308,27.77047941186558,31.75769925050173,40.51546421913257,40.51546421913257,32.815,32.815,32.815,32.815,32.815,-0.6338259103603321,-0.7657264305662361,-0.8976269507721402,-1.8868808523164207,-1.8868808523164207,,,,5.606322893673763,5.606322893673763,False,False,False,False,False,-0.40299999999999997,-0.40299999999999997,-0.40299999999999997,-0.40299999999999997,-0.40299999999999997
312,12.22104167,10.877151542331942,14.447920204531831,18.007583664047413,19.626050606274756,19.626050606274756,1.9842021565601953,2.8210066757823036,5.306877870503917,9.346257407682128,9.346257407682128,0.0548795,0.07864699660631042,0.15154522714596555,0.2778648772796953,0.2778648772796953,2.92187175,2.92187175,2.92187175,2.92187175,2.92187175,,,0.0018815701999075952,,0.0018815701999075952,19.411038458727557,21.557710869862625,31.754971056135002,39.35892737546325,39.35892737546325,36.215,36.215,36.215,36.215,36.215,-1.0718168828275427,-1.2285518295673348,-1.6674096804387526,-2.3883904354417966,-2.3883904354417966,,,,5.485613530381791,5.485613530381791,True,False,False,False,False,-0.727,-0.727,-0.727,-0.727,-0.727
306,11.645,14.778262501872947,14.958431324725181,15.895744293175406,17.256746144938592,17.256746144938592,2.311164775990978,2.2569501285471802,3.1094130173143224,8.419243258507349,8.419243258507349,0.12231600000000001,0.11932951670261978,0.16697774434987037,0.5010351963233378,0.5010351963233378,2.9206585,2.9206585,2.9206585,2.9206585,2.9206585,,,0.0016050707294874447,,0.0016050707294874447,29.620331493530774,28.899701595893692,33.603146009050015,43.06820862110191,43.06820862110191,27.4975,27.4975,27.4975,27.4975,27.4975,-0.944772168056123,-0.912405078205652,-1.074240527458007,-2.0128861331216656,-2.0128861331216656,,,,5.58376995947172,5.58376995947172,False,False,False,False,False,-0.524,-0.524,-0.524,-0.524,-0.524
311,11.66458333,14.732063738473123,19.22732399796323,19.90580662348741,20.5936465684566,20.5936465684566,2.027928721626225,4.5271906064281495,6.076700613310971,9.957693887387165,9.957693887387165,0.073837,0.17013435880598882,0.23300998633188874,0.4023185157174026,0.4023185157174026,2.92162,2.92162,2.92162,2.92162,2.92162,,,0.0018165127297537344,,0.0018165127297537344,23.736399165162624,37.37088215795598,41.7529334510397,47.16014204018531,47.16014204018531,34.285,34.285,34.285,34.285,34.285,-0.6041786918727687,-1.0440262368133137,-1.3147016490844183,-1.9913901797621798,-1.9913901797621798,,,,5.587941284043186,5.587941284043186,False,False,False,False,False,-0.23199999999999998,-0.23199999999999998,-0.23199999999999998,-0.23199999999999998,-0.23199999999999998
312,11.61069444,11.927542487705917,15.542893694497456,17.143093461046966,18.537199028287322,18.537199028287322,1.9678146561498284,3.1992986041637406,4.8263930050456665,9.64295371192664,9.64295371192664,0.0671215,0.11071893963564333,0.17031081693896624,0.3612937700236614,0.3612937700236614,2.92148125,2.92148125,2.92148125,2.92148125,2.92148125,,,0.0017833686990125993,,0.0017833686990125993,19.588787478347182,25.38360796820428,31.656267927080407,39.438357781858564,39.438357781858564,33.275,33.275,33.275,33.275,33.275,-0.900821907953171,-1.0943611304730823,-1.3846699642529492,-2.2555964655925504,-2.2555964655925504,,,,5.526235622852584,5.526235622852584,False,False,False,False,False,-0.546,-0.546,-0.546,-0.546,-0.546
306,11.79131944,14.178983850164219,15.529955490687996,16.981505234418538,18.53757927993924,18.53757927993924,2.090893717778582,2.468543602039959,3.6225813744481044,8.333051050231239,8.333051050231239,0.0932835,0.11077089690687154,0.1654895475360952,0.41094734728935317,0.41094734728935317,2.92134725,2.92134725,2.92134725,2.92134725,2.92134725,,,0.0016577126647625397,,0.0016577126647625397,24.841766284220977,26.63846398188615,32.48770310371982,41.44562221593092,41.44562221593092,29.2675,29.2675,29.2675,29.2675,29.2675,-0.9386108526767889,-1.0347774488613677,-1.2271106412305253,-2.0605544748302083,-2.0605544748302083,,,,5.574016087172851,5.574016087172851,False,False,False,False,False,-0.586,-0.586,-0.586,-0.586,-0.586
311,11.80805556,9.527348823269161,14.590825390278013,18.955420496146143,20.63954335408787,20.63954335408787,1.4498954481179336,2.406688277860037,4.918997202421165,8.824862218716754,8.824862218716754,0.04233825,0.07095587222272394,0.14879735292372195,0.2781959941702133,0.2781959941702133,2.92219425,2.92219425,2.92219425,2.92219425,2.92219425,,,0.0018903383621882595,,0.0018903383621882595,17.45438141956604,20.317167410566224,32.629717277708735,41.01983260464416,41.01983260464416,36.47,36.47,36.47,36.47,36.47,-1.0843136032258784,-1.2690488056452873,-1.7000976112905746,-2.4082492205649753,-2.4082492205649753,,,,5.478919490157902,5.478919490157902,True,False,False,False,False,-0.838,-0.838,-0.838,-0.838,-0.838
312,11.74777778,10.037368858220734,14.406498650483549,17.829529085408364,19.807575412753476,19.807575412753476,2.1285061310369024,3.3880856005948004,5.935591614806237,10.677846577289737,10.677846577289737,0.058490999999999994,0.094220220374997,0.16916628803043177,0.31908217485548485,0.31908217485548485,2.92178675,2.92178675,2.92178675,2.92178675,2.92178675,,,0.001862457093170174,,0.001862457093170174,17.60021399100343,20.380517224945823,27.810821015204883,34.6044952595956,34.6044952595956,35.655,35.655,35.655,35.655,35.655,-1.0355055807182147,-1.2574671694705066,-1.7013903469750904,-2.5575279035910734,-2.5575279035910734,,,,5.423037319873563,5.423037319873563,True,False,False,False,False,-0.655,-0.655,-0.655,-0.655,-0.655
