E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
-1015.2502274049539,-inf,-inf,-inf,-inf,-inf,driv,Tleaf
-1012.5421772038517,-inf,-inf,-inf,-inf,-inf,std,Tleaf
-1012.5421772038517,-inf,-inf,-inf,-inf,-inf,std_gmin,Tleaf
-1015.2502274049539,-inf,-inf,-inf,-inf,-inf,pmax,Tleaf
-1015.2502274049539,-inf,-inf,-inf,-inf,-inf,pmax_gmin,Tleaf
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
10.771245034083599,9.165311220381916,3.788105883795106,6.4559535279607,2.9669891233312433,6.629520957910513,driv,Pleaf
,,,,,,std,Pleaf
,,,,,,std_gmin,Pleaf
-29.308954294441456,-10.930450619446795,13.777799960496417,-36.461946064654306,-34.292421026849574,-19.443194408979146,pmax,Pleaf
-29.308954294441456,-10.930450619446795,13.777799960496417,-36.461946064654306,-34.292421026849574,-19.443194408979146,pmax_gmin,Pleaf
-79.72207272727317,-91.4724547626596,-104.95041369896887,-96.83251568167489,-65.7508156246625,-87.74565449904779,driv,E
14.434478231063558,6.033167368893053,-4.870354677895318,3.292831262468767,12.323896793896106,6.242803795685234,std,E
38.9928418467974,33.468296241880644,60.30776951395338,31.856637691333074,31.577939130883653,39.24069688496964,std_gmin,E
61.980130564197076,64.81295213038467,43.55931044690221,56.24949153270791,48.682062522361065,55.05678943931059,pmax,E
61.980130564197076,64.81295213038467,43.55931044690221,56.24949153270791,48.682062522361065,55.05678943931059,pmax_gmin,E
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
