doy,hod,A(driv),A(std),A(std_gmin),A(pmax),A(pmax_gmin),E(driv),E(std),E(std_gmin),E(pmax),E(pmax_gmin),gs(driv),gs(std),gs(std_gmin),gs(pmax),gs(pmax_gmin),gb(driv),gb(std),gb(std_gmin),gb(pmax),gb(pmax_gmin),gmin(driv),gmin(std),gmin(std_gmin),gmin(pmax),gmin(pmax_gmin),Ci(driv),Ci(std),Ci(std_gmin),Ci(pmax),Ci(pmax_gmin),Tleaf(driv),Tleaf(std),Tleaf(std_gmin),Tleaf(pmax),Tleaf(pmax_gmin),Pleaf(driv),Pleaf(std),Pleaf(std_gmin),Pleaf(pmax),Pleaf(pmax_gmin),k(driv),k(std),k(std_gmin),k(pmax),k(pmax_gmin),Rublim(driv),Rublim(std),Rublim(std_gmin),Rublim(pmax),Rublim(pmax_gmin),Ps(driv),Ps(std),Ps(std_gmin),Ps(pmax),Ps(pmax_gmin)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[mmol m-2 s-1 MPa-1],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa]
306,11.35354167,8.379527029544107,9.299372430169466,10.325456685681576,11.581384260093323,11.581384260093323,0.951029190553978,1.1498246557674539,1.7198488110923291,5.428261570989226,5.428261570989226,0.05223725,0.06339347547291871,0.09585197122013708,0.32556781317505934,0.32556781317505934,2.921055,2.921055,2.921055,2.921055,2.921055,,,0.0015664750373718904,,0.0015664750373718904,23.185232759691313,25.302717494199275,31.389062313295636,42.66890723927755,42.66890723927755,26.1625,26.1625,26.1625,26.1625,26.1625,-0.8877184015333486,-0.9145353160381127,-1.0218029740571692,-1.7190427511810356,-1.7190427511810356,,,,5.230162085420781,5.230162085420781,False,False,False,False,False,-0.7,-0.7,-0.7,-0.7,-0.7
311,11.36222222,9.727001458960672,14.978144270164936,16.94814731437432,17.93295863302629,17.93295863302629,1.2446317969548395,2.460118185982806,4.048547300304175,6.359021295767271,6.359021295767271,0.04374025,0.08773940555441612,0.14724620760537446,0.23812950355872867,0.23812950355872867,2.92080275,2.92080275,2.92080275,2.92080275,2.92080275,,,0.0017962583460209985,,0.0017962583460209985,18.993875935625574,27.01513590100973,35.82201780318511,42.1157414942464,42.1157414942464,33.67,33.67,33.67,33.67,33.67,-0.8745180596886055,-1.091867446078477,-1.3907228523645503,-1.8254216251442936,-1.8254216251442936,,,,5.193394538123916,5.193394538123916,False,False,False,False,False,-0.63,-0.63,-0.63,-0.63,-0.63
312,11.31631944,9.85510317474674,14.833302640128132,16.364687163911103,17.34275868059304,17.34275868059304,1.2529155028944423,2.532792610640308,3.882389071730603,6.27854626611092,6.27854626611092,0.04752725,0.09770109605058003,0.15247855088861087,0.2547949062060037,0.2547949062060037,2.9210700000000003,2.9210700000000003,2.9210700000000003,2.9210700000000003,2.9210700000000003,,,0.0017335184012708684,,0.0017335184012708684,18.514213015193143,27.156140221918566,34.19632735708612,40.383551221149965,40.383551221149965,31.72,31.72,31.72,31.72,31.72,-0.829643687829309,-1.0488825214553614,-1.2955262092846704,-1.761408730740032,-1.761408730740032,,,,5.216203241517141,5.216203241517141,False,False,False,False,False,-0.583,-0.583,-0.583,-0.583,-0.583
306,12.50472222,6.770996689124344,6.162416923833893,6.504917055181833,7.138852777832053,7.138852777832053,1.9900125726182851,1.0203726007140832,1.362886178980926,4.62628874890527,4.62628874890527,0.1127785,0.056759125300269,0.07630943831555342,0.276313867939479,0.276313867939479,2.92126625,2.92126625,2.92126625,2.92126625,2.92126625,,,0.0016033158555515037,,0.0016033158555515037,34.97242567892857,27.35643629759082,31.0147090420816,40.318378036506765,40.318378036506765,27.4375,27.4375,27.4375,27.4375,27.4375,-0.8570118483609281,-0.6899294568097305,-0.7456235873267965,-1.358259023014521,-1.358259023014521,,,,5.317003903137485,5.317003903137485,False,False,False,False,False,-0.495,-0.495,-0.495,-0.495,-0.495
311,12.578125,9.70714614098604,8.879729586245404,9.618817248647485,10.301791803845767,10.301791803845767,2.836405456688536,1.7089959599318987,2.520533530384873,5.0452366440694245,5.0452366440694245,0.11216325,0.06656508162387753,0.09924805861138274,0.2056578594435171,0.2056578594435171,2.921719,2.921719,2.921719,2.921719,2.921719,,,0.001793885564094309,,0.001793885564094309,34.4865232217522,27.033912791715277,32.83236564696782,40.259656315078466,40.259656315078466,33.5975,33.5975,33.5975,33.5975,33.5975,-1.0467073052387592,-0.8249358082961237,-0.9912644310031002,-1.4625288620062005,-1.4625288620062005,,,,5.297247545237987,5.297247545237987,False,False,False,False,False,-0.52,-0.52,-0.52,-0.52,-0.52
312,12.50402778,18.72818604123233,16.97751023215846,21.025226504577468,21.952101532307527,21.952101532307527,4.594560299743204,3.335916845756046,6.083732940875219,7.579812795299854,7.579812795299854,0.1382465,0.09909050268797968,0.1859056436967277,0.23530459080780958,0.23530459080780958,2.9216195,2.9216195,2.9216195,2.9216195,2.9216195,,,0.001899320519960863,,0.001899320519960863,26.099499260183237,20.455959191261513,29.566324245518615,32.64809302531212,32.64809302531212,36.73,36.73,36.73,36.73,36.73,-1.5858347314891346,-1.3459749632578155,-1.8789966704385246,-2.1721586093879144,-2.1721586093879144,,,,5.029670074893658,5.029670074893658,False,False,False,False,False,-0.733,-0.733,-0.733,-0.733,-0.733
306,11.82965278,9.752603822842543,16.816861643065515,19.340801034148637,21.045142782221472,21.045142782221472,1.3813600803532915,2.9924291322589016,4.630606075152164,7.575195055797662,7.575195055797662,0.05356275,0.11856768816691576,0.18764519366359161,0.3200387181433139,0.3200387181433139,2.9216955000000002,2.9216955000000002,2.9216955000000002,2.9216955000000002,2.9216955000000002,,,0.0016769397884062788,,0.0016769397884062788,16.302126780032726,22.30597963507489,28.290046039720874,34.05850840021414,34.05850840021414,29.9,29.9,29.9,29.9,29.9,-0.9254304515803042,-1.222903948318639,-1.5203774450569738,-2.0882813933756124,-2.0882813933756124,,,,5.075952813280918,5.075952813280918,True,False,False,False,False,-0.655,-0.655,-0.655,-0.655,-0.655
311,11.86666667,5.655809532233654,15.593848685606119,18.142932638193813,18.83355378677682,18.83355378677682,0.8717732333809418,3.26715491657166,5.66531632432736,7.244785317031312,7.244785317031312,0.02345125,0.08987051131831766,0.15943703631635028,0.20703719122566522,0.20703719122566522,2.92182725,2.92182725,2.92182725,2.92182725,2.92182725,,,0.0019181560911537372,,0.0019181560911537372,15.05670717847692,25.41060268267302,34.84609675827894,38.42681675072809,38.42681675072809,37.27125,37.27125,37.27125,37.27125,37.27125,-0.7648864116517001,-1.2019168427229006,-1.666261675736051,-1.9667200970975014,-1.9667200970975014,,,,5.135248109545519,5.135248109545519,True,False,False,False,False,-0.601,-0.601,-0.601,-0.601,-0.601
312,11.81905556,9.097879963575418,11.288509411700417,16.30446038084328,17.541516947991237,17.541516947991237,1.4157220195110036,1.7144934070643578,3.9706228596525897,5.85689057808695,5.85689057808695,0.0418966,0.05089240556652607,0.1206277180260954,0.18149258651735256,0.18149258651735256,2.921496,2.921496,2.921496,2.921496,2.921496,,,0.0018276415271021146,,0.0018276415271021146,17.388436341471497,16.539694307254134,30.14884249661608,36.22117025158431,36.22117025158431,34.62,34.62,34.62,34.62,34.62,-1.2492947731883444,-1.3252832051448478,-1.7558843195650333,-2.1104970020287155,-2.1104970020287155,,,,5.064132873728933,5.064132873728933,False,False,False,False,False,-0.996,-0.996,-0.996,-0.996,-0.996
